xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
0.8029,3640.9,4466.9,8.6701,26.966,42.124,2685.2,75.163,120.38,0.32092,80.262,48.013,2611.9,25.635,50.014,3086.6,23.587,67.114,246.07,336.47,94.837,77.054,31.953,9.0369,25.965,6.8347,19.551,1.675,32.587,13.886,23.146,1.1431,19.278,2.3529,4.9052,2.3376,0.012166,0.90177,0.097207,54.777,43.194,62.37,53.683,79.03,58.181,20.922,38.946,32.253,46.567,53.401,40.735,16.689
0.80705,3686.8,4429.4,8.7887,26.876,42.239,2686.9,74.557,120.43,0.31242,80.564,49.854,2615.3,25.342,48.856,3085.9,23.751,67.157,248.29,336.7,94.949,77.563,31.587,8.839,25.958,6.8479,18.942,1.6813,32.122,14.003,23.121,1.4678,19.423,2.323,4.9024,2.4036,0.012166,0.90177,0.097207,54.777,43.194,62.79,52.836,79.831,56.422,21.137,37.889,37.67,43.886,53.744,41.568,16.255
0.80748,3683.2,4401,8.5921,26.915,42.594,2686.2,75.903,120.41,0.31378,80.717,49.071,2614.6,23.126,50.833,3086.1,23.612,67.278,250.51,336.79,94.574,77.289,31.587,8.839,25.958,6.8479,18.942,1.6813,32.122,14.003,23.121,1.4678,19.423,2.323,4.9024,2.4036,0.010925,0.89926,0.12326,54.733,43.196,62.853,53.177,79.79,57.126,21.212,37.723,35.366,48.461,54.44,40.892,16.582
0.84912,3672.7,4498.7,8.5826,26.909,42.304,2683.6,75.246,120.42,0.32612,80.633,50.549,2612.3,25.322,48.695,3084.6,21.995,67.402,254.41,336.97,94.814,77.164,32.391,8.9663,26.043,6.8433,18.745,1.718,32.833,13.935,23.301,1.0558,18.908,2.3636,4.7622,2.185,0.010925,0.89926,0.12326,54.733,43.196,62.956,53.424,83.495,57.299,20.976,39.536,39.716,43.513,54.778,40.461,20.432
0.84796,3645.7,4487.4,8.6888,27.083,42.472,2681.1,75.433,120.38,0.32963,80.444,51.249,2608.8,25.269,49.615,3083.1,22.92,67.439,250.82,336.55,94.749,77.112,32.391,8.9663,26.043,6.8433,18.745,1.718,32.833,13.935,23.301,1.0558,18.908,2.3636,4.7622,2.185,0.010925,0.89926,0.12326,54.733,43.196,63.42,53.559,83.609,56.842,20.983,39.107,41.775,45.644,55.785,41.166,18.258
0.77533,3650.7,4556.8,8.6784,26.962,42.319,2679.6,74.786,120.4,0.31777,80.477,50.602,2607.7,23.477,50.353,3080.7,22.485,67.476,257.41,336.61,94.788,77.32,32.033,9.1175,25.922,7.0148,19.163,1.7266,32.66,13.798,23.283,1.2069,18.936,2.377,4.9789,2.3644,0.010925,0.89926,0.12326,54.733,43.196,63.409,53.198,75.864,56.089,20.886,38.931,39.87,47.351,55.882,40.131,19.283
0.77205,3662.3,4516.5,8.6103,26.643,42.48,2678.7,75.189,120.4,0.32356,80.539,50.326,2606.2,26.628,52.031,3079.1,22.359,67.541,258.36,336.58,94.692,76.955,32.033,9.1175,25.922,7.0148,19.163,1.7266,32.66,13.798,23.283,1.2069,18.936,2.377,4.9789,2.3644,0.010925,0.89926,0.12326,54.733,43.196,63.209,53.681,76.186,60.053,20.485,38.224,39.061,51.233,56.479,40.733,19.61
0.80684,3638,4441.2,8.6597,26.897,42.221,2679.8,74.804,120.4,0.30701,80.716,51.344,2608.5,24.33,50.038,3080.8,22.289,67.613,259.3,336.89,94.814,77.506,32.782,9.1092,25.582,7.1217,19.449,1.7074,32.909,13.959,23.073,1.411,19.457,2.3585,4.8615,2.3768,0.011289,0.9015,0.11885,53.553,43.953,62.079,53.529,79.539,57.316,20.816,36.644,42.055,46.621,57.125,41.774,19.73
0.80651,3624.9,4481.1,8.6511,26.972,41.978,2681.1,74.409,120.39,0.30405,80.795,50.625,2608.2,24.45,50.457,3082.4,23.809,67.74,261,336.65,94.882,77.717,32.782,9.1092,25.582,7.1217,19.449,1.7074,32.909,13.959,23.073,1.411,19.457,2.3585,4.8615,2.3768,0.011289,0.9015,0.11885,53.553,43.953,62.304,53.051,79.572,57.256,20.628,37.005,39.939,47.591,57.667,40.088,16.094
0.7329,3563.5,4411.1,8.5992,27.12,42.21,2680.8,73.649,120.38,0.32335,81.011,49.331,2608,25.158,49.907,3081.2,22.572,67.887,263.48,336.62,94.753,77.77,32.093,9.0997,25.837,6.8604,19.22,1.7276,32.807,14.021,23.167,1.2658,19.418,2.3586,4.8498,2.3376,0.011289,0.9015,0.11885,53.553,43.953,62.247,53.098,72.116,56.612,20.978,39.062,36.132,46.318,58.134,40.314,19
0.73314,3577.4,4375.2,8.7126,26.669,42.04,2679.4,74.737,120.38,0.32669,80.891,50.146,2606.9,24.349,48.069,3079.6,23.304,67.976,265.13,336.82,95.045,77.147,32.093,9.0997,25.837,6.8604,19.22,1.7276,32.807,14.021,23.167,1.2658,19.418,2.3586,4.8498,2.3376,0.011289,0.9015,0.11885,53.553,43.953,62.008,53.528,72.093,56.392,20.659,38.655,38.528,42.065,58.67,39.742,17.297
0.79651,3642.9,4490.8,8.8501,27.124,42.39,2678.7,75.584,120.4,0.32988,80.634,48.55,2606.2,24.836,51.892,3079,22.314,68.047,267.34,336.98,94.866,77.09,32.272,8.9199,25.904,6.9033,19.787,1.7219,32.84,13.926,22.826,1.2129,19.452,2.3689,4.959,2.3283,0.011289,0.9015,0.11885,53.553,43.953,63.07,52.61,78.449,58.734,20.747,40.155,33.832,50.913,59.157,40.427,19.664
0.79546,3668.9,4410.2,8.8239,26.534,42.092,2680.5,74.379,120.41,0.33178,80.765,50.963,2607.2,23.641,49.528,3081.3,22.799,68.04,269.05,336.81,94.815,77.699,32.272,8.9199,25.904,6.9033,19.787,1.7219,32.84,13.926,22.826,1.2129,19.452,2.3689,4.959,2.3283,0.0092491,0.91534,0.099434,53.524,43.175,62.622,53.575,78.553,56.922,20.585,39.923,40.934,45.443,59.864,40.063,18.467
0.77827,3614.9,4395.6,8.8174,26.888,42.359,2680.6,74.198,120.42,0.32013,80.82,49.877,2606.7,25.325,51.03,3082.1,22.881,68.157,272.41,336.97,94.669,77.59,32.23,8.9709,26.033,6.7085,19.089,1.7304,32.667,13.881,23.059,1.1804,19.721,2.3296,4.9854,2.2808,0.0092491,0.91534,0.099434,53.524,43.175,63.175,52.237,76.848,55.282,20.528,39.028,37.738,48.918,60.319,41.153,18.261
0.78,3677.6,4371,8.7216,27.264,41.931,2681.1,74.313,120.39,0.3239,80.937,50.309,2609.2,24.321,51.724,3081.5,23.865,68.247,272.64,337.69,94.766,77.862,32.23,8.9709,26.033,6.7085,19.089,1.7304,32.667,13.881,23.059,1.1804,19.721,2.3296,4.9854,2.2808,0.0092491,0.91534,0.099434,53.524,43.175,62.096,52.531,76.677,59.686,21.057,38.568,39.01,50.523,61.046,40.562,15.887
0.781,3690.6,4445.6,8.8139,26.868,42.378,2682.2,74.015,120.42,0.31652,81.012,50.353,2610.4,25.182,51.145,3084.5,23.091,68.366,274.23,337.57,94.565,77.365,32.219,9.0992,25.609,6.716,19.124,1.7454,32.595,13.984,23.357,1.1726,19.068,2.4106,4.9261,2.3434,0.0092491,0.91534,0.099434,53.524,43.175,63.653,53.239,77.243,56.748,20.875,38.384,39.14,49.184,61.648,41.176,17.739
0.7803,3728.8,4454.9,8.8306,27.114,42.146,2680.8,74.58,120.41,0.31749,80.814,50.362,2607.9,24.766,48.88,3083.8,22.711,68.446,276.26,337.54,94.572,77.541,32.219,9.0992,25.609,6.716,19.124,1.7454,32.595,13.984,23.357,1.1726,19.068,2.4106,4.9261,2.3434,0.0092491,0.91534,0.099434,53.524,43.175,62.995,53.129,77.311,58.173,20.661,38.265,39.166,43.941,62.21,41.313,18.631
0.78226,3702.5,4457.4,8.883,27.009,42.579,2681.8,74.146,120.41,0.32979,80.923,49.696,2609.9,25.183,50.662,3082.3,21.933,68.521,279.49,337.85,94.477,77.723,31.801,9.2128,25.171,6.8375,19.196,1.7571,32.807,13.986,22.837,1.3683,19.353,2.3725,5.0186,2.3891,-0.004541,0.86022,0.10869,53.803,43.307,63.542,52.957,77.263,58.111,21.002,39.687,37.204,48.066,63.147,41.692,20.451
0.78332,3694.9,4436.2,8.7273,26.942,42.6,2679.8,74.921,120.39,0.32893,80.881,49.235,2607.8,24.073,50.004,3081.7,21.824,68.614,282.64,337.48,94.557,77.459,31.801,9.2128,25.171,6.8375,19.196,1.7571,32.807,13.986,22.837,1.3683,19.353,2.3725,5.0186,2.3891,-0.004541,0.86022,0.10869,53.803,43.307,63.674,53.21,77.159,58.376,20.663,39.792,35.849,46.543,63.809,41.178,20.712
0.82423,3638.4,4437.3,8.8688,26.873,42.548,2678.9,74.878,120.41,0.33093,80.66,51.41,2606.9,25.387,50.16,3080,22.454,68.672,284.42,337.67,94.446,76.991,32.156,8.912,25.915,7.0101,18.997,1.6991,32.953,13.902,22.813,1.3506,19.528,2.3824,4.9562,2.3737,-0.004541,0.86022,0.10869,53.803,43.307,63.68,52.955,81.453,56.293,20.947,39.826,42.25,46.903,64.598,41.115,19.265
0.82844,3685.4,4428.5,8.7919,26.526,42.484,2679,74.072,120.39,0.33289,80.509,50.986,2607.4,26.675,49.173,3079.5,23.325,68.683,285.92,338.39,94.737,77.303,32.156,8.912,25.915,7.0101,18.997,1.6991,32.953,13.902,22.813,1.3506,19.528,2.3824,4.9562,2.3737,-0.004541,0.86022,0.10869,53.803,43.307,62.871,53.06,81.04,57.051,20.953,39.586,41.003,44.619,65.41,40.467,17.198
0.79299,3587.6,4406.6,8.8041,26.951,42.264,2683.2,74.716,120.4,0.32297,80.83,49.847,2611.7,24.729,50.73,3081.9,23.605,68.744,292.23,339.3,94.451,78.046,32.16,9.0273,25.567,7.1402,19.124,1.724,32.847,14.021,22.641,1.3403,19.194,2.3633,4.971,2.4056,-0.004541,0.86022,0.10869,53.803,43.307,63,53.757,78.206,58.987,21.409,38.74,37.649,48.223,65.789,41.272,16.463
0.79653,3634.4,4417.3,8.8127,26.951,42.474,2687.1,74.637,120.4,0.32169,81.022,51.917,2615.2,25.081,50.055,3086.6,22.904,68.885,288.02,339.18,94.725,77.487,32.16,9.0273,25.567,7.1402,19.124,1.724,32.847,14.021,22.641,1.3403,19.194,2.3633,4.971,2.4056,0.027479,0.84324,0.098412,54.493,44.008,62.194,53.629,77.858,59.22,21.419,38.896,43.741,46.662,65.779,41.131,18.136
0.79412,3565.6,4425.8,8.9162,26.822,42.462,2685.3,73.805,120.35,0.33994,80.583,51.054,2611.9,25.671,50.827,3083.7,23.553,68.925,290.56,339.53,94.748,77.205,32.357,9.0423,25.59,6.9745,19.251,1.6801,33.296,14.159,22.821,1.4692,19.097,2.3926,4.9516,2.3152,0.027479,0.84324,0.098412,54.493,44.008,62.056,53.168,78.072,57.459,21.101,40.07,41.203,48.448,65.913,39.957,16.624
0.79384,3562.4,4465.2,8.9929,26.925,42.556,2686.2,73.651,120.39,0.33671,80.438,49.878,2614.6,25.228,51.074,3085.7,22.833,68.881,292.48,340.37,94.913,77.633,32.357,9.0423,25.59,6.9745,19.251,1.6801,33.296,14.159,22.821,1.4692,19.097,2.3926,4.9516,2.3152,0.027479,0.84324,0.098412,54.493,44.008,62.11,52.696,78.099,56.326,21.52,40.464,37.741,49.02,66.108,41.138,18.317
0.77637,3615.7,4403.1,8.8844,26.987,41.95,2692.5,74.903,120.4,0.35299,80.701,49.418,2621,25.535,48.574,3088.1,23.99,68.902,291.05,341.57,94.763,77.803,31.361,8.7657,26.144,6.9461,18.992,1.7589,32.882,14.041,22.904,1.3124,18.841,2.3833,4.993,2.2862,0.027479,0.84324,0.098412,54.493,44.008,62.481,53.06,75.927,57.012,21.758,42.553,36.386,43.233,66.599,40.507,15.534
0.7748,3650.4,4402.1,8.9195,26.699,42.405,2693.4,73.278,120.4,0.35452,80.711,50.795,2623.1,24.58,48.987,3090.5,23.095,68.979,294.87,341.46,94.727,77.462,31.361,8.7657,26.144,6.9461,18.992,1.7589,32.882,14.041,22.904,1.3124,18.841,2.3833,4.993,2.2862,0.027479,0.84324,0.098412,54.493,44.008,61.885,53.072,76.082,59.718,22.092,42.366,40.44,44.19,66.617,40.644,17.665
0.87194,3628.1,4431.5,9.0747,26.955,42.689,2698.6,73.697,120.42,0.34513,80.715,50.553,2626.8,25.057,49.404,3096.1,22.846,68.984,291.04,342.13,94.387,77.91,32.24,9.0571,26.009,6.8684,19.272,1.7088,33.384,13.811,22.512,1.3596,19.082,2.3687,4.9045,2.258,0.021012,0.84123,0.096591,53.465,43.738,62.443,53.296,86.154,56.643,21.961,40.772,39.727,45.156,66.91,41.46,18.216
0.87513,3632.1,4473.4,8.9495,26.709,42.586,2700.7,74.788,120.41,0.34267,80.513,50.025,2628.7,25.443,50.642,3098.6,23.6,68.977,292.56,342.7,94.711,77.561,32.24,9.0571,26.009,6.8684,19.272,1.7088,33.384,13.811,22.512,1.3596,19.082,2.3687,4.9045,2.258,0.021012,0.84123,0.096591,53.465,43.738,62.375,52.795,85.84,57.169,21.837,41.072,38.172,48.019,66.957,41.188,16.443
0.79285,3642.1,4422.6,8.901,27.21,42.852,2702.6,73.803,120.4,0.31557,80.496,50.132,2631.3,26.486,50.978,3099,23.346,68.96,292.96,343.67,94.312,77.716,32.369,8.858,25.746,6.836,18.675,1.7562,32.813,13.913,23.588,1.1583,18.698,2.351,4.914,2.4055,0.021012,0.84123,0.096591,53.465,43.738,62.859,52.655,77.998,59.896,22.551,38.362,38.488,48.796,67.105,41.21,17.024
0.79149,3640.6,4393.3,9.0184,27.23,42.262,2704.6,74.027,120.41,0.31915,80.464,50.251,2634.2,24.004,49.567,3100,23.248,68.973,294.14,344.41,94.523,77.503,32.369,8.858,25.746,6.836,18.675,1.7562,32.813,13.913,23.588,1.1583,18.698,2.351,4.914,2.4055,0.021012,0.84123,0.096591,53.465,43.738,62.886,53.007,78.132,58.122,23.092,37.926,38.839,45.532,67.183,41.94,17.253
0.77762,3627.6,4481.4,8.9295,27.21,42.484,2705.6,74.875,120.41,0.33257,80.305,49.542,2634.8,24.538,48.236,3099.5,23.491,68.942,292.39,345.05,94.335,77.591,32.382,8.8895,25.817,6.6547,18.609,1.6929,33.489,13.708,23.079,1.1695,18.325,2.3939,4.8739,2.3084,0.021012,0.84123,0.096591,53.465,43.738,63.422,53.384,76.812,56.688,23.176,39.076,36.752,42.452,67.525,41.927,16.675
0.78,3686.1,4452.7,8.9569,26.949,42.797,2705.3,74.82,120.4,0.33209,80.168,49.414,2634.4,23.553,47.44,3100,24.652,68.939,294.54,345.27,94.489,77.481,32.382,8.8895,25.817,6.6547,18.609,1.6929,33.489,13.708,23.079,1.1695,18.325,2.3939,4.8739,2.3084,-0.015386,0.80831,0.08916,53.617,43.436,62.415,53.728,76.577,59.017,23.002,39.135,36.375,40.61,67.478,41.431,13.925
0.77631,3736.5,4452.4,9.0784,27.143,42.383,2711,74.839,120.42,0.30949,80.431,51.371,2641.5,24.519,50.229,3102.6,22.007,68.943,295.99,346.07,94.201,77.979,32.595,9.0439,26.287,6.8965,18.738,1.6946,33.423,13.817,23.114,1.4088,18.354,2.3477,4.9529,2.4461,-0.015386,0.80831,0.08916,53.617,43.436,63.267,53.916,76.307,56.197,23.621,36.397,42.135,47.063,67.517,41.987,20.146
0.77649,3704.3,4461.4,8.9154,26.797,42.331,2709.9,74.56,120.43,0.3095,80.298,49.233,2639.8,24.87,50.028,3103.8,22.144,68.973,295.25,346.35,94.17,77.246,32.595,9.0439,26.287,6.8965,18.738,1.6946,33.423,13.817,23.114,1.4088,18.354,2.3477,4.9529,2.4461,-0.015386,0.80831,0.08916,53.617,43.436,63.821,53.808,76.289,57.207,23.23,36.396,35.842,46.599,67.745,42.714,19.865
0.75485,3653.4,4463.6,9.1319,27.023,41.877,2708.8,73.882,120.37,0.32224,80.052,49.756,2638.3,24.696,50.545,3099.7,22.481,68.947,297.97,346.55,94.41,77.613,32.81,8.8671,26.093,6.7604,18.12,1.705,33.611,13.678,23.403,1.2376,17.939,2.3531,4.7188,2.3754,-0.015386,0.80831,0.08916,53.617,43.436,62.677,53.481,73.748,57.017,23.451,37.664,37.382,47.795,67.671,41.34,19.049
0.75456,3664.2,4472.4,8.7976,27.089,42.514,2708.6,74.188,120.4,0.32266,79.953,50.496,2638.8,25.52,51.324,3100.6,22.955,68.908,298.39,346.58,94.368,77.135,32.81,8.8671,26.093,6.7604,18.12,1.705,33.611,13.678,23.403,1.2376,17.939,2.3531,4.7188,2.3754,-0.015386,0.80831,0.08916,53.617,43.436,62.49,53.376,73.776,58.714,23.715,37.613,39.559,49.598,67.803,41.628,17.964
0.72681,3690.5,4528.9,8.9736,26.937,42.389,2709.7,74.488,120.41,0.30595,79.889,48.915,2640.1,25.411,50.638,3101.6,23.017,68.83,300.18,347.09,94.545,77.304,32.935,8.8514,26.019,6.8502,18.224,1.6584,33.585,13.749,23.952,1.1682,18.465,2.3995,4.9341,2.3066,0.0061292,0.78776,0.093404,53.837,43.192,63.282,54.275,71.367,58.792,23.626,35.811,34.908,48.009,66.954,41.76,17.811
0.72725,3709.4,4545.6,8.7975,27.004,42.342,2712.2,74.854,120.43,0.30591,80.056,49.543,2642.4,24.463,49.975,3104.1,23.345,68.823,294.66,346.71,94.283,77.604,32.935,8.8514,26.019,6.8502,18.224,1.6584,33.585,13.749,23.952,1.1682,18.465,2.3995,4.9341,2.3066,0.0061292,0.78776,0.093404,53.837,43.192,62.956,54.075,71.323,60.608,23.622,35.816,36.754,46.475,67.243,41.686,17.008
0.70591,3691.9,4557.1,8.9673,26.451,42.506,2712.6,73.728,120.4,0.31424,79.994,49.52,2642.5,24.719,50.245,3103.3,22.087,68.82,296.61,347.29,94.525,77.44,32.539,8.9618,25.904,6.7451,18.269,1.7258,33.913,13.594,23.839,1.1599,18.34,2.3538,4.8269,2.3082,0.0061292,0.78776,0.093404,53.837,43.192,62.543,53.784,69.643,57.814,23.517,36.552,36.686,47.101,66.865,42.089,20.009
0.70818,3681.8,4549.3,8.9663,26.722,42.307,2712.4,74.456,120.36,0.31054,79.916,51.265,2642.8,23.419,50.647,3102.8,24.101,68.803,295.95,347.11,94.274,77.109,32.539,8.9618,25.904,6.7451,18.269,1.7258,33.913,13.594,23.839,1.1599,18.34,2.3538,4.8269,2.3082,0.0061292,0.78776,0.093404,53.837,43.192,62.716,53.878,69.421,59.384,23.863,37.002,41.823,48.032,66.723,40.877,15.253
0.7407,3695.6,4544.2,8.8207,26.563,42.55,2715.1,74.976,120.4,0.2948,79.999,52.434,2645.2,24.621,49.325,3106.3,23.138,68.777,293.84,346.6,94.548,77.467,32.273,8.9121,25.925,7.0441,18.422,1.6918,33.997,13.93,23.288,1.2127,17.878,2.3647,4.8703,2.3713,0.0061292,0.78776,0.093404,53.837,43.192,63.482,53.917,72.631,59.884,23.575,34.557,45.264,44.971,66.71,41.931,17.515
0.73967,3687.7,4519.7,8.8955,26.932,42.218,2717,74.912,120.42,0.29954,80.119,47.962,2647,25.54,49.637,3108.8,22.901,68.742,295.88,346.51,94.137,77.919,32.273,8.9121,25.925,7.0441,18.422,1.6918,33.997,13.93,23.288,1.2127,17.878,2.3647,4.8703,2.3713,0.0089841,0.78378,0.088598,53.551,45.234,63.617,54.21,72.732,58.353,23.698,33.978,32.102,45.694,65.734,42.178,18.031
0.75997,3611,4503,8.8412,26.972,42.455,2715.9,74.745,120.38,0.33102,80.04,48.608,2645.5,25.52,50.304,3107.6,21.502,68.76,291.01,346.83,94.587,77.392,32.525,9.1044,26.386,6.8194,18.229,1.6945,33.677,13.861,23.357,1.2529,18.092,2.3297,4.806,2.3152,0.0089841,0.78378,0.088598,53.551,45.234,62.302,54.106,75.344,59.172,23.618,39.025,34.005,47.238,65.708,41.038,21.381
0.76399,3630.3,4549.8,8.7746,26.985,42.056,2716.7,75.276,120.37,0.33155,79.976,48.59,2646.9,25.121,51.549,3107.2,23.177,68.701,291.1,347.19,94.499,77.789,32.525,9.1044,26.386,6.8194,18.229,1.6945,33.677,13.861,23.357,1.2529,18.092,2.3297,4.806,2.3152,0.0089841,0.78378,0.088598,53.551,45.234,61.97,53.547,74.949,58.445,23.799,38.96,33.951,50.118,65.244,40.226,17.373
0.73779,3649.2,4523.1,8.8056,27.195,42.536,2718.6,74.389,120.41,0.32251,80.01,48.951,2649,23.896,49.467,3109.1,22.876,68.667,287.83,347.22,94.47,77.496,32.413,8.7756,26.098,6.9608,18.413,1.6945,33.763,13.804,23.68,1.0865,17.838,2.3435,4.9104,2.2938,0.0089841,0.78378,0.088598,53.551,45.234,63.569,54.418,72.303,59.102,24.021,38.322,35.014,45.301,65.08,41.887,18.104
0.73565,3668.9,4514.2,8.8818,27.127,42.348,2716.7,75.829,120.37,0.32402,79.784,49.465,2646.4,23.84,50.434,3108.3,23.119,68.598,289.31,347.11,94.54,77.294,32.413,8.7756,26.098,6.9608,18.413,1.6945,33.763,13.804,23.68,1.0865,17.838,2.3435,4.9104,2.2938,0.0089841,0.78378,0.088598,53.551,45.234,63.231,54.524,72.513,60.03,23.624,38.138,36.524,47.539,64.495,40.705,17.552
0.74487,3637.2,4523.7,9.0458,27.069,42.271,2718.5,75.904,120.41,0.31784,79.891,48.431,2648.6,26.161,50.437,3108.4,22.879,68.511,287.26,347.16,94.44,77.358,32.265,8.7538,26.447,6.856,18.075,1.7099,33.743,13.688,23.858,1.0954,18.157,2.3079,4.8521,2.3178,0.010457,0.779,0.098427,53.283,43.563,62.528,54.036,73.161,56.914,24.133,37.387,33.483,47.546,64.039,41.641,18.119
0.74433,3618,4527,8.9173,26.911,41.906,2719.6,75.117,120.38,0.32308,79.931,51.527,2650.1,24.094,50.819,3107.9,24.527,68.482,284.54,346.95,94.609,77.469,32.265,8.7538,26.447,6.856,18.075,1.7099,33.743,13.688,23.858,1.0954,18.157,2.3079,4.8521,2.3178,0.010457,0.779,0.098427,53.283,43.563,62.858,53.996,73.214,58.316,24.055,36.748,42.595,48.429,63.751,41.05,14.189
0.7556,3673.9,4588.7,8.8418,26.434,42.561,2719.7,74.617,120.4,0.30431,79.873,51.323,2649.7,25.667,50.113,3110,23.26,68.452,282.8,347.15,94.498,77.321,32.376,8.9689,26.1,6.9523,18.61,1.7424,33.919,13.594,23.684,1.2761,18.117,2.2864,4.8615,2.2622,0.010457,0.779,0.098427,53.283,43.563,62.791,54.175,74.613,57.055,23.658,35.822,41.995,46.795,63.375,41.207,17.205
0.75794,3668.8,4523.3,8.8329,27.104,42.742,2718.2,75.228,120.37,0.30175,79.735,49.806,2647.8,25.254,49.649,3111.5,23.36,68.396,282.76,346.6,94.454,77.255,32.376,8.9689,26.1,6.9523,18.61,1.7424,33.919,13.594,23.684,1.2761,18.117,2.2864,4.8615,2.2622,0.010457,0.779,0.098427,53.283,43.563,62.878,54.958,74.383,56.999,23.419,36.135,37.529,45.722,62.852,41.313,16.984
0.74599,3661.1,4472.2,8.871,27.11,42.311,2717.7,75.488,120.4,0.29073,79.638,49.495,2647.9,26.036,50.088,3109.6,22.785,68.3,283.73,347.36,94.549,77,32.767,8.8494,26.733,6.8852,18.326,1.7243,33.719,13.827,24.121,1.4549,17.97,2.3462,4.7458,2.3069,0.010457,0.779,0.098427,53.283,43.563,62.145,54.329,73.171,59.911,23.672,34.686,36.615,46.737,62.244,42.047,18.382
0.74645,3655.5,4520.6,8.853,26.529,42.042,2719.5,75.062,120.38,0.29195,79.694,49.937,2650.2,24.358,48.784,3108.3,22.917,68.202,280.74,347.38,94.645,77.401,32.767,8.8494,26.733,6.8852,18.326,1.7243,33.719,13.827,24.121,1.4549,17.97,2.3462,4.7458,2.3069,0.020547,0.79995,0.095556,53.46,43.658,62.241,53.75,73.126,56.139,24.064,34.537,37.915,43.72,61.772,40.592,18.052
0.70149,3636.6,4550.3,8.9377,27.258,42.221,2719.9,74.791,120.4,0.31699,79.922,50.067,2651,25.989,51.162,3109.5,23.388,68.149,276.26,347.31,94.513,77.524,33.062,8.9292,26.332,6.8841,18.14,1.7486,33.79,13.77,24.257,1.2424,18.137,2.3158,4.6632,2.2636,0.020547,0.79995,0.095556,53.46,43.658,63.12,54.145,69.338,56.369,24.29,37.543,38.297,49.223,61.559,41.624,16.913
0.70336,3663.2,4521.8,8.6852,27.086,42.45,2718.9,74.532,120.41,0.32083,79.925,49.699,2649.2,24.506,51.15,3109.3,22.338,68.157,275.62,346.81,94.562,77.437,33.062,8.9292,26.332,6.8841,18.14,1.7486,33.79,13.77,24.257,1.2424,18.137,2.3158,4.6632,2.2636,0.020547,0.79995,0.095556,53.46,43.658,62.663,54.486,69.154,56.941,23.952,37.075,37.214,49.196,61.003,41.397,19.403
0.6674,3672.9,4522.7,8.9367,26.718,42.219,2717.6,75.322,120.4,0.31344,79.89,49.673,2647.6,26.091,50.648,3109.3,21.977,68.104,276.73,346.08,94.63,77.286,32.056,8.8427,26.422,6.7754,18.097,1.6556,33.646,13.761,24.107,1.4428,17.844,2.2821,4.7349,2.1716,0.020547,0.79995,0.095556,53.46,43.658,62.502,55.023,65.583,57.699,23.631,36.423,37.138,48.035,60.291,42.01,20.27
0.66476,3653,4515.8,8.8616,26.837,42.293,2717.1,73.873,120.37,0.31031,79.869,50.597,2647,25.459,50.663,3106.2,22.435,68.068,274,345.97,94.551,77.25,32.056,8.8427,26.422,6.7754,18.097,1.6556,33.646,13.761,24.107,1.4428,17.844,2.2821,4.7349,2.1716,0.020547,0.79995,0.095556,53.46,43.658,62.846,55.106,65.843,58.541,23.869,36.805,39.856,48.067,59.926,40.081,19.187
0.76059,3670.9,4587.7,8.7021,27.138,42.129,2717.7,75.248,120.4,0.31273,79.941,50.248,2647.9,24.176,51.043,3109.5,22.616,68.02,271.41,345.64,94.601,77.179,32.236,8.781,26.422,6.7497,18.504,1.6558,33.445,13.916,23.936,1.2085,17.927,2.2863,4.8458,2.2925,0.012808,0.80684,0.094942,53.139,44.438,63.539,54.462,74.801,58.235,23.697,36.177,38.831,48.948,60.003,41.051,18.761
0.76095,3691.5,4618.9,8.7348,27.087,42.444,2714.2,76.108,120.39,0.31036,79.685,50.13,2643.7,25.086,51.403,3107.9,22.161,67.966,273.29,345.63,94.428,77.021,32.236,8.781,26.422,6.7497,18.504,1.6558,33.445,13.916,23.936,1.2085,17.927,2.2863,4.8458,2.2925,0.012808,0.80684,0.094942,53.139,44.438,63.186,54.088,74.766,56.607,23.289,36.466,38.482,49.781,59.428,40.86,19.874
0.74369,3673.8,4485.4,8.7882,26.842,42.285,2712,75.111,120.43,0.33127,79.625,50.368,2641.5,23.761,50.401,3104,22.673,67.868,271.88,345.45,94.545,76.911,32.905,8.8266,26.882,6.9452,18.736,1.715,33.209,13.685,24.23,1.0518,17.742,2.3296,4.7722,2.2362,0.012808,0.80684,0.094942,53.139,44.438,63.827,54.767,73.132,56.211,23.492,38.09,39.184,47.461,59.151,41.737,18.69
