time,ch1,ch2,,,,
3.90E-05,0,-0.0016,,,,
3.91E-05,0,-0.0024,,,,
3.91E-05,0,-0.0016,,,,
3.92E-05,0,-0.0032,,,,
3.92E-05,0,-0.0032,,,,
3.93E-05,0,-0.004,,,,
3.93E-05,0,-0.0048,,,,
3.94E-05,0,0,,,,
3.94E-05,0,-0.0032,,,,
3.95E-05,0,-0.0016,,,,
3.95E-05,0,-0.0024,,,,
3.96E-05,0,0,,,,
3.96E-05,0,-0.0024,,,,
3.97E-05,0,0,,,,
3.97E-05,0,-0.0024,,,,
3.98E-05,0,-0.0024,,,,
3.98E-05,0,0.0016,,,,
3.99E-05,0,-0.0024,,,,
3.99E-05,0,0,,,,
4.00E-05,0,-0.004,,,,
4.00E-05,0,0,,,,
4.01E-05,0,-0.0056,,,,
4.01E-05,0,0,,,,
4.02E-05,0,-0.0024,,,,
4.02E-05,0,0,,,,
4.03E-05,0,-0.0048,,,,
4.03E-05,0,-0.0016,,,,
4.04E-05,0,-0.0024,,,,
4.04E-05,0,-0.0024,,,,
4.05E-05,0,-0.0048,,,,
4.05E-05,0,-0.0024,,,,
4.06E-05,0,-0.0048,,,,
4.06E-05,0,0,,,,
4.07E-05,0,0,,,,
4.08E-05,0.04,-0.0016,,,,
4.08E-05,0,-0.0016,,,,
4.09E-05,0,0,,,,
4.09E-05,0,-0.0032,,,,
4.10E-05,0,-0.0016,,,,
4.10E-05,0,0,,,,
4.11E-05,0,-0.0024,,,,
4.11E-05,0,-0.0032,,,,
4.12E-05,0,-0.004,,,,
4.12E-05,0,-0.0024,,,,
4.13E-05,0,-0.0024,,,,
4.13E-05,0,-0.0016,,,,
4.14E-05,0,-0.0048,,,,
4.14E-05,0,-0.0032,,,,
4.15E-05,0,-0.0024,,,,
4.15E-05,0,-0.0016,,,,
4.16E-05,0,-0.0016,,,,
4.16E-05,0,-0.0024,,,,
4.17E-05,0,-0.0024,,,,
4.17E-05,0,-0.0032,,,,
4.18E-05,0,-0.0016,,,,
4.18E-05,0,0,,,,
4.19E-05,0,0,,,,
4.19E-05,0,-0.0024,,,,
4.20E-05,0,-0.0016,,,,
4.20E-05,0,0.0032,,,,
4.21E-05,0,-0.0056,,,,
4.21E-05,0,0.0016,,,,
4.22E-05,0,-0.0064,,,,
4.22E-05,0,0,,,,
4.23E-05,0,-0.0024,,,,
4.23E-05,0,-0.0016,,,,
4.24E-05,0,-0.0024,,,,
4.24E-05,0,0,,,,
4.25E-05,0,-0.0032,,,,
4.25E-05,0,-0.0024,,,,
4.26E-05,0,-0.0016,,,,
4.26E-05,0,-0.0024,,,,
4.27E-05,0,0,,,,
4.27E-05,0,-0.0048,,,,
4.28E-05,0,-0.0016,,,,
4.28E-05,0,0,,,,
4.29E-05,0,-0.0016,,,,
4.29E-05,0,0,,,,
4.30E-05,0,-0.0024,,,,
4.30E-05,0,-0.0024,,,,
4.31E-05,0,0,,,,
4.31E-05,0,0.0016,,,,
4.32E-05,0,-0.0056,,,,
4.32E-05,0,0,,,,
4.33E-05,0,-0.0024,,,,
4.33E-05,0,-0.0024,,,,
4.34E-05,0,-0.0016,,,,
4.34E-05,0,-0.0024,,,,
4.35E-05,0,-0.0024,,,,
4.35E-05,0,-0.0048,,,,
4.36E-05,0,0,,,,
4.36E-05,0,-0.0024,,,,
4.37E-05,0,0,,,,
4.37E-05,0,0,,,,
4.38E-05,0,-0.0032,,,,
4.38E-05,0,-0.0016,,,,
4.39E-05,0,0,,,,
4.39E-05,0,0,,,,
4.40E-05,0,-0.0024,,,,
4.40E-05,0,-0.0032,,,,
4.41E-05,0,-0.0032,,,,
4.41E-05,0,-0.0016,,,,
4.42E-05,0,-0.0056,,,,
4.42E-05,0,0,,,,
4.43E-05,0.04,-0.0032,,,,
4.43E-05,0,-0.0016,,,,
4.44E-05,0,-0.0032,,,,
4.44E-05,0,0,,,,
4.45E-05,0,-0.0032,,,,
4.45E-05,0,0,,,,
4.46E-05,0,-0.0032,,,,
4.46E-05,0,0,,,,
4.47E-05,0,-0.0016,,,,
4.47E-05,0,-0.0016,,,,
4.48E-05,0,-0.0024,,,,
4.48E-05,0,0.0016,,,,
4.49E-05,0,-0.0032,,,,
4.49E-05,0,0,,,,
4.50E-05,0,-0.0024,,,,
4.50E-05,0,0,,,,
4.51E-05,0,-0.0032,,,,
4.51E-05,0,0,,,,
4.52E-05,0,-0.0056,,,,
4.52E-05,0,0,,,,
4.53E-05,0,-0.004,,,,
4.53E-05,0,-0.0016,,,,
4.54E-05,0,-0.0024,,,,
4.54E-05,0,0,,,,
4.55E-05,0,-0.0024,,,,
4.55E-05,0,0,,,,
4.56E-05,0,-0.0048,,,,
4.56E-05,0,0,,,,
4.57E-05,0,-0.0024,,,,
4.57E-05,0,0,,,,
4.58E-05,0,-0.0024,,,,
4.58E-05,0,0,,,,
4.59E-05,0,-0.0024,,,,
4.59E-05,0,0.0032,,,,
4.60E-05,0,-0.0048,,,,
4.60E-05,0,0,,,,
4.61E-05,0,-0.0016,,,,
4.61E-05,0,-0.0024,,,,
4.62E-05,0,-0.0016,,,,
4.62E-05,0,-0.0016,,,,
4.63E-05,0,-0.0024,,,,
4.63E-05,0.04,-0.0016,,,,
4.64E-05,0,-0.0024,,,,
4.64E-05,0,-0.0024,,,,
4.65E-05,0.04,0,,,,
4.65E-05,0.04,-0.0016,,,,
4.66E-05,0.04,-0.0032,,,,
4.66E-05,0.04,0,,,,
4.67E-05,0.04,-0.0024,,,,
4.67E-05,0.04,0,,,,
4.68E-05,0.04,0,,,,
4.68E-05,0.04,-0.0016,,,,
4.69E-05,0.04,0,,,,
4.69E-05,0.04,0.0016,,,,
4.70E-05,0.08,-0.0016,,,,
4.70E-05,0.08,0,,,,
4.71E-05,0.08,0.0032,,,,
4.71E-05,0.08,-0.0016,,,,
4.72E-05,0.08,0.0032,,,,
4.72E-05,0.08,0,,,,
4.73E-05,0.08,0,,,,
4.73E-05,0.08,0,,,,
4.74E-05,0.08,0,,,,
4.74E-05,0.08,0,,,,
4.75E-05,0.08,0.0032,,,,
4.75E-05,0.08,0.0016,,,,
4.76E-05,0.08,0,,,,
4.76E-05,0.08,0.0024,,,,
4.77E-05,0.12,0.0016,,,,
4.77E-05,0.08,0,,,,
4.78E-05,0.12,0,,,,
4.78E-05,0.08,0,,,,
4.79E-05,0.08,0.0016,,,,
4.79E-05,0.08,0.0032,,,,
4.80E-05,0.08,0.0032,,,,
4.80E-05,0.08,0.0032,,,,
4.81E-05,0.08,0.0016,,,,
4.81E-05,0.04,0,,,,
4.82E-05,0.04,0.0016,,,,
4.82E-05,0.04,0,,,,
4.83E-05,0.04,0,,,,
4.83E-05,0,0,,,,
4.84E-05,0,-0.0032,,,,
4.84E-05,0,0,,,,
4.85E-05,-0.08,-0.0032,,,,
4.85E-05,-0.08,-0.0032,,,,
4.86E-05,-0.08,-0.0048,,,,
4.86E-05,-0.12,-0.004,,,,
4.87E-05,-0.12,-0.0056,,,,
4.87E-05,-0.16,-0.004,,,,
4.88E-05,-0.16,-0.0088,,,,
4.88E-05,-0.24,-0.0056,,,,
4.89E-05,-0.24,-0.0064,,,,
4.89E-05,-0.28,-0.0112,,,,
4.90E-05,-0.32,-0.008,,,,
4.90E-05,-0.32,-0.0096,,,,
4.91E-05,-0.4,-0.0112,,,,
4.91E-05,-0.4,-0.012,,,,
4.92E-05,-0.44,-0.0128,,,,
4.92E-05,-0.44,-0.0136,,,,
4.93E-05,-0.48,-0.012,,,,
4.93E-05,-0.52,-0.0152,,,,
4.94E-05,-0.56,-0.0184,,,,
4.94E-05,-0.56,-0.0144,,,,
4.95E-05,-0.6,-0.0208,,,,
4.95E-05,-0.6,-0.0192,,,,
4.96E-05,-0.64,-0.0208,,,,
4.96E-05,-0.64,-0.02,,,,
4.97E-05,-0.68,-0.0224,,,,
4.97E-05,-0.68,-0.0208,,,,
4.98E-05,-0.72,-0.0248,,,,
4.98E-05,-0.72,-0.0216,,,,
4.99E-05,-0.72,-0.0224,,,,
4.99E-05,-0.72,-0.0224,,,,
5.00E-05,-0.72,-0.0256,,,,
5.00E-05,-0.68,-0.0192,,,,
5.01E-05,-0.64,-0.024,,,,
5.01E-05,-0.68,-0.0208,,,,
5.02E-05,-0.64,-0.0256,,,,
5.02E-05,-0.6,-0.0176,,,,
5.03E-05,-0.6,-0.0248,,,,
5.03E-05,-0.56,-0.0168,,,,
5.04E-05,-0.52,-0.0224,,,,
5.04E-05,-0.48,-0.0152,,,,
5.05E-05,-0.44,-0.0184,,,,
5.05E-05,-0.36,-0.012,,,,
5.06E-05,-0.32,-0.016,,,,
5.06E-05,-0.24,-0.0088,,,,
5.07E-05,-0.16,-0.012,,,,
5.07E-05,-0.12,-0.012,,,,
5.08E-05,-0.08,-0.0064,,,,
5.08E-05,0.04,-0.0056,,,,
5.09E-05,0.08,-0.004,,,,
5.09E-05,0.16,0,,,,
5.10E-05,0.24,0,,,,
5.10E-05,0.36,0,,,,
5.11E-05,0.44,0.0096,,,,
5.11E-05,0.52,0.0064,,,,
5.12E-05,0.64,0.0096,,,,
5.12E-05,0.72,0.016,,,,
5.13E-05,0.8,0.0136,,,,
5.13E-05,0.88,0.02,,,,
5.14E-05,0.96,0.0216,,,,
5.14E-05,1.04,0.0232,,,,
5.15E-05,1.12,0.0256,,,,
5.15E-05,1.2,0.0304,,,,
5.16E-05,1.28,0.0288,,,,
5.16E-05,1.36,0.0328,,,,
5.17E-05,1.44,0.0384,,,,
5.17E-05,1.48,0.0352,,,,
5.18E-05,1.56,0.04,,,,
5.18E-05,1.6,0.0416,,,,
5.19E-05,1.68,0.0424,,,,
5.19E-05,1.72,0.0448,,,,
5.20E-05,1.76,0.0456,,,,
5.20E-05,1.8,0.0464,,,,
5.21E-05,1.8,0.0488,,,,
5.21E-05,1.8,0.0496,,,,
5.22E-05,1.8,0.0472,,,,
5.22E-05,1.8,0.0512,,,,
5.23E-05,1.84,0.0496,,,,
5.23E-05,1.8,0.0488,,,,
5.24E-05,1.76,0.0488,,,,
5.24E-05,1.76,0.0496,,,,
5.25E-05,1.68,0.0472,,,,
5.25E-05,1.64,0.0496,,,,
5.26E-05,1.6,0.0432,,,,
5.26E-05,1.52,0.0448,,,,
5.27E-05,1.44,0.0576,,,,
5.27E-05,1.36,0.032,,,,
5.28E-05,1.28,0.04,,,,
5.28E-05,1.2,0.0472,,,,
5.29E-05,1.08,0.0144,,,,
5.29E-05,0.96,0.0464,,,,
5.30E-05,0.84,0.0256,,,,
5.30E-05,0.72,0.0208,,,,
5.31E-05,0.56,0.0328,,,,
5.31E-05,0.48,0.0208,,,,
5.32E-05,0.36,0.008,,,,
5.32E-05,0.2,0.0264,,,,
5.33E-05,0.04,0.0032,,,,
5.33E-05,-0.08,0.0088,,,,
5.34E-05,-0.24,0.0096,,,,
5.34E-05,-0.4,-0.0032,,,,
5.35E-05,-0.52,-0.0032,,,,
5.35E-05,-0.64,-0.0048,,,,
5.36E-05,-0.8,-0.016,,,,
5.36E-05,-0.92,-0.0128,,,,
5.37E-05,-1.08,-0.0152,,,,
5.37E-05,-1.2,-0.028,,,,
5.38E-05,-1.36,-0.0232,,,,
5.38E-05,-1.44,-0.0272,,,,
5.39E-05,-1.6,-0.036,,,,
5.39E-05,-1.72,-0.0336,,,,
5.40E-05,-1.8,-0.0408,,,,
5.40E-05,-1.88,-0.04,,,,
5.41E-05,-2,-0.0496,,,,
5.41E-05,-2.08,-0.0448,,,,
5.42E-05,-2.16,-0.0528,,,,
5.42E-05,-2.2,-0.0512,,,,
5.43E-05,-2.28,-0.056,,,,
5.43E-05,-2.32,-0.0576,,,,
5.44E-05,-2.36,-0.0592,,,,
5.44E-05,-2.4,-0.0632,,,,
5.45E-05,-2.4,-0.0616,,,,
5.45E-05,-2.4,-0.0656,,,,
5.46E-05,-2.4,-0.064,,,,
5.46E-05,-2.36,-0.0624,,,,
5.47E-05,-2.36,-0.0632,,,,
5.47E-05,-2.32,-0.068,,,,
5.48E-05,-2.28,-0.0608,,,,
5.48E-05,-2.24,-0.0664,,,,
5.49E-05,-2.16,-0.0608,,,,
5.49E-05,-2.08,-0.0608,,,,
5.50E-05,-2,-0.0664,,,,
5.50E-05,-1.92,-0.0632,,,,
5.51E-05,-1.84,-0.048,,,,
5.51E-05,-1.72,-0.064,,,,
5.52E-05,-1.64,-0.0472,,,,
5.52E-05,-1.52,-0.0464,,,,
5.53E-05,-1.36,-0.0576,,,,
5.53E-05,-1.24,-0.0416,,,,
5.54E-05,-1.12,-0.0464,,,,
5.54E-05,-0.96,-0.0472,,,,
5.55E-05,-0.84,-0.032,,,,
5.55E-05,-0.72,-0.04,,,,
5.56E-05,-0.56,-0.0376,,,,
5.56E-05,-0.44,-0.0224,,,,
5.57E-05,-0.28,-0.0344,,,,
5.57E-05,-0.12,-0.0176,,,,
5.58E-05,0,-0.0248,,,,
5.58E-05,0.16,-0.0232,,,,
5.59E-05,0.28,-0.0104,,,,
5.59E-05,0.44,-0.0056,,,,
5.60E-05,0.56,-0.016,,,,
5.60E-05,0.68,0.0032,,,,
5.61E-05,0.8,-0.004,,,,
5.61E-05,0.96,0.008,,,,
5.62E-05,1.04,0.0064,,,,
5.62E-05,1.16,0.0104,,,,
5.63E-05,1.28,0.0112,,,,
5.63E-05,1.36,0.0232,,,,
5.64E-05,1.44,0.0176,,,,
5.64E-05,1.52,0.0272,,,,
5.65E-05,1.6,0.0232,,,,
5.65E-05,1.64,0.028,,,,
5.66E-05,1.68,0.024,,,,
5.66E-05,1.76,0.0312,,,,
5.67E-05,1.8,0.0288,,,,
5.67E-05,1.8,0.0384,,,,
5.68E-05,1.84,0.0312,,,,
5.68E-05,1.84,0.0352,,,,
5.69E-05,1.84,0.036,,,,
5.69E-05,1.84,0.0384,,,,
5.70E-05,1.84,0.0368,,,,
5.70E-05,1.84,0.0424,,,,
5.71E-05,1.8,0.0392,,,,
5.71E-05,1.76,0.0392,,,,
5.72E-05,1.68,0.0432,,,,
5.72E-05,1.64,0.0448,,,,
5.73E-05,1.6,0.0456,,,,
5.73E-05,1.52,0.0504,,,,
5.74E-05,1.48,0.0232,,,,
5.74E-05,1.4,0.0624,,,,
5.75E-05,1.32,0.0288,,,,
5.75E-05,1.28,0.0384,,,,
5.76E-05,1.16,0.0488,,,,
5.76E-05,1.12,0.0296,,,,
5.77E-05,1,0.0328,,,,
5.77E-05,0.92,0.0488,,,,
5.78E-05,0.84,0.0192,,,,
5.78E-05,0.72,0.036,,,,
5.79E-05,0.64,0.032,,,,
5.79E-05,0.56,0.0176,,,,
5.80E-05,0.48,0.028,,,,
5.80E-05,0.36,0.0264,,,,
5.81E-05,0.32,0.0176,,,,
5.81E-05,0.2,0.0264,,,,
5.82E-05,0.12,0.0192,,,,
5.82E-05,0.04,0.0144,,,,
5.83E-05,-0.08,0.024,,,,
5.83E-05,-0.12,0.0136,,,,
5.84E-05,-0.16,0.0128,,,,
5.84E-05,-0.28,0.0144,,,,
5.85E-05,-0.32,0.0096,,,,
5.85E-05,-0.4,0.0064,,,,
5.86E-05,-0.44,0.0112,,,,
5.86E-05,-0.48,0.004,,,,
5.87E-05,-0.52,0.0032,,,,
5.87E-05,-0.56,0.0032,,,,
5.88E-05,-0.6,-0.0016,,,,
5.88E-05,-0.64,0,,,,
5.89E-05,-0.64,-0.0016,,,,
5.89E-05,-0.72,-0.008,,,,
5.90E-05,-0.72,-0.0056,,,,
5.90E-05,-0.72,-0.0088,,,,
5.91E-05,-0.72,-0.008,,,,
5.91E-05,-0.76,-0.0096,,,,
5.92E-05,-0.76,-0.0072,,,,
5.92E-05,-0.72,-0.016,,,,
5.93E-05,-0.76,-0.0064,,,,
5.93E-05,-0.72,-0.0168,,,,
5.94E-05,-0.72,-0.0128,,,,
5.94E-05,-0.72,-0.0112,,,,
5.95E-05,-0.68,-0.0144,,,,
5.95E-05,-0.64,-0.0144,,,,
5.96E-05,-0.64,-0.0144,,,,
5.96E-05,-0.6,-0.0128,,,,
5.97E-05,-0.56,-0.0144,,,,
5.97E-05,-0.56,-0.0176,,,,
5.98E-05,-0.56,-0.0192,,,,
5.98E-05,-0.48,-0.0184,,,,
5.99E-05,-0.48,-0.0176,,,,
5.99E-05,-0.44,-0.0176,,,,
6.00E-05,-0.4,-0.0208,,,,
6.00E-05,-0.4,-0.0192,,,,
6.01E-05,-0.32,-0.0192,,,,
6.01E-05,-0.32,-0.0208,,,,
6.02E-05,-0.28,-0.0192,,,,
6.02E-05,-0.24,-0.0192,,,,
6.03E-05,-0.2,-0.0208,,,,
6.03E-05,-0.16,-0.0208,,,,
6.04E-05,-0.16,-0.02,,,,
6.04E-05,-0.12,-0.0192,,,,
6.05E-05,-0.12,-0.0176,,,,
6.05E-05,-0.08,-0.016,,,,
6.06E-05,-0.08,-0.0184,,,,
6.06E-05,-0.04,-0.016,,,,
6.07E-05,0,-0.0152,,,,
6.07E-05,0,-0.0152,,,,
6.08E-05,0.04,-0.0152,,,,
6.08E-05,0.04,-0.0152,,,,
6.09E-05,0.04,-0.0152,,,,
6.09E-05,0.04,-0.0152,,,,
6.10E-05,0.04,-0.0128,,,,
6.10E-05,0.08,-0.012,,,,
6.11E-05,0.08,-0.0128,,,,
6.11E-05,0.08,-0.012,,,,
6.12E-05,0.12,-0.012,,,,
6.12E-05,0.12,-0.008,,,,
6.13E-05,0.12,-0.0112,,,,
6.13E-05,0.08,-0.0072,,,,
6.14E-05,0.12,-0.0096,,,,
6.14E-05,0.12,-0.008,,,,
6.15E-05,0.12,-0.0056,,,,
6.15E-05,0.08,-0.0048,,,,
6.16E-05,0.12,-0.0096,,,,
6.16E-05,0.08,0,,,,
6.17E-05,0.08,-0.0072,,,,
6.17E-05,0.08,0,,,,
6.18E-05,0.08,-0.0024,,,,
6.18E-05,0.08,0.0048,,,,
6.19E-05,0.08,-0.0016,,,,
6.19E-05,0.08,-0.0016,,,,
6.20E-05,0.08,0.0048,,,,
6.20E-05,0.08,0.004,,,,
6.21E-05,0.04,0,,,,
6.21E-05,0.04,0.004,,,,
6.22E-05,0.04,-0.0032,,,,
6.22E-05,0.04,0.0128,,,,
6.23E-05,0.04,0,,,,
6.23E-05,0.04,0.0088,,,,
6.24E-05,0,0,,,,
6.24E-05,0.04,0.008,,,,
6.25E-05,0.04,0.0048,,,,
6.25E-05,0.04,0.0064,,,,
6.26E-05,0.04,0.0056,,,,
6.26E-05,0,0.008,,,,
6.27E-05,0,0.0064,,,,
6.27E-05,0,0.0048,,,,
6.28E-05,0,0.008,,,,
6.28E-05,0,0.008,,,,
6.29E-05,0,0.0072,,,,
6.29E-05,0,0.0064,,,,
6.30E-05,0,0.0048,,,,
6.30E-05,0,0.0032,,,,
6.31E-05,0,0.0096,,,,
6.31E-05,0,0.008,,,,
6.32E-05,0,0.004,,,,
6.32E-05,0,0.0048,,,,
6.33E-05,0,0.0048,,,,
6.33E-05,0,0.004,,,,
6.34E-05,0,0.0064,,,,
6.34E-05,0,0.0016,,,,
6.35E-05,0,0,,,,
6.35E-05,0,0.0016,,,,
6.36E-05,0,0,,,,
6.36E-05,0,0.0048,,,,
6.37E-05,0,0,,,,
6.37E-05,0,-0.0016,,,,
6.38E-05,0,-0.0024,,,,
6.38E-05,0,-0.0024,,,,
6.39E-05,0,0,,,,
6.39E-05,0,-0.0024,,,,
6.40E-05,0,-0.0016,,,,
6.40E-05,0,-0.0056,,,,
6.41E-05,0,-0.0032,,,,
6.41E-05,0,-0.004,,,,
6.42E-05,0,-0.0056,,,,
6.42E-05,0,-0.0048,,,,
6.43E-05,0,-0.0024,,,,
6.43E-05,0,-0.0088,,,,
6.44E-05,0,-0.0032,,,,
6.44E-05,0,-0.0032,,,,
6.45E-05,0,-0.0056,,,,
6.45E-05,0,-0.0056,,,,
6.46E-05,0,-0.0056,,,,
6.46E-05,0,-0.0088,,,,
6.47E-05,0,-0.0048,,,,
6.47E-05,0,-0.0048,,,,
6.48E-05,0,-0.0096,,,,
6.48E-05,0,-0.0056,,,,
6.49E-05,0,-0.0056,,,,
6.49E-05,0,-0.008,,,,
6.50E-05,0,-0.0072,,,,
6.50E-05,0,-0.0048,,,,
6.51E-05,0,-0.008,,,,
6.51E-05,0,-0.0056,,,,
6.52E-05,0,-0.0064,,,,
6.52E-05,0,-0.0048,,,,
6.53E-05,0,-0.0032,,,,
6.53E-05,0,-0.0032,,,,
6.54E-05,0,-0.0048,,,,
6.54E-05,0,-0.0032,,,,
6.55E-05,0,0,,,,
6.55E-05,0,-0.0032,,,,
6.56E-05,0,0,,,,
6.56E-05,0,-0.0032,,,,
6.57E-05,0,0,,,,
6.57E-05,0,-0.004,,,,
6.58E-05,0,0.0016,,,,
6.58E-05,0,0,,,,
6.59E-05,0,0,,,,
6.59E-05,0,0,,,,
6.60E-05,0,0,,,,
6.60E-05,0,0.0024,,,,
6.61E-05,0,0,,,,
6.61E-05,0,0,,,,
6.62E-05,0,0,,,,
6.62E-05,0,0,,,,
6.63E-05,0,0.0032,,,,
6.63E-05,0,0.0016,,,,
6.64E-05,0,0.0048,,,,
6.64E-05,0,0,,,,
6.65E-05,0,0.0048,,,,
6.65E-05,0,0,,,,
6.66E-05,0,0.0048,,,,
6.66E-05,0,0.0048,,,,
6.67E-05,0,0.0048,,,,
6.67E-05,0,0,,,,
6.68E-05,0,0.0032,,,,
6.68E-05,0,0.0032,,,,
6.69E-05,0,0.0016,,,,
6.69E-05,0,0.0032,,,,
6.70E-05,0,0,,,,
6.70E-05,0,0,,,,
6.71E-05,0,0,,,,
6.71E-05,0,0.004,,,,
6.72E-05,0,-0.0048,,,,
6.72E-05,0,0.0032,,,,
6.73E-05,0,-0.0024,,,,
6.73E-05,0,-0.0032,,,,
6.74E-05,0,0,,,,
6.74E-05,0,-0.0024,,,,
6.75E-05,0,-0.0024,,,,
6.75E-05,0,-0.0016,,,,
6.76E-05,0,-0.0064,,,,
6.76E-05,0,0,,,,
6.77E-05,0,-0.0048,,,,
6.77E-05,0,-0.0024,,,,
6.78E-05,0,-0.0048,,,,
6.78E-05,0,-0.0056,,,,
6.79E-05,0,-0.0048,,,,
6.79E-05,0,-0.0024,,,,
6.80E-05,0,-0.0064,,,,
6.80E-05,0,-0.0048,,,,
6.81E-05,0,-0.0056,,,,
6.81E-05,0,-0.0088,,,,
6.82E-05,0,-0.0048,,,,
6.82E-05,0,-0.0048,,,,
6.83E-05,0,-0.008,,,,
6.83E-05,0,-0.0056,,,,
6.84E-05,0,-0.0072,,,,
6.84E-05,0,-0.0048,,,,
6.85E-05,0,-0.0056,,,,
6.85E-05,0,-0.0048,,,,
6.86E-05,0,-0.0088,,,,
6.86E-05,0,-0.004,,,,
6.87E-05,0,-0.0048,,,,
6.87E-05,0,-0.0048,,,,
6.88E-05,0,-0.0024,,,,
6.88E-05,0,-0.008,,,,
6.89E-05,0,-0.0032,,,,
6.89E-05,0,-0.0048,,,,
6.90E-05,0,-0.0048,,,,
6.90E-05,0,-0.0016,,,,
6.91E-05,0,0,,,,
6.91E-05,0,-0.0088,,,,
6.92E-05,0,0,,,,
6.92E-05,0,0,,,,
6.93E-05,0,-0.0016,,,,
6.93E-05,0,0,,,,
6.94E-05,0,-0.0024,,,,
6.94E-05,0,-0.0016,,,,
6.95E-05,0,0,,,,
6.95E-05,0,0.004,,,,
6.96E-05,0,-0.0024,,,,
6.96E-05,0,0.004,,,,
6.97E-05,0,0,,,,
6.97E-05,0,0,,,,
6.98E-05,0,0,,,,
6.98E-05,0,0,,,,
6.99E-05,0,0.004,,,,
6.99E-05,0,0,,,,
7.00E-05,0,0.0032,,,,
7.00E-05,0,0,,,,
7.01E-05,0,0.0032,,,,
7.01E-05,0,0,,,,
7.02E-05,0,0.0024,,,,
7.02E-05,0,0,,,,
7.03E-05,0,0.0032,,,,
7.03E-05,0,0.0032,,,,
7.04E-05,0,0.0032,,,,
7.04E-05,0,0.0032,,,,
7.05E-05,0,0.0016,,,,
7.05E-05,0,0,,,,
7.06E-05,0,0,,,,
7.06E-05,0,0.0032,,,,
7.07E-05,0,-0.0016,,,,
7.07E-05,0,0,,,,
7.08E-05,0,0,,,,
7.08E-05,0,0,,,,
7.09E-05,0,0,,,,
7.09E-05,0.04,-0.0024,,,,
7.10E-05,0,-0.0024,,,,
7.10E-05,0,-0.004,,,,
7.11E-05,0,-0.0024,,,,
7.11E-05,0,-0.004,,,,
7.12E-05,0,-0.0016,,,,
7.12E-05,0,-0.0064,,,,
7.13E-05,0,-0.0032,,,,
7.13E-05,0,-0.0056,,,,
7.14E-05,0,-0.0048,,,,
7.14E-05,0,-0.0024,,,,
7.15E-05,0,-0.0032,,,,
7.15E-05,0,-0.0056,,,,
7.16E-05,0,-0.0048,,,,
7.16E-05,0,-0.0016,,,,
7.17E-05,0,-0.0056,,,,
7.17E-05,0,-0.0032,,,,
7.18E-05,0,-0.0056,,,,
7.18E-05,0,-0.0064,,,,
7.19E-05,0,-0.0048,,,,
7.19E-05,0,-0.0024,,,,
7.20E-05,0,-0.0096,,,,
7.20E-05,0,-0.0056,,,,
7.21E-05,0,-0.0056,,,,
7.21E-05,0,-0.0088,,,,
7.22E-05,0,-0.0064,,,,
7.22E-05,0,-0.0088,,,,
7.23E-05,0,-0.008,,,,
7.23E-05,0,-0.0088,,,,
7.24E-05,0,-0.0032,,,,
7.24E-05,0,-0.0056,,,,
7.25E-05,0,-0.0032,,,,
7.25E-05,0,-0.0016,,,,
7.26E-05,0,-0.0032,,,,
7.26E-05,0,-0.0032,,,,
7.27E-05,0,0.0032,,,,
7.27E-05,0,0,,,,
7.28E-05,0,0,,,,
7.28E-05,0,-0.0032,,,,
7.29E-05,0,0,,,,
7.29E-05,0,-0.0024,,,,
7.30E-05,0,0,,,,
7.30E-05,0,0.0032,,,,
7.31E-05,0,-0.0024,,,,
7.31E-05,0,0.0016,,,,
7.32E-05,0,-0.0016,,,,
7.32E-05,0,0,,,,
7.33E-05,0,0,,,,
7.33E-05,0,0.0016,,,,
7.34E-05,0,-0.0024,,,,
7.34E-05,0,0.0032,,,,
7.35E-05,0,0.0016,,,,
7.35E-05,0,0,,,,
7.36E-05,0,0.0032,,,,
7.36E-05,0,0.0032,,,,
7.37E-05,0,0.0048,,,,
7.37E-05,0,0.0016,,,,
7.38E-05,0,0.0064,,,,
7.38E-05,0,0.0024,,,,
7.39E-05,0,0.0064,,,,
7.39E-05,0,0.0032,,,,
7.40E-05,0,0.0032,,,,
7.40E-05,0,0.0032,,,,
7.41E-05,0,0.004,,,,
7.41E-05,0,0,,,,
7.42E-05,0,0.0016,,,,
7.42E-05,0,0,,,,
7.43E-05,0,0,,,,
7.43E-05,0,-0.0016,,,,
7.44E-05,0,0,,,,
7.44E-05,0,-0.0032,,,,
7.45E-05,0,0,,,,
7.45E-05,0,-0.0032,,,,
7.46E-05,0,-0.0024,,,,
7.46E-05,0,-0.0016,,,,
7.47E-05,0,-0.0016,,,,
7.47E-05,0,-0.0024,,,,
7.48E-05,0,-0.0024,,,,
7.48E-05,0,-0.0024,,,,
7.49E-05,0,-0.0024,,,,
7.49E-05,0,-0.0024,,,,
7.50E-05,0,-0.0032,,,,
7.50E-05,0,-0.0024,,,,
7.51E-05,0,-0.0032,,,,
7.51E-05,0,-0.0024,,,,
7.52E-05,0,-0.0056,,,,
7.52E-05,0,-0.0032,,,,
7.53E-05,0,-0.0048,,,,
7.53E-05,0,-0.0064,,,,
7.54E-05,0,-0.0056,,,,
7.54E-05,0,-0.0064,,,,
7.55E-05,0,-0.0048,,,,
7.55E-05,0,-0.0088,,,,
7.56E-05,0,-0.0048,,,,
7.56E-05,0,-0.0072,,,,
7.57E-05,0,-0.0048,,,,
7.57E-05,0,-0.0056,,,,
7.58E-05,0,-0.0048,,,,
