source_database,source_table,source_column,target_table,target_column,mapping_type,difficulty,notes
QMS,iqs_failure_duty,duty_user_code,iqs_failure_duty,duty_personnel_id,Joined Copy,hard,
QMS,iqs_failure_duty,supplier_code,iqs_failure_duty,supplier_id,Joined Copy,medium,
QMS,iqs_failure_duty,duty_dept_code,iqs_failure_duty,duty_dept_code,Direct Copy,simple,
QMS,iqs_failure_duty,duty_dept_name,iqs_failure_duty,duty_dept_name,Direct Copy,simple,
QMS,iqs_failure_duty,duty_user_code,iqs_failure_duty,duty_user_code,Direct Copy,simple,
QMS,iqs_failure_duty,duty_user_name,iqs_failure_duty,duty_user_name,Direct Copy,simple,
QMS,iqs_failure_duty,duty_person_ratio_text,iqs_failure_duty,duty_person_ratio,Rename + Cast,medium,
QMS,iqs_failure_duty,responsibility_date_text,iqs_failure_duty,responsibility_date,Rename + Cast,medium,
QMS,disposal_order,quality_event_doc_id,disposition_record,quality_event_id,Joined Copy,medium,
QMS,disposal_order,iqs_failure_id,disposition_record,iqs_failure_id,Joined Copy,medium,
QMS,disposal_order,iqs_failure_content_id,disposition_record,iqs_failure_content_id,Joined Copy,medium,
QMS,disposal_order,work_order_no,disposition_record,work_order_id,Joined Copy,medium,
QMS,disposal_order,responsible_user_code,disposition_record,responsible_personnel_id,Joined Copy,hard,
QMS,disposal_order,disposal_no,disposition_record,disposition_no,Direct Copy,medium,
QMS,disposal_order,deal_type_find_code,disposition_record,deal_type_find,Lookup Normalize,hard,
QMS,disposal_order,deal_type_pass_code,disposition_record,deal_type_pass,Lookup Normalize,hard,
QMS,disposal_order,deal_type_tech_code,disposition_record,deal_type_tech,Lookup Normalize,hard,
QMS,disposal_order,disposal_type_code,disposition_record,disposition_type,Lookup Normalize,hard,
QMS,disposal_order,disposal_desc,disposition_record,disposition_desc,Direct Copy,hard,
QMS,disposal_order,disposal_date_text,disposition_record,disposition_date,Rename + Cast,medium,
QMS,disposal_order,disposal_status_code,disposition_record,disposition_status,Lookup Normalize,medium,
QMS,recheck_record,disposal_order_id,reinspection_record,disposition_record_id,Joined Copy,medium,
QMS,recheck_record,inspection_doc_id,reinspection_record,inspection_record_id,Joined Copy,medium,
QMS,recheck_record,inspector_no,reinspection_record,inspector_id,Joined Copy,medium,
QMS,recheck_record,recheck_no,reinspection_record,reinspection_no,Direct Copy,simple,
QMS,recheck_record,recheck_date_text,reinspection_record,reinspection_date,Rename + Cast,simple,
QMS,recheck_record,recheck_result_code,reinspection_record,reinspection_result,Lookup Normalize,simple,
QMS,recheck_record,conclusion_desc,reinspection_record,conclusion_desc,Direct Copy,medium,
MRO,service_event,event_no,maintenance_event,event_no,Direct Copy,simple,
MRO,service_event,component_serial_no,maintenance_event,component_instance_id,Joined Copy,medium,
MRO,service_event,install_pos_code,maintenance_event,installed_position_id,Joined Copy,medium,
MRO,service_event,service_time_text,maintenance_event,service_date,Rename + Cast,medium,
MRO,service_event,event_kind_code,maintenance_event,event_type,Lookup Normalize,medium,
MRO,service_event,service_unit_code,maintenance_event,service_unit_code,Direct Copy,simple,
MRO,service_event,service_unit_name,maintenance_event,service_unit_name,Direct Copy,simple,
MRO,service_event,evt_state,maintenance_event,event_status,Lookup Normalize,medium,
MRO,service_event,install_pos_code,installed_position,position_code,Direct Copy,hard,
MRO,repair_order,service_event_id,maintenance_order,maintenance_event_id,Joined Copy,medium,
MRO,repair_order,component_serial_no,maintenance_order,component_instance_id,Joined Copy,medium,
MRO,repair_order,wo_no,maintenance_order,work_order_id,Joined Copy,hard,
MRO,repair_order,repair_order_no,maintenance_order,maintenance_order_no,Direct Copy,simple,
MRO,repair_order,task_title,maintenance_order,task_name,Direct Copy,simple,
MRO,repair_order,plan_start_text,maintenance_order,plan_start_time,Rename + Cast,simple,
MRO,repair_order,plan_finish_text,maintenance_order,plan_finish_time,Rename + Cast,simple,
MRO,repair_order,ro_state,maintenance_order,order_status,Lookup Normalize,medium,
MRO,repair_order,report_man,maintenance_order,report_person_name,Direct Copy,simple,
MRO,fault_report,service_event_id,fault_record,maintenance_event_id,Joined Copy,medium,
MRO,fault_report,component_serial_no,fault_record,component_instance_id,Joined Copy,medium,
MRO,fault_report,fault_sym_code,fault_record,fault_code,Direct Copy,hard,
MRO,fault_report,fault_title,fault_record,fault_name,Direct Copy,simple,
MRO,fault_report,fault_text,fault_record,fault_desc,Direct Copy,medium,
MRO,fault_report,fail_pos_desc,fault_record,fault_position,Direct Copy,hard,
MRO,fault_report,found_at_text,fault_record,find_date,Rename + Cast,medium,
MRO,fault_report,finder_name,fault_record,finder_name,Direct Copy,simple,
MRO,fault_report,gzjb,fault_record,severity_level,Lookup Normalize,simple,
MRO,remove_install_record,service_event_id,replacement_record,maintenance_event_id,Joined Copy,medium,
MRO,remove_install_record,repair_order_id,replacement_record,maintenance_order_id,Joined Copy,medium,
MRO,remove_install_record,component_serial_no,replacement_record,component_instance_id,Joined Copy,medium,
MRO,remove_install_record,install_pos_code,replacement_record,installed_position_id,Joined Copy,hard,
MRO,remove_install_record,removed_part_sn,replacement_record,removed_part_instance_id,Joined Copy,hard,
MRO,remove_install_record,installed_part_sn,replacement_record,installed_part_instance_id,Joined Copy,hard,
MRO,remove_install_record,source_batch_no,replacement_record,inventory_batch_id,Joined Copy,hard,
MRO,remove_install_record,change_no,replacement_record,replacement_no,Direct Copy,simple,
MRO,remove_install_record,remove_cause,replacement_record,replacement_reason,Lookup Normalize,hard,
MRO,remove_install_record,change_time_text,replacement_record,replacement_time,Rename + Cast,simple,
MRO,remove_install_record,operator_name,replacement_record,operator_name,Direct Copy,simple,
MRO,remove_install_record,change_state,replacement_record,replacement_status,Lookup Normalize,medium,
MRO,remove_install_record,component_serial_no,component_part_installation,component_instance_id,Joined Copy,medium,
MRO,remove_install_record,installed_part_sn,component_part_installation,part_instance_id,Joined Copy,hard,
MRO,remove_install_record,install_pos_code,component_part_installation,installed_position_id,Joined Copy,hard,
MRO,remove_install_record,change_no,component_part_installation,replacement_record_id,Joined Copy,hard,
MRO,remove_install_record,install_time_text,component_part_installation,install_time,Rename + Cast,medium,
MRO,remove_install_record,new_valid_from_text,component_part_installation,valid_from,Rename + Cast,hard,
MRO,remove_install_record,remove_time_text,component_part_installation,valid_to,Rename + Cast,hard,
MRO,remove_install_record,remove_time_text,component_part_installation,uninstall_time,Rename + Cast,medium,
MRO,remove_install_record,remove_cause,component_part_installation,uninstall_reason,Lookup Normalize,hard,
MRO,remove_install_record,install_person,component_part_installation,install_person_name,Direct Copy,medium,
MRO,remove_install_record,install_state,component_part_installation,install_status,Lookup Normalize,medium,
MRO,field_feedback,service_event_id,service_feedback,maintenance_event_id,Joined Copy,medium,
MRO,field_feedback,component_serial_no,service_feedback,component_instance_id,Joined Copy,medium,
MRO,field_feedback,quality_event_no,service_feedback,quality_event_id,Joined Copy,hard,
MRO,field_feedback,feedback_no,service_feedback,feedback_no,Direct Copy,simple,
MRO,field_feedback,feedback_source_code,service_feedback,feedback_source,Lookup Normalize,medium,
MRO,field_feedback,feedback_time_text,service_feedback,feedback_date,Rename + Cast,simple,
MRO,field_feedback,feedback_content,service_feedback,feedback_desc,Direct Copy,simple,
MRO,field_feedback,feedback_state,service_feedback,feedback_status,Lookup Normalize,medium,
MRO,field_feedback,feedback_no,quality_event,trigger_source_no,Direct Copy,simple,
MRO,field_feedback,feedback_time_text,quality_event,event_time,Rename + Cast,medium,
MRO,field_feedback,feedback_content,quality_event,event_desc,Direct Copy,medium,
MRO,field_feedback,feedback_state,quality_event,event_status,Lookup Normalize,medium,
PLM,product_model,actual_plane_no,upper_equipment,actual_plane_no,Direct Copy,medium,实际架次号直接作为上级装备实际架次
PLM,gear_system_def,station_no,installed_position,station_no,Direct Copy,medium,设计站位号直接作为装机位置站位号
