head,relation,tail,head_type,tail_type,domain,source_table,weight
BRG-03295,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.277
BRG-03296,designed_by,BDES-00540,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03296,uses_material_batch,BMAT-00209,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03296,manufactured_in,BMAN-00188,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03296,assembled_in,BASM-03296,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03296,inspected_by,BINSP-03296,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03296,maintained_by,BOPR-03296,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03296,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03296,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.2629
BRG-03297,designed_by,BDES-00593,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03297,uses_material_batch,BMAT-00361,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03297,manufactured_in,BMAN-00517,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03297,assembled_in,BASM-03297,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03297,inspected_by,BINSP-03297,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03297,maintained_by,BOPR-03297,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03297,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03297,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.2792
BRG-03298,designed_by,BDES-00406,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03298,uses_material_batch,BMAT-00091,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03298,manufactured_in,BMAN-01088,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03298,assembled_in,BASM-03298,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03298,inspected_by,BINSP-03298,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03298,maintained_by,BOPR-03298,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03298,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03298,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.2565
BRG-03299,designed_by,BDES-00677,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03299,uses_material_batch,BMAT-00156,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03299,manufactured_in,BMAN-00767,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03299,assembled_in,BASM-03299,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03299,inspected_by,BINSP-03299,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03299,maintained_by,BOPR-03299,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03299,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03299,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.3294
BRG-03300,designed_by,BDES-00594,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03300,uses_material_batch,BMAT-00472,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03300,manufactured_in,BMAN-00368,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03300,assembled_in,BASM-03300,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03300,inspected_by,BINSP-03300,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03300,maintained_by,BOPR-03300,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03300,has_overall_lifecycle_risk_level,RISK_LEVEL_low,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03300,has_overall_lifecycle_risk_score,RISK_0_25,Bearing,RiskScore,bearing,bearing_component.csv,0.231
BRG-03301,designed_by,BDES-00574,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03301,uses_material_batch,BMAT-00340,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03301,manufactured_in,BMAN-00746,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03301,assembled_in,BASM-03301,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03301,inspected_by,BINSP-03301,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03301,maintained_by,BOPR-03301,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03301,has_overall_lifecycle_risk_level,RISK_LEVEL_low,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03301,has_overall_lifecycle_risk_score,RISK_0_25,Bearing,RiskScore,bearing,bearing_component.csv,0.2467
BRG-03302,designed_by,BDES-00184,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03302,uses_material_batch,BMAT-00051,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03302,manufactured_in,BMAN-00431,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03302,assembled_in,BASM-03302,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03302,inspected_by,BINSP-03302,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03302,maintained_by,BOPR-03302,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03302,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03302,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.3733
BRG-03303,designed_by,BDES-00576,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03303,uses_material_batch,BMAT-00420,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03303,manufactured_in,BMAN-00160,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03303,assembled_in,BASM-03303,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03303,inspected_by,BINSP-03303,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03303,maintained_by,BOPR-03303,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03303,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03303,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.3029
BRG-03304,designed_by,BDES-00144,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03304,uses_material_batch,BMAT-00001,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03304,manufactured_in,BMAN-00258,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03304,assembled_in,BASM-03304,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03304,inspected_by,BINSP-03304,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03304,maintained_by,BOPR-03304,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03304,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03304,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.2802
BRG-03305,designed_by,BDES-00203,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03305,uses_material_batch,BMAT-00067,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03305,manufactured_in,BMAN-00427,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03305,assembled_in,BASM-03305,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03305,inspected_by,BINSP-03305,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03305,maintained_by,BOPR-03305,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03305,has_overall_lifecycle_risk_level,RISK_LEVEL_low,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03305,has_overall_lifecycle_risk_score,RISK_0_25,Bearing,RiskScore,bearing,bearing_component.csv,0.2182
BRG-03306,designed_by,BDES-00452,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03306,uses_material_batch,BMAT-00058,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03306,manufactured_in,BMAN-00602,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03306,assembled_in,BASM-03306,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03306,inspected_by,BINSP-03306,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03306,maintained_by,BOPR-03306,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03306,has_overall_lifecycle_risk_level,RISK_LEVEL_low,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03306,has_overall_lifecycle_risk_score,RISK_0_25,Bearing,RiskScore,bearing,bearing_component.csv,0.2231
BRG-03307,designed_by,BDES-00652,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03307,uses_material_batch,BMAT-00459,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03307,manufactured_in,BMAN-01181,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03307,assembled_in,BASM-03307,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03307,inspected_by,BINSP-03307,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03307,maintained_by,BOPR-03307,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03307,has_overall_lifecycle_risk_level,RISK_LEVEL_low,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03307,has_overall_lifecycle_risk_score,RISK_0_25,Bearing,RiskScore,bearing,bearing_component.csv,0.2193
BRG-03308,designed_by,BDES-00423,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03308,uses_material_batch,BMAT-00063,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03308,manufactured_in,BMAN-00321,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03308,assembled_in,BASM-03308,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03308,inspected_by,BINSP-03308,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03308,maintained_by,BOPR-03308,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03308,has_overall_lifecycle_risk_level,RISK_LEVEL_low,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03308,has_overall_lifecycle_risk_score,RISK_0_25,Bearing,RiskScore,bearing,bearing_component.csv,0.1934
BRG-03309,designed_by,BDES-00041,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03309,uses_material_batch,BMAT-00439,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03309,manufactured_in,BMAN-01193,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03309,assembled_in,BASM-03309,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03309,inspected_by,BINSP-03309,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03309,maintained_by,BOPR-03309,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03309,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03309,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.2941
BRG-03310,designed_by,BDES-00680,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03310,uses_material_batch,BMAT-00199,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03310,manufactured_in,BMAN-01063,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03310,assembled_in,BASM-03310,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03310,inspected_by,BINSP-03310,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03310,maintained_by,BOPR-03310,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03310,has_overall_lifecycle_risk_level,RISK_LEVEL_low,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03310,has_overall_lifecycle_risk_score,RISK_0_25,Bearing,RiskScore,bearing,bearing_component.csv,0.1783
BRG-03311,designed_by,BDES-00675,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03311,uses_material_batch,BMAT-00336,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03311,manufactured_in,BMAN-00568,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03311,assembled_in,BASM-03311,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03311,inspected_by,BINSP-03311,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03311,maintained_by,BOPR-03311,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03311,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03311,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.2662
BRG-03312,designed_by,BDES-00588,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03312,uses_material_batch,BMAT-00347,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03312,manufactured_in,BMAN-00213,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03312,assembled_in,BASM-03312,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03312,inspected_by,BINSP-03312,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03312,maintained_by,BOPR-03312,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03312,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03312,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.2688
BRG-03313,designed_by,BDES-00747,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03313,uses_material_batch,BMAT-00082,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03313,manufactured_in,BMAN-00991,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03313,assembled_in,BASM-03313,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03313,inspected_by,BINSP-03313,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03313,maintained_by,BOPR-03313,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03313,has_overall_lifecycle_risk_level,RISK_LEVEL_low,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03313,has_overall_lifecycle_risk_score,RISK_0_25,Bearing,RiskScore,bearing,bearing_component.csv,0.1993
BRG-03314,designed_by,BDES-00556,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03314,uses_material_batch,BMAT-00298,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03314,manufactured_in,BMAN-00561,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03314,assembled_in,BASM-03314,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03314,inspected_by,BINSP-03314,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03314,maintained_by,BOPR-03314,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03314,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03314,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.2676
BRG-03315,designed_by,BDES-00748,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03315,uses_material_batch,BMAT-00417,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03315,manufactured_in,BMAN-00719,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03315,assembled_in,BASM-03315,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03315,inspected_by,BINSP-03315,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03315,maintained_by,BOPR-03315,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03315,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03315,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.293
BRG-03316,designed_by,BDES-00494,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03316,uses_material_batch,BMAT-00481,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03316,manufactured_in,BMAN-00676,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03316,assembled_in,BASM-03316,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03316,inspected_by,BINSP-03316,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03316,maintained_by,BOPR-03316,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03316,has_overall_lifecycle_risk_level,RISK_LEVEL_low,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03316,has_overall_lifecycle_risk_score,RISK_0_25,Bearing,RiskScore,bearing,bearing_component.csv,0.1875
BRG-03317,designed_by,BDES-00778,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03317,uses_material_batch,BMAT-00189,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03317,manufactured_in,BMAN-00133,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03317,assembled_in,BASM-03317,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03317,inspected_by,BINSP-03317,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03317,maintained_by,BOPR-03317,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03317,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03317,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.2558
BRG-03318,designed_by,BDES-00765,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03318,uses_material_batch,BMAT-00215,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03318,manufactured_in,BMAN-00063,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03318,assembled_in,BASM-03318,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03318,inspected_by,BINSP-03318,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03318,maintained_by,BOPR-03318,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03318,has_overall_lifecycle_risk_level,RISK_LEVEL_low,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03318,has_overall_lifecycle_risk_score,RISK_0_25,Bearing,RiskScore,bearing,bearing_component.csv,0.2417
BRG-03319,designed_by,BDES-00693,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03319,uses_material_batch,BMAT-00372,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03319,manufactured_in,BMAN-01165,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03319,assembled_in,BASM-03319,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03319,inspected_by,BINSP-03319,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03319,maintained_by,BOPR-03319,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03319,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03319,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.2652
BRG-03320,designed_by,BDES-00401,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03320,uses_material_batch,BMAT-00239,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03320,manufactured_in,BMAN-00962,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03320,assembled_in,BASM-03320,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03320,inspected_by,BINSP-03320,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03320,maintained_by,BOPR-03320,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03320,has_overall_lifecycle_risk_level,RISK_LEVEL_low,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03320,has_overall_lifecycle_risk_score,RISK_0_25,Bearing,RiskScore,bearing,bearing_component.csv,0.2254
BRG-03321,designed_by,BDES-00564,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03321,uses_material_batch,BMAT-00478,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03321,manufactured_in,BMAN-00912,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03321,assembled_in,BASM-03321,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03321,inspected_by,BINSP-03321,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03321,maintained_by,BOPR-03321,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03321,has_overall_lifecycle_risk_level,RISK_LEVEL_low,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03321,has_overall_lifecycle_risk_score,RISK_0_25,Bearing,RiskScore,bearing,bearing_component.csv,0.2217
BRG-03322,designed_by,BDES-00518,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03322,uses_material_batch,BMAT-00164,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03322,manufactured_in,BMAN-00434,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03322,assembled_in,BASM-03322,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03322,inspected_by,BINSP-03322,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03322,maintained_by,BOPR-03322,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03322,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03322,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.3095
BRG-03323,designed_by,BDES-00039,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03323,uses_material_batch,BMAT-00130,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03323,manufactured_in,BMAN-00139,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03323,assembled_in,BASM-03323,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03323,inspected_by,BINSP-03323,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03323,maintained_by,BOPR-03323,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03323,has_overall_lifecycle_risk_level,RISK_LEVEL_low,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03323,has_overall_lifecycle_risk_score,RISK_0_25,Bearing,RiskScore,bearing,bearing_component.csv,0.2351
BRG-03324,designed_by,BDES-00794,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03324,uses_material_batch,BMAT-00059,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03324,manufactured_in,BMAN-00454,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03324,assembled_in,BASM-03324,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03324,inspected_by,BINSP-03324,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03324,maintained_by,BOPR-03324,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03324,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03324,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.3213
BRG-03325,designed_by,BDES-00292,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03325,uses_material_batch,BMAT-00125,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03325,manufactured_in,BMAN-00651,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03325,assembled_in,BASM-03325,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03325,inspected_by,BINSP-03325,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03325,maintained_by,BOPR-03325,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03325,has_overall_lifecycle_risk_level,RISK_LEVEL_low,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03325,has_overall_lifecycle_risk_score,RISK_0_25,Bearing,RiskScore,bearing,bearing_component.csv,0.1777
BRG-03326,designed_by,BDES-00059,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03326,uses_material_batch,BMAT-00456,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03326,manufactured_in,BMAN-00647,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03326,assembled_in,BASM-03326,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03326,inspected_by,BINSP-03326,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03326,maintained_by,BOPR-03326,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
BRG-03326,has_overall_lifecycle_risk_level,RISK_LEVEL_medium,Bearing,RiskLevel,bearing,bearing_component.csv,1.0
BRG-03326,has_overall_lifecycle_risk_score,RISK_25_50,Bearing,RiskScore,bearing,bearing_component.csv,0.3121
BRG-03327,designed_by,BDES-00158,Bearing,BearingDesignSpec,bearing,bearing_component.csv,1.0
BRG-03327,uses_material_batch,BMAT-00467,Bearing,MaterialBatch,bearing,bearing_component.csv,1.0
BRG-03327,manufactured_in,BMAN-00255,Bearing,ManufacturingBatch,bearing,bearing_component.csv,1.0
BRG-03327,assembled_in,BASM-03327,Bearing,AssemblyRecord,bearing,bearing_component.csv,1.0
BRG-03327,inspected_by,BINSP-03327,Bearing,InspectionRecord,bearing,bearing_component.csv,1.0
BRG-03327,maintained_by,BOPR-03327,Bearing,MaintenanceRecord,bearing,bearing_component.csv,1.0
