time,ch1,ch2,,
0.00005005,-0.64,-0.0152,,
0.0000501,-0.68,-0.0176,,
0.00005015,-0.64,-0.0152,,
0.0000502,-0.6,-0.016,,
0.00005025,-0.56,-0.0152,,
0.0000503,-0.52,-0.0144,,
0.00005035,-0.48,-0.0136,,
0.0000504,-0.44,-0.012,,
0.00005045,-0.4,-0.0112,,
0.0000505,-0.32,-0.0088,,
0.00005055,-0.28,-0.012,,
0.0000506,-0.2,-0.0064,,
0.00005065,-0.12,-0.0056,,
0.0000507,-0.08,-0.0056,,
0.00005075,0,-0.0032,,
0.0000508,0.08,0,,
0.00005085,0.16,0,,
0.0000509,0.24,0.004,,
0.00005095,0.32,0.0024,,
0.000051,0.4,0.004,,
0.00005105,0.52,0.0056,,
0.0000511,0.56,0.0096,,
0.00005115,0.68,0.0096,,
0.0000512,0.8,0.0144,,
0.00005125,0.84,0.0128,,
0.0000513,0.96,0.0176,,
0.00005135,1,0.0184,,
0.0000514,1.12,0.0192,,
0.00005145,1.2,0.0232,,
0.0000515,1.28,0.024,,
0.00005155,1.36,0.0256,,
0.0000516,1.44,0.0272,,
0.00005165,1.48,0.0304,,
0.0000517,1.52,0.0304,,
0.00005175,1.6,0.0352,,
0.0000518,1.64,0.032,,
0.00005185,1.68,0.0368,,
0.0000519,1.76,0.036,,
0.00005195,1.76,0.0392,,
0.000052,1.8,0.0392,,
0.00005205,1.8,0.0416,,
0.0000521,1.8,0.04,,
0.00005215,1.84,0.04,,
0.0000522,1.8,0.04,,
0.00005225,1.8,0.0408,,
0.0000523,1.8,0.04,,
0.00005235,1.76,0.0416,,
0.0000524,1.72,0.0384,,
0.00005245,1.68,0.04,,
0.0000525,1.6,0.0384,,
0.00005255,1.52,0.0384,,
0.0000526,1.48,0.0376,,
0.00005265,1.4,0.0384,,
0.0000527,1.32,0.0248,,
0.00005275,1.2,0.0496,,
0.0000528,1.12,0.0104,,
0.00005285,1,0.0416,,
0.0000529,0.88,0.0264,,
0.00005295,0.76,0.0224,,
0.000053,0.64,0.0224,,
0.00005305,0.52,0.0288,,
0.0000531,0.4,0.0064,,
0.00005315,0.24,0.024,,
0.0000532,0.08,0.0088,,
0.00005325,-0.04,0.0104,,
0.0000533,-0.16,0.008,,
0.00005335,-0.32,0.008,,
0.0000534,-0.48,-0.008,,
0.00005345,-0.6,0.008,,
0.0000535,-0.76,-0.0088,,
0.00005355,-0.92,-0.0088,,
0.0000536,-1.04,-0.0056,,
0.00005365,-1.16,-0.0152,,
0.0000537,-1.28,-0.0216,,
0.00005375,-1.44,-0.012,,
0.0000538,-1.56,-0.0248,,
0.00005385,-1.68,-0.024,,
0.0000539,-1.76,-0.0264,,
0.00005395,-1.88,-0.032,,
0.000054,-1.96,-0.0368,,
0.00005405,-2.04,-0.0256,,
0.0000541,-2.12,-0.048,,
0.00005415,-2.2,-0.0384,,
0.0000542,-2.24,-0.0424,,
0.00005425,-2.32,-0.0472,,
0.0000543,-2.36,-0.0472,,
0.00005435,-2.36,-0.0448,,
0.0000544,-2.36,-0.0512,,
0.00005445,-2.4,-0.0448,,
0.0000545,-2.4,-0.0536,,
0.00005455,-2.4,-0.0504,,
0.0000546,-2.36,-0.0504,,
0.00005465,-2.32,-0.0512,,
0.0000547,-2.32,-0.0512,,
0.00005475,-2.24,-0.0488,,
0.0000548,-2.16,-0.0528,,
0.00005485,-2.12,-0.0504,,
0.0000549,-2.04,-0.0448,,
0.00005495,-1.96,-0.0552,,
0.000055,-1.88,-0.0408,,
0.00005505,-1.76,-0.048,,
0.0000551,-1.64,-0.0512,,
0.00005515,-1.52,-0.0312,,
0.0000552,-1.4,-0.0504,,
0.00005525,-1.28,-0.0344,,
0.0000553,-1.16,-0.0352,,
0.00005535,-1.04,-0.0376,,
0.0000554,-0.88,-0.0328,,
0.00005545,-0.76,-0.0232,,
0.0000555,-0.6,-0.0336,,
0.00005555,-0.44,-0.0184,,
0.0000556,-0.28,-0.0256,,
0.00005565,-0.16,-0.0208,,
0.0000557,0,-0.0128,,
0.00005575,0.12,-0.0144,,
0.0000558,0.24,-0.016,,
0.00005585,0.4,-0.0024,,
0.0000559,0.52,-0.0088,,
0.00005595,0.68,-0.0024,,
0.000056,0.8,0.0032,,
0.00005605,0.88,0,,
0.0000561,1,0.0048,,
0.00005615,1.16,0.0136,,
0.0000562,1.24,0.0104,,
0.00005625,1.32,0.0168,,
0.0000563,1.44,0.0176,,
0.00005635,1.52,0.0192,,
0.0000564,1.56,0.02,,
0.00005645,1.64,0.024,,
0.0000565,1.68,0.0248,,
0.00005655,1.76,0.028,,
0.0000566,1.76,0.024,,
0.00005665,1.8,0.0288,,
0.0000567,1.84,0.0272,,
0.00005675,1.84,0.0312,,
0.0000568,1.84,0.0296,,
0.00005685,1.84,0.0328,,
0.0000569,1.84,0.0304,,
0.00005695,1.84,0.0328,,
0.000057,1.8,0.036,,
0.00005705,1.76,0.0368,,
0.0000571,1.76,0.036,,
0.00005715,1.68,0.0376,,
0.0000572,1.6,0.0368,,
0.00005725,1.56,0.0424,,
0.0000573,1.48,0.0336,,
0.00005735,1.44,0.036,,
0.0000574,1.36,0.048,,
0.00005745,1.28,0.012,,
0.0000575,1.2,0.0544,,
0.00005755,1.12,0.0232,,
0.0000576,1.04,0.0312,,
0.00005765,0.96,0.0352,,
0.0000577,0.84,0.0288,,
0.00005775,0.76,0.016,,
0.0000578,0.68,0.0416,,
0.00005785,0.6,0.0096,,
0.0000579,0.48,0.0304,,
0.00005795,0.4,0.0208,,
0.000058,0.32,0.0192,,
0.00005805,0.24,0.0176,,
0.0000581,0.16,0.0272,,
0.00005815,0.04,0.0064,,
0.0000582,0,0.0232,,
0.00005825,-0.08,0.0104,,
0.0000583,-0.16,0.0112,,
0.00005835,-0.24,0.012,,
0.0000584,-0.28,0.0136,,
0.00005845,-0.32,0,,
0.0000585,-0.44,0.016,,
0.00005855,-0.44,-0.0016,,
0.0000586,-0.52,0.008,,
0.00005865,-0.56,0,,
0.0000587,-0.6,0.0032,,
0.00005875,-0.64,-0.0048,,
0.0000588,-0.64,0,,
0.00005885,-0.72,-0.008,,
0.0000589,-0.72,-0.0024,,
0.00005895,-0.72,-0.0056,,
0.000059,-0.76,-0.0096,,
0.00005905,-0.76,-0.0088,,
0.0000591,-0.72,-0.008,,
0.00005915,-0.76,-0.012,,
0.0000592,-0.72,-0.0048,,
0.00005925,-0.72,-0.0112,,
0.0000593,-0.72,-0.0112,,
0.00005935,-0.68,-0.0096,,
0.0000594,-0.72,-0.0096,,
0.00005945,-0.64,-0.0096,,
0.0000595,-0.64,-0.0136,,
0.00005955,-0.6,-0.0112,,
0.0000596,-0.6,-0.0112,,
0.00005965,-0.56,-0.0144,,
0.0000597,-0.52,-0.0088,,
0.00005975,-0.48,-0.0136,,
0.0000598,-0.48,-0.0152,,
0.00005985,-0.44,-0.012,,
0.0000599,-0.4,-0.0144,,
0.00005995,-0.36,-0.0152,,
0.00006,-0.36,-0.0096,,
0.00006005,-0.32,-0.0152,,
0.0000601,-0.28,-0.012,,
0.00006015,-0.24,-0.012,,
0.0000602,-0.2,-0.0128,,
0.00006025,-0.16,-0.012,,
0.0000603,-0.16,-0.0096,,
0.00006035,-0.12,-0.0144,,
0.0000604,-0.12,-0.0088,,
0.00006045,-0.08,-0.0096,,
0.0000605,-0.04,-0.008,,
0.00006055,0,-0.0088,,
0.0000606,0,-0.0088,,
0.00006065,0,-0.0104,,
0.0000607,0,-0.0064,,
0.0000608,0.04,-0.0096,,
0.0000608,0.04,-0.0064,,
0.0000609,0.08,-0.0096,,
0.0000609,0.08,-0.0064,,
0.000061,0.08,-0.0064,,
0.000061,0.08,-0.0048,,
0.0000611,0.08,-0.008,,
0.0000611,0.08,-0.0048,,
0.0000612,0.08,-0.008,,
0.0000612,0.12,-0.0056,,
0.0000613,0.12,-0.0056,,
0.0000613,0.12,-0.0024,,
0.0000614,0.12,-0.0048,,
0.0000614,0.12,-0.0048,,
0.0000615,0.12,-0.0024,,
0.0000615,0.08,-0.0064,,
0.0000616,0.12,0,,
0.0000616,0.12,-0.0032,,
0.0000617,0.08,0,,
0.0000617,0.08,-0.0032,,
0.0000618,0.08,0,,
0.0000618,0.08,-0.0024,,
0.0000619,0.08,0.0032,,
0.0000619,0.08,-0.0016,,
0.000062,0.04,0,,
0.000062,0.08,0,,
0.0000621,0.04,0,,
0.0000621,0.04,0.004,,
0.0000622,0.04,0.0024,,
0.0000622,0.04,0,,
0.0000623,0.04,0.0056,,
0.0000623,0.04,0,,
0.0000624,0.04,0.004,,
0.0000624,0.04,0.004,,
0.0000625,0.04,0.004,,
0.0000625,0.04,0.0016,,
0.0000626,0.04,0.0072,,
0.0000626,0,0.0024,,
0.0000627,0,0.0064,,
0.0000627,0,0.004,,
0.0000628,0,0.0024,,
0.0000628,0,0.0032,,
0.0000629,0,0.0064,,
0.0000629,0,0.004,,
0.000063,0,0.0048,,
0.000063,0,0.004,,
0.0000631,0,0.0048,,
0.0000631,0,0.004,,
0.0000632,0,0.0064,,
0.0000632,0,0.0048,,
0.0000633,0,0.0048,,
0.0000633,0,0.0064,,
0.0000634,0,0.004,,
0.0000634,0,0.0048,,
0.0000635,0,0.004,,
0.0000635,0,0.004,,
0.0000636,0,0,,
0.0000636,0,0.0032,,
0.0000637,0.04,0.0016,,
0.0000637,0,0.0016,,
0.0000638,0,0,,
0.0000638,0,0,,
0.0000639,0,0,,
0.0000639,0,0.0024,,
0.000064,0,-0.0024,,
0.000064,0,0.0048,,
0.0000641,0,-0.0024,,
0.0000641,0,-0.0016,,
0.0000642,0,-0.0016,,
0.0000642,0,0.0024,,
0.0000643,0,-0.0016,,
0.0000643,0,0,,
0.0000644,0,-0.0032,,
0.0000644,0,-0.0016,,
0.0000645,0,-0.0024,,
0.0000645,0,0,,
0.0000646,0,-0.0056,,
0.0000646,0,0,,
0.0000647,0.04,-0.0048,,
0.0000647,0,-0.0024,,
0.0000648,0,-0.0032,,
0.0000648,0,-0.0032,,
0.0000649,0,-0.0048,,
0.0000649,0,-0.004,,
0.000065,0,-0.0048,,
0.000065,0,-0.0056,,
0.0000651,0,-0.0032,,
0.0000651,0,-0.0032,,
0.0000652,0,-0.004,,
0.0000652,0,-0.0048,,
0.0000653,0,-0.0024,,
0.0000653,0,-0.0024,,
0.0000654,0,-0.0024,,
0.0000654,0,-0.0024,,
0.0000655,0,-0.0032,,
0.0000655,0,-0.0016,,
0.0000656,0,-0.0016,,
0.0000656,0,0,,
0.0000657,0,-0.0024,,
0.0000657,0,0,,
0.0000658,0,0,,
0.0000658,0.04,0,,
0.0000659,0,0,,
0.0000659,0,0,,
0.000066,0,0,,
0.000066,0,-0.0016,,
0.0000661,0,0,,
0.0000661,0,0,,
0.0000662,0,0,,
0.0000662,0,-0.0016,,
0.0000663,0,0,,
0.0000663,0,-0.0016,,
0.0000664,0,0.004,,
0.0000664,0,0.0032,,
0.0000665,0,0.0032,,
0.0000665,0,0.0032,,
0.0000666,0,0.004,,
0.0000666,0,-0.0016,,
0.0000667,0,0.0064,,
0.0000667,0,0,,
0.0000668,0,0.0032,,
0.0000668,0,0.0016,,
0.0000669,0,0.004,,
0.0000669,0,0.0032,,
0.000067,0,0.0032,,
0.000067,0,-0.0016,,
0.0000671,0,0.004,,
0.0000671,0,-0.0024,,
0.0000672,0,0.004,,
0.0000672,0,0,,
0.0000673,0,0.0032,,
0.0000673,0,0,,
0.0000674,0,0.0032,,
0.0000674,0,0,,
0.0000675,0,0.004,,
0.0000675,0,0.0016,,
0.0000676,0,0.0016,,
0.0000676,0.04,0.0016,,
0.0000677,0,0.0032,,
0.0000677,0,0,,
0.0000678,0,0.004,,
0.0000678,0,-0.0024,,
0.0000679,0,0.0016,,
0.0000679,0,0,,
0.000068,0,0,,
0.000068,0,0,,
0.0000681,0,-0.0024,,
0.0000681,0,-0.0016,,
0.0000682,0,-0.0016,,
0.0000682,0,-0.0016,,
0.0000683,0,-0.0032,,
0.0000683,0,-0.0024,,
0.0000684,0,-0.0032,,
0.0000684,0,-0.0048,,
0.0000685,0,-0.0016,,
0.0000685,0,-0.0024,,
0.0000686,0,-0.0016,,
0.0000686,0,-0.0048,,
0.0000687,0,-0.0016,,
0.0000687,0,-0.0048,,
0.0000688,0,0,,
0.0000688,0.04,-0.0032,,
0.0000689,0,-0.0016,,
0.0000689,0,-0.0048,,
0.000069,0,-0.0016,,
0.000069,0,-0.0032,,
0.0000691,0,-0.0016,,
0.0000691,0,-0.0024,,
0.0000692,0,-0.0064,,
0.0000692,0,0,,
0.0000693,0,0,,
0.0000693,0,-0.0032,,
0.0000694,0,-0.0048,,
0.0000694,0,-0.0024,,
0.0000695,0,0,,
0.0000695,0,0,,
0.0000696,0,-0.0056,,
0.0000696,0,0,,
0.0000697,0,0,,
0.0000697,0,0,,
0.0000698,0,0,,
0.0000698,0,0,,
0.0000699,0,0.004,,
0.0000699,0,0.0016,,
0.00007,0,0,,
0.00007,0,0.0032,,
0.0000701,0,0,,
0.0000701,0,0.0064,,
0.0000702,0,0,,
0.0000702,0,0.004,,
0.0000703,0,-0.0016,,
0.0000703,0,0.0024,,
0.0000704,0,0.004,,
0.0000704,0,0,,
0.0000705,0,0,,
0.0000705,0,0.0032,,
0.0000706,0,0.004,,
0.0000706,0,0.0064,,
0.0000707,0,0.0016,,
0.0000707,0,0.0048,,
0.0000708,0,0.0032,,
0.0000708,0,0.0024,,
0.0000709,0,0.0032,,
0.0000709,0.04,0.0056,,
0.000071,0,0,,
0.000071,0,0,,
0.0000711,0,0.0032,,
0.0000711,0,0,,
0.0000712,0,0,,
0.0000712,0.04,0,,
0.0000713,0,0,,
0.0000713,0,-0.0016,,
0.0000714,0,0,,
0.0000714,0,0,,
0.0000715,0,0,,
0.0000715,0,-0.0024,,
0.0000716,0,-0.0016,,
0.0000716,0,-0.0016,,
0.0000717,0,-0.0016,,
0.0000717,0,0,,
0.0000718,0,-0.0048,,
0.0000718,0,-0.0072,,
0.0000719,0,0,,
0.0000719,0,-0.0056,,
0.000072,0,-0.0024,,
0.000072,0,-0.0048,,
0.0000721,0,0,,
0.0000721,0,-0.008,,
0.0000722,0,0,,
0.0000722,0,-0.0064,,
0.0000723,0,-0.0048,,
0.0000723,0,-0.0064,,
0.0000724,0,-0.0024,,
0.0000724,0,-0.0056,,
0.0000725,0,-0.0032,,
0.0000725,0,-0.0032,,
0.0000726,0,-0.0064,,
0.0000726,0,-0.0048,,
0.0000727,0,-0.0048,,
0.0000727,0,-0.004,,
0.0000728,0,-0.0032,,
0.0000728,0,-0.0016,,
0.0000729,0,-0.0056,,
0.0000729,0,0.0032,,
0.000073,0,-0.0048,,
0.000073,0,-0.0016,,
0.0000731,0,-0.0016,,
0.0000731,0,0,,
0.0000732,0,-0.0024,,
0.0000732,0,0.0016,,
0.0000733,0,-0.0024,,
0.0000733,0,0.0024,,
0.0000734,0,0,,
0.0000734,0,0,,
0.0000735,0,-0.0016,,
0.0000735,0,0.0032,,
0.0000736,0,0,,
0.0000736,0,0.0032,,
0.0000737,0,0,,
0.0000737,0,0.0032,,
0.0000738,0,0.0024,,
0.0000738,0,0.0016,,
0.0000739,0,0.0032,,
0.0000739,0,0.0032,,
0.000074,0,0.0032,,
0.000074,0,0.0032,,
0.0000741,0,0.0032,,
0.0000741,0,0.004,,
0.0000742,0,0.0032,,
0.0000742,0,0.0032,,
0.0000743,0,0.0016,,
0.0000743,0.04,0.004,,
0.0000744,0,0.0016,,
0.0000744,0,0.0032,,
0.0000745,0,0.0032,,
0.0000745,0,0.0024,,
0.0000746,0,0.0016,,
0.0000746,0,0.0016,,
0.0000747,0,0.0016,,
0.0000747,0,0.0048,,
0.0000748,0,0,,
0.0000748,0,0.0032,,
0.0000749,0,0.0024,,
0.0000749,0,0,,
0.000075,0,0,,
0.000075,0,0,,
0.0000751,0,-0.0016,,
0.0000751,0,0,,
0.0000752,0,-0.0016,,
0.0000752,0,0,,
0.0000753,0,-0.0024,,
0.0000753,0,0.0032,,
0.0000754,0,-0.0056,,
0.0000754,0,-0.0032,,
0.0000755,0,0.0112,,
0.0000755,0,-0.0016,,
0.0000756,0,0.004,,
0.0000756,0,-0.0056,,
0.0000757,0,-0.0064,,
0.0000757,0,0.0064,,
0.0000758,0,-0.0048,,
0.0000758,0,-0.0048,,
0.0000759,0,0,,
0.0000759,0,-0.0056,,
0.000076,0,0,,
0.000076,0,-0.0032,,
0.0000761,0,0,,
0.0000761,0,-0.0048,,
0.0000762,0,-0.0024,,
0.0000762,0,-0.0024,,
0.0000763,0,-0.0032,,
0.0000763,0,0,,
0.0000764,0,-0.0032,,
0.0000764,0,-0.0048,,
0.0000765,0,-0.0016,,
0.0000765,0,-0.0032,,
0.0000766,0,0,,
0.0000766,0,-0.0016,,
0.0000767,0,-0.0024,,
0.0000767,0,-0.0024,,
0.0000768,0,0,,
0.0000768,0,0,,
0.0000769,0,0.0016,,
0.0000769,0,-0.0024,,
0.000077,0,0,,
0.000077,0,-0.0016,,
0.0000771,0,0,,
0.0000771,0,0.0032,,
0.0000772,0.04,0,,
0.0000772,0,0,,
0.0000773,0,0,,
0.0000773,0,0,,
0.0000774,0,0.0032,,
0.0000774,0,0,,
0.0000775,0,0.0024,,
0.0000775,0,0,,
0.0000776,0,0.004,,
0.0000776,0,0,,
0.0000777,0,0.0048,,
0.0000777,0,0,,
0.0000778,0,0.0016,,
0.0000778,0,0.0016,,
0.0000779,0,0.0048,,
0.0000779,0,0,,
0.000078,0,0.004,,
0.000078,0,0,,
0.0000781,0,0.004,,
0.0000781,0,0.0024,,
0.0000782,0,0.0032,,
0.0000782,0,0.004,,
0.0000783,0,0.0032,,
0.0000783,0,0,,
0.0000784,0,0.004,,
0.0000784,0,0,,
0.0000785,0,0.0016,,
0.0000785,0,0.0016,,
0.0000786,0,0,,
0.0000786,0,0.0024,,
0.0000787,0,0.004,,
0.0000787,0,0.0016,,
0.0000788,0.04,0.0016,,
0.0000788,0,0.0024,,
0.0000789,0,0.0016,,
0.0000789,0,0.0032,,
0.000079,0,0.0016,,
0.000079,0,0,,
0.0000791,0,0.0016,,
0.0000791,0.04,0.0016,,
0.0000792,0,0,,
0.0000792,0,0,,
0.0000793,0,0.0016,,
0.0000793,0,-0.0016,,
0.0000794,0,0,,
0.0000794,0,0,,
0.0000795,0,-0.0016,,
0.0000795,0,-0.0016,,
0.0000796,0,-0.0016,,
0.0000796,0,0,,
0.0000797,0,-0.0032,,
0.0000797,0,0,,
0.0000798,0,-0.0048,,
0.0000798,0,-0.0024,,
0.0000799,0,-0.0032,,
0.0000799,0,-0.0024,,
0.00008,0,-0.0064,,
0.00008,0,0,,
0.0000801,0,-0.0064,,
0.0000801,0,-0.0024,,
0.0000802,0,-0.0056,,
0.0000802,0,-0.0032,,
0.0000803,0,-0.0088,,
0.0000803,0,-0.0024,,
0.0000804,0,-0.0088,,
0.0000804,0,-0.0056,,
0.0000805,0,-0.008,,
0.0000805,0,-0.0056,,
0.0000806,0,-0.0088,,
0.0000806,0,-0.0048,,
0.0000807,0,-0.0096,,
0.0000807,0,-0.004,,
0.0000808,0,-0.0072,,
0.0000808,0,-0.0056,,
0.0000809,0,-0.0064,,
0.0000809,0,-0.0064,,
0.000081,0,-0.0056,,
0.000081,0,-0.0056,,
0.0000811,0,-0.0048,,
0.0000811,0,-0.0056,,
0.0000812,0,-0.0032,,
0.0000812,0,-0.0048,,
0.0000813,0,-0.0032,,
0.0000813,0,-0.0032,,
0.0000814,0,-0.0032,,
0.0000814,0,-0.0032,,
0.0000815,0,-0.0024,,
0.0000815,0,-0.0016,,
0.0000816,0,-0.0016,,
0.0000816,0,-0.0016,,
0.0000817,0,0,,
0.0000817,0,0,,
0.0000818,0,0.0016,,
0.0000818,0,0,,
0.0000819,0,0.004,,
0.0000819,0,0.0032,,
0.000082,0,0.0048,,
0.000082,0,0.0064,,
0.0000821,0,0.0096,,
0.0000821,0,0.008,,
0.0000822,0,0.0096,,
0.0000822,0,0.0088,,
0.0000823,0,0.008,,
0.0000823,0,0.012,,
0.0000824,0,0.0088,,
0.0000824,0,0.0104,,
0.0000825,0,0.0136,,
0.0000825,0,0.008,,
0.0000826,0,0.0104,,
0.0000826,0,0.0168,,
0.0000827,0,0.008,,
0.0000827,0,0.0144,,
0.0000828,0,0.0136,,
0.0000828,0,0.008,,
0.0000829,0,0.02,,
0.0000829,0,0.008,,
0.000083,0,0.0048,,
0.000083,0,0.0128,,
0.0000831,0,0.016,,
0.0000831,0,0.0136,,
0.0000832,0,0.012,,
0.0000832,0,0.0032,,
0.0000833,0,0.0104,,
0.0000833,0,0.0112,,
0.0000834,0,0.0096,,
0.0000834,0,0.0104,,
0.0000835,0,0.0104,,
0.0000835,0,0.0064,,
0.0000836,0,-0.0024,,
0.0000836,0.04,0.004,,
0.0000837,0,0.0072,,
0.0000837,0,0.0128,,
0.0000838,0,0.0016,,
0.0000838,0,-0.004,,
0.0000839,0,-0.0024,,
0.0000839,0,0,,
0.000084,0,0.0016,,
0.000084,0,0,,
0.0000841,0,-0.0016,,
0.0000841,0,-0.0032,,
0.0000842,0,-0.0048,,
0.0000842,0,-0.0048,,
0.0000843,0,-0.0072,,
0.0000843,0,0,,
0.0000844,0.04,-0.0064,,
0.0000844,0,-0.0072,,
0.0000845,0,-0.0088,,
0.0000845,0,-0.008,,
0.0000846,0,-0.0064,,
0.0000846,0,-0.0088,,
0.0000847,0,-0.0088,,
0.0000847,0,-0.0112,,
0.0000848,0,-0.0072,,
0.0000848,0,-0.0112,,
0.0000849,0,-0.008,,
0.0000849,0,-0.0088,,
0.000085,0,-0.0088,,
0.000085,0,-0.0064,,
0.0000851,0,-0.0112,,
0.0000851,0,-0.008,,
0.0000852,0,-0.0064,,
0.0000852,0,-0.008,,
0.0000853,0,-0.0048,,
0.0000853,0,-0.0088,,
0.0000854,0,-0.0056,,
0.0000854,0,-0.008,,
0.0000855,0,-0.0032,,
0.0000855,0,-0.008,,
0.0000856,0,-0.0016,,
0.0000856,0,-0.008,,
0.0000857,0,-0.0024,,
0.0000857,0,-0.0072,,
0.0000858,0,-0.0024,,
0.0000858,0,-0.0032,,
0.0000859,0,-0.0024,,
0.0000859,0,-0.004,,
0.000086,0,-0.0024,,
0.000086,0,-0.0032,,
0.0000861,0,-0.0016,,
0.0000861,0,0,,
0.0000862,0,-0.0048,,
0.0000862,0,0,,
0.0000863,0,-0.0032,,
0.0000863,0,-0.0032,,
0.0000864,0,-0.0024,,
0.0000864,0,-0.0024,,
0.0000865,0,-0.0048,,
0.0000865,0,-0.0024,,
0.0000866,0,-0.0056,,
0.0000866,0,-0.0064,,
0.0000867,0,-0.0024,,
0.0000867,0,-0.0056,,
0.0000868,0,-0.0064,,
0.0000868,0,-0.0056,,
0.0000869,0,-0.0064,,
0.0000869,0,-0.0056,,
0.000087,0,-0.0064,,
0.000087,0,-0.0096,,
0.0000871,0,-0.008,,
0.0000871,0,-0.0088,,
0.0000872,0.04,-0.0088,,
0.0000872,0,-0.0064,,
0.0000873,0,-0.0096,,
0.0000873,0,-0.0088,,
0.0000874,0,-0.0088,,
0.0000874,0,-0.0072,,
0.0000875,0,-0.0096,,
0.0000875,0,-0.008,,
0.0000876,0,-0.0112,,
0.0000876,0,-0.0088,,
0.0000877,0,-0.0064,,
0.0000877,0,-0.008,,
0.0000878,0,-0.0056,,
0.0000878,0,-0.0088,,
0.0000879,0,-0.0064,,
0.0000879,0,-0.0064,,
0.000088,0,-0.0016,,
0.000088,0,-0.0056,,
0.0000881,0,0,,
0.0000881,0,-0.0024,,
0.0000882,0,0,,
0.0000882,0,0.0024,,
0.0000883,0,0,,
0.0000883,0,-0.0016,,
0.0000884,0,0.0056,,
0.0000884,0,0.0032,,
0.0000885,0,0.008,,
0.0000885,0,0.012,,
0.0000886,0,0.0072,,
0.0000886,0,0.0112,,
0.0000887,0,0.0128,,
0.0000887,0,0.0136,,
0.0000888,0,0.0144,,
0.0000888,0,0.0176,,
0.0000889,0,0.016,,
0.0000889,0,0.02,,
0.000089,0,0.02,,
0.000089,0,0.02,,
0.0000891,0,0.0232,,
0.0000891,0,0.0224,,
0.0000892,0,0.0224,,
0.0000892,0,0.024,,
0.0000893,0,0.0256,,
0.0000893,0,0.0272,,
0.0000894,0,0.0264,,
0.0000894,0,0.0248,,
0.0000895,0,0.024,,
0.0000895,0,0.0272,,
0.0000896,0,0.0232,,
0.0000896,0,0.0264,,
0.0000897,0,0.0232,,
0.0000897,0,0.0256,,
0.0000898,0,0.0224,,
0.0000898,0,0.024,,
0.0000899,0,0.02,,
0.0000899,0,0.0232,,
0.00009,0,0.0192,,
0.00009,0,0.0176,,
0.0000901,0,0.0192,,
0.0000901,0,0.0168,,
0.0000902,0,0.0168,,
0.0000902,0,0.0136,,
0.0000903,0,0.0128,,
0.0000903,0,0.0096,,
0.0000904,0,0.0104,,
0.0000904,0,0.008,,
0.0000905,0,0.0064,,
0.0000905,0,0.004,,
0.0000906,0,0.0016,,
0.0000906,0,0,,
0.0000907,0,-0.0024,,
0.0000907,0,-0.0024,,
0.0000908,0,-0.0056,,
0.0000908,0,-0.0096,,
0.0000909,0,-0.008,,
0.0000909,0,-0.0096,,
0.000091,0,-0.016,,
0.000091,0,-0.012,,
0.0000911,0,-0.0192,,
0.0000911,0,-0.0176,,
0.0000912,0,-0.0216,,
0.0000912,0,-0.0216,,
0.0000913,0,-0.0216,,
0.0000913,0,-0.0256,,
0.0000914,0,-0.0248,,
0.0000914,0,-0.0256,,
0.0000915,0,-0.028,,
0.0000915,0,-0.0248,,
0.0000916,0,-0.0304,,
0.0000916,0,-0.0312,,
0.0000917,0,-0.0272,,
0.0000917,0,-0.0304,,
0.0000918,0,-0.0288,,
0.0000918,0,-0.0288,,
0.0000919,0,-0.0304,,
0.0000919,0,-0.028,,
0.000092,0,-0.0264,,
0.000092,0,-0.0264,,
0.0000921,0,-0.0256,,
0.0000921,0,-0.0224,,
0.0000922,0,-0.0232,,
0.0000922,0.04,-0.0176,,
0.0000923,0,-0.0192,,
0.0000923,0,-0.0152,,
0.0000924,0,-0.0144,,
0.0000924,0.04,-0.0128,,
0.0000925,0,-0.0088,,
0.0000925,0,-0.0072,,
0.0000926,0,-0.0048,,
0.0000926,0,-0.0048,,
0.0000927,0,-0.0016,,
0.0000927,0,-0.0024,,
0.0000928,0,0.0048,,
0.0000928,0,0.0032,,
0.0000929,0,0.0072,,
0.0000929,0,0.0064,,
0.000093,0,0.0104,,
0.000093,0,0.0128,,
0.0000931,0,0.0128,,
0.0000931,0,0.0144,,
0.0000932,0,0.0136,,
0.0000932,0,0.0176,,
0.0000933,0,0.016,,
0.0000933,0,0.0232,,
0.0000934,0,0.0152,,
0.0000934,0,0.0208,,
0.0000935,0,0.0192,,
0.0000935,0,0.02,,
0.0000936,0,0.0192,,
0.0000936,0,0.0208,,
0.0000937,0,0.0168,,
0.0000937,0,0.0192,,
0.0000938,0,0.0168,,
0.0000938,0,0.016,,
0.0000939,0,0.0168,,
0.0000939,0,0.0152,,
0.000094,0,0.0104,,
0.000094,0,0.0112,,
0.0000941,0,0.0072,,
0.0000941,0,0.0096,,
0.0000942,0,0.0048,,
0.0000942,0,0.0016,,
0.0000943,0,0,,
0.0000943,0,0,,
0.0000944,0,-0.0024,,
0.0000944,0,-0.0024,,
0.0000945,0,-0.0056,,
0.0000945,0,-0.0088,,
0.0000946,0,-0.008,,
0.0000946,0,-0.0096,,
0.0000947,0,-0.016,,
0.0000947,0,-0.0112,,
0.0000948,0,-0.0136,,
0.0000948,0,-0.016,,
0.0000949,0,-0.0144,,
0.0000949,0,-0.0176,,
0.000095,0,-0.0176,,
0.000095,0,-0.0208,,
0.0000951,0,-0.0184,,
