case_id,component_code,component_name,fault_type,severity,judgement,fault_level,rank_no
HCASE-01027,C005,蓄能器,蓄能器故障,0.33375,正常,轻微退化,2
HCASE-01027,C012,卸荷阀,卸荷阀故障,0.31776,正常,轻微退化,3
HCASE-01027,C009,单向阀,单向阀故障,0.3106,正常,轻微退化,4
HCASE-01027,C011,管路总成,管路泄漏,0.17031,正常,轻微退化,5
HCASE-01027,C002,方向控制阀,方向阀故障,0.11264,正常,轻微退化,6
HCASE-01027,C003,作动筒,作动筒故障,0.0561,正常,正常,7
HCASE-01027,C008,液压油箱,油箱故障,0.03117,正常,正常,8
HCASE-01027,C001,液压泵总成,液压泵故障,0.02343,正常,正常,9
HCASE-01027,C007,过滤器,过滤器堵塞,0.02134,正常,正常,10
HCASE-01027,C006,冷却器,冷却器故障,0.02086,正常,正常,11
HCASE-01027,C010,节流阀,节流阀故障,0.0157,正常,正常,12
HCASE-01028,C005,蓄能器,蓄能器故障,0.64734,故障,中度故障,1
HCASE-01028,C004,溢流阀,溢流阀故障,0.31781,正常,轻微退化,2
HCASE-01028,C011,管路总成,管路泄漏,0.25794,正常,轻微退化,3
HCASE-01028,C008,液压油箱,油箱故障,0.21795,正常,轻微退化,4
HCASE-01028,C006,冷却器,冷却器故障,0.19579,正常,轻微退化,5
HCASE-01028,C002,方向控制阀,方向阀故障,0.1842,正常,轻微退化,6
HCASE-01028,C007,过滤器,过滤器堵塞,0.13075,正常,轻微退化,7
HCASE-01028,C001,液压泵总成,液压泵故障,0.07451,正常,正常,8
HCASE-01028,C010,节流阀,节流阀故障,0.06643,正常,正常,9
HCASE-01028,C012,卸荷阀,卸荷阀故障,0.05858,正常,正常,10
HCASE-01028,C003,作动筒,作动筒故障,0.04293,正常,正常,11
HCASE-01028,C009,单向阀,单向阀故障,0.03241,正常,正常,12
HCASE-01029,C010,节流阀,节流阀故障,0.68764,故障,中度故障,1
HCASE-01029,C002,方向控制阀,方向阀故障,0.33233,正常,轻微退化,2
HCASE-01029,C009,单向阀,单向阀故障,0.32555,正常,轻微退化,3
HCASE-01029,C007,过滤器,过滤器堵塞,0.30935,正常,轻微退化,4
HCASE-01029,C005,蓄能器,蓄能器故障,0.15811,正常,轻微退化,5
HCASE-01029,C008,液压油箱,油箱故障,0.14374,正常,轻微退化,6
HCASE-01029,C001,液压泵总成,液压泵故障,0.07335,正常,正常,7
HCASE-01029,C004,溢流阀,溢流阀故障,0.04033,正常,正常,8
HCASE-01029,C012,卸荷阀,卸荷阀故障,0.03522,正常,正常,9
HCASE-01029,C006,冷却器,冷却器故障,0.01949,正常,正常,10
HCASE-01029,C003,作动筒,作动筒故障,0.00948,正常,正常,11
HCASE-01029,C011,管路总成,管路泄漏,0.00712,正常,正常,12
HCASE-01030,C008,液压油箱,油箱故障,0.69796,故障,中度故障,1
HCASE-01030,C001,液压泵总成,液压泵故障,0.37309,故障,中度故障,2
HCASE-01030,C006,冷却器,冷却器故障,0.35819,故障,中度故障,3
HCASE-01030,C011,管路总成,管路泄漏,0.31706,正常,轻微退化,4
HCASE-01030,C007,过滤器,过滤器堵塞,0.29275,正常,轻微退化,5
HCASE-01030,C010,节流阀,节流阀故障,0.18409,正常,轻微退化,6
HCASE-01030,C012,卸荷阀,卸荷阀故障,0.17122,正常,轻微退化,7
HCASE-01030,C004,溢流阀,溢流阀故障,0.11447,正常,轻微退化,8
HCASE-01030,C002,方向控制阀,方向阀故障,0.08665,正常,正常,9
HCASE-01030,C005,蓄能器,蓄能器故障,0.03012,正常,正常,10
HCASE-01030,C003,作动筒,作动筒故障,0.01699,正常,正常,11
HCASE-01030,C009,单向阀,单向阀故障,0.00985,正常,正常,12
HCASE-01031,C009,单向阀,单向阀故障,0.66026,故障,中度故障,1
HCASE-01031,C010,节流阀,节流阀故障,0.30668,正常,轻微退化,2
HCASE-01031,C004,溢流阀,溢流阀故障,0.27221,正常,轻微退化,3
HCASE-01031,C002,方向控制阀,方向阀故障,0.26562,正常,轻微退化,4
HCASE-01031,C006,冷却器,冷却器故障,0.10746,正常,轻微退化,5
HCASE-01031,C005,蓄能器,蓄能器故障,0.08308,正常,正常,6
HCASE-01031,C011,管路总成,管路泄漏,0.06792,正常,正常,7
HCASE-01031,C001,液压泵总成,液压泵故障,0.03755,正常,正常,8
HCASE-01031,C007,过滤器,过滤器堵塞,0.02573,正常,正常,9
HCASE-01031,C003,作动筒,作动筒故障,0.01196,正常,正常,10
HCASE-01031,C012,卸荷阀,卸荷阀故障,0.00896,正常,正常,11
HCASE-01031,C008,液压油箱,油箱故障,0.00787,正常,正常,12
HCASE-01032,C005,蓄能器,蓄能器故障,0.74443,故障,重度故障,1
HCASE-01032,C004,溢流阀,溢流阀故障,0.35994,故障,中度故障,2
HCASE-01032,C011,管路总成,管路泄漏,0.30048,正常,轻微退化,3
HCASE-01032,C003,作动筒,作动筒故障,0.12457,正常,轻微退化,4
HCASE-01032,C006,冷却器,冷却器故障,0.08812,正常,正常,5
HCASE-01032,C008,液压油箱,油箱故障,0.07435,正常,正常,6
HCASE-01032,C010,节流阀,节流阀故障,0.05397,正常,正常,7
HCASE-01032,C001,液压泵总成,液压泵故障,0.05349,正常,正常,8
HCASE-01032,C007,过滤器,过滤器堵塞,0.02484,正常,正常,9
HCASE-01032,C009,单向阀,单向阀故障,0.00677,正常,正常,10
HCASE-01032,C002,方向控制阀,方向阀故障,0.00268,正常,正常,11
HCASE-01032,C012,卸荷阀,卸荷阀故障,0.00022,正常,正常,12
HCASE-01033,C011,管路总成,管路泄漏,0.74308,故障,重度故障,1
HCASE-01033,C001,液压泵总成,液压泵故障,0.36606,故障,中度故障,2
HCASE-01033,C005,蓄能器,蓄能器故障,0.32602,正常,轻微退化,3
HCASE-01033,C003,作动筒,作动筒故障,0.27327,正常,轻微退化,4
HCASE-01033,C006,冷却器,冷却器故障,0.15112,正常,轻微退化,5
HCASE-01033,C004,溢流阀,溢流阀故障,0.09596,正常,正常,6
HCASE-01033,C002,方向控制阀,方向阀故障,0.05172,正常,正常,7
HCASE-01033,C010,节流阀,节流阀故障,0.04657,正常,正常,8
HCASE-01033,C012,卸荷阀,卸荷阀故障,0.0309,正常,正常,9
HCASE-01033,C009,单向阀,单向阀故障,0.01791,正常,正常,10
HCASE-01033,C008,液压油箱,油箱故障,0.00975,正常,正常,11
HCASE-01033,C007,过滤器,过滤器堵塞,0.00548,正常,正常,12
HCASE-01034,C008,液压油箱,油箱故障,0.66867,故障,中度故障,1
HCASE-01034,C007,过滤器,过滤器堵塞,0.41008,故障,中度故障,2
HCASE-01034,C006,冷却器,冷却器故障,0.37834,故障,中度故障,3
HCASE-01034,C001,液压泵总成,液压泵故障,0.3029,正常,轻微退化,4
HCASE-01034,C002,方向控制阀,方向阀故障,0.1051,正常,轻微退化,5
HCASE-01034,C003,作动筒,作动筒故障,0.06428,正常,正常,6
HCASE-01034,C012,卸荷阀,卸荷阀故障,0.04161,正常,正常,7
HCASE-01034,C009,单向阀,单向阀故障,0.03124,正常,正常,8
HCASE-01034,C011,管路总成,管路泄漏,0.01106,正常,正常,9
HCASE-01034,C004,溢流阀,溢流阀故障,0.00993,正常,正常,10
HCASE-01034,C005,蓄能器,蓄能器故障,0.00958,正常,正常,11
HCASE-01034,C010,节流阀,节流阀故障,0.00798,正常,正常,12
HCASE-01035,C009,单向阀,单向阀故障,0.67916,故障,中度故障,1
HCASE-01035,C010,节流阀,节流阀故障,0.30806,正常,轻微退化,2
HCASE-01035,C002,方向控制阀,方向阀故障,0.30302,正常,轻微退化,3
HCASE-01035,C004,溢流阀,溢流阀故障,0.25669,正常,轻微退化,4
HCASE-01035,C003,作动筒,作动筒故障,0.0971,正常,正常,5
HCASE-01035,C006,冷却器,冷却器故障,0.09299,正常,正常,6
HCASE-01035,C011,管路总成,管路泄漏,0.07631,正常,正常,7
HCASE-01035,C005,蓄能器,蓄能器故障,0.06715,正常,正常,8
HCASE-01035,C008,液压油箱,油箱故障,0.04688,正常,正常,9
HCASE-01035,C007,过滤器,过滤器堵塞,0.04263,正常,正常,10
HCASE-01035,C012,卸荷阀,卸荷阀故障,0.01211,正常,正常,11
HCASE-01035,C001,液压泵总成,液压泵故障,0.00144,正常,正常,12
HCASE-01036,C005,蓄能器,蓄能器故障,0.65167,故障,中度故障,1
HCASE-01036,C004,溢流阀,溢流阀故障,0.26576,正常,轻微退化,2
HCASE-01036,C011,管路总成,管路泄漏,0.25832,正常,轻微退化,3
HCASE-01036,C003,作动筒,作动筒故障,0.09996,正常,正常,4
HCASE-01036,C002,方向控制阀,方向阀故障,0.09582,正常,正常,5
HCASE-01036,C009,单向阀,单向阀故障,0.08604,正常,正常,6
HCASE-01036,C007,过滤器,过滤器堵塞,0.0849,正常,正常,7
HCASE-01036,C001,液压泵总成,液压泵故障,0.06202,正常,正常,8
HCASE-01036,C008,液压油箱,油箱故障,0.0449,正常,正常,9
HCASE-01036,C012,卸荷阀,卸荷阀故障,0.03288,正常,正常,10
HCASE-01036,C006,冷却器,冷却器故障,0.02758,正常,正常,11
HCASE-01036,C010,节流阀,节流阀故障,0.01085,正常,正常,12
HCASE-01037,C010,节流阀,节流阀故障,0.6964,故障,中度故障,1
HCASE-01037,C007,过滤器,过滤器堵塞,0.34885,正常,轻微退化,2
HCASE-01037,C002,方向控制阀,方向阀故障,0.28731,正常,轻微退化,3
HCASE-01037,C009,单向阀,单向阀故障,0.2518,正常,轻微退化,4
HCASE-01037,C006,冷却器,冷却器故障,0.08639,正常,正常,5
HCASE-01037,C008,液压油箱,油箱故障,0.07297,正常,正常,6
HCASE-01037,C004,溢流阀,溢流阀故障,0.06542,正常,正常,7
HCASE-01037,C012,卸荷阀,卸荷阀故障,0.05628,正常,正常,8
HCASE-01037,C011,管路总成,管路泄漏,0.05539,正常,正常,9
HCASE-01037,C003,作动筒,作动筒故障,0.02866,正常,正常,10
HCASE-01037,C001,液压泵总成,液压泵故障,0.01455,正常,正常,11
HCASE-01037,C005,蓄能器,蓄能器故障,0.00993,正常,正常,12
HCASE-01038,C010,节流阀,节流阀故障,0.79764,故障,重度故障,1
HCASE-01038,C002,方向控制阀,方向阀故障,0.35199,故障,中度故障,2
HCASE-01038,C009,单向阀,单向阀故障,0.31631,正常,轻微退化,3
HCASE-01038,C007,过滤器,过滤器堵塞,0.20791,正常,轻微退化,4
HCASE-01038,C001,液压泵总成,液压泵故障,0.16265,正常,轻微退化,5
HCASE-01038,C008,液压油箱,油箱故障,0.14009,正常,轻微退化,6
HCASE-01038,C004,溢流阀,溢流阀故障,0.1326,正常,轻微退化,7
HCASE-01038,C003,作动筒,作动筒故障,0.12873,正常,轻微退化,8
HCASE-01038,C005,蓄能器,蓄能器故障,0.09986,正常,正常,9
HCASE-01038,C006,冷却器,冷却器故障,0.068,正常,正常,10
HCASE-01038,C012,卸荷阀,卸荷阀故障,0.03193,正常,正常,11
HCASE-01038,C011,管路总成,管路泄漏,0.01647,正常,正常,12
HCASE-01039,C012,卸荷阀,卸荷阀故障,0.66077,故障,中度故障,1
HCASE-01039,C004,溢流阀,溢流阀故障,0.34429,正常,轻微退化,2
HCASE-01039,C001,液压泵总成,液压泵故障,0.31625,正常,轻微退化,3
HCASE-01039,C009,单向阀,单向阀故障,0.28529,正常,轻微退化,4
HCASE-01039,C007,过滤器,过滤器堵塞,0.11455,正常,轻微退化,5
HCASE-01039,C005,蓄能器,蓄能器故障,0.09064,正常,正常,6
HCASE-01039,C008,液压油箱,油箱故障,0.08602,正常,正常,7
HCASE-01039,C002,方向控制阀,方向阀故障,0.06849,正常,正常,8
HCASE-01039,C003,作动筒,作动筒故障,0.05507,正常,正常,9
HCASE-01039,C006,冷却器,冷却器故障,0.05495,正常,正常,10
HCASE-01039,C010,节流阀,节流阀故障,0.04262,正常,正常,11
HCASE-01039,C011,管路总成,管路泄漏,0.03041,正常,正常,12
HCASE-01040,C011,管路总成,管路泄漏,0.6828,故障,中度故障,1
HCASE-01040,C001,液压泵总成,液压泵故障,0.42562,故障,中度故障,2
HCASE-01040,C003,作动筒,作动筒故障,0.25637,正常,轻微退化,3
HCASE-01040,C005,蓄能器,蓄能器故障,0.24586,正常,轻微退化,4
HCASE-01040,C012,卸荷阀,卸荷阀故障,0.09423,正常,正常,5
HCASE-01040,C008,液压油箱,油箱故障,0.08293,正常,正常,6
HCASE-01040,C009,单向阀,单向阀故障,0.04608,正常,正常,7
HCASE-01040,C010,节流阀,节流阀故障,0.04442,正常,正常,8
HCASE-01040,C007,过滤器,过滤器堵塞,0.03394,正常,正常,9
HCASE-01040,C002,方向控制阀,方向阀故障,0.03343,正常,正常,10
HCASE-01040,C004,溢流阀,溢流阀故障,0.02921,正常,正常,11
HCASE-01040,C006,冷却器,冷却器故障,0.01547,正常,正常,12
HCASE-01041,C002,方向控制阀,方向阀故障,0.7179,故障,重度故障,1
HCASE-01041,C009,单向阀,单向阀故障,0.36056,故障,中度故障,2
HCASE-01041,C003,作动筒,作动筒故障,0.32431,正常,轻微退化,3
HCASE-01041,C010,节流阀,节流阀故障,0.30198,正常,轻微退化,4
HCASE-01041,C007,过滤器,过滤器堵塞,0.03683,正常,正常,5
HCASE-01041,C004,溢流阀,溢流阀故障,0.03529,正常,正常,6
HCASE-01041,C005,蓄能器,蓄能器故障,0.0349,正常,正常,7
HCASE-01041,C001,液压泵总成,液压泵故障,0.02543,正常,正常,8
HCASE-01041,C006,冷却器,冷却器故障,0.02359,正常,正常,9
HCASE-01041,C011,管路总成,管路泄漏,0.0222,正常,正常,10
HCASE-01041,C008,液压油箱,油箱故障,0.01273,正常,正常,11
HCASE-01041,C012,卸荷阀,卸荷阀故障,0.00364,正常,正常,12
HCASE-01042,C010,节流阀,节流阀故障,0.74253,故障,重度故障,1
HCASE-01042,C002,方向控制阀,方向阀故障,0.31485,正常,轻微退化,2
HCASE-01042,C007,过滤器,过滤器堵塞,0.30666,正常,轻微退化,3
HCASE-01042,C009,单向阀,单向阀故障,0.22761,正常,轻微退化,4
HCASE-01042,C003,作动筒,作动筒故障,0.14291,正常,轻微退化,5
HCASE-01042,C011,管路总成,管路泄漏,0.10418,正常,轻微退化,6
HCASE-01042,C008,液压油箱,油箱故障,0.06005,正常,正常,7
HCASE-01042,C005,蓄能器,蓄能器故障,0.05963,正常,正常,8
HCASE-01042,C001,液压泵总成,液压泵故障,0.04342,正常,正常,9
HCASE-01042,C004,溢流阀,溢流阀故障,0.03655,正常,正常,10
HCASE-01042,C006,冷却器,冷却器故障,0.01836,正常,正常,11
HCASE-01042,C012,卸荷阀,卸荷阀故障,0.00039,正常,正常,12
HCASE-01043,C009,单向阀,单向阀故障,0.73953,故障,重度故障,1
HCASE-01043,C004,溢流阀,溢流阀故障,0.24422,正常,轻微退化,2
HCASE-01043,C010,节流阀,节流阀故障,0.24369,正常,轻微退化,3
HCASE-01043,C002,方向控制阀,方向阀故障,0.24294,正常,轻微退化,4
HCASE-01043,C011,管路总成,管路泄漏,0.20127,正常,轻微退化,5
HCASE-01043,C001,液压泵总成,液压泵故障,0.09372,正常,正常,6
HCASE-01043,C007,过滤器,过滤器堵塞,0.05676,正常,正常,7
HCASE-01043,C012,卸荷阀,卸荷阀故障,0.0528,正常,正常,8
HCASE-01043,C008,液压油箱,油箱故障,0.03137,正常,正常,9
HCASE-01043,C005,蓄能器,蓄能器故障,0.02544,正常,正常,10
HCASE-01043,C006,冷却器,冷却器故障,0.0163,正常,正常,11
HCASE-01043,C003,作动筒,作动筒故障,0.00567,正常,正常,12
HCASE-01044,C011,管路总成,管路泄漏,0.70132,故障,重度故障,1
HCASE-01044,C003,作动筒,作动筒故障,0.32351,正常,轻微退化,2
HCASE-01044,C001,液压泵总成,液压泵故障,0.32223,正常,轻微退化,3
HCASE-01044,C005,蓄能器,蓄能器故障,0.30741,正常,轻微退化,4
HCASE-01044,C004,溢流阀,溢流阀故障,0.1824,正常,轻微退化,5
HCASE-01044,C009,单向阀,单向阀故障,0.1723,正常,轻微退化,6
HCASE-01044,C006,冷却器,冷却器故障,0.05452,正常,正常,7
HCASE-01044,C007,过滤器,过滤器堵塞,0.03477,正常,正常,8
HCASE-01044,C010,节流阀,节流阀故障,0.02939,正常,正常,9
HCASE-01044,C002,方向控制阀,方向阀故障,0.02858,正常,正常,10
HCASE-01044,C012,卸荷阀,卸荷阀故障,0.01885,正常,正常,11
HCASE-01044,C008,液压油箱,油箱故障,0.01149,正常,正常,12
HCASE-01045,C011,管路总成,管路泄漏,0.72149,故障,重度故障,1
HCASE-01045,C005,蓄能器,蓄能器故障,0.37325,故障,中度故障,2
HCASE-01045,C003,作动筒,作动筒故障,0.36118,故障,中度故障,3
HCASE-01045,C001,液压泵总成,液压泵故障,0.34788,正常,轻微退化,4
HCASE-01045,C010,节流阀,节流阀故障,0.16455,正常,轻微退化,5
HCASE-01045,C008,液压油箱,油箱故障,0.11474,正常,轻微退化,6
HCASE-01045,C009,单向阀,单向阀故障,0.08454,正常,正常,7
HCASE-01045,C012,卸荷阀,卸荷阀故障,0.03584,正常,正常,8
HCASE-01045,C004,溢流阀,溢流阀故障,0.03354,正常,正常,9
HCASE-01045,C006,冷却器,冷却器故障,0.01831,正常,正常,10
HCASE-01045,C007,过滤器,过滤器堵塞,0.01492,正常,正常,11
HCASE-01045,C002,方向控制阀,方向阀故障,0.00302,正常,正常,12
HCASE-01046,C003,作动筒,作动筒故障,0.63629,故障,中度故障,1
HCASE-01046,C010,节流阀,节流阀故障,0.37006,故障,中度故障,2
HCASE-01046,C002,方向控制阀,方向阀故障,0.3239,正常,轻微退化,3
HCASE-01046,C011,管路总成,管路泄漏,0.19952,正常,轻微退化,4
HCASE-01046,C012,卸荷阀,卸荷阀故障,0.11532,正常,轻微退化,5
HCASE-01046,C004,溢流阀,溢流阀故障,0.08837,正常,正常,6
HCASE-01046,C005,蓄能器,蓄能器故障,0.06785,正常,正常,7
HCASE-01046,C007,过滤器,过滤器堵塞,0.06028,正常,正常,8
HCASE-01046,C006,冷却器,冷却器故障,0.05001,正常,正常,9
HCASE-01046,C008,液压油箱,油箱故障,0.04009,正常,正常,10
HCASE-01046,C009,单向阀,单向阀故障,0.03719,正常,正常,11
HCASE-01046,C001,液压泵总成,液压泵故障,0.00153,正常,正常,12
HCASE-01047,C012,卸荷阀,卸荷阀故障,0.74776,故障,重度故障,1
HCASE-01047,C009,单向阀,单向阀故障,0.28135,正常,轻微退化,2
HCASE-01047,C004,溢流阀,溢流阀故障,0.27769,正常,轻微退化,3
HCASE-01047,C001,液压泵总成,液压泵故障,0.24641,正常,轻微退化,4
HCASE-01047,C003,作动筒,作动筒故障,0.14149,正常,轻微退化,5
HCASE-01047,C002,方向控制阀,方向阀故障,0.11239,正常,轻微退化,6
HCASE-01047,C011,管路总成,管路泄漏,0.08783,正常,正常,7
HCASE-01047,C007,过滤器,过滤器堵塞,0.08075,正常,正常,8
HCASE-01047,C010,节流阀,节流阀故障,0.04166,正常,正常,9
HCASE-01047,C008,液压油箱,油箱故障,0.02527,正常,正常,10
HCASE-01047,C006,冷却器,冷却器故障,0.01881,正常,正常,11
HCASE-01047,C005,蓄能器,蓄能器故障,0.01377,正常,正常,12
HCASE-01048,C004,溢流阀,溢流阀故障,0.7699,故障,重度故障,1
HCASE-01048,C005,蓄能器,蓄能器故障,0.27254,正常,轻微退化,2
HCASE-01048,C009,单向阀,单向阀故障,0.26227,正常,轻微退化,3
HCASE-01048,C012,卸荷阀,卸荷阀故障,0.19028,正常,轻微退化,4
HCASE-01048,C002,方向控制阀,方向阀故障,0.11442,正常,轻微退化,5
HCASE-01048,C010,节流阀,节流阀故障,0.08837,正常,正常,6
HCASE-01048,C006,冷却器,冷却器故障,0.05556,正常,正常,7
HCASE-01048,C003,作动筒,作动筒故障,0.04256,正常,正常,8
HCASE-01048,C011,管路总成,管路泄漏,0.03304,正常,正常,9
HCASE-01048,C008,液压油箱,油箱故障,0.02187,正常,正常,10
HCASE-01048,C007,过滤器,过滤器堵塞,0.02049,正常,正常,11
HCASE-01048,C001,液压泵总成,液压泵故障,0.01972,正常,正常,12
HCASE-01049,C012,卸荷阀,卸荷阀故障,0.74403,故障,重度故障,1
HCASE-01049,C009,单向阀,单向阀故障,0.2917,正常,轻微退化,2
HCASE-01049,C001,液压泵总成,液压泵故障,0.26028,正常,轻微退化,3
HCASE-01049,C004,溢流阀,溢流阀故障,0.25665,正常,轻微退化,4
HCASE-01049,C005,蓄能器,蓄能器故障,0.13989,正常,轻微退化,5
HCASE-01049,C006,冷却器,冷却器故障,0.11662,正常,轻微退化,6
HCASE-01049,C002,方向控制阀,方向阀故障,0.09147,正常,正常,7
HCASE-01049,C008,液压油箱,油箱故障,0.07455,正常,正常,8
HCASE-01049,C011,管路总成,管路泄漏,0.05208,正常,正常,9
HCASE-01049,C003,作动筒,作动筒故障,0.04964,正常,正常,10
HCASE-01049,C010,节流阀,节流阀故障,0.02708,正常,正常,11
HCASE-01049,C007,过滤器,过滤器堵塞,0.01435,正常,正常,12
HCASE-01050,C011,管路总成,管路泄漏,0.7101,故障,重度故障,1
HCASE-01050,C005,蓄能器,蓄能器故障,0.36715,故障,中度故障,2
HCASE-01050,C003,作动筒,作动筒故障,0.31644,正常,轻微退化,3
HCASE-01050,C001,液压泵总成,液压泵故障,0.27562,正常,轻微退化,4
HCASE-01050,C006,冷却器,冷却器故障,0.13225,正常,轻微退化,5
HCASE-01050,C002,方向控制阀,方向阀故障,0.0649,正常,正常,6
HCASE-01050,C010,节流阀,节流阀故障,0.04873,正常,正常,7
HCASE-01050,C012,卸荷阀,卸荷阀故障,0.04502,正常,正常,8
HCASE-01050,C007,过滤器,过滤器堵塞,0.04159,正常,正常,9
HCASE-01050,C004,溢流阀,溢流阀故障,0.01683,正常,正常,10
HCASE-01050,C009,单向阀,单向阀故障,0.01463,正常,正常,11
HCASE-01050,C008,液压油箱,油箱故障,0.00809,正常,正常,12
HCASE-01051,C009,单向阀,单向阀故障,0.73286,故障,重度故障,1
HCASE-01051,C010,节流阀,节流阀故障,0.3219,正常,轻微退化,2
HCASE-01051,C004,溢流阀,溢流阀故障,0.31511,正常,轻微退化,3
HCASE-01051,C002,方向控制阀,方向阀故障,0.29247,正常,轻微退化,4
HCASE-01051,C007,过滤器,过滤器堵塞,0.22326,正常,轻微退化,5
HCASE-01051,C005,蓄能器,蓄能器故障,0.15687,正常,轻微退化,6
HCASE-01051,C001,液压泵总成,液压泵故障,0.11983,正常,轻微退化,7
HCASE-01051,C006,冷却器,冷却器故障,0.06386,正常,正常,8
HCASE-01051,C012,卸荷阀,卸荷阀故障,0.05854,正常,正常,9
HCASE-01051,C003,作动筒,作动筒故障,0.02534,正常,正常,10
HCASE-01051,C011,管路总成,管路泄漏,0.02075,正常,正常,11
HCASE-01051,C008,液压油箱,油箱故障,0.00073,正常,正常,12
HCASE-01052,C010,节流阀,节流阀故障,0.7146,故障,重度故障,1
HCASE-01052,C002,方向控制阀,方向阀故障,0.30401,正常,轻微退化,2
HCASE-01052,C007,过滤器,过滤器堵塞,0.25583,正常,轻微退化,3
HCASE-01052,C009,单向阀,单向阀故障,0.2526,正常,轻微退化,4
HCASE-01052,C006,冷却器,冷却器故障,0.11154,正常,轻微退化,5
HCASE-01052,C005,蓄能器,蓄能器故障,0.0871,正常,正常,6
HCASE-01052,C008,液压油箱,油箱故障,0.07923,正常,正常,7
HCASE-01052,C003,作动筒,作动筒故障,0.07733,正常,正常,8
HCASE-01052,C011,管路总成,管路泄漏,0.05654,正常,正常,9
HCASE-01052,C001,液压泵总成,液压泵故障,0.05308,正常,正常,10
HCASE-01052,C012,卸荷阀,卸荷阀故障,0.0518,正常,正常,11
HCASE-01052,C004,溢流阀,溢流阀故障,0.03552,正常,正常,12
HCASE-01053,C011,管路总成,管路泄漏,0.78817,故障,重度故障,1
HCASE-01053,C005,蓄能器,蓄能器故障,0.35243,故障,中度故障,2
HCASE-01053,C001,液压泵总成,液压泵故障,0.33898,正常,轻微退化,3
HCASE-01053,C003,作动筒,作动筒故障,0.25573,正常,轻微退化,4
HCASE-01053,C006,冷却器,冷却器故障,0.09526,正常,正常,5
HCASE-01053,C004,溢流阀,溢流阀故障,0.07161,正常,正常,6
HCASE-01053,C009,单向阀,单向阀故障,0.04581,正常,正常,7
HCASE-01053,C007,过滤器,过滤器堵塞,0.03929,正常,正常,8
HCASE-01053,C002,方向控制阀,方向阀故障,0.03872,正常,正常,9
HCASE-01053,C012,卸荷阀,卸荷阀故障,0.03246,正常,正常,10
HCASE-01053,C010,节流阀,节流阀故障,0.02333,正常,正常,11
HCASE-01053,C008,液压油箱,油箱故障,0.00439,正常,正常,12
HCASE-01054,C006,冷却器,冷却器故障,0.75209,故障,重度故障,1
HCASE-01054,C008,液压油箱,油箱故障,0.25621,正常,轻微退化,2
HCASE-01054,C007,过滤器,过滤器堵塞,0.209,正常,轻微退化,3
HCASE-01054,C004,溢流阀,溢流阀故障,0.16109,正常,轻微退化,4
HCASE-01054,C002,方向控制阀,方向阀故障,0.1484,正常,轻微退化,5
HCASE-01054,C001,液压泵总成,液压泵故障,0.07832,正常,正常,6
HCASE-01054,C010,节流阀,节流阀故障,0.06756,正常,正常,7
HCASE-01054,C003,作动筒,作动筒故障,0.06244,正常,正常,8
HCASE-01054,C009,单向阀,单向阀故障,0.04038,正常,正常,9
HCASE-01054,C012,卸荷阀,卸荷阀故障,0.03505,正常,正常,10
HCASE-01054,C005,蓄能器,蓄能器故障,0.0198,正常,正常,11
HCASE-01054,C011,管路总成,管路泄漏,0.01361,正常,正常,12
HCASE-01055,C012,卸荷阀,卸荷阀故障,0.71141,故障,重度故障,1
HCASE-01055,C009,单向阀,单向阀故障,0.37188,故障,中度故障,2
HCASE-01055,C001,液压泵总成,液压泵故障,0.26365,正常,轻微退化,3
HCASE-01055,C004,溢流阀,溢流阀故障,0.25226,正常,轻微退化,4
HCASE-01055,C005,蓄能器,蓄能器故障,0.12966,正常,轻微退化,5
HCASE-01055,C011,管路总成,管路泄漏,0.11075,正常,轻微退化,6
HCASE-01055,C008,液压油箱,油箱故障,0.05515,正常,正常,7
HCASE-01055,C006,冷却器,冷却器故障,0.05302,正常,正常,8
HCASE-01055,C007,过滤器,过滤器堵塞,0.04748,正常,正常,9
HCASE-01055,C010,节流阀,节流阀故障,0.04494,正常,正常,10
HCASE-01055,C003,作动筒,作动筒故障,0.011,正常,正常,11
HCASE-01055,C002,方向控制阀,方向阀故障,0.00359,正常,正常,12
HCASE-01056,C006,冷却器,冷却器故障,0.63693,故障,中度故障,1
HCASE-01056,C007,过滤器,过滤器堵塞,0.30215,正常,轻微退化,2
HCASE-01056,C011,管路总成,管路泄漏,0.19626,正常,轻微退化,3
HCASE-01056,C008,液压油箱,油箱故障,0.19056,正常,轻微退化,4
HCASE-01056,C012,卸荷阀,卸荷阀故障,0.18387,正常,轻微退化,5
HCASE-01056,C010,节流阀,节流阀故障,0.12727,正常,轻微退化,6
HCASE-01056,C002,方向控制阀,方向阀故障,0.11234,正常,轻微退化,7
HCASE-01056,C005,蓄能器,蓄能器故障,0.08069,正常,正常,8
HCASE-01056,C004,溢流阀,溢流阀故障,0.04011,正常,正常,9
HCASE-01056,C003,作动筒,作动筒故障,0.03992,正常,正常,10
HCASE-01056,C001,液压泵总成,液压泵故障,0.03077,正常,正常,11
HCASE-01056,C009,单向阀,单向阀故障,0.01733,正常,正常,12
HCASE-01057,C005,蓄能器,蓄能器故障,0.71308,故障,重度故障,1
HCASE-01057,C011,管路总成,管路泄漏,0.39064,故障,中度故障,2
HCASE-01057,C004,溢流阀,溢流阀故障,0.33972,正常,轻微退化,3
HCASE-01057,C009,单向阀,单向阀故障,0.06552,正常,正常,4
