case_id,component_code,component_name,subtype_id,subtype_name,fault_part,probability,is_precise_part
HCASE-00152,C001,液压泵总成,C001-S1,柱塞副磨损,柱塞-缸体配合副,0.15597,True
HCASE-00152,C001,液压泵总成,C001-S2,配流盘气蚀,配流盘,0.163117,True
HCASE-00152,C001,液压泵总成,C001-S3,轴承疲劳剥落,主轴滚动轴承,0.174814,True
HCASE-00152,C001,液压泵总成,C001-S4,轴封泄漏,主轴密封件,0.506099,True
HCASE-00152,C002,方向控制阀,C002-S1,阀芯卡滞,阀芯-阀体配合面,0.235983,True
HCASE-00152,C002,方向控制阀,C002-S2,电磁铁烧毁,电磁线圈,0.235037,True
HCASE-00152,C002,方向控制阀,C002-S3,复位弹簧断裂,复位弹簧,0.27213,True
HCASE-00152,C002,方向控制阀,C002-S4,阀体冲蚀,阀体内部流道,0.256849,True
HCASE-00152,C003,作动筒,C003-S1,活塞密封圈老化,活塞密封圈,0.417361,True
HCASE-00152,C003,作动筒,C003-S2,活塞杆拉伤,活塞杆表面,0.109096,True
HCASE-00152,C003,作动筒,C003-S3,缸筒内壁刮伤,缸筒内壁,0.111348,True
HCASE-00152,C003,作动筒,C003-S4,端盖密封渗漏,端盖O形圈,0.362194,True
HCASE-00152,C004,溢流阀,C004-S1,先导阀芯卡滞,-,0.172439,False
HCASE-00152,C004,溢流阀,C004-S2,主阀芯弹簧疲劳,-,0.17739,False
HCASE-00152,C004,溢流阀,C004-S3,阀口冲蚀泄漏,-,0.497909,False
HCASE-00152,C004,溢流阀,C004-S4,阻尼孔堵塞,-,0.152261,False
HCASE-00152,C005,蓄能器,C005-S1,气囊破裂,-,0.596332,False
HCASE-00152,C005,蓄能器,C005-S2,预充压力不足,-,0.211699,False
HCASE-00152,C005,蓄能器,C005-S3,菌形阀密封失效,-,0.191969,False
HCASE-00152,C006,冷却器,C006-S1,换热效率下降,-,0.186975,False
HCASE-00152,C006,冷却器,C006-S2,管束堵塞,-,0.212191,False
HCASE-00152,C006,冷却器,C006-S3,冷却介质泄漏,-,0.600834,False
HCASE-00152,C007,过滤器,C007-S1,滤芯堵塞,-,0.350946,False
HCASE-00152,C007,过滤器,C007-S2,旁通阀异常开启,-,0.313891,False
HCASE-00152,C007,过滤器,C007-S3,滤芯破损,-,0.335162,False
HCASE-00152,C008,液压油箱,C008-S1,油位过低,-,0.348155,False
HCASE-00152,C008,液压油箱,C008-S2,空气滤清器堵塞,-,0.299213,False
HCASE-00152,C008,液压油箱,C008-S3,回油泡沫化,-,0.352632,False
HCASE-00152,C009,单向阀,C009-S1,阀芯卡死,-,0.162082,False
HCASE-00152,C009,单向阀,C009-S2,反向泄漏,-,0.648834,False
HCASE-00152,C009,单向阀,C009-S3,弹簧断裂失效,-,0.189084,False
HCASE-00152,C010,节流阀,C010-S1,节流口堵塞,-,0.333839,False
HCASE-00152,C010,节流阀,C010-S2,阀芯卡滞,-,0.360489,False
HCASE-00152,C010,节流阀,C010-S3,节流口冲蚀,-,0.305672,False
HCASE-00152,C011,管路总成,C011-S1,管接头渗漏,-,0.307347,False
HCASE-00152,C011,管路总成,C011-S2,管路裂纹泄漏,-,0.33013,False
HCASE-00152,C011,管路总成,C011-S3,软管老化破裂,-,0.274306,False
HCASE-00152,C011,管路总成,C011-S4,管路堵塞,-,0.088217,False
HCASE-00152,C012,卸荷阀,C012-S1,卸荷压力漂移,-,0.347943,False
HCASE-00152,C012,卸荷阀,C012-S2,阀芯卡滞常开,-,0.324264,False
HCASE-00152,C012,卸荷阀,C012-S3,导阀密封失效,-,0.327792,False
HCASE-00153,C001,液压泵总成,C001-S1,柱塞副磨损,柱塞-缸体配合副,0.179722,True
HCASE-00153,C001,液压泵总成,C001-S2,配流盘气蚀,配流盘,0.185074,True
HCASE-00153,C001,液压泵总成,C001-S3,轴承疲劳剥落,主轴滚动轴承,0.465806,True
HCASE-00153,C001,液压泵总成,C001-S4,轴封泄漏,主轴密封件,0.169397,True
HCASE-00153,C002,方向控制阀,C002-S1,阀芯卡滞,阀芯-阀体配合面,0.25736,True
HCASE-00153,C002,方向控制阀,C002-S2,电磁铁烧毁,电磁线圈,0.257521,True
HCASE-00153,C002,方向控制阀,C002-S3,复位弹簧断裂,复位弹簧,0.235672,True
HCASE-00153,C002,方向控制阀,C002-S4,阀体冲蚀,阀体内部流道,0.249447,True
HCASE-00153,C003,作动筒,C003-S1,活塞密封圈老化,活塞密封圈,0.178663,True
HCASE-00153,C003,作动筒,C003-S2,活塞杆拉伤,活塞杆表面,0.508722,True
HCASE-00153,C003,作动筒,C003-S3,缸筒内壁刮伤,缸筒内壁,0.170831,True
HCASE-00153,C003,作动筒,C003-S4,端盖密封渗漏,端盖O形圈,0.141784,True
HCASE-00153,C004,溢流阀,C004-S1,先导阀芯卡滞,-,0.226225,False
HCASE-00153,C004,溢流阀,C004-S2,主阀芯弹簧疲劳,-,0.288535,False
HCASE-00153,C004,溢流阀,C004-S3,阀口冲蚀泄漏,-,0.262489,False
HCASE-00153,C004,溢流阀,C004-S4,阻尼孔堵塞,-,0.222751,False
HCASE-00153,C005,蓄能器,C005-S1,气囊破裂,-,0.341544,False
HCASE-00153,C005,蓄能器,C005-S2,预充压力不足,-,0.35293,False
HCASE-00153,C005,蓄能器,C005-S3,菌形阀密封失效,-,0.305526,False
HCASE-00153,C006,冷却器,C006-S1,换热效率下降,-,0.320745,False
HCASE-00153,C006,冷却器,C006-S2,管束堵塞,-,0.335859,False
HCASE-00153,C006,冷却器,C006-S3,冷却介质泄漏,-,0.343396,False
HCASE-00153,C007,过滤器,C007-S1,滤芯堵塞,-,0.313084,False
HCASE-00153,C007,过滤器,C007-S2,旁通阀异常开启,-,0.345419,False
HCASE-00153,C007,过滤器,C007-S3,滤芯破损,-,0.341497,False
HCASE-00153,C008,液压油箱,C008-S1,油位过低,-,0.309381,False
HCASE-00153,C008,液压油箱,C008-S2,空气滤清器堵塞,-,0.3499,False
HCASE-00153,C008,液压油箱,C008-S3,回油泡沫化,-,0.340719,False
HCASE-00153,C009,单向阀,C009-S1,阀芯卡死,-,0.336449,False
HCASE-00153,C009,单向阀,C009-S2,反向泄漏,-,0.329703,False
HCASE-00153,C009,单向阀,C009-S3,弹簧断裂失效,-,0.333848,False
HCASE-00153,C010,节流阀,C010-S1,节流口堵塞,-,0.34271,False
HCASE-00153,C010,节流阀,C010-S2,阀芯卡滞,-,0.349014,False
HCASE-00153,C010,节流阀,C010-S3,节流口冲蚀,-,0.308276,False
HCASE-00153,C011,管路总成,C011-S1,管接头渗漏,-,0.170567,False
HCASE-00153,C011,管路总成,C011-S2,管路裂纹泄漏,-,0.442189,False
HCASE-00153,C011,管路总成,C011-S3,软管老化破裂,-,0.184758,False
HCASE-00153,C011,管路总成,C011-S4,管路堵塞,-,0.202485,False
HCASE-00153,C012,卸荷阀,C012-S1,卸荷压力漂移,-,0.369483,False
HCASE-00153,C012,卸荷阀,C012-S2,阀芯卡滞常开,-,0.310178,False
HCASE-00153,C012,卸荷阀,C012-S3,导阀密封失效,-,0.320339,False
HCASE-00154,C001,液压泵总成,C001-S1,柱塞副磨损,柱塞-缸体配合副,0.184415,True
HCASE-00154,C001,液压泵总成,C001-S2,配流盘气蚀,配流盘,0.163212,True
HCASE-00154,C001,液压泵总成,C001-S3,轴承疲劳剥落,主轴滚动轴承,0.164408,True
HCASE-00154,C001,液压泵总成,C001-S4,轴封泄漏,主轴密封件,0.487966,True
HCASE-00154,C002,方向控制阀,C002-S1,阀芯卡滞,阀芯-阀体配合面,0.242448,True
HCASE-00154,C002,方向控制阀,C002-S2,电磁铁烧毁,电磁线圈,0.245646,True
HCASE-00154,C002,方向控制阀,C002-S3,复位弹簧断裂,复位弹簧,0.229991,True
HCASE-00154,C002,方向控制阀,C002-S4,阀体冲蚀,阀体内部流道,0.281915,True
HCASE-00154,C003,作动筒,C003-S1,活塞密封圈老化,活塞密封圈,0.420015,True
HCASE-00154,C003,作动筒,C003-S2,活塞杆拉伤,活塞杆表面,0.103641,True
HCASE-00154,C003,作动筒,C003-S3,缸筒内壁刮伤,缸筒内壁,0.10813,True
HCASE-00154,C003,作动筒,C003-S4,端盖密封渗漏,端盖O形圈,0.368214,True
HCASE-00154,C004,溢流阀,C004-S1,先导阀芯卡滞,-,0.171378,False
HCASE-00154,C004,溢流阀,C004-S2,主阀芯弹簧疲劳,-,0.157351,False
HCASE-00154,C004,溢流阀,C004-S3,阀口冲蚀泄漏,-,0.49355,False
HCASE-00154,C004,溢流阀,C004-S4,阻尼孔堵塞,-,0.177721,False
HCASE-00154,C005,蓄能器,C005-S1,气囊破裂,-,0.630748,False
HCASE-00154,C005,蓄能器,C005-S2,预充压力不足,-,0.187954,False
HCASE-00154,C005,蓄能器,C005-S3,菌形阀密封失效,-,0.181298,False
HCASE-00154,C006,冷却器,C006-S1,换热效率下降,-,0.182038,False
HCASE-00154,C006,冷却器,C006-S2,管束堵塞,-,0.189136,False
HCASE-00154,C006,冷却器,C006-S3,冷却介质泄漏,-,0.628825,False
HCASE-00154,C007,过滤器,C007-S1,滤芯堵塞,-,0.340218,False
HCASE-00154,C007,过滤器,C007-S2,旁通阀异常开启,-,0.32157,False
HCASE-00154,C007,过滤器,C007-S3,滤芯破损,-,0.338212,False
HCASE-00154,C008,液压油箱,C008-S1,油位过低,-,0.325247,False
HCASE-00154,C008,液压油箱,C008-S2,空气滤清器堵塞,-,0.305826,False
HCASE-00154,C008,液压油箱,C008-S3,回油泡沫化,-,0.368927,False
HCASE-00154,C009,单向阀,C009-S1,阀芯卡死,-,0.190478,False
HCASE-00154,C009,单向阀,C009-S2,反向泄漏,-,0.614988,False
HCASE-00154,C009,单向阀,C009-S3,弹簧断裂失效,-,0.194533,False
HCASE-00154,C010,节流阀,C010-S1,节流口堵塞,-,0.35228,False
HCASE-00154,C010,节流阀,C010-S2,阀芯卡滞,-,0.312808,False
HCASE-00154,C010,节流阀,C010-S3,节流口冲蚀,-,0.334912,False
HCASE-00154,C011,管路总成,C011-S1,管接头渗漏,-,0.28115,False
HCASE-00154,C011,管路总成,C011-S2,管路裂纹泄漏,-,0.315113,False
HCASE-00154,C011,管路总成,C011-S3,软管老化破裂,-,0.315024,False
HCASE-00154,C011,管路总成,C011-S4,管路堵塞,-,0.088713,False
HCASE-00154,C012,卸荷阀,C012-S1,卸荷压力漂移,-,0.342234,False
HCASE-00154,C012,卸荷阀,C012-S2,阀芯卡滞常开,-,0.334147,False
HCASE-00154,C012,卸荷阀,C012-S3,导阀密封失效,-,0.323619,False
HCASE-00155,C001,液压泵总成,C001-S1,柱塞副磨损,柱塞-缸体配合副,0.254094,True
HCASE-00155,C001,液压泵总成,C001-S2,配流盘气蚀,配流盘,0.250224,True
HCASE-00155,C001,液压泵总成,C001-S3,轴承疲劳剥落,主轴滚动轴承,0.231502,True
HCASE-00155,C001,液压泵总成,C001-S4,轴封泄漏,主轴密封件,0.26418,True
HCASE-00155,C002,方向控制阀,C002-S1,阀芯卡滞,阀芯-阀体配合面,0.247187,True
HCASE-00155,C002,方向控制阀,C002-S2,电磁铁烧毁,电磁线圈,0.238795,True
HCASE-00155,C002,方向控制阀,C002-S3,复位弹簧断裂,复位弹簧,0.251593,True
HCASE-00155,C002,方向控制阀,C002-S4,阀体冲蚀,阀体内部流道,0.262425,True
HCASE-00155,C003,作动筒,C003-S1,活塞密封圈老化,活塞密封圈,0.266029,True
HCASE-00155,C003,作动筒,C003-S2,活塞杆拉伤,活塞杆表面,0.226918,True
HCASE-00155,C003,作动筒,C003-S3,缸筒内壁刮伤,缸筒内壁,0.293743,True
HCASE-00155,C003,作动筒,C003-S4,端盖密封渗漏,端盖O形圈,0.21331,True
HCASE-00155,C004,溢流阀,C004-S1,先导阀芯卡滞,-,0.181539,False
HCASE-00155,C004,溢流阀,C004-S2,主阀芯弹簧疲劳,-,0.17278,False
HCASE-00155,C004,溢流阀,C004-S3,阀口冲蚀泄漏,-,0.181122,False
HCASE-00155,C004,溢流阀,C004-S4,阻尼孔堵塞,-,0.464559,False
HCASE-00155,C005,蓄能器,C005-S1,气囊破裂,-,0.332933,False
HCASE-00155,C005,蓄能器,C005-S2,预充压力不足,-,0.342174,False
HCASE-00155,C005,蓄能器,C005-S3,菌形阀密封失效,-,0.324893,False
HCASE-00155,C006,冷却器,C006-S1,换热效率下降,-,0.41221,False
HCASE-00155,C006,冷却器,C006-S2,管束堵塞,-,0.406974,False
HCASE-00155,C006,冷却器,C006-S3,冷却介质泄漏,-,0.180815,False
HCASE-00155,C007,过滤器,C007-S1,滤芯堵塞,-,0.565828,False
HCASE-00155,C007,过滤器,C007-S2,旁通阀异常开启,-,0.208209,False
HCASE-00155,C007,过滤器,C007-S3,滤芯破损,-,0.225963,False
HCASE-00155,C008,液压油箱,C008-S1,油位过低,-,0.372678,False
HCASE-00155,C008,液压油箱,C008-S2,空气滤清器堵塞,-,0.445161,False
HCASE-00155,C008,液压油箱,C008-S3,回油泡沫化,-,0.182161,False
HCASE-00155,C009,单向阀,C009-S1,阀芯卡死,-,0.331603,False
HCASE-00155,C009,单向阀,C009-S2,反向泄漏,-,0.341747,False
HCASE-00155,C009,单向阀,C009-S3,弹簧断裂失效,-,0.326649,False
HCASE-00155,C010,节流阀,C010-S1,节流口堵塞,-,0.538721,False
HCASE-00155,C010,节流阀,C010-S2,阀芯卡滞,-,0.233299,False
HCASE-00155,C010,节流阀,C010-S3,节流口冲蚀,-,0.22798,False
HCASE-00155,C011,管路总成,C011-S1,管接头渗漏,-,0.169267,False
HCASE-00155,C011,管路总成,C011-S2,管路裂纹泄漏,-,0.193145,False
HCASE-00155,C011,管路总成,C011-S3,软管老化破裂,-,0.196313,False
HCASE-00155,C011,管路总成,C011-S4,管路堵塞,-,0.441276,False
HCASE-00155,C012,卸荷阀,C012-S1,卸荷压力漂移,-,0.336752,False
HCASE-00155,C012,卸荷阀,C012-S2,阀芯卡滞常开,-,0.350111,False
HCASE-00155,C012,卸荷阀,C012-S3,导阀密封失效,-,0.313137,False
HCASE-00156,C001,液压泵总成,C001-S1,柱塞副磨损,柱塞-缸体配合副,0.163954,True
HCASE-00156,C001,液压泵总成,C001-S2,配流盘气蚀,配流盘,0.139842,True
HCASE-00156,C001,液压泵总成,C001-S3,轴承疲劳剥落,主轴滚动轴承,0.16391,True
HCASE-00156,C001,液压泵总成,C001-S4,轴封泄漏,主轴密封件,0.532294,True
HCASE-00156,C002,方向控制阀,C002-S1,阀芯卡滞,阀芯-阀体配合面,0.218285,True
HCASE-00156,C002,方向控制阀,C002-S2,电磁铁烧毁,电磁线圈,0.2759,True
HCASE-00156,C002,方向控制阀,C002-S3,复位弹簧断裂,复位弹簧,0.249635,True
HCASE-00156,C002,方向控制阀,C002-S4,阀体冲蚀,阀体内部流道,0.25618,True
HCASE-00156,C003,作动筒,C003-S1,活塞密封圈老化,活塞密封圈,0.387867,True
HCASE-00156,C003,作动筒,C003-S2,活塞杆拉伤,活塞杆表面,0.107489,True
HCASE-00156,C003,作动筒,C003-S3,缸筒内壁刮伤,缸筒内壁,0.115128,True
HCASE-00156,C003,作动筒,C003-S4,端盖密封渗漏,端盖O形圈,0.389517,True
HCASE-00156,C004,溢流阀,C004-S1,先导阀芯卡滞,-,0.164803,False
HCASE-00156,C004,溢流阀,C004-S2,主阀芯弹簧疲劳,-,0.179712,False
HCASE-00156,C004,溢流阀,C004-S3,阀口冲蚀泄漏,-,0.496465,False
HCASE-00156,C004,溢流阀,C004-S4,阻尼孔堵塞,-,0.15902,False
HCASE-00156,C005,蓄能器,C005-S1,气囊破裂,-,0.630419,False
HCASE-00156,C005,蓄能器,C005-S2,预充压力不足,-,0.180186,False
HCASE-00156,C005,蓄能器,C005-S3,菌形阀密封失效,-,0.189395,False
HCASE-00156,C006,冷却器,C006-S1,换热效率下降,-,0.174553,False
HCASE-00156,C006,冷却器,C006-S2,管束堵塞,-,0.195244,False
HCASE-00156,C006,冷却器,C006-S3,冷却介质泄漏,-,0.630203,False
HCASE-00156,C007,过滤器,C007-S1,滤芯堵塞,-,0.359344,False
HCASE-00156,C007,过滤器,C007-S2,旁通阀异常开启,-,0.293385,False
HCASE-00156,C007,过滤器,C007-S3,滤芯破损,-,0.347271,False
HCASE-00156,C008,液压油箱,C008-S1,油位过低,-,0.329511,False
HCASE-00156,C008,液压油箱,C008-S2,空气滤清器堵塞,-,0.321657,False
HCASE-00156,C008,液压油箱,C008-S3,回油泡沫化,-,0.348832,False
HCASE-00156,C009,单向阀,C009-S1,阀芯卡死,-,0.179479,False
HCASE-00156,C009,单向阀,C009-S2,反向泄漏,-,0.573734,False
HCASE-00156,C009,单向阀,C009-S3,弹簧断裂失效,-,0.246787,False
HCASE-00156,C010,节流阀,C010-S1,节流口堵塞,-,0.316981,False
HCASE-00156,C010,节流阀,C010-S2,阀芯卡滞,-,0.333693,False
HCASE-00156,C010,节流阀,C010-S3,节流口冲蚀,-,0.349327,False
HCASE-00156,C011,管路总成,C011-S1,管接头渗漏,-,0.31375,False
HCASE-00156,C011,管路总成,C011-S2,管路裂纹泄漏,-,0.285287,False
HCASE-00156,C011,管路总成,C011-S3,软管老化破裂,-,0.292228,False
HCASE-00156,C011,管路总成,C011-S4,管路堵塞,-,0.108735,False
HCASE-00156,C012,卸荷阀,C012-S1,卸荷压力漂移,-,0.338775,False
HCASE-00156,C012,卸荷阀,C012-S2,阀芯卡滞常开,-,0.342012,False
HCASE-00156,C012,卸荷阀,C012-S3,导阀密封失效,-,0.319214,False
HCASE-00157,C001,液压泵总成,C001-S1,柱塞副磨损,柱塞-缸体配合副,0.161099,True
HCASE-00157,C001,液压泵总成,C001-S2,配流盘气蚀,配流盘,0.151994,True
HCASE-00157,C001,液压泵总成,C001-S3,轴承疲劳剥落,主轴滚动轴承,0.179756,True
HCASE-00157,C001,液压泵总成,C001-S4,轴封泄漏,主轴密封件,0.507151,True
HCASE-00157,C002,方向控制阀,C002-S1,阀芯卡滞,阀芯-阀体配合面,0.271626,True
HCASE-00157,C002,方向控制阀,C002-S2,电磁铁烧毁,电磁线圈,0.253282,True
HCASE-00157,C002,方向控制阀,C002-S3,复位弹簧断裂,复位弹簧,0.230803,True
HCASE-00157,C002,方向控制阀,C002-S4,阀体冲蚀,阀体内部流道,0.244289,True
HCASE-00157,C003,作动筒,C003-S1,活塞密封圈老化,活塞密封圈,0.338855,True
HCASE-00157,C003,作动筒,C003-S2,活塞杆拉伤,活塞杆表面,0.106293,True
HCASE-00157,C003,作动筒,C003-S3,缸筒内壁刮伤,缸筒内壁,0.119392,True
HCASE-00157,C003,作动筒,C003-S4,端盖密封渗漏,端盖O形圈,0.43546,True
HCASE-00157,C004,溢流阀,C004-S1,先导阀芯卡滞,-,0.139288,False
HCASE-00157,C004,溢流阀,C004-S2,主阀芯弹簧疲劳,-,0.14179,False
HCASE-00157,C004,溢流阀,C004-S3,阀口冲蚀泄漏,-,0.576276,False
HCASE-00157,C004,溢流阀,C004-S4,阻尼孔堵塞,-,0.142646,False
HCASE-00157,C005,蓄能器,C005-S1,气囊破裂,-,0.60028,False
HCASE-00157,C005,蓄能器,C005-S2,预充压力不足,-,0.198207,False
HCASE-00157,C005,蓄能器,C005-S3,菌形阀密封失效,-,0.201513,False
HCASE-00157,C006,冷却器,C006-S1,换热效率下降,-,0.210354,False
HCASE-00157,C006,冷却器,C006-S2,管束堵塞,-,0.177656,False
HCASE-00157,C006,冷却器,C006-S3,冷却介质泄漏,-,0.61199,False
HCASE-00157,C007,过滤器,C007-S1,滤芯堵塞,-,0.355499,False
HCASE-00157,C007,过滤器,C007-S2,旁通阀异常开启,-,0.291547,False
HCASE-00157,C007,过滤器,C007-S3,滤芯破损,-,0.352954,False
HCASE-00157,C008,液压油箱,C008-S1,油位过低,-,0.334832,False
HCASE-00157,C008,液压油箱,C008-S2,空气滤清器堵塞,-,0.340914,False
HCASE-00157,C008,液压油箱,C008-S3,回油泡沫化,-,0.324254,False
HCASE-00157,C009,单向阀,C009-S1,阀芯卡死,-,0.164471,False
HCASE-00157,C009,单向阀,C009-S2,反向泄漏,-,0.653677,False
HCASE-00157,C009,单向阀,C009-S3,弹簧断裂失效,-,0.181852,False
HCASE-00157,C010,节流阀,C010-S1,节流口堵塞,-,0.322099,False
HCASE-00157,C010,节流阀,C010-S2,阀芯卡滞,-,0.337208,False
HCASE-00157,C010,节流阀,C010-S3,节流口冲蚀,-,0.340694,False
HCASE-00157,C011,管路总成,C011-S1,管接头渗漏,-,0.340502,False
HCASE-00157,C011,管路总成,C011-S2,管路裂纹泄漏,-,0.289962,False
HCASE-00157,C011,管路总成,C011-S3,软管老化破裂,-,0.279002,False
HCASE-00157,C011,管路总成,C011-S4,管路堵塞,-,0.090535,False
HCASE-00157,C012,卸荷阀,C012-S1,卸荷压力漂移,-,0.352104,False
HCASE-00157,C012,卸荷阀,C012-S2,阀芯卡滞常开,-,0.319071,False
HCASE-00157,C012,卸荷阀,C012-S3,导阀密封失效,-,0.328824,False
HCASE-00158,C001,液压泵总成,C001-S1,柱塞副磨损,柱塞-缸体配合副,0.271013,True
HCASE-00158,C001,液压泵总成,C001-S2,配流盘气蚀,配流盘,0.235112,True
HCASE-00158,C001,液压泵总成,C001-S3,轴承疲劳剥落,主轴滚动轴承,0.246325,True
HCASE-00158,C001,液压泵总成,C001-S4,轴封泄漏,主轴密封件,0.247551,True
HCASE-00158,C002,方向控制阀,C002-S1,阀芯卡滞,阀芯-阀体配合面,0.250362,True
HCASE-00158,C002,方向控制阀,C002-S2,电磁铁烧毁,电磁线圈,0.263887,True
HCASE-00158,C002,方向控制阀,C002-S3,复位弹簧断裂,复位弹簧,0.240583,True
HCASE-00158,C002,方向控制阀,C002-S4,阀体冲蚀,阀体内部流道,0.245168,True
HCASE-00158,C003,作动筒,C003-S1,活塞密封圈老化,活塞密封圈,0.261708,True
HCASE-00158,C003,作动筒,C003-S2,活塞杆拉伤,活塞杆表面,0.239176,True
HCASE-00158,C003,作动筒,C003-S3,缸筒内壁刮伤,缸筒内壁,0.241721,True
HCASE-00158,C003,作动筒,C003-S4,端盖密封渗漏,端盖O形圈,0.257395,True
HCASE-00158,C004,溢流阀,C004-S1,先导阀芯卡滞,-,0.168504,False
HCASE-00158,C004,溢流阀,C004-S2,主阀芯弹簧疲劳,-,0.196506,False
HCASE-00158,C004,溢流阀,C004-S3,阀口冲蚀泄漏,-,0.199024,False
HCASE-00158,C004,溢流阀,C004-S4,阻尼孔堵塞,-,0.435966,False
HCASE-00158,C005,蓄能器,C005-S1,气囊破裂,-,0.343878,False
HCASE-00158,C005,蓄能器,C005-S2,预充压力不足,-,0.328283,False
HCASE-00158,C005,蓄能器,C005-S3,菌形阀密封失效,-,0.327839,False
HCASE-00158,C006,冷却器,C006-S1,换热效率下降,-,0.373911,False
HCASE-00158,C006,冷却器,C006-S2,管束堵塞,-,0.471557,False
HCASE-00158,C006,冷却器,C006-S3,冷却介质泄漏,-,0.154532,False
HCASE-00158,C007,过滤器,C007-S1,滤芯堵塞,-,0.579051,False
HCASE-00158,C007,过滤器,C007-S2,旁通阀异常开启,-,0.214903,False
HCASE-00158,C007,过滤器,C007-S3,滤芯破损,-,0.206046,False
HCASE-00158,C008,液压油箱,C008-S1,油位过低,-,0.373511,False
HCASE-00158,C008,液压油箱,C008-S2,空气滤清器堵塞,-,0.423847,False
HCASE-00158,C008,液压油箱,C008-S3,回油泡沫化,-,0.202642,False
HCASE-00158,C009,单向阀,C009-S1,阀芯卡死,-,0.343154,False
HCASE-00158,C009,单向阀,C009-S2,反向泄漏,-,0.322011,False
HCASE-00158,C009,单向阀,C009-S3,弹簧断裂失效,-,0.334835,False
HCASE-00158,C010,节流阀,C010-S1,节流口堵塞,-,0.545746,False
HCASE-00158,C010,节流阀,C010-S2,阀芯卡滞,-,0.239497,False
HCASE-00158,C010,节流阀,C010-S3,节流口冲蚀,-,0.214758,False
HCASE-00158,C011,管路总成,C011-S1,管接头渗漏,-,0.182787,False
HCASE-00158,C011,管路总成,C011-S2,管路裂纹泄漏,-,0.16777,False
HCASE-00158,C011,管路总成,C011-S3,软管老化破裂,-,0.167107,False
HCASE-00158,C011,管路总成,C011-S4,管路堵塞,-,0.482336,False
HCASE-00158,C012,卸荷阀,C012-S1,卸荷压力漂移,-,0.351503,False
HCASE-00158,C012,卸荷阀,C012-S2,阀芯卡滞常开,-,0.330275,False
HCASE-00158,C012,卸荷阀,C012-S3,导阀密封失效,-,0.318222,False
HCASE-00159,C001,液压泵总成,C001-S1,柱塞副磨损,柱塞-缸体配合副,0.255047,True
HCASE-00159,C001,液压泵总成,C001-S2,配流盘气蚀,配流盘,0.2734,True
HCASE-00159,C001,液压泵总成,C001-S3,轴承疲劳剥落,主轴滚动轴承,0.238189,True
HCASE-00159,C001,液压泵总成,C001-S4,轴封泄漏,主轴密封件,0.233364,True
HCASE-00159,C002,方向控制阀,C002-S1,阀芯卡滞,阀芯-阀体配合面,0.499134,True
HCASE-00159,C002,方向控制阀,C002-S2,电磁铁烧毁,电磁线圈,0.174152,True
HCASE-00159,C002,方向控制阀,C002-S3,复位弹簧断裂,复位弹簧,0.175977,True
HCASE-00159,C002,方向控制阀,C002-S4,阀体冲蚀,阀体内部流道,0.150737,True
HCASE-00159,C003,作动筒,C003-S1,活塞密封圈老化,活塞密封圈,0.253926,True
HCASE-00159,C003,作动筒,C003-S2,活塞杆拉伤,活塞杆表面,0.254415,True
HCASE-00159,C003,作动筒,C003-S3,缸筒内壁刮伤,缸筒内壁,0.248032,True
HCASE-00159,C003,作动筒,C003-S4,端盖密封渗漏,端盖O形圈,0.243627,True
HCASE-00159,C004,溢流阀,C004-S1,先导阀芯卡滞,-,0.319009,False
HCASE-00159,C004,溢流阀,C004-S2,主阀芯弹簧疲劳,-,0.125156,False
HCASE-00159,C004,溢流阀,C004-S3,阀口冲蚀泄漏,-,0.119292,False
HCASE-00159,C004,溢流阀,C004-S4,阻尼孔堵塞,-,0.436543,False
HCASE-00159,C005,蓄能器,C005-S1,气囊破裂,-,0.361667,False
HCASE-00159,C005,蓄能器,C005-S2,预充压力不足,-,0.303684,False
HCASE-00159,C005,蓄能器,C005-S3,菌形阀密封失效,-,0.334648,False
HCASE-00159,C006,冷却器,C006-S1,换热效率下降,-,0.1716,False
HCASE-00159,C006,冷却器,C006-S2,管束堵塞,-,0.620568,False
HCASE-00159,C006,冷却器,C006-S3,冷却介质泄漏,-,0.207832,False
HCASE-00159,C007,过滤器,C007-S1,滤芯堵塞,-,0.613781,False
HCASE-00159,C007,过滤器,C007-S2,旁通阀异常开启,-,0.178687,False
HCASE-00159,C007,过滤器,C007-S3,滤芯破损,-,0.207531,False
HCASE-00159,C008,液压油箱,C008-S1,油位过低,-,0.246055,False
HCASE-00159,C008,液压油箱,C008-S2,空气滤清器堵塞,-,0.546256,False
HCASE-00159,C008,液压油箱,C008-S3,回油泡沫化,-,0.207689,False
HCASE-00159,C009,单向阀,C009-S1,阀芯卡死,-,0.595104,False
HCASE-00159,C009,单向阀,C009-S2,反向泄漏,-,0.204719,False
HCASE-00159,C009,单向阀,C009-S3,弹簧断裂失效,-,0.200177,False
HCASE-00159,C010,节流阀,C010-S1,节流口堵塞,-,0.457259,False
HCASE-00159,C010,节流阀,C010-S2,阀芯卡滞,-,0.380198,False
HCASE-00159,C010,节流阀,C010-S3,节流口冲蚀,-,0.162544,False
HCASE-00159,C011,管路总成,C011-S1,管接头渗漏,-,0.163775,False
HCASE-00159,C011,管路总成,C011-S2,管路裂纹泄漏,-,0.170623,False
HCASE-00159,C011,管路总成,C011-S3,软管老化破裂,-,0.137306,False
HCASE-00159,C011,管路总成,C011-S4,管路堵塞,-,0.528296,False
