inspection_id,pressure_test_value,leakage_rate,flow_test_value,temperature_test_value,vibration_value,inspection_result,inspection_risk_score,inspection_risk_level
HINSP-01260,22.8849,0.09335,71.9705,48.8159,0.51308,pass,0.0876,low
HINSP-01261,23.0069,0.24589,55.49,55.2668,0.7865,pass,0.1894,low
HINSP-01262,24.3661,0.24038,65.9626,56.7589,0.85233,pass,0.1805,low
HINSP-01263,23.4233,0.31782,59.2774,49.8278,0.75678,pass,0.182,low
HINSP-01264,20.2495,0.30159,70.5295,55.0586,1.24106,pass,0.1808,low
HINSP-01265,21.5064,0.15373,74.4358,49.1299,0.64931,pass,0.0914,low
HINSP-01266,17.9513,0.134,70.7935,41.4103,0.69869,pass,0.1291,low
HINSP-01267,24.2363,0.27211,57.003,52.2417,0.98706,pass,0.2062,low
HINSP-01268,22.8662,0.19009,75.2831,45.7799,0.77157,pass,0.0987,low
HINSP-01269,21.7567,0.21889,78.0188,49.131,0.78147,pass,0.1117,low
HINSP-01270,20.3142,0.23939,78.6158,50.4102,0.53658,pass,0.1284,low
HINSP-01271,19.4339,0.20385,63.4999,52.4537,0.64957,pass,0.1665,low
HINSP-01272,25.4552,0.27808,64.2516,56.0099,1.12213,pass,0.2149,low
HINSP-01273,21.5835,0.21449,65.8839,55.4398,0.76998,pass,0.1452,low
HINSP-01274,22.1969,0.1521,87.2878,49.5528,0.50549,pass,0.1177,low
HINSP-01275,23.4689,0.24646,74.1276,47.0718,0.31382,pass,0.1022,low
HINSP-01276,23.3724,0.22319,62.6667,51.045,1.04407,pass,0.1696,low
HINSP-01277,20.9964,0.30935,57.9696,55.8196,0.95459,pass,0.2005,low
HINSP-01278,20.1989,0.22396,45.9032,57.7411,0.82956,pass,0.232,low
HINSP-01279,22.3708,0.24551,72.2117,53.1745,0.96716,pass,0.1336,low
HINSP-01280,18.8891,0.20038,60.3293,50.6923,0.53568,pass,0.1739,low
HINSP-01281,19.5614,0.27515,66.6161,56.3453,1.17222,pass,0.1971,low
HINSP-01282,20.905,0.40344,61.974,59.5758,1.01473,pass,0.2162,low
HINSP-01283,22.2283,0.16573,72.3026,52.1971,0.6556,pass,0.1035,low
HINSP-01284,20.2342,0.15737,57.098,55.0232,0.53355,pass,0.1689,low
HINSP-01285,20.9539,0.33407,71.9181,56.9204,0.98166,pass,0.1669,low
HINSP-01286,21.6492,0.15445,74.0022,50.8095,0.64177,pass,0.0945,low
HINSP-01287,21.5489,0.18362,66.3366,50.7689,0.81721,pass,0.1305,low
HINSP-01288,21.9061,0.21916,76.3629,55.3006,0.89361,pass,0.1232,low
HINSP-01289,20.7652,0.29687,64.4545,52.2355,0.64061,pass,0.1613,low
HINSP-01290,24.221,0.35059,73.6162,52.1366,0.46045,pass,0.1479,low
HINSP-01291,22.409,0.33748,65.0466,55.2386,1.05251,pass,0.179,low
HINSP-01292,19.9206,0.37424,65.8648,55.9381,0.87561,pass,0.1985,low
HINSP-01293,20.4316,0.2471,63.8906,58.061,0.76249,pass,0.1769,low
HINSP-01294,19.8095,0.2074,63.1488,60.9979,0.59549,pass,0.1804,low
HINSP-01295,24.1744,0.23999,66.1062,54.3806,0.80183,pass,0.1701,low
HINSP-01296,22.2959,0.30081,79.8054,45.0514,0.64591,pass,0.1168,low
HINSP-01297,22.2808,0.33506,76.6116,51.5171,0.906,pass,0.1377,low
HINSP-01298,23.2714,0.21522,64.134,52.269,0.91237,pass,0.1601,low
HINSP-01299,22.9188,0.30232,73.3182,51.9069,0.88816,pass,0.1407,low
HINSP-01300,21.9125,0.26701,63.4896,52.8178,0.31419,pass,0.1328,low
HINSP-01301,23.3287,0.26609,84.8837,47.9453,0.69573,pass,0.1479,low
HINSP-01302,25.6567,0.32579,63.4367,50.9291,0.97771,pass,0.2107,low
HINSP-01303,24.416,0.26932,63.8932,51.4617,0.92254,pass,0.183,low
HINSP-01304,19.2453,0.28802,78.3327,52.7881,0.99859,pass,0.1732,low
HINSP-01305,20.8264,0.30999,77.2702,52.92,0.54288,pass,0.1355,low
HINSP-01306,18.7181,0.18261,61.3416,55.3502,0.77872,pass,0.1903,low
HINSP-01307,21.6281,0.35853,55.1164,58.7598,0.92226,pass,0.2145,low
HINSP-01308,22.206,0.28371,63.5424,58.1802,0.97761,pass,0.1756,low
HINSP-01309,21.5877,0.25641,60.8771,59.9147,0.90739,pass,0.1827,low
HINSP-01310,21.1927,0.18127,54.457,54.6531,0.69353,pass,0.1741,low
HINSP-01311,24.281,0.31082,58.3993,54.3222,0.92431,pass,0.2112,low
HINSP-01312,23.839,0.51077,74.9455,58.6263,1.06385,pass,0.2045,low
HINSP-01313,24.3188,0.28327,70.994,56.0642,0.77366,pass,0.1672,low
HINSP-01314,21.2007,0.17637,63.6556,58.9381,0.6909,pass,0.1551,low
HINSP-01315,21.5605,0.33499,52.4271,49.0288,0.76047,pass,0.1911,low
HINSP-01316,21.3552,0.2397,67.6911,51.5954,0.57829,pass,0.1306,low
HINSP-01317,21.0125,0.28244,74.2187,55.7461,0.67304,pass,0.1356,low
HINSP-01318,19.8088,0.15572,82.3989,53.1083,0.45962,pass,0.1353,low
HINSP-01319,18.3214,0.30226,70.1646,53.6631,0.86709,pass,0.1886,low
HINSP-01320,19.4704,0.10294,83.7632,52.8132,0.85541,pass,0.1501,low
HINSP-01321,22.1802,0.22309,63.1005,51.947,0.82758,pass,0.1464,low
HINSP-01322,24.3277,0.13688,67.2432,53.2607,0.75744,pass,0.1472,low
HINSP-01323,20.7543,0.18204,57.6548,51.5898,0.65531,pass,0.1618,low
HINSP-01324,22.6032,0.12913,73.091,60.1522,0.8321,pass,0.1248,low
HINSP-01325,22.1603,0.26625,64.6427,52.3209,0.43617,pass,0.1339,low
HINSP-01326,21.1271,0.14966,74.6297,46.7558,0.70943,pass,0.092,low
HINSP-01327,18.8166,0.15693,67.3023,52.5176,0.98498,pass,0.1687,low
HINSP-01328,24.2026,0.20277,68.361,54.5079,0.7811,pass,0.157,low
HINSP-01329,20.4015,0.34448,53.8042,62.3943,0.73268,pass,0.2324,low
HINSP-01330,23.0381,0.3005,67.1661,50.8599,1.05533,pass,0.1647,low
HINSP-01331,20.4333,0.3148,78.5844,48.4484,0.77287,pass,0.1444,low
HINSP-01332,22.4043,0.15565,86.6724,56.1044,0.66544,pass,0.1402,low
HINSP-01333,25.0126,0.35191,68.0089,57.1902,0.96942,pass,0.2068,low
HINSP-01334,21.7322,0.10308,76.79,49.9551,0.51005,pass,0.08,low
HINSP-01335,20.978,0.29156,66.2323,48.6671,0.90672,pass,0.155,low
HINSP-01336,22.9367,0.28808,70.0528,56.8659,0.92021,pass,0.1608,low
HINSP-01337,20.0917,0.22162,72.6564,57.8618,0.44446,pass,0.1376,low
HINSP-01338,22.7209,0.25154,60.7827,52.5548,0.94911,pass,0.1713,low
HINSP-01339,22.4191,0.24315,75.4691,56.0187,0.78325,pass,0.1259,low
HINSP-01340,21.7485,0.2845,79.6852,52.6669,0.55639,pass,0.1267,low
HINSP-01341,21.2102,0.19391,56.8633,52.6682,0.99114,pass,0.1762,low
HINSP-01342,22.2202,0.29521,60.2695,56.1747,1.05372,pass,0.186,low
HINSP-01343,20.3683,0.3168,69.71,48.6212,0.98738,pass,0.1597,low
HINSP-01344,23.8627,0.36731,70.3768,53.1534,1.10437,pass,0.1839,low
HINSP-01345,20.9133,0.13481,60.2874,52.5808,0.61572,pass,0.1447,low
HINSP-01346,23.9418,0.17368,64.9649,49.9643,0.32878,pass,0.1307,low
HINSP-01347,22.2271,0.23495,60.1143,54.6269,0.5737,pass,0.1538,low
HINSP-01348,19.859,0.18047,62.1797,47.2159,0.79123,pass,0.155,low
HINSP-01349,20.9555,0.2092,74.9217,60.0526,1.08706,pass,0.1483,low
HINSP-01350,24.9837,0.34825,60.154,49.3848,0.92653,pass,0.2101,low
HINSP-01351,19.5907,0.34503,55.1652,50.9853,0.82384,pass,0.2167,low
HINSP-01352,22.0381,0.2643,76.6276,47.3841,0.96848,pass,0.116,low
HINSP-01353,22.2743,0.37589,75.3672,53.1292,0.86944,pass,0.1428,low
HINSP-01354,22.3435,0.27426,65.3004,56.2284,0.56373,pass,0.1495,low
HINSP-01355,21.0896,0.4048,66.2371,55.7535,1.24788,pass,0.202,low
HINSP-01356,22.8849,0.16799,85.9665,48.2112,0.76088,pass,0.1324,low
HINSP-01357,22.5875,0.37404,82.6212,57.9338,0.90864,pass,0.1807,low
HINSP-01358,22.7593,0.3631,69.4526,67.4766,1.01461,pass,0.2005,low
HINSP-01359,18.155,0.17538,71.4604,53.715,0.68177,pass,0.1584,low
HINSP-01360,20.5564,0.27948,76.9013,53.9942,0.74845,pass,0.1434,low
HINSP-01361,25.5457,0.11662,66.4492,48.7657,0.48056,pass,0.1406,low
HINSP-01362,21.6057,0.3152,72.0249,54.9658,1.06475,pass,0.154,low
HINSP-01363,21.3364,0.2361,77.0537,56.4254,0.76038,pass,0.1326,low
HINSP-01364,21.8068,0.30928,79.0365,52.0729,1.23813,pass,0.1541,low
HINSP-01365,22.8423,0.24991,73.5174,52.4022,1.15345,pass,0.1422,low
HINSP-01366,23.7911,0.20582,82.4535,46.5043,0.88068,pass,0.1407,low
HINSP-01367,21.3153,0.23494,67.2729,58.9526,1.0129,pass,0.1655,low
HINSP-01368,21.0848,0.1972,76.4099,56.8947,0.43495,pass,0.1155,low
HINSP-01369,20.6923,0.12584,63.0695,46.0127,0.7391,pass,0.1278,low
HINSP-01370,22.5226,0.24005,71.3325,44.8176,0.58386,pass,0.1031,low
HINSP-01371,22.9228,0.36223,75.855,56.1809,1.28417,pass,0.1738,low
HINSP-01372,24.1265,0.2748,68.8377,54.1749,0.9253,pass,0.1716,low
HINSP-01373,20.7974,0.15656,79.6185,55.0541,0.68456,pass,0.1278,low
HINSP-01374,22.4816,0.32221,76.8023,54.4309,0.84911,pass,0.1429,low
HINSP-01375,21.9979,0.27012,70.0487,51.8084,0.70758,pass,0.126,low
HINSP-01376,20.2192,0.19776,73.8313,50.2573,0.45952,pass,0.1119,low
HINSP-01377,24.3114,0.17599,79.0237,49.4489,0.3496,pass,0.1174,low
HINSP-01378,20.7631,0.13769,61.8294,52.7272,0.77698,pass,0.1492,low
HINSP-01379,26.3286,0.24202,89.6788,52.5149,1.09487,pass,0.2229,low
HINSP-01380,19.6955,0.32304,64.2787,55.6982,0.64898,pass,0.188,low
HINSP-01381,20.7516,0.37011,70.8429,54.0045,0.44929,pass,0.1508,low
HINSP-01382,24.3918,0.35034,57.548,49.0723,1.13484,pass,0.2184,low
HINSP-01383,21.9607,0.25271,80.2443,50.3706,0.65309,pass,0.1191,low
HINSP-01384,21.1705,0.25387,66.4168,48.792,0.75222,pass,0.1398,low
HINSP-01385,18.4199,0.32988,79.0988,51.1153,0.61726,pass,0.174,low
HINSP-01386,21.9346,0.31137,78.1331,51.8677,0.89213,pass,0.1358,low
HINSP-01387,23.9345,0.1396,75.391,57.5181,1.05289,pass,0.1419,low
HINSP-01388,22.6666,0.27025,48.4536,52.5803,0.94426,pass,0.2105,low
HINSP-01389,21.204,0.23901,59.5966,58.2077,0.99558,pass,0.1883,low
HINSP-01390,22.3095,0.27712,72.2127,51.9522,0.80988,pass,0.129,low
HINSP-01391,19.8482,0.3621,54.7831,53.8494,0.69903,pass,0.2189,low
HINSP-01392,26.057,0.26396,69.0434,56.6897,0.87646,pass,0.1976,low
HINSP-01393,22.4895,0.26809,63.6924,48.0168,0.97378,pass,0.1531,low
HINSP-01394,23.8339,0.14208,65.9874,53.1938,0.62272,pass,0.14,low
HINSP-01395,23.8752,0.3156,78.6478,54.2731,0.89787,pass,0.1668,low
HINSP-01396,21.0318,0.35019,65.0947,55.4324,0.84468,pass,0.1802,low
HINSP-01397,25.5532,0.18535,77.2743,54.1834,0.39774,pass,0.1422,low
HINSP-01398,21.8043,0.14927,76.9422,48.5843,0.6544,pass,0.0899,low
HINSP-01399,22.0792,0.07345,83.5533,53.4285,0.96711,pass,0.1191,low
HINSP-01400,20.5922,0.27097,52.2936,56.6211,0.63675,pass,0.2054,low
HINSP-01401,23.9492,0.2024,60.0289,55.5853,1.11731,pass,0.1946,low
HINSP-01402,21.903,0.23761,82.1781,60.3116,1.13266,pass,0.1646,low
HINSP-01403,23.2875,0.28336,76.0282,48.4407,0.67,pass,0.1238,low
HINSP-01404,19.4528,0.40748,72.0995,49.9439,0.96997,pass,0.1816,low
HINSP-01405,21.4791,0.33563,72.0954,50.638,0.8272,pass,0.1396,low
HINSP-01406,23.0351,0.35275,70.336,56.9594,1.04285,pass,0.1771,low
HINSP-01407,21.4268,0.21554,64.1905,53.6668,0.47457,pass,0.1367,low
HINSP-01408,21.0872,0.06674,69.3915,55.7907,0.65411,pass,0.1126,low
HINSP-01409,23.4005,0.28266,57.9602,52.1566,0.72427,pass,0.1837,low
HINSP-01410,22.6634,0.29601,65.5996,57.9529,0.6551,pass,0.1639,low
HINSP-01411,21.3942,0.29007,84.5438,51.8942,0.84065,pass,0.1564,low
HINSP-01412,20.3434,0.30295,60.6956,49.2773,0.55394,pass,0.1689,low
HINSP-01413,24.8883,0.20242,76.53,56.731,0.76592,pass,0.1548,low
HINSP-01414,23.2146,0.27229,62.6082,58.1418,0.89063,pass,0.1858,low
HINSP-01415,23.6878,0.35772,78.7086,45.7049,0.88301,pass,0.1517,low
HINSP-01416,19.5389,0.30012,80.9378,58.4393,1.06062,pass,0.1944,low
HINSP-01417,22.7806,0.21822,60.8229,46.2957,0.11048,pass,0.1187,low
HINSP-01418,18.6493,0.22949,73.175,47.7442,0.50122,pass,0.1353,low
HINSP-01419,24.9668,0.26719,52.3669,51.5522,0.6738,pass,0.2145,low
HINSP-01420,23.6449,0.26916,79.3225,53.7322,0.66635,pass,0.1476,low
HINSP-01421,23.7329,0.14343,60.6111,51.9301,0.55272,pass,0.1494,low
HINSP-01422,19.1988,0.23735,61.1259,53.2994,0.74692,pass,0.188,low
HINSP-01423,24.3708,0.39494,70.0185,52.2159,0.95418,pass,0.188,low
HINSP-01424,18.8192,0.37229,77.0679,50.1478,0.61355,pass,0.1675,low
HINSP-01425,21.5324,0.38507,63.3491,51.2021,0.99911,pass,0.1815,low
HINSP-01426,21.8413,0.24759,62.4545,50.1039,0.93914,pass,0.1525,low
HINSP-01427,25.315,0.30227,71.1935,54.5591,0.87846,pass,0.1833,low
HINSP-01428,21.0332,0.23835,66.0466,52.0406,0.86419,pass,0.1518,low
HINSP-01429,18.3296,0.29646,71.4137,52.922,0.70622,pass,0.1756,low
HINSP-01430,24.342,0.23091,62.7791,42.5859,0.50906,pass,0.1425,low
HINSP-01431,23.7049,0.14583,55.1391,46.3635,0.48048,pass,0.1505,low
HINSP-01432,23.3556,0.20577,68.3409,42.2466,0.2918,pass,0.0996,low
HINSP-01433,19.2395,0.15735,80.7944,44.9694,0.59579,pass,0.1251,low
HINSP-01434,24.5258,0.3661,68.4158,67.0735,0.83312,pass,0.2185,low
HINSP-01435,23.3113,0.34829,77.6742,51.2051,0.98418,pass,0.1587,low
HINSP-01436,21.5756,0.19798,61.5748,52.4411,0.50933,pass,0.1383,low
HINSP-01437,26.0954,0.17271,63.8416,46.3491,0.43972,pass,0.1577,low
HINSP-01438,23.8141,0.24351,54.621,53.5181,1.0452,pass,0.2084,low
HINSP-01439,24.7577,0.32903,78.0274,57.3061,0.79245,pass,0.181,low
HINSP-01440,18.8828,0.23441,74.1515,54.9247,0.98807,pass,0.1658,low
HINSP-01441,21.7328,0.30125,79.6115,47.7238,0.46787,pass,0.1148,low
HINSP-01442,23.0694,0.16611,51.5255,48.2648,0.48357,pass,0.161,low
HINSP-01443,22.0834,0.21573,73.848,53.9394,0.71452,pass,0.1117,low
HINSP-01444,17.9013,0.27893,76.0624,49.6918,0.9071,pass,0.1714,low
HINSP-01445,22.6713,0.3471,76.1251,57.3999,0.89698,pass,0.1561,low
HINSP-01446,23.2452,0.17673,61.906,51.9692,0.78651,pass,0.1543,low
HINSP-01447,21.1948,0.34516,64.7316,47.2169,0.74399,pass,0.1559,low
HINSP-01448,24.3733,0.27132,61.496,54.7412,0.95479,pass,0.1987,low
HINSP-01449,26.1241,0.25591,74.1527,54.9385,0.75515,pass,0.173,low
HINSP-01450,21.214,0.33705,66.7604,50.3618,0.8248,pass,0.1585,low
HINSP-01451,21.1255,0.27015,74.1756,49.239,0.6014,pass,0.1148,low
HINSP-01452,19.7949,0.27684,67.3542,55.909,0.95484,pass,0.1825,low
HINSP-01453,21.8661,0.25226,59.7196,51.3971,0.87224,pass,0.1614,low
HINSP-01454,22.6123,0.29049,73.6064,53.0574,0.70282,pass,0.1292,low
HINSP-01455,23.4798,0.2282,72.3639,54.7618,0.80748,pass,0.1416,low
HINSP-01456,22.4444,0.15312,79.4332,48.4429,0.62898,pass,0.0999,low
HINSP-01457,25.0275,0.17885,70.1059,53.2676,0.6101,pass,0.1487,low
HINSP-01458,21.7424,0.31592,85.017,53.2822,0.93207,pass,0.1644,low
HINSP-01459,19.0978,0.28924,55.0528,46.7976,0.6207,pass,0.1965,low
HINSP-01460,22.6344,0.31402,66.9399,51.0135,0.86888,pass,0.1554,low
HINSP-01461,22.5556,0.25122,80.2069,56.1896,0.80436,pass,0.1444,low
HINSP-01462,23.3044,0.3785,61.0796,56.2861,0.86693,pass,0.2041,low
HINSP-01463,21.517,0.25182,66.3163,51.3,1.16235,pass,0.1574,low
HINSP-01464,22.9633,0.24508,59.8628,54.4378,0.76015,pass,0.1727,low
HINSP-01465,21.3906,0.23704,84.0329,53.9908,0.573,pass,0.14,low
HINSP-01466,19.4526,0.35402,67.9438,51.7547,0.80374,pass,0.1826,low
HINSP-01467,23.4001,0.33719,68.4233,51.3975,0.78904,pass,0.1623,low
HINSP-01468,21.6117,0.29307,69.5953,51.8354,0.49794,pass,0.1278,low
HINSP-01469,25.353,0.10964,69.6795,57.1711,0.78027,pass,0.1582,low
HINSP-01470,20.1147,0.21878,69.7831,53.6985,0.86802,pass,0.153,low
HINSP-01471,20.2258,0.20942,71.858,44.9189,0.65289,pass,0.1154,low
HINSP-01472,23.2861,0.32717,75.2014,52.4503,0.57148,pass,0.1337,low
HINSP-01473,22.8818,0.26265,71.5925,50.5481,1.04993,pass,0.1422,low
HINSP-01474,23.7524,0.25466,76.2452,44.3402,0.53384,pass,0.1109,low
HINSP-01475,18.6597,0.41566,68.9935,54.3131,0.73889,pass,0.203,low
HINSP-01476,21.8706,0.23725,84.8619,54.3783,0.9258,pass,0.1514,low
HINSP-01477,21.1651,0.37876,76.7295,53.496,0.64802,pass,0.1465,low
HINSP-01478,20.6422,0.2377,68.3989,51.1887,0.77581,pass,0.1442,low
HINSP-01479,22.5902,0.19221,67.6308,57.4512,0.51228,pass,0.1327,low
HINSP-01480,19.647,0.17376,56.6598,56.0617,0.71909,pass,0.1902,low
HINSP-01481,21.3479,0.27635,69.8968,54.7256,0.54408,pass,0.1358,low
HINSP-01482,23.3518,0.31003,59.8919,49.787,0.89616,pass,0.1834,low
HINSP-01483,25.9962,0.28149,55.943,54.4743,0.51956,pass,0.2197,low
HINSP-01484,22.3585,0.11624,60.6224,48.9426,0.53124,pass,0.1197,low
HINSP-01485,22.4498,0.34756,71.1987,46.6287,0.83174,pass,0.1345,low
HINSP-01486,23.1662,0.29111,75.3215,47.9499,0.84389,pass,0.1273,low
HINSP-01487,26.9427,0.137,70.4457,57.4313,0.84331,pass,0.1839,low
HINSP-01488,23.338,0.38433,63.2144,55.9116,0.63281,pass,0.1889,low
HINSP-01489,23.0978,0.34097,68.112,55.4543,0.85593,pass,0.1718,low
HINSP-01490,21.0717,0.30804,73.694,55.0682,0.82047,pass,0.1451,low
HINSP-01491,20.1026,0.24408,66.4444,57.883,0.62212,pass,0.167,low
HINSP-01492,24.046,0.07929,78.235,54.2899,0.34572,pass,0.1063,low
HINSP-01493,23.2655,0.35247,65.9942,56.3439,1.05649,pass,0.1922,low
HINSP-01494,22.6075,0.07954,63.5724,51.747,0.5471,pass,0.1149,low
HINSP-01495,23.8636,0.29065,72.9262,49.8686,1.00775,pass,0.1522,low
HINSP-01496,26.5603,0.30421,53.4987,53.2818,0.59442,pass,0.2384,low
HINSP-01497,20.7153,0.33213,69.3116,54.9099,0.85318,pass,0.1678,low
HINSP-01498,23.6548,0.27965,85.6268,48.2468,0.51221,pass,0.1499,low
HINSP-01499,20.2936,0.34267,79.6483,49.5781,0.49079,pass,0.1453,low
HINSP-01500,23.4113,0.25811,73.7293,49.286,0.80956,pass,0.1294,low
HINSP-01501,24.6159,0.27568,68.1273,54.411,0.87234,pass,0.1786,low
HINSP-01502,22.5307,0.39856,77.7811,57.0634,0.62766,pass,0.1563,low
HINSP-01503,20.518,0.29638,79.6049,52.938,1.01297,pass,0.163,low
HINSP-01504,24.6003,0.37944,71.0185,56.6293,1.2728,pass,0.208,low
HINSP-01505,18.7125,0.35771,72.411,47.3435,0.77102,pass,0.168,low
HINSP-01506,23.251,0.2649,69.0734,54.5513,0.86274,pass,0.1564,low
HINSP-01507,23.4743,0.25771,70.1195,52.8034,0.6489,pass,0.1424,low
HINSP-01508,25.5183,0.29783,68.1416,53.0807,0.94145,pass,0.1935,low
HINSP-01509,21.9721,0.37529,69.1905,64.1203,0.55206,pass,0.1679,low
HINSP-01510,23.6801,0.27355,67.2734,52.1473,0.6683,pass,0.1556,low
HINSP-01511,22.0674,0.26866,68.8477,58.3873,0.42227,pass,0.1336,low
HINSP-01512,22.9665,0.24833,72.6031,43.5316,0.77187,pass,0.111,low
HINSP-01513,21.6533,0.30383,56.7547,49.8798,0.91202,pass,0.1798,low
HINSP-01514,22.5079,0.30652,73.4517,48.2195,0.95351,pass,0.1301,low
HINSP-01515,20.6255,0.28262,62.2728,51.4679,0.88006,pass,0.1751,low
HINSP-01516,23.3377,0.22221,79.0454,46.1303,0.53023,pass,0.1125,low
HINSP-01517,24.6444,0.2994,67.3044,50.1759,0.99148,pass,0.1806,low
HINSP-01518,23.6213,0.28806,71.0158,55.119,1.12068,pass,0.1708,low
HINSP-01519,23.6073,0.0403,80.4264,46.1306,0.4428,pass,0.0863,low
HINSP-01520,22.9303,0.16138,67.721,50.7914,0.83201,pass,0.1294,low
HINSP-01521,20.9297,0.28914,88.2084,53.5856,0.63047,pass,0.1685,low
HINSP-01522,25.1541,0.36227,74.7324,55.8674,0.69946,pass,0.1764,low
HINSP-01523,21.4957,0.16986,66.7876,54.9866,0.55929,pass,0.1267,low
HINSP-01524,21.8665,0.24107,72.083,44.6434,0.41232,pass,0.0888,low
HINSP-01525,23.4787,0.23112,64.4119,45.7684,0.61902,pass,0.1382,low
HINSP-01526,24.6852,0.29602,65.9319,50.6422,0.91522,pass,0.1827,low
HINSP-01527,23.0041,0.44117,55.3759,66.2488,1.45667,pass,0.2738,medium
HINSP-01528,23.8422,0.13954,71.0913,54.1122,0.73506,pass,0.1309,low
HINSP-01529,20.663,0.2131,74.9231,47.4673,0.61826,pass,0.1056,low
HINSP-01530,21.5985,0.30936,62.2739,57.3829,0.93908,pass,0.1828,low
HINSP-01531,23.2506,0.33312,70.1746,59.5955,0.79207,pass,0.173,low
HINSP-01532,19.7681,0.15042,71.0674,44.2894,0.62228,pass,0.1112,low
HINSP-01533,19.7217,0.20426,57.7294,54.1043,0.96386,pass,0.1965,low
HINSP-01534,20.8376,0.35597,58.9169,50.1885,1.19109,pass,0.2042,low
HINSP-01535,22.3098,0.29065,73.6007,59.9728,0.68427,pass,0.1402,low
HINSP-01536,21.6655,0.28358,73.8855,53.5118,0.87228,pass,0.1314,low
HINSP-01537,23.1636,0.47194,65.3228,51.5957,1.45757,pass,0.2182,low
HINSP-01538,22.2731,0.22695,71.5079,44.9276,0.88174,pass,0.1094,low
HINSP-01539,21.033,0.30019,60.1236,58.324,0.91701,pass,0.1962,low
HINSP-01540,22.6825,0.30108,61.5667,53.5935,0.75674,pass,0.1713,low
HINSP-01541,22.6225,0.30843,73.6439,49.6715,0.35585,pass,0.1107,low
HINSP-01542,21.2849,0.32871,69.5329,56.843,0.73614,pass,0.1589,low
HINSP-01543,25.5496,0.19262,74.3325,52.0439,0.78759,pass,0.1493,low
HINSP-01544,20.7443,0.17746,67.5618,44.342,0.63056,pass,0.1142,low
HINSP-01545,21.2067,0.37132,67.3254,48.2016,0.62892,pass,0.1499,low
HINSP-01546,24.4214,0.21994,77.4932,57.9946,0.72378,pass,0.1558,low
HINSP-01547,21.8366,0.16131,61.753,54.5095,0.8095,pass,0.145,low
HINSP-01548,17.0524,0.0956,90.2193,43.3116,0.40717,pass,0.1598,low
HINSP-01549,20.6389,0.24401,82.7477,52.9599,0.64848,pass,0.1477,low
HINSP-01550,23.8636,0.34939,63.724,57.2996,1.21763,pass,0.2148,low
HINSP-01551,23.7639,0.36617,69.9219,58.6519,0.87501,pass,0.187,low
HINSP-01552,22.656,0.27923,82.6905,52.5485,0.81042,pass,0.1499,low
HINSP-01553,20.7318,0.3005,75.6227,50.0819,0.75622,pass,0.1323,low
HINSP-01554,22.8628,0.12406,75.8642,51.8087,0.52791,pass,0.0932,low
HINSP-01555,24.1048,0.21701,67.1932,41.8513,0.51006,pass,0.1223,low
HINSP-01556,22.9828,0.41226,65.0916,55.0179,1.0914,pass,0.1997,low
HINSP-01557,24.0053,0.21547,82.0942,45.7086,0.94179,pass,0.1446,low
HINSP-01558,21.4469,0.18149,76.8078,52.9792,1.01778,pass,0.1239,low
HINSP-01559,24.5607,0.42535,81.6931,58.3547,1.07977,pass,0.2194,low
HINSP-01560,19.9163,0.19767,67.094,55.0547,0.41006,pass,0.1448,low
HINSP-01561,23.4874,0.30506,64.381,53.5312,0.6027,pass,0.1675,low
HINSP-01562,23.6065,0.28523,68.5767,56.1166,0.87589,pass,0.1699,low
HINSP-01563,24.7804,0.30691,55.5022,59.2493,0.73705,pass,0.2292,low
HINSP-01564,18.8102,0.23907,72.0916,48.9981,0.30988,pass,0.1332,low
HINSP-01565,23.77,0.25666,82.1507,53.8298,0.82584,pass,0.1622,low
HINSP-01566,18.7465,0.22057,61.2465,58.6239,0.87597,pass,0.2078,low
HINSP-01567,20.4373,0.22276,76.0437,45.0766,0.74925,pass,0.1129,low
HINSP-01568,21.9076,0.20655,66.3434,49.7218,0.4127,pass,0.1112,low
HINSP-01569,21.3488,0.18049,70.0236,56.097,0.79883,pass,0.1328,low
HINSP-01570,22.1776,0.21806,64.0779,50.2844,0.86902,pass,0.1405,low
HINSP-01571,20.2873,0.20749,70.195,48.9364,0.67464,pass,0.1292,low
HINSP-01572,24.1983,0.22101,86.5034,52.6593,0.46964,pass,0.158,low
HINSP-01573,23.9118,0.32181,86.4426,48.0746,0.85052,pass,0.1758,low
HINSP-01574,24.5857,0.23324,70.2758,47.3317,0.60447,pass,0.138,low
HINSP-01575,20.2097,0.32745,79.2259,51.0129,1.12407,pass,0.1711,low
HINSP-01576,22.5222,0.12556,54.9545,51.7551,0.74756,pass,0.1553,low
HINSP-01577,21.5282,0.22849,67.0536,47.0727,0.65833,pass,0.1214,low
HINSP-01578,17.4129,0.21312,78.8923,47.6417,0.52581,pass,0.1553,low
HINSP-01579,20.6462,0.20559,59.9169,52.051,0.5177,pass,0.1559,low
HINSP-01580,23.8894,0.31638,63.6589,44.3095,0.72665,pass,0.1609,low
HINSP-01581,21.1301,0.24301,72.8824,53.579,0.78585,pass,0.1312,low
HINSP-01582,21.2418,0.20828,93.0426,57.4115,0.81553,pass,0.1816,low
HINSP-01583,22.6516,0.37202,67.8124,53.6221,0.91269,pass,0.1703,low
HINSP-01584,22.2732,0.28212,70.9941,51.7188,1.05347,pass,0.1423,low
HINSP-01585,24.9389,0.3244,55.79,48.6491,0.96177,pass,0.2184,low
HINSP-01586,23.9445,0.44157,48.9974,58.2565,1.06585,pass,0.2714,medium
