assembly_id,assembly_torque,seal_preload,alignment_error,operator_id,station_id,assembly_risk_score,assembly_risk_level
HASM-00977,58.538,0.846,0.1611,OP-H-039,ST-H-05,0.4212,medium
HASM-00978,27.373,1.013,0.2248,OP-H-085,ST-H-19,0.4357,medium
HASM-00979,54.807,0.907,0.0399,OP-H-170,ST-H-26,0.1809,low
HASM-00980,42.262,0.898,0.0346,OP-H-111,ST-H-40,0.1494,low
HASM-00981,47.444,0.773,0.0596,OP-H-166,ST-H-24,0.2407,low
HASM-00982,41.554,1.407,0.1623,OP-H-158,ST-H-21,0.3909,medium
HASM-00983,29.662,1.349,0.0181,OP-H-147,ST-H-03,0.2486,low
HASM-00984,28.109,0.652,0.0383,OP-H-030,ST-H-26,0.3497,medium
HASM-00985,44.289,1.292,0.1228,OP-H-111,ST-H-01,0.2926,medium
HASM-00986,44.518,1.184,0.0337,OP-H-140,ST-H-18,0.1775,low
HASM-00987,46.704,0.921,0.0193,OP-H-134,ST-H-01,0.0754,low
HASM-00988,31.976,0.996,0.104,OP-H-005,ST-H-28,0.2437,low
HASM-00989,47.03,0.789,0.0713,OP-H-067,ST-H-32,0.1993,low
HASM-00990,50.94,1.091,0.1075,OP-H-122,ST-H-15,0.2037,low
HASM-00991,43.377,1.119,0.25,OP-H-038,ST-H-37,0.4065,medium
HASM-00992,46.498,0.945,0.0293,OP-H-050,ST-H-37,0.1173,low
HASM-00993,51.705,1.442,0.0679,OP-H-068,ST-H-35,0.3881,medium
HASM-00994,29.391,1.467,0.0236,OP-H-168,ST-H-10,0.3517,medium
HASM-00995,55.457,1.259,0.1536,OP-H-098,ST-H-03,0.4466,medium
HASM-00996,32.256,0.684,0.0889,OP-H-171,ST-H-08,0.3232,medium
HASM-00997,53.338,1.055,0.0861,OP-H-004,ST-H-12,0.2272,low
HASM-00998,48.78,0.565,0.0845,OP-H-107,ST-H-01,0.353,medium
HASM-00999,48.612,0.938,0.1043,OP-H-047,ST-H-31,0.1837,low
HASM-01000,57.247,1.008,0.1798,OP-H-052,ST-H-31,0.4303,medium
HASM-01001,59.585,0.721,0.0653,OP-H-074,ST-H-16,0.3281,medium
HASM-01002,42.589,0.94,0.0065,OP-H-028,ST-H-25,0.0901,low
HASM-01003,48.347,0.744,0.0697,OP-H-151,ST-H-14,0.2895,medium
HASM-01004,30.606,0.56,0.1558,OP-H-019,ST-H-22,0.4691,medium
HASM-01005,33.559,0.778,0.0165,OP-H-150,ST-H-37,0.1497,low
HASM-01006,25.066,0.726,0.0265,OP-H-039,ST-H-33,0.2522,medium
HASM-01007,32.818,1.415,0.0539,OP-H-125,ST-H-20,0.3509,medium
HASM-01008,49.891,0.826,0.218,OP-H-009,ST-H-20,0.4452,medium
HASM-01009,47.376,1.476,0.0587,OP-H-142,ST-H-36,0.2527,medium
HASM-01010,58.796,1.114,0.0077,OP-H-120,ST-H-33,0.1479,low
HASM-01011,37.912,1.08,0.104,OP-H-069,ST-H-40,0.1977,low
HASM-01012,29.241,0.739,0.0833,OP-H-145,ST-H-11,0.3237,medium
HASM-01013,42.456,0.316,0.0131,OP-H-022,ST-H-10,0.2868,medium
HASM-01014,46.391,0.848,0.2512,OP-H-104,ST-H-02,0.4223,medium
HASM-01015,58.798,1.115,0.0765,OP-H-163,ST-H-18,0.2616,medium
HASM-01016,42.21,0.582,0.0991,OP-H-138,ST-H-21,0.2854,medium
HASM-01017,38.431,0.812,0.1253,OP-H-006,ST-H-10,0.2444,low
HASM-01018,56.338,1.239,0.0848,OP-H-088,ST-H-26,0.3086,medium
HASM-01019,50.844,1.264,0.1146,OP-H-064,ST-H-17,0.3296,medium
HASM-01020,46.412,0.625,0.0479,OP-H-071,ST-H-13,0.3088,medium
HASM-01021,52.684,1.095,0.1144,OP-H-014,ST-H-16,0.3206,medium
HASM-01022,48.831,1.046,0.1391,OP-H-030,ST-H-10,0.3531,medium
HASM-01023,38.513,1.164,0.0325,OP-H-111,ST-H-40,0.245,low
HASM-01024,38.027,1.191,0.024,OP-H-050,ST-H-30,0.1231,low
HASM-01025,53.001,0.975,0.0706,OP-H-135,ST-H-22,0.201,low
HASM-01026,40.156,1.536,0.0233,OP-H-050,ST-H-18,0.2653,medium
HASM-01027,43.787,0.825,0.0603,OP-H-089,ST-H-11,0.1649,low
HASM-01028,41.952,1.048,0.0744,OP-H-171,ST-H-18,0.1068,low
HASM-01029,32.383,0.831,0.0177,OP-H-078,ST-H-07,0.197,low
HASM-01030,29.995,0.701,0.1892,OP-H-174,ST-H-34,0.4953,medium
HASM-01031,26.517,0.467,0.0673,OP-H-085,ST-H-23,0.4004,medium
HASM-01032,53.87,1.021,0.0859,OP-H-012,ST-H-21,0.1767,low
HASM-01033,30.632,1.226,0.0614,OP-H-012,ST-H-32,0.3281,medium
HASM-01034,41.316,1.052,0.0737,OP-H-013,ST-H-34,0.096,low
HASM-01035,34.794,0.762,0.0188,OP-H-150,ST-H-13,0.2674,medium
HASM-01036,44.087,0.744,0.2167,OP-H-047,ST-H-20,0.4525,medium
HASM-01037,39.83,0.742,0.0367,OP-H-130,ST-H-29,0.1464,low
HASM-01038,40.225,1.424,0.0578,OP-H-152,ST-H-02,0.3065,medium
HASM-01039,54.373,0.853,0.1131,OP-H-155,ST-H-39,0.294,medium
HASM-01040,37.999,1.147,0.0933,OP-H-056,ST-H-29,0.203,low
HASM-01041,37.159,1.465,0.0889,OP-H-066,ST-H-07,0.3656,medium
HASM-01042,34.276,1.088,0.0792,OP-H-162,ST-H-18,0.1827,low
HASM-01043,40.902,1.253,0.0402,OP-H-118,ST-H-08,0.1922,low
HASM-01044,45.999,1.327,0.0595,OP-H-116,ST-H-13,0.2749,medium
HASM-01045,49.815,1.008,0.0751,OP-H-040,ST-H-29,0.2468,low
HASM-01046,35.772,1.163,0.0288,OP-H-008,ST-H-35,0.125,low
HASM-01047,61.894,1.421,0.0631,OP-H-093,ST-H-09,0.3871,medium
HASM-01048,30.565,0.808,0.2103,OP-H-160,ST-H-16,0.4505,medium
HASM-01049,53.32,0.738,0.0482,OP-H-047,ST-H-06,0.2496,low
HASM-01050,27.553,1.181,0.0022,OP-H-041,ST-H-28,0.2748,medium
HASM-01051,50.009,0.81,0.0514,OP-H-080,ST-H-40,0.218,low
HASM-01052,44.23,1.203,0.0809,OP-H-033,ST-H-25,0.2027,low
HASM-01053,17.089,1.315,0.0269,OP-H-112,ST-H-34,0.3372,medium
HASM-01054,31.29,1.138,0.017,OP-H-036,ST-H-02,0.1252,low
HASM-01055,50.466,0.941,0.0166,OP-H-045,ST-H-02,0.1287,low
HASM-01056,26.04,0.883,0.1245,OP-H-145,ST-H-31,0.3097,medium
HASM-01057,50.008,1.217,0.0388,OP-H-013,ST-H-30,0.2114,low
HASM-01058,33.127,1.601,0.1078,OP-H-077,ST-H-27,0.466,medium
HASM-01059,27.987,0.811,0.0626,OP-H-108,ST-H-07,0.3415,medium
HASM-01060,52.995,0.672,0.0135,OP-H-173,ST-H-11,0.2283,low
HASM-01061,45.852,0.25,0.0279,OP-H-004,ST-H-29,0.3375,medium
HASM-01062,25.474,1.44,0.0228,OP-H-018,ST-H-34,0.3677,medium
HASM-01063,47.14,1.616,0.0141,OP-H-157,ST-H-23,0.3479,medium
HASM-01064,39.172,1.163,0.1628,OP-H-131,ST-H-15,0.3264,medium
HASM-01065,46.328,1.004,0.04,OP-H-027,ST-H-08,0.0375,low
HASM-01066,40.913,1.122,0.0074,OP-H-062,ST-H-36,0.0326,low
HASM-01067,36.955,0.99,0.0317,OP-H-076,ST-H-10,0.1262,low
HASM-01068,22.473,1.161,0.0577,OP-H-102,ST-H-20,0.3569,medium
HASM-01069,37.065,0.793,0.1187,OP-H-054,ST-H-19,0.2747,medium
HASM-01070,54.27,0.592,0.0801,OP-H-155,ST-H-40,0.3945,medium
HASM-01071,61.833,1.255,0.1005,OP-H-136,ST-H-01,0.3974,medium
HASM-01072,41.497,1.004,0.0965,OP-H-106,ST-H-34,0.1295,low
HASM-01073,47.131,0.728,0.2019,OP-H-014,ST-H-24,0.4302,medium
HASM-01074,32.33,1.158,0.0328,OP-H-169,ST-H-31,0.2052,low
HASM-01075,31.895,1.275,0.0377,OP-H-128,ST-H-35,0.234,low
HASM-01076,45.516,0.93,0.0073,OP-H-126,ST-H-15,0.0315,low
HASM-01077,35.603,1.413,0.1252,OP-H-043,ST-H-09,0.4087,medium
HASM-01078,42.97,0.721,0.0336,OP-H-067,ST-H-34,0.1734,low
HASM-01079,39.918,1.125,0.0431,OP-H-086,ST-H-24,0.179,low
HASM-01080,46.78,0.691,0.0599,OP-H-037,ST-H-40,0.2323,low
HASM-01081,37.683,0.277,0.0638,OP-H-047,ST-H-37,0.5093,high
HASM-01082,47.769,0.821,0.0669,OP-H-084,ST-H-22,0.1837,low
HASM-01083,52.144,0.72,0.0961,OP-H-120,ST-H-28,0.3546,medium
HASM-01084,42.803,0.961,0.053,OP-H-115,ST-H-05,0.0556,low
HASM-01085,39.655,1.317,0.1468,OP-H-018,ST-H-09,0.3207,medium
HASM-01086,38.041,0.77,0.0097,OP-H-059,ST-H-18,0.0686,low
HASM-01087,36.528,0.882,0.1484,OP-H-079,ST-H-16,0.267,medium
HASM-01088,50.749,1.234,0.2286,OP-H-142,ST-H-21,0.5379,high
HASM-01089,60.158,1.568,0.0917,OP-H-133,ST-H-37,0.5735,high
HASM-01090,42.821,0.74,0.1424,OP-H-072,ST-H-16,0.2049,low
HASM-01091,42.617,1.595,0.0998,OP-H-019,ST-H-25,0.4165,medium
HASM-01092,35.749,0.865,0.1306,OP-H-161,ST-H-09,0.2756,medium
HASM-01093,56.328,1.204,0.0665,OP-H-051,ST-H-13,0.3767,medium
HASM-01094,45.112,1.15,0.105,OP-H-109,ST-H-15,0.1981,low
HASM-01095,44.57,0.92,0.0033,OP-H-058,ST-H-25,0.1023,low
HASM-01096,30.773,1.463,0.0781,OP-H-030,ST-H-27,0.378,medium
HASM-01097,53.906,0.707,0.0188,OP-H-059,ST-H-16,0.3406,medium
HASM-01098,49.368,1.362,0.0942,OP-H-099,ST-H-10,0.3215,medium
HASM-01099,54.736,0.541,0.1856,OP-H-055,ST-H-08,0.5251,high
HASM-01100,42.593,1.567,0.1058,OP-H-026,ST-H-18,0.3506,medium
HASM-01101,25.966,1.382,0.1265,OP-H-014,ST-H-22,0.5077,high
HASM-01102,42.053,0.995,0.1379,OP-H-086,ST-H-34,0.3345,medium
HASM-01103,33.97,1.274,0.0323,OP-H-174,ST-H-29,0.2357,low
HASM-01104,47.553,1.226,0.0303,OP-H-032,ST-H-32,0.1736,low
HASM-01105,34.587,0.928,0.03,OP-H-145,ST-H-23,0.0839,low
HASM-01106,54.309,0.303,0.078,OP-H-006,ST-H-32,0.5337,high
HASM-01107,47.701,0.895,0.024,OP-H-169,ST-H-35,0.1553,low
HASM-01108,50.728,0.791,0.0623,OP-H-077,ST-H-11,0.1725,low
HASM-01109,44.557,1.581,0.0381,OP-H-017,ST-H-14,0.357,medium
HASM-01110,46.972,1.01,0.0294,OP-H-100,ST-H-19,0.0806,low
HASM-01111,47.169,1.182,0.0458,OP-H-076,ST-H-23,0.1843,low
HASM-01112,55.771,1.006,0.0661,OP-H-002,ST-H-03,0.1932,low
HASM-01113,55.131,0.93,0.1525,OP-H-078,ST-H-38,0.3732,medium
HASM-01114,29.785,1.06,0.0988,OP-H-021,ST-H-36,0.3334,medium
HASM-01115,35.544,1.014,0.1686,OP-H-030,ST-H-40,0.2464,low
HASM-01116,41.82,0.933,0.1855,OP-H-084,ST-H-09,0.2964,medium
HASM-01117,39.488,0.517,0.0703,OP-H-173,ST-H-20,0.2818,medium
HASM-01118,60.882,1.811,0.0902,OP-H-012,ST-H-10,0.6433,high
HASM-01119,45.107,1.421,0.1812,OP-H-066,ST-H-19,0.4135,medium
HASM-01120,44.21,0.632,0.0461,OP-H-168,ST-H-31,0.2385,low
HASM-01121,26.766,0.872,0.28,OP-H-033,ST-H-21,0.5288,high
HASM-01122,38.583,0.953,0.1686,OP-H-120,ST-H-13,0.2607,medium
HASM-01123,45.939,0.943,0.1325,OP-H-110,ST-H-27,0.299,medium
HASM-01124,42.987,0.808,0.0383,OP-H-103,ST-H-32,0.1547,low
HASM-01125,48.142,1.62,0.0204,OP-H-094,ST-H-20,0.2974,medium
HASM-01126,29.047,0.32,0.0374,OP-H-055,ST-H-25,0.4042,medium
HASM-01127,28.521,1.266,0.1302,OP-H-044,ST-H-17,0.4072,medium
HASM-01128,44.393,1.236,0.0391,OP-H-029,ST-H-17,0.2128,low
HASM-01129,42.565,1.447,0.0527,OP-H-087,ST-H-31,0.3418,medium
HASM-01130,38.785,1.614,0.0189,OP-H-138,ST-H-32,0.283,medium
HASM-01131,60.331,1.091,0.0061,OP-H-017,ST-H-09,0.19,low
HASM-01132,37.003,1.244,0.1458,OP-H-110,ST-H-21,0.3079,medium
HASM-01133,58.695,0.989,0.0188,OP-H-087,ST-H-02,0.1701,low
HASM-01134,38.314,1.182,0.0984,OP-H-111,ST-H-06,0.2518,medium
HASM-01135,45.842,0.522,0.1197,OP-H-159,ST-H-23,0.3608,medium
HASM-01136,43.913,0.877,0.0423,OP-H-053,ST-H-32,0.1156,low
HASM-01137,40.874,1.021,0.0635,OP-H-084,ST-H-05,0.0657,low
HASM-01138,53.022,0.996,0.0443,OP-H-052,ST-H-04,0.1293,low
HASM-01139,27.302,1.17,0.2627,OP-H-036,ST-H-10,0.5567,high
HASM-01140,40.386,0.857,0.1316,OP-H-086,ST-H-34,0.1827,low
HASM-01141,46.143,1.55,0.0685,OP-H-121,ST-H-03,0.287,medium
HASM-01142,54.834,0.926,0.109,OP-H-097,ST-H-02,0.3068,medium
HASM-01143,34.214,0.871,0.0877,OP-H-083,ST-H-02,0.3071,medium
HASM-01144,54.413,1.429,0.1278,OP-H-067,ST-H-33,0.4677,medium
HASM-01145,40.066,0.802,0.035,OP-H-090,ST-H-20,0.1535,low
HASM-01146,34.235,0.893,0.1443,OP-H-093,ST-H-07,0.2719,medium
HASM-01147,43.265,0.664,0.0886,OP-H-080,ST-H-14,0.2609,medium
HASM-01148,45.844,0.853,0.1045,OP-H-123,ST-H-27,0.1179,low
HASM-01149,29.651,0.617,0.0551,OP-H-045,ST-H-12,0.3648,medium
HASM-01150,40.124,1.088,0.0828,OP-H-050,ST-H-14,0.2216,low
HASM-01151,44.926,1.095,0.0329,OP-H-076,ST-H-17,0.1122,low
HASM-01152,50.344,1.066,0.0872,OP-H-061,ST-H-39,0.2066,low
HASM-01153,35.153,1.237,0.0839,OP-H-009,ST-H-29,0.3059,medium
HASM-01154,43.181,0.698,0.0168,OP-H-044,ST-H-14,0.1654,low
HASM-01155,51.384,0.639,0.0986,OP-H-006,ST-H-20,0.3557,medium
HASM-01156,52.388,0.821,0.0459,OP-H-026,ST-H-29,0.2453,low
HASM-01157,41.67,0.773,0.0291,OP-H-075,ST-H-36,0.1639,low
HASM-01158,55.583,1.117,0.1038,OP-H-110,ST-H-17,0.32,medium
HASM-01159,44.743,1.205,0.1474,OP-H-125,ST-H-28,0.2538,medium
HASM-01160,39.5,0.88,0.0452,OP-H-088,ST-H-40,0.1921,low
HASM-01161,43.718,0.25,0.0538,OP-H-023,ST-H-19,0.3823,medium
HASM-01162,46.677,1.407,0.0141,OP-H-126,ST-H-15,0.1828,low
HASM-01163,44.28,1.3,0.0067,OP-H-091,ST-H-10,0.1808,low
HASM-01164,58.666,0.381,0.0514,OP-H-115,ST-H-16,0.4749,medium
HASM-01165,38.557,0.848,0.0243,OP-H-112,ST-H-39,0.1489,low
HASM-01166,42.432,1.114,0.1074,OP-H-177,ST-H-08,0.1521,low
HASM-01167,30.723,0.921,0.0218,OP-H-175,ST-H-34,0.1181,low
HASM-01168,40.608,1.0,0.0285,OP-H-030,ST-H-27,0.1049,low
HASM-01169,29.161,0.9,0.0263,OP-H-120,ST-H-35,0.2532,medium
HASM-01170,42.103,0.708,0.0674,OP-H-132,ST-H-21,0.2626,medium
HASM-01171,42.832,1.112,0.0339,OP-H-065,ST-H-38,0.0946,low
HASM-01172,47.085,1.128,0.0205,OP-H-041,ST-H-35,0.1676,low
HASM-01173,49.851,0.915,0.0276,OP-H-114,ST-H-22,0.1056,low
HASM-01174,35.371,0.979,0.0336,OP-H-017,ST-H-19,0.0807,low
HASM-01175,36.578,0.813,0.032,OP-H-136,ST-H-35,0.0781,low
HASM-01176,27.322,1.599,0.1683,OP-H-129,ST-H-38,0.6056,high
HASM-01177,40.715,1.145,0.113,OP-H-099,ST-H-11,0.1416,low
HASM-01178,47.057,0.841,0.2083,OP-H-093,ST-H-38,0.3952,medium
HASM-01179,43.64,1.34,0.0453,OP-H-040,ST-H-30,0.2568,medium
HASM-01180,26.021,1.183,0.046,OP-H-176,ST-H-39,0.1867,low
HASM-01181,41.632,0.891,0.0592,OP-H-013,ST-H-29,0.1217,low
HASM-01182,22.313,1.758,0.0846,OP-H-155,ST-H-36,0.6019,high
HASM-01183,31.849,0.554,0.1652,OP-H-005,ST-H-08,0.4507,medium
HASM-01184,30.14,1.349,0.1857,OP-H-009,ST-H-29,0.474,medium
HASM-01185,36.624,1.313,0.046,OP-H-110,ST-H-15,0.2971,medium
HASM-01186,63.27,1.229,0.1361,OP-H-059,ST-H-02,0.4196,medium
HASM-01187,40.768,1.381,0.1536,OP-H-132,ST-H-04,0.3962,medium
HASM-01188,50.47,0.669,0.0936,OP-H-036,ST-H-01,0.3424,medium
HASM-01189,55.985,1.259,0.0264,OP-H-151,ST-H-14,0.3152,medium
HASM-01190,65.079,1.173,0.2091,OP-H-132,ST-H-01,0.6412,high
HASM-01191,36.157,0.879,0.1119,OP-H-075,ST-H-21,0.3168,medium
HASM-01192,34.887,1.273,0.1392,OP-H-087,ST-H-12,0.3931,medium
HASM-01193,54.483,0.752,0.0614,OP-H-096,ST-H-34,0.2651,medium
HASM-01194,33.524,1.017,0.0817,OP-H-172,ST-H-11,0.1729,low
HASM-01195,28.181,0.466,0.0712,OP-H-083,ST-H-38,0.3984,medium
HASM-01196,30.972,0.354,0.0173,OP-H-084,ST-H-37,0.3772,medium
HASM-01197,32.697,1.176,0.0374,OP-H-031,ST-H-11,0.2334,low
HASM-01198,43.936,0.561,0.0689,OP-H-045,ST-H-38,0.2885,medium
HASM-01199,20.615,0.885,0.0695,OP-H-164,ST-H-34,0.3508,medium
HASM-01200,32.309,1.422,0.0687,OP-H-130,ST-H-33,0.3517,medium
HASM-01201,34.869,1.13,0.0135,OP-H-012,ST-H-15,0.1189,low
HASM-01202,34.339,1.103,0.0322,OP-H-094,ST-H-04,0.1687,low
HASM-01203,38.24,1.194,0.0662,OP-H-140,ST-H-03,0.2122,low
HASM-01204,42.335,0.683,0.1022,OP-H-144,ST-H-07,0.2858,medium
HASM-01205,39.811,1.061,0.154,OP-H-034,ST-H-40,0.25,medium
HASM-01206,37.458,1.25,0.0155,OP-H-041,ST-H-23,0.1021,low
HASM-01207,34.905,1.282,0.0475,OP-H-180,ST-H-04,0.1825,low
HASM-01208,48.161,0.952,0.0804,OP-H-011,ST-H-32,0.1817,low
HASM-01209,32.976,1.401,0.0448,OP-H-159,ST-H-07,0.3139,medium
HASM-01210,42.983,1.253,0.0381,OP-H-149,ST-H-10,0.1509,low
HASM-01211,59.013,1.448,0.0306,OP-H-078,ST-H-21,0.3885,medium
HASM-01212,35.536,0.729,0.0538,OP-H-180,ST-H-22,0.2051,low
HASM-01213,39.228,1.054,0.1083,OP-H-091,ST-H-28,0.1644,low
HASM-01214,38.069,0.765,0.0643,OP-H-060,ST-H-17,0.1919,low
HASM-01215,36.094,1.071,0.0295,OP-H-110,ST-H-24,0.1523,low
HASM-01216,57.669,0.953,0.0924,OP-H-005,ST-H-40,0.2046,low
HASM-01217,46.322,1.127,0.0186,OP-H-156,ST-H-07,0.1291,low
HASM-01218,18.976,1.131,0.0511,OP-H-146,ST-H-31,0.2993,medium
HASM-01219,32.253,0.755,0.0308,OP-H-052,ST-H-11,0.2198,low
HASM-01220,39.609,0.642,0.0352,OP-H-061,ST-H-18,0.2904,medium
HASM-01221,48.277,0.558,0.1414,OP-H-079,ST-H-25,0.4361,medium
HASM-01222,56.161,1.05,0.0027,OP-H-114,ST-H-10,0.1063,low
HASM-01223,38.642,0.881,0.075,OP-H-098,ST-H-28,0.1559,low
HASM-01224,38.871,0.656,0.0176,OP-H-125,ST-H-02,0.0938,low
HASM-01225,43.949,1.011,0.007,OP-H-014,ST-H-15,0.0199,low
HASM-01226,47.55,0.876,0.1184,OP-H-089,ST-H-31,0.2992,medium
HASM-01227,37.978,0.975,0.0146,OP-H-097,ST-H-28,0.0054,low
HASM-01228,50.547,0.984,0.0485,OP-H-065,ST-H-20,0.1594,low
HASM-01229,40.369,1.429,0.2222,OP-H-044,ST-H-04,0.4608,medium
HASM-01230,63.194,0.737,0.0369,OP-H-007,ST-H-13,0.3245,medium
HASM-01231,51.653,1.14,0.091,OP-H-069,ST-H-04,0.3123,medium
HASM-01232,36.306,1.21,0.0393,OP-H-160,ST-H-37,0.2277,low
HASM-01233,39.288,1.197,0.1045,OP-H-150,ST-H-03,0.2203,low
HASM-01234,55.335,0.848,0.0477,OP-H-171,ST-H-11,0.2465,low
HASM-01235,44.674,1.071,0.047,OP-H-040,ST-H-21,0.1035,low
HASM-01236,44.107,1.316,0.0311,OP-H-099,ST-H-10,0.1828,low
HASM-01237,28.502,1.102,0.1215,OP-H-061,ST-H-25,0.3866,medium
HASM-01238,43.78,0.71,0.1834,OP-H-063,ST-H-38,0.3825,medium
HASM-01239,64.595,1.029,0.0874,OP-H-031,ST-H-07,0.3026,medium
HASM-01240,53.982,1.413,0.1278,OP-H-042,ST-H-11,0.4308,medium
HASM-01241,32.176,0.351,0.061,OP-H-060,ST-H-03,0.4455,medium
HASM-01242,45.856,0.684,0.0927,OP-H-045,ST-H-37,0.3051,medium
HASM-01243,38.051,0.955,0.0243,OP-H-081,ST-H-02,0.0306,low
HASM-01244,31.903,1.175,0.0543,OP-H-006,ST-H-31,0.3073,medium
HASM-01245,52.562,0.759,0.0647,OP-H-130,ST-H-31,0.2906,medium
HASM-01246,38.232,0.629,0.0723,OP-H-036,ST-H-01,0.2661,medium
HASM-01247,41.601,0.976,0.0723,OP-H-083,ST-H-04,0.1169,low
HASM-01248,51.763,0.956,0.0448,OP-H-067,ST-H-24,0.1936,low
HASM-01249,50.344,1.139,0.0813,OP-H-059,ST-H-16,0.2194,low
HASM-01250,52.925,1.141,0.0601,OP-H-079,ST-H-24,0.2552,medium
HASM-01251,54.93,0.803,0.0881,OP-H-004,ST-H-29,0.3388,medium
HASM-01252,27.211,1.064,0.035,OP-H-168,ST-H-27,0.2719,medium
HASM-01253,25.449,0.999,0.1044,OP-H-075,ST-H-10,0.3194,medium
HASM-01254,52.419,1.238,0.0361,OP-H-173,ST-H-32,0.2266,low
HASM-01255,47.008,1.314,0.1124,OP-H-044,ST-H-30,0.2963,medium
HASM-01256,35.239,0.718,0.0094,OP-H-047,ST-H-21,0.2208,low
HASM-01257,29.678,0.594,0.1629,OP-H-107,ST-H-03,0.4731,medium
HASM-01258,44.22,0.589,0.0161,OP-H-096,ST-H-32,0.1544,low
HASM-01259,29.823,1.042,0.0915,OP-H-134,ST-H-01,0.1848,low
HASM-01260,43.145,0.914,0.0357,OP-H-071,ST-H-01,0.1006,low
HASM-01261,37.137,1.128,0.0965,OP-H-055,ST-H-11,0.2243,low
HASM-01262,38.311,1.068,0.1486,OP-H-177,ST-H-10,0.2682,medium
HASM-01263,28.154,0.786,0.0315,OP-H-119,ST-H-23,0.2397,low
HASM-01264,39.15,0.714,0.0534,OP-H-048,ST-H-36,0.1723,low
HASM-01265,49.985,1.442,0.0404,OP-H-148,ST-H-09,0.2691,medium
HASM-01266,53.354,0.981,0.072,OP-H-091,ST-H-26,0.1506,low
HASM-01267,45.338,1.212,0.0852,OP-H-142,ST-H-23,0.1999,low
HASM-01268,43.843,0.883,0.0999,OP-H-145,ST-H-06,0.2004,low
HASM-01269,52.108,1.547,0.0391,OP-H-021,ST-H-14,0.3517,medium
HASM-01270,45.041,1.068,0.0585,OP-H-148,ST-H-21,0.055,low
HASM-01271,39.647,0.543,0.1506,OP-H-080,ST-H-37,0.3559,medium
HASM-01272,40.777,1.63,0.0379,OP-H-107,ST-H-35,0.3234,medium
HASM-01273,35.906,1.214,0.029,OP-H-002,ST-H-34,0.1631,low
HASM-01274,54.679,0.765,0.016,OP-H-160,ST-H-05,0.2063,low
HASM-01275,72.514,0.89,0.0794,OP-H-167,ST-H-40,0.3992,medium
HASM-01276,46.652,1.252,0.0196,OP-H-053,ST-H-16,0.2012,low
HASM-01277,43.374,1.343,0.0456,OP-H-040,ST-H-11,0.2361,low
HASM-01278,45.104,0.894,0.1175,OP-H-083,ST-H-26,0.1887,low
HASM-01279,29.052,0.783,0.1009,OP-H-155,ST-H-19,0.3612,medium
HASM-01280,51.98,0.93,0.0784,OP-H-065,ST-H-15,0.2012,low
HASM-01281,28.687,0.568,0.0196,OP-H-166,ST-H-33,0.3963,medium
HASM-01282,55.288,1.148,0.0284,OP-H-089,ST-H-06,0.2257,low
HASM-01283,42.547,0.896,0.2024,OP-H-149,ST-H-05,0.2855,medium
HASM-01284,37.439,1.438,0.1609,OP-H-074,ST-H-23,0.4119,medium
HASM-01285,26.416,1.182,0.2308,OP-H-100,ST-H-18,0.5366,high
HASM-01286,39.295,0.871,0.1046,OP-H-021,ST-H-37,0.1748,low
HASM-01287,46.24,1.16,0.0837,OP-H-112,ST-H-28,0.1666,low
HASM-01288,48.648,0.603,0.0389,OP-H-117,ST-H-22,0.3364,medium
HASM-01289,24.119,1.126,0.0696,OP-H-080,ST-H-20,0.3294,medium
HASM-01290,45.68,0.846,0.0194,OP-H-159,ST-H-27,0.1383,low
HASM-01291,44.501,0.458,0.0413,OP-H-091,ST-H-09,0.3252,medium
HASM-01292,51.393,1.039,0.0215,OP-H-147,ST-H-22,0.0374,low
HASM-01293,38.586,1.279,0.0717,OP-H-043,ST-H-09,0.1551,low
HASM-01294,32.141,1.071,0.0245,OP-H-022,ST-H-12,0.2462,low
HASM-01295,27.697,0.902,0.0383,OP-H-114,ST-H-21,0.1795,low
HASM-01296,39.006,1.116,0.0587,OP-H-104,ST-H-13,0.0339,low
HASM-01297,64.839,1.071,0.0166,OP-H-085,ST-H-07,0.2973,medium
HASM-01298,52.839,0.938,0.106,OP-H-154,ST-H-29,0.2814,medium
HASM-01299,30.024,0.624,0.0138,OP-H-018,ST-H-37,0.2942,medium
HASM-01300,37.308,0.999,0.1362,OP-H-147,ST-H-11,0.2045,low
HASM-01301,32.124,1.01,0.0615,OP-H-133,ST-H-15,0.1694,low
HASM-01302,61.471,1.15,0.0977,OP-H-051,ST-H-30,0.3856,medium
HASM-01303,39.429,0.733,0.023,OP-H-088,ST-H-38,0.1861,low
HASM-01304,35.076,0.896,0.161,OP-H-132,ST-H-04,0.2768,medium
HASM-01305,40.201,0.69,0.0764,OP-H-042,ST-H-23,0.2444,low
HASM-01306,57.615,0.988,0.0559,OP-H-018,ST-H-28,0.1369,low
HASM-01307,63.753,0.888,0.2165,OP-H-165,ST-H-17,0.5383,high
HASM-01308,41.88,0.866,0.0415,OP-H-058,ST-H-27,0.1548,low
HASM-01309,40.195,0.982,0.0684,OP-H-031,ST-H-38,0.1321,low
HASM-01310,45.567,0.88,0.0485,OP-H-062,ST-H-37,0.1886,low
HASM-01311,51.974,0.675,0.021,OP-H-077,ST-H-35,0.2334,low
HASM-01312,50.169,0.281,0.0898,OP-H-163,ST-H-35,0.5022,high
HASM-01313,60.683,0.901,0.0895,OP-H-152,ST-H-10,0.2915,medium
