case_id,PS1,PS2,PS3,PS4,PS5,PS6,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,VS1
HCASE-00575,0.12279,0.85311,0.46842,0.0845,0.15833,0.10359,0.30336,0.33383,0.05772,0.21578,0.14106,0.20809,0.18861,0.12074
HCASE-00576,0.12333,0.90698,0.35743,0.15528,0.10677,0.08397,0.528,0.19267,0.02571,0.06641,0.10954,0.05169,0.10517,0.02238
HCASE-00577,0.57545,0.28222,0.35838,0.05935,0.04312,0.13764,0.46807,0.81382,0.12801,0.53826,0.04067,0.05617,0.08244,0.05848
HCASE-00578,0.14965,0.10587,0.07598,0.12024,0.09626,0.10353,0.09501,0.31679,0.28082,0.16759,0.62338,0.93429,0.14994,0.02706
HCASE-00579,0.06708,0.10676,0.95301,0.20496,0.4363,0.07611,0.14176,0.83227,0.06027,0.15423,0.09217,0.09471,0.12923,0.05031
HCASE-00580,0.76143,0.35864,0.08169,0.06881,0.10029,0.26789,0.15298,0.1211,0.03233,0.42954,0.07705,0.15523,0.10079,0.78006
HCASE-00581,0.1781,0.86453,0.34769,0.19703,0.14571,0.20268,0.60854,0.26369,0.15519,0.05011,0.11943,0.1559,0.15584,0.08648
HCASE-00582,0.10957,0.08953,0.17643,0.05528,0.15913,0.0933,0.07242,0.67348,0.23509,0.08063,0.11213,0.22664,0.51174,0.074
HCASE-00583,0.09059,0.08444,0.15004,0.06898,0.11325,0.14935,0.04981,0.68328,0.65691,0.06742,0.31172,0.82254,0.05258,0.05438
HCASE-00584,0.94163,0.20861,0.15018,0.22053,0.18271,0.20205,0.32203,0.31101,0.05872,0.69547,0.15725,0.07143,0.15753,0.56743
HCASE-00585,0.18686,0.77924,0.09016,0.1889,0.16283,0.79557,0.32394,0.15006,0.08348,0.11034,0.11612,0.09391,0.06539,0.06018
HCASE-00586,0.15444,0.19152,0.13246,0.07988,0.17159,0.18013,0.11847,0.7223,0.13714,0.08188,0.11496,0.07223,0.72711,0.04116
HCASE-00587,0.33477,0.03885,0.09386,0.14721,0.05835,0.10049,0.08207,0.73397,0.57241,0.24189,0.1567,0.56727,0.08003,0.28506
HCASE-00588,0.07101,0.80512,0.31966,0.05733,0.14656,0.11288,0.54622,0.2889,0.13831,0.19508,0.13245,0.12434,0.15604,0.10805
HCASE-00589,0.64459,0.66532,0.05817,0.39407,0.32555,0.65995,0.13681,0.04644,0.31892,0.1286,0.04489,0.02783,0.05691,0.52502
HCASE-00590,0.04167,0.84384,0.13504,0.11348,0.02813,0.45313,0.47884,0.1252,0.09732,0.10165,0.13685,0.0423,0.15874,0.14565
HCASE-00591,0.08402,0.08607,0.04621,0.06113,0.12624,0.14634,0.11279,0.31206,0.02319,0.12689,0.73656,0.72972,0.40369,0.04093
HCASE-00592,0.04679,0.92041,0.0478,0.10007,0.15169,0.13003,0.65203,0.13733,0.11505,0.13984,0.11209,0.15905,0.1313,0.08894
HCASE-00593,0.07636,0.89914,0.19702,0.04845,0.11122,0.15287,0.55876,0.24598,0.14104,0.12794,0.11356,0.0686,0.15115,0.13774
HCASE-00594,0.08763,0.13269,0.14431,0.02428,0.10246,0.05848,0.03709,0.8139,0.25778,0.12067,0.13937,0.45131,0.79058,0.03859
HCASE-00595,0.76231,0.6201,0.12753,0.1517,0.06929,0.61214,0.04202,0.14039,0.15989,0.34243,0.10936,0.03703,0.12089,0.77028
HCASE-00596,0.59317,0.61263,0.04224,0.11971,0.11307,0.67117,0.02065,0.10625,0.02934,0.06954,0.07825,0.02198,0.11976,0.78417
HCASE-00597,0.20426,0.89392,0.16206,0.11706,0.21529,0.15477,0.79586,0.03415,0.07348,0.13925,0.1517,0.05614,0.09619,0.0528
HCASE-00598,0.59398,0.61918,0.11087,0.12195,0.07118,0.76744,0.04081,0.15241,0.02401,0.03632,0.15552,0.06944,0.02688,0.43107
HCASE-00599,0.88081,0.14997,0.10434,0.15515,0.08619,0.13451,0.48753,0.52338,0.05864,0.69952,0.03546,0.10154,0.11306,0.36425
HCASE-00600,0.14452,0.58346,0.68143,0.03486,0.29038,0.11799,0.10882,0.7013,0.14494,0.04966,0.12132,0.05174,0.05279,0.16675
HCASE-00601,0.13588,0.16369,0.1975,0.09843,0.10793,0.10184,0.07691,0.76082,0.4756,0.08617,0.0237,0.48678,0.34381,0.09718
HCASE-00602,0.08236,0.30995,0.82776,0.29963,0.05611,0.10757,0.05788,0.55118,0.13249,0.10794,0.07287,0.02171,0.09375,0.07037
HCASE-00603,0.92749,0.43809,0.16438,0.16085,0.24233,0.46471,0.06408,0.15816,0.12367,0.42855,0.06176,0.09554,0.15403,0.88364
HCASE-00604,0.12568,0.12728,0.80273,0.25749,0.52812,0.03354,0.13135,0.75668,0.12505,0.05452,0.07003,0.12755,0.03371,0.2726
HCASE-00605,0.0921,0.64499,0.02595,0.02768,0.11479,0.417,0.4778,0.11867,0.04736,0.10018,0.03103,0.06957,0.02239,0.22073
HCASE-00606,0.43785,0.81612,0.10987,0.18294,0.12516,0.84943,0.1535,0.1055,0.06732,0.08189,0.077,0.08646,0.05122,0.20549
HCASE-00607,0.55291,0.55021,0.13311,0.36328,0.32566,0.59333,0.11712,0.07415,0.29135,0.03073,0.06067,0.05459,0.13554,0.65133
HCASE-00608,0.33068,0.08037,0.13943,0.14221,0.15541,0.05029,0.08369,0.52537,0.40003,0.16862,0.05885,0.57988,0.12241,0.34796
HCASE-00609,0.5191,0.35449,0.281,0.14312,0.17655,0.1385,0.45356,0.55339,0.03727,0.36501,0.0431,0.07173,0.10897,0.10024
HCASE-00610,0.09107,0.2746,0.87213,0.44306,0.10102,0.05249,0.04087,0.75104,0.14835,0.03595,0.08705,0.09269,0.04473,0.1513
HCASE-00611,0.06927,0.39773,0.92472,0.37197,0.05416,0.15927,0.12262,0.77404,0.05019,0.04986,0.12383,0.12126,0.13794,0.14814
HCASE-00612,0.12269,0.79953,0.474,0.03302,0.07702,0.10147,0.25729,0.45434,0.15439,0.11679,0.14967,0.0347,0.09396,0.10009
HCASE-00613,0.52456,0.76854,0.13312,0.10636,0.22684,0.89209,0.15174,0.11672,0.11103,0.06842,0.03358,0.05533,0.07235,0.57838
HCASE-00614,0.06837,0.07315,0.14295,0.14257,0.09897,0.06227,0.10022,0.83467,0.25994,0.20216,0.14976,0.41091,0.68547,0.02494
HCASE-00615,0.5499,0.51557,0.22988,0.34753,0.34364,0.56724,0.14686,0.14842,0.3249,0.07239,0.11796,0.06767,0.13641,0.53805
HCASE-00616,0.09211,0.11437,0.23144,0.07939,0.22682,0.1076,0.15433,0.86932,0.09983,0.1183,0.15245,0.10687,0.57624,0.05368
HCASE-00617,0.7991,0.15323,0.16912,0.21726,0.14664,0.1363,0.24206,0.2596,0.0828,0.57022,0.03169,0.02809,0.07527,0.58851
HCASE-00618,0.22918,0.52039,0.09165,0.15457,0.089,0.12366,0.67306,0.29612,0.19155,0.15666,0.08274,0.11495,0.14269,0.1062
HCASE-00619,0.72043,0.45498,0.14564,0.11439,0.02539,0.51886,0.10257,0.14586,0.15614,0.24429,0.1347,0.11168,0.14662,0.93862
HCASE-00620,0.05423,0.12856,0.07529,0.02307,0.0512,0.05023,0.08198,0.32058,0.15766,0.21493,0.67678,0.55001,0.39016,0.09458
HCASE-00621,0.23258,0.32866,0.06385,0.48659,0.59455,0.23059,0.02387,0.13043,0.53867,0.07255,0.14233,0.11307,0.11473,0.36615
HCASE-00622,0.0526,0.04981,0.76665,0.30603,0.16907,0.15618,0.05411,0.56734,0.04138,0.12629,0.14051,0.07525,0.0623,0.21094
HCASE-00623,0.60274,0.72924,0.13977,0.16519,0.15839,0.66649,0.09761,0.04806,0.02674,0.08683,0.12071,0.05747,0.12708,0.64851
HCASE-00624,0.13074,0.12423,0.1573,0.10448,0.13998,0.12453,0.15885,0.50899,0.42336,0.10175,0.39968,0.76214,0.06368,0.05633
HCASE-00625,0.12394,0.10905,0.1067,0.0306,0.03393,0.14,0.09704,0.79998,0.57986,0.12368,0.04402,0.48115,0.32355,0.14509
HCASE-00626,0.70539,0.1945,0.09914,0.02103,0.14266,0.17587,0.66043,0.53997,0.0591,0.49767,0.15478,0.1216,0.11567,0.08778
HCASE-00627,0.1859,0.93452,0.37472,0.10807,0.10007,0.13952,0.54682,0.24297,0.12815,0.02017,0.12353,0.10275,0.02641,0.02865
HCASE-00628,0.46339,0.40192,0.2239,0.15203,0.14683,0.11325,0.66521,0.48467,0.08872,0.43244,0.09144,0.08124,0.14094,0.03743
HCASE-00629,0.12475,0.68369,0.17753,0.11046,0.11554,1.0,0.08729,0.03627,0.0842,0.08261,0.12018,0.06151,0.07972,0.14558
HCASE-00630,0.85306,0.59576,0.05428,0.04445,0.09497,0.54597,0.06776,0.13145,0.08449,0.34947,0.15111,0.02936,0.1278,0.86191
HCASE-00631,0.74885,0.82565,0.20952,0.19383,0.08668,0.62087,0.1538,0.13981,0.13223,0.10914,0.13734,0.10097,0.0208,0.59699
HCASE-00632,0.03124,0.83525,0.12438,0.09864,0.13458,0.07122,0.69037,0.09852,0.10229,0.12048,0.07331,0.05482,0.12873,0.19429
HCASE-00633,0.43373,0.33345,0.43016,0.09595,0.14416,0.14606,0.44859,0.67973,0.11304,0.37386,0.05298,0.03451,0.10111,0.03559
HCASE-00634,0.11144,0.26616,0.71812,0.13594,0.36179,0.07919,0.06124,0.6098,0.12395,0.04754,0.09042,0.04445,0.04691,0.12777
HCASE-00635,0.58468,0.56375,0.12631,0.03146,0.1211,0.53828,0.14691,0.19715,0.16739,0.25035,0.08485,0.09057,0.04734,0.72129
HCASE-00636,0.07088,0.15041,0.68928,0.22292,0.45096,0.05733,0.02337,0.71472,0.14532,0.07368,0.02914,0.08071,0.15,0.05768
HCASE-00637,0.09315,0.07737,0.39386,0.03845,0.33425,0.1035,0.07073,0.71146,0.04381,0.14558,0.15594,0.03234,0.31213,0.12037
HCASE-00638,0.06973,0.51651,0.67517,0.02768,0.33492,0.06176,0.15341,0.69562,0.17572,0.14744,0.03561,0.05837,0.10135,0.0665
HCASE-00639,0.17275,0.98154,0.36968,0.15648,0.15414,0.18212,0.59299,0.28235,0.07388,0.12863,0.04782,0.13567,0.03477,0.12763
HCASE-00640,0.7233,0.67488,0.1206,0.32897,0.31822,0.70605,0.02975,0.04178,0.35774,0.11062,0.10685,0.12922,0.02973,0.56688
HCASE-00641,0.05318,0.05075,0.03189,0.05624,0.13319,0.11938,0.12453,0.709,0.55914,0.1344,0.1441,0.5004,0.31257,0.02146
HCASE-00642,0.64362,0.06439,0.21608,0.07079,0.02522,0.12342,0.44773,0.58955,0.06067,0.63423,0.08861,0.15428,0.15408,0.39262
HCASE-00643,0.17559,0.23954,0.42874,0.80327,0.64602,0.23789,0.15795,0.28083,0.59548,0.08675,0.05587,0.03978,0.0294,0.13739
HCASE-00644,0.47027,0.76561,0.11871,0.13428,0.12185,1.0,0.13496,0.06498,0.12503,0.12715,0.02295,0.05073,0.06051,0.33809
HCASE-00645,0.10958,0.84231,0.63681,0.15955,0.09627,0.08885,0.26243,0.5442,0.15818,0.04487,0.12067,0.09878,0.14516,0.14867
HCASE-00646,0.58143,0.90399,0.0529,0.02597,0.06391,0.99791,0.13722,0.14618,0.05892,0.07357,0.08074,0.06397,0.14771,0.57713
HCASE-00647,0.12253,0.02018,0.30479,0.07025,0.25319,0.05802,0.07538,0.70758,0.08598,0.1126,0.03242,0.13361,0.59925,0.2405
HCASE-00648,0.83597,0.65319,0.02711,0.10721,0.06847,0.71122,0.0281,0.11135,0.12202,0.2758,0.1545,0.04629,0.06199,0.96375
HCASE-00649,0.10731,0.56966,0.69315,0.08681,0.20935,0.04792,0.08929,0.63153,0.11994,0.10485,0.16109,0.23677,0.18886,0.05114
HCASE-00650,0.13923,0.15292,0.12203,0.07284,0.07099,0.10388,0.08604,0.28774,0.10244,0.16943,0.75607,0.76678,0.43831,0.14575
HCASE-00651,0.74228,0.40506,0.041,0.06457,0.13984,0.54349,0.02966,0.19312,0.16154,0.21822,0.06532,0.14816,0.04643,0.72921
HCASE-00652,0.1041,0.10505,0.21328,0.45359,0.75732,0.02705,0.11614,0.38079,0.5467,0.10279,0.07741,0.09621,0.09561,0.07263
HCASE-00653,0.16687,0.14334,0.35729,0.74326,0.4787,0.20069,0.09532,0.27124,0.51005,0.06342,0.14322,0.03085,0.09704,0.14667
HCASE-00654,0.3811,0.66479,0.19772,0.13951,0.16731,0.94828,0.03525,0.04412,0.05658,0.05887,0.10603,0.11941,0.02439,0.19416
HCASE-00655,0.0425,0.02701,0.07931,0.11724,0.06383,0.09872,0.15585,0.32312,0.09559,0.1818,0.69469,0.59859,0.38531,0.11695
HCASE-00656,0.17646,0.57381,0.09452,0.154,0.10015,0.81936,0.08182,0.07139,0.02728,0.12782,0.16476,0.11899,0.14501,0.25612
HCASE-00657,0.15566,0.3203,0.79896,0.39575,0.09359,0.11583,0.08723,0.7563,0.13985,0.02278,0.13682,0.12251,0.06125,0.10422
HCASE-00658,0.52643,0.75388,0.03251,0.14329,0.15149,0.90218,0.1036,0.21776,0.16157,0.02324,0.15462,0.10544,0.0323,0.54196
HCASE-00659,0.38239,0.10658,0.15268,0.02266,0.04136,0.04787,0.0998,0.30562,0.25923,0.46806,0.04547,0.18238,0.06403,0.57138
HCASE-00660,0.10889,0.19532,0.17362,0.16754,0.12934,0.15442,0.1504,0.63106,0.46629,0.06409,0.13211,0.41141,0.29147,0.10166
HCASE-00661,0.50155,0.7816,0.13423,0.12707,0.13233,0.75632,0.15331,0.03053,0.03875,0.10293,0.02318,0.09267,0.08969,0.70391
HCASE-00662,0.70689,0.0597,0.23361,0.09194,0.0206,0.14223,0.57865,0.61168,0.14696,0.65636,0.15829,0.1539,0.07079,0.33684
HCASE-00663,0.15528,0.09951,0.02249,0.11733,0.03658,0.11794,0.05075,0.48325,0.47672,0.11149,0.2974,0.65548,0.04214,0.03937
HCASE-00664,0.04096,0.55632,0.68661,0.10962,0.31987,0.06204,0.1309,0.8078,0.14584,0.05749,0.03986,0.04011,0.0948,0.25696
HCASE-00665,0.04515,0.03849,0.52224,0.07143,0.56067,0.06683,0.14798,0.80738,0.2242,0.15534,0.02247,0.13161,0.35306,0.15645
HCASE-00666,0.68334,0.64656,0.15209,0.37336,0.35218,0.73082,0.14534,0.08112,0.28177,0.02345,0.04858,0.06728,0.0953,0.61599
HCASE-00667,0.70603,0.46883,0.09697,0.03799,0.14644,0.51454,0.1576,0.12723,0.04728,0.30198,0.11706,0.1129,0.03183,0.91645
HCASE-00668,0.75787,0.36576,0.16073,0.13472,0.09524,0.32672,0.05616,0.06203,0.12647,0.44791,0.11571,0.10046,0.15703,0.80154
HCASE-00669,0.70749,0.24425,0.09644,0.12373,0.11849,0.20607,0.11029,0.06064,0.1586,0.36712,0.09897,0.13909,0.13284,0.89289
HCASE-00670,0.04052,0.15531,0.48896,0.10262,0.41328,0.13868,0.0287,0.66581,0.09883,0.18319,0.22569,0.19379,0.39409,0.02499
HCASE-00671,0.19703,0.0864,0.17153,0.09344,0.08258,0.09615,0.14982,0.73599,0.25748,0.03148,0.03836,0.28839,0.49923,0.12459
HCASE-00672,0.1459,0.15824,0.12834,0.02669,0.13246,0.09884,0.10964,0.86575,0.30956,0.20389,0.18537,0.37643,0.63679,0.07642
HCASE-00673,0.06564,0.60231,0.76153,0.29747,0.0337,0.14642,0.08977,0.718,0.07422,0.0556,0.14841,0.02209,0.12564,0.04731
HCASE-00674,0.20458,0.14307,0.13603,0.19358,0.13764,0.19532,0.10491,0.68266,0.48261,0.08482,0.06287,0.45623,0.41387,0.03289
HCASE-00675,0.20272,0.36285,0.83169,0.46271,0.15904,0.0875,0.11707,0.65319,0.06773,0.14947,0.03176,0.04434,0.12229,0.14132
HCASE-00676,0.26068,0.15527,0.02317,0.09919,0.06208,0.07769,0.0709,0.48207,0.42239,0.161,0.08108,0.35138,0.10815,0.27855
HCASE-00677,0.09629,0.54664,0.61939,0.26759,0.03178,0.15274,0.03548,0.58896,0.08086,0.06338,0.11683,0.0909,0.07494,0.15302
HCASE-00678,0.33793,0.3026,0.0569,0.49665,0.54992,0.32224,0.10679,0.0977,0.55446,0.0627,0.12385,0.12855,0.03089,0.31065
HCASE-00679,0.1197,0.07781,0.0651,0.14099,0.15305,0.14927,0.08521,0.64307,0.54512,0.11078,0.14625,0.7835,0.0991,0.1515
HCASE-00680,0.08932,0.63666,0.1428,0.10939,0.09771,0.67823,0.2483,0.08729,0.14891,0.03742,0.13598,0.14001,0.04935,0.13733
HCASE-00681,0.18861,0.18695,0.10778,0.13547,0.14937,0.12525,0.14143,0.47549,0.36281,0.12764,0.28374,0.71059,0.1152,0.13763
HCASE-00682,0.76263,0.70299,0.05134,0.03779,0.10736,0.7101,0.04831,0.06622,0.12779,0.07736,0.07399,0.07599,0.1555,0.62094
HCASE-00683,0.13356,0.05097,0.39445,0.71933,0.56394,0.14973,0.11525,0.34695,0.51703,0.12953,0.18192,0.14207,0.15631,0.02259
HCASE-00684,0.33104,0.33209,0.11961,0.51251,0.54077,0.29158,0.07238,0.15362,0.4049,0.04823,0.03653,0.04876,0.03888,0.37479
HCASE-00685,0.03686,0.73478,0.24521,0.08273,0.04903,0.10152,0.48704,0.23369,0.10481,0.18938,0.0842,0.12589,0.14939,0.04465
HCASE-00686,0.11072,0.10249,0.43217,0.6485,0.46481,0.04646,0.07205,0.28543,0.50897,0.09816,0.1253,0.1071,0.05048,0.26892
HCASE-00687,0.12466,0.86682,0.14081,0.12094,0.21814,0.71659,0.2533,0.11657,0.04598,0.15758,0.12925,0.03216,0.06259,0.07561
HCASE-00688,0.09137,0.76356,0.46627,0.10558,0.02267,0.11149,0.27701,0.39669,0.16099,0.03695,0.07032,0.1498,0.14233,0.03926
HCASE-00689,0.34654,0.06411,0.14578,0.11896,0.02243,0.03906,0.03889,0.47295,0.47673,0.2667,0.18267,0.47979,0.14278,0.25271
HCASE-00690,0.22994,0.97087,0.15161,0.20775,0.22037,0.10607,0.73849,0.14534,0.03957,0.07572,0.15782,0.13517,0.12972,0.12505
HCASE-00691,0.20102,0.70511,0.13532,0.21231,0.14473,0.72491,0.37029,0.12609,0.12583,0.05129,0.12821,0.12153,0.11339,0.04789
HCASE-00692,0.29367,0.69278,0.05754,0.09072,0.07532,0.10123,0.69659,0.29851,0.12645,0.25586,0.06359,0.02147,0.03866,0.05264
HCASE-00693,0.11891,0.88138,0.76192,0.11541,0.03824,0.16624,0.12108,0.58669,0.12045,0.09097,0.08159,0.05195,0.03404,0.13715
HCASE-00694,0.90375,0.37708,0.12995,0.21371,0.14637,0.43562,0.06823,0.15323,0.06418,0.48953,0.07284,0.14344,0.13399,0.88128
HCASE-00695,0.08794,0.06293,0.61306,0.14775,0.53953,0.08333,0.07181,0.74471,0.08928,0.14143,0.05013,0.11956,0.39728,0.05396
HCASE-00696,0.71131,0.52318,0.02095,0.02025,0.07854,0.48755,0.14008,0.2111,0.22099,0.37491,0.14832,0.13081,0.15992,0.83714
HCASE-00697,0.14553,0.09936,0.24585,0.05844,0.28529,0.19419,0.14004,0.67971,0.1182,0.02925,0.13211,0.13399,0.45063,0.10922
HCASE-00698,0.68302,0.87176,0.19713,0.17537,0.1606,0.93494,0.05967,0.14751,0.06172,0.1049,0.09607,0.03838,0.14636,0.49627
HCASE-00699,0.11152,0.74709,0.03507,0.05956,0.04313,0.36749,0.49773,0.04162,0.05423,0.05543,0.14325,0.10063,0.05801,0.21909
HCASE-00700,0.03883,0.0325,0.58181,0.20898,0.35197,0.13363,0.07596,0.61281,0.15397,0.19,0.07446,0.14365,0.19898,0.1574
HCASE-00701,0.15327,0.7963,0.43657,0.15535,0.03758,0.14859,0.23419,0.38688,0.02906,0.05487,0.08688,0.04692,0.0897,0.11897
HCASE-00702,0.19724,0.21019,0.09334,0.83045,0.80912,0.13798,0.14014,0.06665,0.76982,0.14059,0.0603,0.14319,0.06652,0.1105
HCASE-00703,0.58538,0.49679,0.15009,0.44876,0.41237,0.5009,0.07814,0.03956,0.2893,0.11783,0.07956,0.13247,0.02996,0.38582
HCASE-00704,0.15674,0.15879,0.4332,0.7688,0.52849,0.19097,0.08683,0.31993,0.53862,0.0553,0.11408,0.03673,0.04918,0.02587
HCASE-00705,0.12575,0.14353,0.21749,0.53027,0.822,0.14901,0.08482,0.29067,0.55741,0.11534,0.13742,0.15646,0.02963,0.24492
HCASE-00706,0.09771,0.54891,0.57045,0.14212,0.24091,0.06217,0.13825,0.57731,0.09658,0.14957,0.15798,0.06089,0.12045,0.02113
HCASE-00707,0.79026,0.67581,0.0329,0.06743,0.15194,0.61802,0.05603,0.11306,0.1566,0.30647,0.05869,0.07048,0.08444,0.85425
HCASE-00708,0.71129,0.51345,0.13534,0.08386,0.1145,0.4586,0.07931,0.25064,0.16612,0.27998,0.12709,0.10537,0.03226,0.79344
HCASE-00709,0.49938,0.11126,0.13238,0.08472,0.03056,0.21516,0.03144,0.31885,0.3688,0.44719,0.04158,0.33301,0.15127,0.66951
HCASE-00710,0.05758,0.07641,0.1599,0.10393,0.04011,0.0859,0.08192,0.6969,0.27275,0.11241,0.10051,0.36098,0.5492,0.22842
HCASE-00711,0.5685,0.71171,0.1561,0.04767,0.05016,0.83521,0.14419,0.20413,0.23499,0.07352,0.14896,0.10516,0.13761,0.50472
HCASE-00712,0.32624,0.20095,0.12908,0.46036,0.44875,0.23617,0.04548,0.08914,0.42252,0.045,0.14641,0.04339,0.08944,0.24892
HCASE-00713,0.38057,0.3159,0.32718,0.03856,0.04261,0.07442,0.35865,0.42834,0.02697,0.38858,0.03098,0.02679,0.0408,0.0966
HCASE-00714,0.33155,0.62831,0.19474,0.16587,0.16558,0.77966,0.0263,0.04515,0.04204,0.09121,0.12837,0.11615,0.11038,0.18543
HCASE-00715,0.15805,0.80242,0.08977,0.0698,0.05561,0.34889,0.48654,0.14461,0.18563,0.08083,0.06094,0.15922,0.11369,0.07053
HCASE-00716,0.53764,0.67628,0.03036,0.0661,0.15475,0.86019,0.12166,0.21312,0.20981,0.11906,0.13167,0.06692,0.12659,0.5754
HCASE-00717,0.04616,0.09604,0.22086,0.04859,0.2344,0.0976,0.05155,0.80781,0.20071,0.14225,0.14004,0.05233,0.6489,0.04864
HCASE-00718,0.32887,0.25981,0.05094,0.63167,0.47801,0.29903,0.06163,0.11512,0.52282,0.10523,0.15127,0.11205,0.02272,0.41198
HCASE-00719,0.74289,0.54323,0.04406,0.08149,0.08982,0.65912,0.15163,0.10406,0.15535,0.32292,0.08095,0.06562,0.11526,0.69192
HCASE-00720,0.80691,0.13728,0.13329,0.11772,0.10859,0.08518,0.04422,0.08693,0.02464,0.63665,0.05864,0.10016,0.06263,0.79839
HCASE-00721,0.09396,0.09615,0.03043,0.05318,0.03894,0.04523,0.02408,0.68571,0.44169,0.2106,0.17953,0.52012,0.42938,0.08462
HCASE-00722,0.0488,0.11456,0.84497,0.59445,0.04068,0.13154,0.03423,0.69026,0.06874,0.08429,0.07387,0.05344,0.06052,0.22385
HCASE-00723,0.57109,0.05979,0.13479,0.15797,0.0264,0.0402,0.25309,0.30774,0.12215,0.64153,0.15803,0.09738,0.17015,0.44831
HCASE-00724,0.19577,0.67749,0.12149,0.12767,0.05907,0.10353,0.67104,0.33997,0.10247,0.26568,0.0809,0.11309,0.11316,0.04367
HCASE-00725,0.0723,0.49551,0.57677,0.16115,0.04291,0.11624,0.10236,0.52044,0.0936,0.15461,0.03858,0.09765,0.06845,0.10253
HCASE-00726,0.05469,0.83903,0.30642,0.04094,0.04332,0.04699,0.46835,0.209,0.1102,0.19635,0.10108,0.17761,0.19006,0.09951
HCASE-00727,0.60702,0.1887,0.14811,0.10099,0.06186,0.10462,0.09639,0.23749,0.23154,0.49991,0.13045,0.26734,0.13128,0.66495
HCASE-00728,0.15515,0.11223,0.73602,0.65417,0.32484,0.098,0.10846,0.52809,0.27713,0.02708,0.05591,0.05676,0.15929,0.06334
HCASE-00729,0.70698,0.54341,0.119,0.09659,0.07014,0.5281,0.03785,0.12184,0.02233,0.2631,0.04438,0.10579,0.06969,0.685
HCASE-00730,0.50614,0.82646,0.18053,0.16509,0.1673,0.94315,0.05607,0.11573,0.04937,0.10216,0.11421,0.0321,0.14959,0.5648
HCASE-00731,0.33911,0.09221,0.05358,0.02099,0.03263,0.07759,0.15049,0.5298,0.47087,0.31313,0.22649,0.49917,0.19459,0.38105
HCASE-00732,0.61104,0.40226,0.41734,0.22433,0.19855,0.13915,0.55862,0.60018,0.15304,0.45752,0.05104,0.12369,0.06112,0.07075
HCASE-00733,0.07609,0.10164,0.69832,0.05778,0.66218,0.0434,0.15541,0.76315,0.14068,0.11781,0.05005,0.09037,0.10643,0.02153
HCASE-00734,0.19983,0.92272,0.14104,0.22985,0.13838,0.79512,0.32385,0.09551,0.06919,0.15103,0.03522,0.06605,0.12519,0.027
HCASE-00735,0.0921,0.79132,0.21082,0.1129,0.03727,0.02342,0.56693,0.25023,0.15656,0.09479,0.06661,0.08623,0.05399,0.17839
HCASE-00736,0.08171,0.10089,0.55315,0.61868,0.3117,0.18785,0.08887,0.46634,0.19615,0.06461,0.02421,0.11218,0.03694,0.121
HCASE-00737,0.07394,0.16449,0.15812,0.15582,0.12523,0.07469,0.13649,0.25615,0.05041,0.12119,0.43558,0.59931,0.31141,0.13377
HCASE-00738,0.16888,0.88206,0.202,0.19751,0.18102,0.86439,0.35643,0.03544,0.09147,0.06239,0.08405,0.15732,0.09525,0.1456
HCASE-00739,0.05267,0.33655,0.73026,0.37342,0.08239,0.12309,0.04605,0.5976,0.04516,0.20644,0.14889,0.12657,0.1355,0.12546
HCASE-00740,0.36524,0.75539,0.08131,0.12625,0.21248,0.92607,0.08553,0.08335,0.06586,0.07529,0.12469,0.05962,0.05987,0.19676
HCASE-00741,0.14424,0.10021,0.11228,0.06316,0.10703,0.02451,0.12376,0.39908,0.08505,0.11259,0.71556,0.7019,0.43746,0.03628
HCASE-00742,0.60898,0.58407,0.11649,0.3825,0.33683,0.59914,0.08867,0.0598,0.23354,0.12351,0.06165,0.11381,0.11555,0.51108
HCASE-00743,0.50976,0.82506,0.15374,0.14485,0.20183,0.84193,0.15533,0.04248,0.04006,0.07646,0.02848,0.1292,0.10904,0.51248
HCASE-00744,0.65766,0.70846,0.12111,0.29837,0.28328,0.74084,0.10923,0.0384,0.40488,0.13623,0.10502,0.06142,0.06502,0.52361
HCASE-00745,0.36356,0.67412,0.15848,0.18544,0.16849,0.86593,0.05579,0.12982,0.0968,0.03526,0.14279,0.1154,0.03949,0.29817
HCASE-00746,0.11353,0.10643,0.15438,0.12109,0.02558,0.14034,0.11534,0.72599,0.35723,0.14462,0.11237,0.3667,0.70561,0.12162
HCASE-00747,0.19546,0.87902,0.43146,0.13066,0.07517,0.08203,0.24882,0.41382,0.09452,0.12637,0.06396,0.02659,0.07094,0.06642
HCASE-00748,0.17547,0.17546,0.36489,0.07896,0.4206,0.07618,0.05262,0.60777,0.10163,0.14546,0.14754,0.03807,0.27209,0.03838
HCASE-00749,0.15667,0.11339,0.31022,0.07217,0.19207,0.04348,0.1365,0.73335,0.09843,0.15857,0.0918,0.03562,0.49364,0.13291
HCASE-00750,0.10518,0.17839,0.15992,0.13222,0.18698,0.17143,0.14368,0.25939,0.29933,0.06271,0.56943,0.7441,0.15143,0.05623
HCASE-00751,0.11559,0.03571,0.08617,0.13613,0.15807,0.10006,0.13703,0.67752,0.06586,0.03284,0.0566,0.03252,0.81385,0.17675
HCASE-00752,0.03792,0.1285,0.1568,0.14772,0.09529,0.09493,0.03654,0.70659,0.32326,0.17878,0.13064,0.25367,0.67894,0.15861
HCASE-00753,0.22672,0.68215,0.23066,0.06143,0.0218,0.84514,0.14441,0.09328,0.0343,0.05122,0.1353,0.0746,0.02788,0.20078
