repair_order_id,service_event_id,repair_order_no,component_serial_no,wo_no,task_title,plan_start_text,plan_finish_text,ro_state,report_man
114,114,WO-LG-2026-0114,LGACT-2026-0114,WO-LG-2026-0114,Rear End Cap 114,2026/05/10 21:18:00,2026/05/10 21:18:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
115,115,WO-LG-2026-0115,LGACT-2026-0115,WO-LG-2026-0115,Seal Ring Assembly 115,2026/05/11 21:25:00,2026/05/11 21:25:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
116,116,WO-LG-2026-0116,LGACT-2026-0116,WO-LG-2026-0116,Trunnion Bushing 116,2026/05/12 21:32:00,2026/05/12 21:32:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
117,117,WO-LG-2026-0117,LGACT-2026-0117,WO-LG-2026-0117,Spherical Bearing 117,2026/05/13 21:39:00,2026/05/13 21:39:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
118,118,WO-LG-2026-0118,LGACT-2026-0118,WO-LG-2026-0118,Throttle Connector 118,2026/05/14 21:46:00,2026/05/14 21:46:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
119,119,WO-LG-2026-0119,LGACT-2026-0119,WO-LG-2026-0119,Displacement Sensor Bracket 119,2026/05/15 21:53:00,2026/05/15 21:53:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
120,120,WO-LG-2026-0120,LGACT-2026-0120,WO-LG-2026-0120,Locking Nut 120,2026/05/16 22:00:00,2026/05/16 22:00:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
121,121,WO-LG-2026-0121,LGACT-2026-0121,WO-LG-2026-0121,Piston Rod Assembly 121,2026/05/17 22:07:00,2026/05/17 22:07:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
122,122,WO-LG-2026-0122,LGACT-2026-0122,WO-LG-2026-0122,Cylinder Barrel Assembly 122,2026/05/18 22:14:00,2026/05/18 22:14:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
123,123,WO-LG-2026-0123,LGACT-2026-0123,WO-LG-2026-0123,Front End Cap 123,2026/05/19 22:21:00,2026/05/19 22:21:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
124,124,WO-LG-2026-0124,LGACT-2026-0124,WO-LG-2026-0124,Rear End Cap 124,2026/05/20 22:28:00,2026/05/20 22:28:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
125,125,WO-LG-2026-0125,LGACT-2026-0125,WO-LG-2026-0125,Seal Ring Assembly 125,2026/05/21 22:35:00,2026/05/21 22:35:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
126,126,WO-LG-2026-0126,LGACT-2026-0126,WO-LG-2026-0126,Trunnion Bushing 126,2026/05/22 22:42:00,2026/05/22 22:42:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
127,127,WO-LG-2026-0127,LGACT-2026-0127,WO-LG-2026-0127,Spherical Bearing 127,2026/05/23 22:49:00,2026/05/23 22:49:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
128,128,WO-LG-2026-0128,LGACT-2026-0128,WO-LG-2026-0128,Throttle Connector 128,2026/05/24 22:56:00,2026/05/24 22:56:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
129,129,WO-LG-2026-0129,LGACT-2026-0129,WO-LG-2026-0129,Displacement Sensor Bracket 129,2026/05/25 23:03:00,2026/05/25 23:03:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
130,130,WO-LG-2026-0130,LGACT-2026-0130,WO-LG-2026-0130,Locking Nut 130,2026/05/26 23:10:00,2026/05/26 23:10:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
131,131,WO-LG-2026-0131,LGACT-2026-0131,WO-LG-2026-0131,Piston Rod Assembly 131,2026/05/27 23:17:00,2026/05/27 23:17:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
132,132,WO-LG-2026-0132,LGACT-2026-0132,WO-LG-2026-0132,Cylinder Barrel Assembly 132,2026/05/28 23:24:00,2026/05/28 23:24:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
133,133,WO-LG-2026-0133,LGACT-2026-0133,WO-LG-2026-0133,Front End Cap 133,2026/05/29 23:31:00,2026/05/29 23:31:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
134,134,WO-LG-2026-0134,LGACT-2026-0134,WO-LG-2026-0134,Rear End Cap 134,2026/05/30 23:38:00,2026/05/30 23:38:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
135,135,WO-LG-2026-0135,LGACT-2026-0135,WO-LG-2026-0135,Seal Ring Assembly 135,2026/05/31 23:45:00,2026/05/31 23:45:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
136,136,WO-LG-2026-0136,LGACT-2026-0136,WO-LG-2026-0136,Trunnion Bushing 136,2026/06/01 23:52:00,2026/06/01 23:52:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
137,137,WO-LG-2026-0137,LGACT-2026-0137,WO-LG-2026-0137,Spherical Bearing 137,2026/06/02 23:59:00,2026/06/02 23:59:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
138,138,WO-LG-2026-0138,LGACT-2026-0138,WO-LG-2026-0138,Throttle Connector 138,2026/06/04 00:06:00,2026/06/04 00:06:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
139,139,WO-LG-2026-0139,LGACT-2026-0139,WO-LG-2026-0139,Displacement Sensor Bracket 139,2026/06/05 00:13:00,2026/06/05 00:13:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
140,140,WO-LG-2026-0140,LGACT-2026-0140,WO-LG-2026-0140,Locking Nut 140,2026/06/06 00:20:00,2026/06/06 00:20:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
141,141,WO-LG-2026-0141,LGACT-2026-0141,WO-LG-2026-0141,Piston Rod Assembly 141,2026/05/10 00:27:00,2026/05/10 00:27:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
142,142,WO-LG-2026-0142,LGACT-2026-0142,WO-LG-2026-0142,Cylinder Barrel Assembly 142,2026/05/11 00:34:00,2026/05/11 00:34:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
143,143,WO-LG-2026-0143,LGACT-2026-0143,WO-LG-2026-0143,Front End Cap 143,2026/05/12 00:41:00,2026/05/12 00:41:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
144,144,WO-LG-2026-0144,LGACT-2026-0144,WO-LG-2026-0144,Rear End Cap 144,2026/05/13 00:48:00,2026/05/13 00:48:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
145,145,WO-LG-2026-0145,LGACT-2026-0145,WO-LG-2026-0145,Seal Ring Assembly 145,2026/05/14 00:55:00,2026/05/14 00:55:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
146,146,WO-LG-2026-0146,LGACT-2026-0146,WO-LG-2026-0146,Trunnion Bushing 146,2026/05/15 01:02:00,2026/05/15 01:02:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
147,147,WO-LG-2026-0147,LGACT-2026-0147,WO-LG-2026-0147,Spherical Bearing 147,2026/05/16 01:09:00,2026/05/16 01:09:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
148,148,WO-LG-2026-0148,LGACT-2026-0148,WO-LG-2026-0148,Throttle Connector 148,2026/05/17 01:16:00,2026/05/17 01:16:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
149,149,WO-LG-2026-0149,LGACT-2026-0149,WO-LG-2026-0149,Displacement Sensor Bracket 149,2026/05/18 01:23:00,2026/05/18 01:23:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
150,150,WO-LG-2026-0150,LGACT-2026-0150,WO-LG-2026-0150,Locking Nut 150,2026/05/19 01:30:00,2026/05/19 01:30:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
151,151,WO-LG-2026-0151,LGACT-2026-0151,WO-LG-2026-0151,Piston Rod Assembly 151,2026/05/20 01:37:00,2026/05/20 01:37:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
152,152,WO-LG-2026-0152,LGACT-2026-0152,WO-LG-2026-0152,Cylinder Barrel Assembly 152,2026/05/21 01:44:00,2026/05/21 01:44:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
153,153,WO-LG-2026-0153,LGACT-2026-0153,WO-LG-2026-0153,Front End Cap 153,2026/05/22 01:51:00,2026/05/22 01:51:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
154,154,WO-LG-2026-0154,LGACT-2026-0154,WO-LG-2026-0154,Rear End Cap 154,2026/05/23 01:58:00,2026/05/23 01:58:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
155,155,WO-LG-2026-0155,LGACT-2026-0155,WO-LG-2026-0155,Seal Ring Assembly 155,2026/05/24 02:05:00,2026/05/24 02:05:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
156,156,WO-LG-2026-0156,LGACT-2026-0156,WO-LG-2026-0156,Trunnion Bushing 156,2026/05/25 02:12:00,2026/05/25 02:12:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
157,157,WO-LG-2026-0157,LGACT-2026-0157,WO-LG-2026-0157,Spherical Bearing 157,2026/05/26 02:19:00,2026/05/26 02:19:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
158,158,WO-LG-2026-0158,LGACT-2026-0158,WO-LG-2026-0158,Throttle Connector 158,2026/05/27 02:26:00,2026/05/27 02:26:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
159,159,WO-LG-2026-0159,LGACT-2026-0159,WO-LG-2026-0159,Displacement Sensor Bracket 159,2026/05/28 02:33:00,2026/05/28 02:33:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
160,160,WO-LG-2026-0160,LGACT-2026-0160,WO-LG-2026-0160,Locking Nut 160,2026/05/29 02:40:00,2026/05/29 02:40:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
161,161,WO-LG-2026-0161,LGACT-2026-0161,WO-LG-2026-0161,Piston Rod Assembly 161,2026/05/30 02:47:00,2026/05/30 02:47:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
162,162,WO-LG-2026-0162,LGACT-2026-0162,WO-LG-2026-0162,Cylinder Barrel Assembly 162,2026/05/31 02:54:00,2026/05/31 02:54:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
163,163,WO-LG-2026-0163,LGACT-2026-0163,WO-LG-2026-0163,Front End Cap 163,2026/06/01 03:01:00,2026/06/01 03:01:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
164,164,WO-LG-2026-0164,LGACT-2026-0164,WO-LG-2026-0164,Rear End Cap 164,2026/06/02 03:08:00,2026/06/02 03:08:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
165,165,WO-LG-2026-0165,LGACT-2026-0165,WO-LG-2026-0165,Seal Ring Assembly 165,2026/06/03 03:15:00,2026/06/03 03:15:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
166,166,WO-LG-2026-0166,LGACT-2026-0166,WO-LG-2026-0166,Trunnion Bushing 166,2026/06/04 03:22:00,2026/06/04 03:22:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
167,167,WO-LG-2026-0167,LGACT-2026-0167,WO-LG-2026-0167,Spherical Bearing 167,2026/06/05 03:29:00,2026/06/05 03:29:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
168,168,WO-LG-2026-0168,LGACT-2026-0168,WO-LG-2026-0168,Throttle Connector 168,2026/06/06 03:36:00,2026/06/06 03:36:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
169,169,WO-LG-2026-0169,LGACT-2026-0169,WO-LG-2026-0169,Displacement Sensor Bracket 169,2026/05/10 03:43:00,2026/05/10 03:43:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
170,170,WO-LG-2026-0170,LGACT-2026-0170,WO-LG-2026-0170,Locking Nut 170,2026/05/11 03:50:00,2026/05/11 03:50:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
171,171,WO-LG-2026-0171,LGACT-2026-0171,WO-LG-2026-0171,Piston Rod Assembly 171,2026/05/12 03:57:00,2026/05/12 03:57:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
172,172,WO-LG-2026-0172,LGACT-2026-0172,WO-LG-2026-0172,Cylinder Barrel Assembly 172,2026/05/13 04:04:00,2026/05/13 04:04:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
173,173,WO-LG-2026-0173,LGACT-2026-0173,WO-LG-2026-0173,Front End Cap 173,2026/05/14 04:11:00,2026/05/14 04:11:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
174,174,WO-LG-2026-0174,LGACT-2026-0174,WO-LG-2026-0174,Rear End Cap 174,2026/05/15 04:18:00,2026/05/15 04:18:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
175,175,WO-LG-2026-0175,LGACT-2026-0175,WO-LG-2026-0175,Seal Ring Assembly 175,2026/05/16 04:25:00,2026/05/16 04:25:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
176,176,WO-LG-2026-0176,LGACT-2026-0176,WO-LG-2026-0176,Trunnion Bushing 176,2026/05/17 04:32:00,2026/05/17 04:32:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
177,177,WO-LG-2026-0177,LGACT-2026-0177,WO-LG-2026-0177,Spherical Bearing 177,2026/05/18 04:39:00,2026/05/18 04:39:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
178,178,WO-LG-2026-0178,LGACT-2026-0178,WO-LG-2026-0178,Throttle Connector 178,2026/05/19 04:46:00,2026/05/19 04:46:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
179,179,WO-LG-2026-0179,LGACT-2026-0179,WO-LG-2026-0179,Displacement Sensor Bracket 179,2026/05/20 04:53:00,2026/05/20 04:53:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
180,180,WO-LG-2026-0180,LGACT-2026-0180,WO-LG-2026-0180,Locking Nut 180,2026/05/21 05:00:00,2026/05/21 05:00:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
181,181,WO-LG-2026-0181,LGACT-2026-0181,WO-LG-2026-0181,Piston Rod Assembly 181,2026/05/22 05:07:00,2026/05/22 05:07:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
182,182,WO-LG-2026-0182,LGACT-2026-0182,WO-LG-2026-0182,Cylinder Barrel Assembly 182,2026/05/23 05:14:00,2026/05/23 05:14:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
183,183,WO-LG-2026-0183,LGACT-2026-0183,WO-LG-2026-0183,Front End Cap 183,2026/05/24 05:21:00,2026/05/24 05:21:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
184,184,WO-LG-2026-0184,LGACT-2026-0184,WO-LG-2026-0184,Rear End Cap 184,2026/05/25 05:28:00,2026/05/25 05:28:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
185,185,WO-LG-2026-0185,LGACT-2026-0185,WO-LG-2026-0185,Seal Ring Assembly 185,2026/05/26 05:35:00,2026/05/26 05:35:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
186,186,WO-LG-2026-0186,LGACT-2026-0186,WO-LG-2026-0186,Trunnion Bushing 186,2026/05/27 05:42:00,2026/05/27 05:42:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
187,187,WO-LG-2026-0187,LGACT-2026-0187,WO-LG-2026-0187,Spherical Bearing 187,2026/05/28 05:49:00,2026/05/28 05:49:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
188,188,WO-LG-2026-0188,LGACT-2026-0188,WO-LG-2026-0188,Throttle Connector 188,2026/05/29 05:56:00,2026/05/29 05:56:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
189,189,WO-LG-2026-0189,LGACT-2026-0189,WO-LG-2026-0189,Displacement Sensor Bracket 189,2026/05/30 06:03:00,2026/05/30 06:03:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
190,190,WO-LG-2026-0190,LGACT-2026-0190,WO-LG-2026-0190,Locking Nut 190,2026/05/31 06:10:00,2026/05/31 06:10:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
191,191,WO-LG-2026-0191,LGACT-2026-0191,WO-LG-2026-0191,Piston Rod Assembly 191,2026/06/01 06:17:00,2026/06/01 06:17:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
192,192,WO-LG-2026-0192,LGACT-2026-0192,WO-LG-2026-0192,Cylinder Barrel Assembly 192,2026/06/02 06:24:00,2026/06/02 06:24:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
193,193,WO-LG-2026-0193,LGACT-2026-0193,WO-LG-2026-0193,Front End Cap 193,2026/06/03 06:31:00,2026/06/03 06:31:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
194,194,WO-LG-2026-0194,LGACT-2026-0194,WO-LG-2026-0194,Rear End Cap 194,2026/06/04 06:38:00,2026/06/04 06:38:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
195,195,WO-LG-2026-0195,LGACT-2026-0195,WO-LG-2026-0195,Seal Ring Assembly 195,2026/06/05 06:45:00,2026/06/05 06:45:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
196,196,WO-LG-2026-0196,LGACT-2026-0196,WO-LG-2026-0196,Trunnion Bushing 196,2026/06/06 06:52:00,2026/06/06 06:52:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
197,197,WO-LG-2026-0197,LGACT-2026-0197,WO-LG-2026-0197,Spherical Bearing 197,2026/05/10 06:59:00,2026/05/10 06:59:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
198,198,WO-LG-2026-0198,LGACT-2026-0198,WO-LG-2026-0198,Throttle Connector 198,2026/05/11 07:06:00,2026/05/11 07:06:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
199,199,WO-LG-2026-0199,LGACT-2026-0199,WO-LG-2026-0199,Displacement Sensor Bracket 199,2026/05/12 07:13:00,2026/05/12 07:13:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
200,200,WO-LG-2026-0200,LGACT-2026-0200,WO-LG-2026-0200,Locking Nut 200,2026/05/13 07:20:00,2026/05/13 07:20:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
