field_feedback_id,service_event_id,fault_report_id,quality_event_no,component_serial_no,feedback_no,feedback_source_code,feedback_time_text,feedback_content,feedback_state
110,110,110,QE-CF-2026-0110,LGACT-2026-0110,FB-CF-0110,MRO_BUY,2026/06/03 20:50:00,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
111,111,111,QE-CF-2026-0111,LGACT-2026-0111,FB-CF-0111,MRO_ASSEMBLY,2026/06/04 20:57:00,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
112,112,112,QE-CF-2026-0112,LGACT-2026-0112,FB-CF-0112,MRO_SERVICE,2026/06/05 21:04:00,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
113,113,113,QE-CF-2026-0113,LGACT-2026-0113,FB-CF-0113,MRO_MAKE,2026/05/09 21:11:00,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
114,114,114,QE-CF-2026-0114,LGACT-2026-0114,FB-CF-0114,MRO_BUY,2026/05/10 21:18:00,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
115,115,115,QE-CF-2026-0115,LGACT-2026-0115,FB-CF-0115,MRO_ASSEMBLY,2026/05/11 21:25:00,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
116,116,116,QE-CF-2026-0116,LGACT-2026-0116,FB-CF-0116,MRO_SERVICE,2026/05/12 21:32:00,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
117,117,117,QE-CF-2026-0117,LGACT-2026-0117,FB-CF-0117,MRO_MAKE,2026/05/13 21:39:00,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
118,118,118,QE-CF-2026-0118,LGACT-2026-0118,FB-CF-0118,MRO_BUY,2026/05/14 21:46:00,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
119,119,119,QE-CF-2026-0119,LGACT-2026-0119,FB-CF-0119,MRO_ASSEMBLY,2026/05/15 21:53:00,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
120,120,120,QE-CF-2026-0120,LGACT-2026-0120,FB-CF-0120,MRO_SERVICE,2026/05/16 22:00:00,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
121,121,121,QE-CF-2026-0121,LGACT-2026-0121,FB-CF-0121,MRO_MAKE,2026/05/17 22:07:00,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
122,122,122,QE-CF-2026-0122,LGACT-2026-0122,FB-CF-0122,MRO_BUY,2026/05/18 22:14:00,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
123,123,123,QE-CF-2026-0123,LGACT-2026-0123,FB-CF-0123,MRO_ASSEMBLY,2026/05/19 22:21:00,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
124,124,124,QE-CF-2026-0124,LGACT-2026-0124,FB-CF-0124,MRO_SERVICE,2026/05/20 22:28:00,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
125,125,125,QE-CF-2026-0125,LGACT-2026-0125,FB-CF-0125,MRO_MAKE,2026/05/21 22:35:00,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
126,126,126,QE-CF-2026-0126,LGACT-2026-0126,FB-CF-0126,MRO_BUY,2026/05/22 22:42:00,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
127,127,127,QE-CF-2026-0127,LGACT-2026-0127,FB-CF-0127,MRO_ASSEMBLY,2026/05/23 22:49:00,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
128,128,128,QE-CF-2026-0128,LGACT-2026-0128,FB-CF-0128,MRO_SERVICE,2026/05/24 22:56:00,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
129,129,129,QE-CF-2026-0129,LGACT-2026-0129,FB-CF-0129,MRO_MAKE,2026/05/25 23:03:00,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
130,130,130,QE-CF-2026-0130,LGACT-2026-0130,FB-CF-0130,MRO_BUY,2026/05/26 23:10:00,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
131,131,131,QE-CF-2026-0131,LGACT-2026-0131,FB-CF-0131,MRO_ASSEMBLY,2026/05/27 23:17:00,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
132,132,132,QE-CF-2026-0132,LGACT-2026-0132,FB-CF-0132,MRO_SERVICE,2026/05/28 23:24:00,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
133,133,133,QE-CF-2026-0133,LGACT-2026-0133,FB-CF-0133,MRO_MAKE,2026/05/29 23:31:00,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
134,134,134,QE-CF-2026-0134,LGACT-2026-0134,FB-CF-0134,MRO_BUY,2026/05/30 23:38:00,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
135,135,135,QE-CF-2026-0135,LGACT-2026-0135,FB-CF-0135,MRO_ASSEMBLY,2026/05/31 23:45:00,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
136,136,136,QE-CF-2026-0136,LGACT-2026-0136,FB-CF-0136,MRO_SERVICE,2026/06/01 23:52:00,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
137,137,137,QE-CF-2026-0137,LGACT-2026-0137,FB-CF-0137,MRO_MAKE,2026/06/02 23:59:00,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
138,138,138,QE-CF-2026-0138,LGACT-2026-0138,FB-CF-0138,MRO_BUY,2026/06/04 00:06:00,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
139,139,139,QE-CF-2026-0139,LGACT-2026-0139,FB-CF-0139,MRO_ASSEMBLY,2026/06/05 00:13:00,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
140,140,140,QE-CF-2026-0140,LGACT-2026-0140,FB-CF-0140,MRO_SERVICE,2026/06/06 00:20:00,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
141,141,141,QE-CF-2026-0141,LGACT-2026-0141,FB-CF-0141,MRO_MAKE,2026/05/10 00:27:00,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
142,142,142,QE-CF-2026-0142,LGACT-2026-0142,FB-CF-0142,MRO_BUY,2026/05/11 00:34:00,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
143,143,143,QE-CF-2026-0143,LGACT-2026-0143,FB-CF-0143,MRO_ASSEMBLY,2026/05/12 00:41:00,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
144,144,144,QE-CF-2026-0144,LGACT-2026-0144,FB-CF-0144,MRO_SERVICE,2026/05/13 00:48:00,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
145,145,145,QE-CF-2026-0145,LGACT-2026-0145,FB-CF-0145,MRO_MAKE,2026/05/14 00:55:00,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
146,146,146,QE-CF-2026-0146,LGACT-2026-0146,FB-CF-0146,MRO_BUY,2026/05/15 01:02:00,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
147,147,147,QE-CF-2026-0147,LGACT-2026-0147,FB-CF-0147,MRO_ASSEMBLY,2026/05/16 01:09:00,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
148,148,148,QE-CF-2026-0148,LGACT-2026-0148,FB-CF-0148,MRO_SERVICE,2026/05/17 01:16:00,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
149,149,149,QE-CF-2026-0149,LGACT-2026-0149,FB-CF-0149,MRO_MAKE,2026/05/18 01:23:00,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
150,150,150,QE-CF-2026-0150,LGACT-2026-0150,FB-CF-0150,MRO_BUY,2026/05/19 01:30:00,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
151,151,151,QE-CF-2026-0151,LGACT-2026-0151,FB-CF-0151,MRO_ASSEMBLY,2026/05/20 01:37:00,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
152,152,152,QE-CF-2026-0152,LGACT-2026-0152,FB-CF-0152,MRO_SERVICE,2026/05/21 01:44:00,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
153,153,153,QE-CF-2026-0153,LGACT-2026-0153,FB-CF-0153,MRO_MAKE,2026/05/22 01:51:00,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
154,154,154,QE-CF-2026-0154,LGACT-2026-0154,FB-CF-0154,MRO_BUY,2026/05/23 01:58:00,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
155,155,155,QE-CF-2026-0155,LGACT-2026-0155,FB-CF-0155,MRO_ASSEMBLY,2026/05/24 02:05:00,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
156,156,156,QE-CF-2026-0156,LGACT-2026-0156,FB-CF-0156,MRO_SERVICE,2026/05/25 02:12:00,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
157,157,157,QE-CF-2026-0157,LGACT-2026-0157,FB-CF-0157,MRO_MAKE,2026/05/26 02:19:00,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
158,158,158,QE-CF-2026-0158,LGACT-2026-0158,FB-CF-0158,MRO_BUY,2026/05/27 02:26:00,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
159,159,159,QE-CF-2026-0159,LGACT-2026-0159,FB-CF-0159,MRO_ASSEMBLY,2026/05/28 02:33:00,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
160,160,160,QE-CF-2026-0160,LGACT-2026-0160,FB-CF-0160,MRO_SERVICE,2026/05/29 02:40:00,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
161,161,161,QE-CF-2026-0161,LGACT-2026-0161,FB-CF-0161,MRO_MAKE,2026/05/30 02:47:00,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
162,162,162,QE-CF-2026-0162,LGACT-2026-0162,FB-CF-0162,MRO_BUY,2026/05/31 02:54:00,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
163,163,163,QE-CF-2026-0163,LGACT-2026-0163,FB-CF-0163,MRO_ASSEMBLY,2026/06/01 03:01:00,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
164,164,164,QE-CF-2026-0164,LGACT-2026-0164,FB-CF-0164,MRO_SERVICE,2026/06/02 03:08:00,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
165,165,165,QE-CF-2026-0165,LGACT-2026-0165,FB-CF-0165,MRO_MAKE,2026/06/03 03:15:00,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
166,166,166,QE-CF-2026-0166,LGACT-2026-0166,FB-CF-0166,MRO_BUY,2026/06/04 03:22:00,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
167,167,167,QE-CF-2026-0167,LGACT-2026-0167,FB-CF-0167,MRO_ASSEMBLY,2026/06/05 03:29:00,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
168,168,168,QE-CF-2026-0168,LGACT-2026-0168,FB-CF-0168,MRO_SERVICE,2026/06/06 03:36:00,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
169,169,169,QE-CF-2026-0169,LGACT-2026-0169,FB-CF-0169,MRO_MAKE,2026/05/10 03:43:00,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
170,170,170,QE-CF-2026-0170,LGACT-2026-0170,FB-CF-0170,MRO_BUY,2026/05/11 03:50:00,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
171,171,171,QE-CF-2026-0171,LGACT-2026-0171,FB-CF-0171,MRO_ASSEMBLY,2026/05/12 03:57:00,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
172,172,172,QE-CF-2026-0172,LGACT-2026-0172,FB-CF-0172,MRO_SERVICE,2026/05/13 04:04:00,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
173,173,173,QE-CF-2026-0173,LGACT-2026-0173,FB-CF-0173,MRO_MAKE,2026/05/14 04:11:00,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
174,174,174,QE-CF-2026-0174,LGACT-2026-0174,FB-CF-0174,MRO_BUY,2026/05/15 04:18:00,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
175,175,175,QE-CF-2026-0175,LGACT-2026-0175,FB-CF-0175,MRO_ASSEMBLY,2026/05/16 04:25:00,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
176,176,176,QE-CF-2026-0176,LGACT-2026-0176,FB-CF-0176,MRO_SERVICE,2026/05/17 04:32:00,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
177,177,177,QE-CF-2026-0177,LGACT-2026-0177,FB-CF-0177,MRO_MAKE,2026/05/18 04:39:00,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
178,178,178,QE-CF-2026-0178,LGACT-2026-0178,FB-CF-0178,MRO_BUY,2026/05/19 04:46:00,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
179,179,179,QE-CF-2026-0179,LGACT-2026-0179,FB-CF-0179,MRO_ASSEMBLY,2026/05/20 04:53:00,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
180,180,180,QE-CF-2026-0180,LGACT-2026-0180,FB-CF-0180,MRO_SERVICE,2026/05/21 05:00:00,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
181,181,181,QE-CF-2026-0181,LGACT-2026-0181,FB-CF-0181,MRO_MAKE,2026/05/22 05:07:00,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
182,182,182,QE-CF-2026-0182,LGACT-2026-0182,FB-CF-0182,MRO_BUY,2026/05/23 05:14:00,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
183,183,183,QE-CF-2026-0183,LGACT-2026-0183,FB-CF-0183,MRO_ASSEMBLY,2026/05/24 05:21:00,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
184,184,184,QE-CF-2026-0184,LGACT-2026-0184,FB-CF-0184,MRO_SERVICE,2026/05/25 05:28:00,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
185,185,185,QE-CF-2026-0185,LGACT-2026-0185,FB-CF-0185,MRO_MAKE,2026/05/26 05:35:00,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
186,186,186,QE-CF-2026-0186,LGACT-2026-0186,FB-CF-0186,MRO_BUY,2026/05/27 05:42:00,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
187,187,187,QE-CF-2026-0187,LGACT-2026-0187,FB-CF-0187,MRO_ASSEMBLY,2026/05/28 05:49:00,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
188,188,188,QE-CF-2026-0188,LGACT-2026-0188,FB-CF-0188,MRO_SERVICE,2026/05/29 05:56:00,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
189,189,189,QE-CF-2026-0189,LGACT-2026-0189,FB-CF-0189,MRO_MAKE,2026/05/30 06:03:00,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
190,190,190,QE-CF-2026-0190,LGACT-2026-0190,FB-CF-0190,MRO_BUY,2026/05/31 06:10:00,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
191,191,191,QE-CF-2026-0191,LGACT-2026-0191,FB-CF-0191,MRO_ASSEMBLY,2026/06/01 06:17:00,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
192,192,192,QE-CF-2026-0192,LGACT-2026-0192,FB-CF-0192,MRO_SERVICE,2026/06/02 06:24:00,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
193,193,193,QE-CF-2026-0193,LGACT-2026-0193,FB-CF-0193,MRO_MAKE,2026/06/03 06:31:00,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
194,194,194,QE-CF-2026-0194,LGACT-2026-0194,FB-CF-0194,MRO_BUY,2026/06/04 06:38:00,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
195,195,195,QE-CF-2026-0195,LGACT-2026-0195,FB-CF-0195,MRO_ASSEMBLY,2026/06/05 06:45:00,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
196,196,196,QE-CF-2026-0196,LGACT-2026-0196,FB-CF-0196,MRO_SERVICE,2026/06/06 06:52:00,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
197,197,197,QE-CF-2026-0197,LGACT-2026-0197,FB-CF-0197,MRO_MAKE,2026/05/10 06:59:00,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_OPEN
198,198,198,QE-CF-2026-0198,LGACT-2026-0198,FB-CF-0198,MRO_BUY,2026/05/11 07:06:00,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_ANALYZE
199,199,199,QE-CF-2026-0199,LGACT-2026-0199,FB-CF-0199,MRO_ASSEMBLY,2026/05/12 07:13:00,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_DISPOSE
200,200,200,QE-CF-2026-0200,LGACT-2026-0200,FB-CF-0200,MRO_SERVICE,2026/05/13 07:20:00,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,MRO_EV_CLOSED
