quality_event_doc_id,quality_event_no,event_source_code,event_type_code,event_title,event_desc,event_time_text,severity_code,event_status_code,trigger_source_no,component_serial_no,part_serial_no,work_order_no,subject_type_code,subject_role_code,impact_desc
51,QE-CF-2026-0051,QMS_ASSEMBLY,QMS_QE_MFG,Piston Rod Assembly 051,"Scratch on Cylinder Barrel Inner Wall was found on Piston Rod Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/31 13:57:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0051,PIN-2026-0051,WO-LG-2026-0051,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Piston Rod Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
52,QE-CF-2026-0052,QMS_SERVICE,QMS_QE_PUR,Cylinder Barrel Assembly 052,"Pressure Holding Leakage Rate Out of Tolerance was found on Cylinder Barrel Assembly during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/06/01 14:04:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0052,PIN-2026-0052,WO-LG-2026-0052,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Cylinder Barrel Assembly during Actuation Time inspection, and the issue has entered the quality event closure process."
53,QE-CF-2026-0053,QMS_MAKE,QMS_QE_ASM,Front End Cap 053,"Actuation Hysteresis was found on Front End Cap during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/06/02 14:11:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0053,PIN-2026-0053,WO-LG-2026-0053,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Front End Cap during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
54,QE-CF-2026-0054,QMS_BUY,QMS_QE_PARAM,Rear End Cap 054,"Minor Leakage at Hydraulic Fitting was found on Rear End Cap during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/06/03 14:18:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0054,PIN-2026-0054,WO-LG-2026-0054,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Rear End Cap during Locking Clearance inspection, and the issue has entered the quality event closure process."
55,QE-CF-2026-0055,QMS_ASSEMBLY,QMS_QE_MRO,Seal Ring Assembly 055,"Excessive Trunnion Bushing Clearance was found on Seal Ring Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/06/04 14:25:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0055,PIN-2026-0055,WO-LG-2026-0055,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Seal Ring Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
56,QE-CF-2026-0056,QMS_SERVICE,QMS_QE_MFG,Trunnion Bushing 056,"Loose Displacement Sensor Bracket was found on Trunnion Bushing during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/06/05 14:32:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0056,PIN-2026-0056,WO-LG-2026-0056,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Trunnion Bushing during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
57,QE-CF-2026-0057,QMS_MAKE,QMS_QE_PUR,Spherical Bearing 057,"Chrome Plating Scratch on Piston Rod was found on Spherical Bearing during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/09 14:39:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0057,PIN-2026-0057,WO-LG-2026-0057,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Spherical Bearing during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
58,QE-CF-2026-0058,QMS_BUY,QMS_QE_ASM,Throttle Connector 058,"Seal Ring Compression Damage was found on Throttle Connector during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/10 14:46:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0058,PIN-2026-0058,WO-LG-2026-0058,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Throttle Connector during Actuation Time inspection, and the issue has entered the quality event closure process."
59,QE-CF-2026-0059,QMS_ASSEMBLY,QMS_QE_PARAM,Displacement Sensor Bracket 059,"Scratch on Cylinder Barrel Inner Wall was found on Displacement Sensor Bracket during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/11 14:53:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0059,PIN-2026-0059,WO-LG-2026-0059,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Displacement Sensor Bracket during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
60,QE-CF-2026-0060,QMS_SERVICE,QMS_QE_MRO,Locking Nut 060,"Pressure Holding Leakage Rate Out of Tolerance was found on Locking Nut during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/12 15:00:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0060,PIN-2026-0060,WO-LG-2026-0060,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Locking Nut during Locking Clearance inspection, and the issue has entered the quality event closure process."
61,QE-CF-2026-0061,QMS_MAKE,QMS_QE_MFG,Piston Rod Assembly 061,"Actuation Hysteresis was found on Piston Rod Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/13 15:07:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0061,PIN-2026-0061,WO-LG-2026-0061,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Piston Rod Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
62,QE-CF-2026-0062,QMS_BUY,QMS_QE_PUR,Cylinder Barrel Assembly 062,"Minor Leakage at Hydraulic Fitting was found on Cylinder Barrel Assembly during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/14 15:14:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0062,PIN-2026-0062,WO-LG-2026-0062,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Cylinder Barrel Assembly during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
63,QE-CF-2026-0063,QMS_ASSEMBLY,QMS_QE_ASM,Front End Cap 063,"Excessive Trunnion Bushing Clearance was found on Front End Cap during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/15 15:21:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0063,PIN-2026-0063,WO-LG-2026-0063,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Front End Cap during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
64,QE-CF-2026-0064,QMS_SERVICE,QMS_QE_PARAM,Rear End Cap 064,"Loose Displacement Sensor Bracket was found on Rear End Cap during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/16 15:28:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0064,PIN-2026-0064,WO-LG-2026-0064,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Rear End Cap during Actuation Time inspection, and the issue has entered the quality event closure process."
65,QE-CF-2026-0065,QMS_MAKE,QMS_QE_MRO,Seal Ring Assembly 065,"Chrome Plating Scratch on Piston Rod was found on Seal Ring Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/17 15:35:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0065,PIN-2026-0065,WO-LG-2026-0065,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Seal Ring Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
66,QE-CF-2026-0066,QMS_BUY,QMS_QE_MFG,Trunnion Bushing 066,"Seal Ring Compression Damage was found on Trunnion Bushing during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/18 15:42:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0066,PIN-2026-0066,WO-LG-2026-0066,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Trunnion Bushing during Locking Clearance inspection, and the issue has entered the quality event closure process."
67,QE-CF-2026-0067,QMS_ASSEMBLY,QMS_QE_PUR,Spherical Bearing 067,"Scratch on Cylinder Barrel Inner Wall was found on Spherical Bearing during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/19 15:49:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0067,PIN-2026-0067,WO-LG-2026-0067,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Spherical Bearing during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
68,QE-CF-2026-0068,QMS_SERVICE,QMS_QE_ASM,Throttle Connector 068,"Pressure Holding Leakage Rate Out of Tolerance was found on Throttle Connector during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/20 15:56:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0068,PIN-2026-0068,WO-LG-2026-0068,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Throttle Connector during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
69,QE-CF-2026-0069,QMS_MAKE,QMS_QE_PARAM,Displacement Sensor Bracket 069,"Actuation Hysteresis was found on Displacement Sensor Bracket during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/21 16:03:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0069,PIN-2026-0069,WO-LG-2026-0069,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Displacement Sensor Bracket during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
70,QE-CF-2026-0070,QMS_BUY,QMS_QE_MRO,Locking Nut 070,"Minor Leakage at Hydraulic Fitting was found on Locking Nut during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/22 16:10:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0070,PIN-2026-0070,WO-LG-2026-0070,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Locking Nut during Actuation Time inspection, and the issue has entered the quality event closure process."
71,QE-CF-2026-0071,QMS_ASSEMBLY,QMS_QE_MFG,Piston Rod Assembly 071,"Excessive Trunnion Bushing Clearance was found on Piston Rod Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/23 16:17:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0071,PIN-2026-0071,WO-LG-2026-0071,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Piston Rod Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
72,QE-CF-2026-0072,QMS_SERVICE,QMS_QE_PUR,Cylinder Barrel Assembly 072,"Loose Displacement Sensor Bracket was found on Cylinder Barrel Assembly during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/24 16:24:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0072,PIN-2026-0072,WO-LG-2026-0072,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Cylinder Barrel Assembly during Locking Clearance inspection, and the issue has entered the quality event closure process."
73,QE-CF-2026-0073,QMS_MAKE,QMS_QE_ASM,Front End Cap 073,"Chrome Plating Scratch on Piston Rod was found on Front End Cap during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/25 16:31:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0073,PIN-2026-0073,WO-LG-2026-0073,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Front End Cap during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
74,QE-CF-2026-0074,QMS_BUY,QMS_QE_PARAM,Rear End Cap 074,"Seal Ring Compression Damage was found on Rear End Cap during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/26 16:38:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0074,PIN-2026-0074,WO-LG-2026-0074,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Rear End Cap during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
75,QE-CF-2026-0075,QMS_ASSEMBLY,QMS_QE_MRO,Seal Ring Assembly 075,"Scratch on Cylinder Barrel Inner Wall was found on Seal Ring Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/27 16:45:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0075,PIN-2026-0075,WO-LG-2026-0075,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Seal Ring Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
76,QE-CF-2026-0076,QMS_SERVICE,QMS_QE_MFG,Trunnion Bushing 076,"Pressure Holding Leakage Rate Out of Tolerance was found on Trunnion Bushing during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/28 16:52:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0076,PIN-2026-0076,WO-LG-2026-0076,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Trunnion Bushing during Actuation Time inspection, and the issue has entered the quality event closure process."
77,QE-CF-2026-0077,QMS_MAKE,QMS_QE_PUR,Spherical Bearing 077,"Actuation Hysteresis was found on Spherical Bearing during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/29 16:59:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0077,PIN-2026-0077,WO-LG-2026-0077,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Spherical Bearing during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
78,QE-CF-2026-0078,QMS_BUY,QMS_QE_ASM,Throttle Connector 078,"Minor Leakage at Hydraulic Fitting was found on Throttle Connector during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/30 17:06:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0078,PIN-2026-0078,WO-LG-2026-0078,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Throttle Connector during Locking Clearance inspection, and the issue has entered the quality event closure process."
79,QE-CF-2026-0079,QMS_ASSEMBLY,QMS_QE_PARAM,Displacement Sensor Bracket 079,"Excessive Trunnion Bushing Clearance was found on Displacement Sensor Bracket during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/31 17:13:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0079,PIN-2026-0079,WO-LG-2026-0079,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Displacement Sensor Bracket during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
80,QE-CF-2026-0080,QMS_SERVICE,QMS_QE_MRO,Locking Nut 080,"Loose Displacement Sensor Bracket was found on Locking Nut during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/06/01 17:20:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0080,PIN-2026-0080,WO-LG-2026-0080,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Locking Nut during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
81,QE-CF-2026-0081,QMS_MAKE,QMS_QE_MFG,Piston Rod Assembly 081,"Chrome Plating Scratch on Piston Rod was found on Piston Rod Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/06/02 17:27:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0081,PIN-2026-0081,WO-LG-2026-0081,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Piston Rod Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
82,QE-CF-2026-0082,QMS_BUY,QMS_QE_PUR,Cylinder Barrel Assembly 082,"Seal Ring Compression Damage was found on Cylinder Barrel Assembly during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/06/03 17:34:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0082,PIN-2026-0082,WO-LG-2026-0082,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Cylinder Barrel Assembly during Actuation Time inspection, and the issue has entered the quality event closure process."
83,QE-CF-2026-0083,QMS_ASSEMBLY,QMS_QE_ASM,Front End Cap 083,"Scratch on Cylinder Barrel Inner Wall was found on Front End Cap during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/06/04 17:41:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0083,PIN-2026-0083,WO-LG-2026-0083,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Front End Cap during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
84,QE-CF-2026-0084,QMS_SERVICE,QMS_QE_PARAM,Rear End Cap 084,"Pressure Holding Leakage Rate Out of Tolerance was found on Rear End Cap during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/06/05 17:48:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0084,PIN-2026-0084,WO-LG-2026-0084,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Rear End Cap during Locking Clearance inspection, and the issue has entered the quality event closure process."
85,QE-CF-2026-0085,QMS_MAKE,QMS_QE_MRO,Seal Ring Assembly 085,"Actuation Hysteresis was found on Seal Ring Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/09 17:55:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0085,PIN-2026-0085,WO-LG-2026-0085,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Seal Ring Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
86,QE-CF-2026-0086,QMS_BUY,QMS_QE_MFG,Trunnion Bushing 086,"Minor Leakage at Hydraulic Fitting was found on Trunnion Bushing during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/10 18:02:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0086,PIN-2026-0086,WO-LG-2026-0086,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Trunnion Bushing during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
87,QE-CF-2026-0087,QMS_ASSEMBLY,QMS_QE_PUR,Spherical Bearing 087,"Excessive Trunnion Bushing Clearance was found on Spherical Bearing during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/11 18:09:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0087,PIN-2026-0087,WO-LG-2026-0087,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Spherical Bearing during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
88,QE-CF-2026-0088,QMS_SERVICE,QMS_QE_ASM,Throttle Connector 088,"Loose Displacement Sensor Bracket was found on Throttle Connector during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/12 18:16:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0088,PIN-2026-0088,WO-LG-2026-0088,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Throttle Connector during Actuation Time inspection, and the issue has entered the quality event closure process."
89,QE-CF-2026-0089,QMS_MAKE,QMS_QE_PARAM,Displacement Sensor Bracket 089,"Chrome Plating Scratch on Piston Rod was found on Displacement Sensor Bracket during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/13 18:23:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0089,PIN-2026-0089,WO-LG-2026-0089,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Displacement Sensor Bracket during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
90,QE-CF-2026-0090,QMS_BUY,QMS_QE_MRO,Locking Nut 090,"Seal Ring Compression Damage was found on Locking Nut during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/14 18:30:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0090,PIN-2026-0090,WO-LG-2026-0090,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Locking Nut during Locking Clearance inspection, and the issue has entered the quality event closure process."
91,QE-CF-2026-0091,QMS_ASSEMBLY,QMS_QE_MFG,Piston Rod Assembly 091,"Scratch on Cylinder Barrel Inner Wall was found on Piston Rod Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/15 18:37:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0091,PIN-2026-0091,WO-LG-2026-0091,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Piston Rod Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
92,QE-CF-2026-0092,QMS_SERVICE,QMS_QE_PUR,Cylinder Barrel Assembly 092,"Pressure Holding Leakage Rate Out of Tolerance was found on Cylinder Barrel Assembly during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/16 18:44:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0092,PIN-2026-0092,WO-LG-2026-0092,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Cylinder Barrel Assembly during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
93,QE-CF-2026-0093,QMS_MAKE,QMS_QE_ASM,Front End Cap 093,"Actuation Hysteresis was found on Front End Cap during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/17 18:51:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0093,PIN-2026-0093,WO-LG-2026-0093,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Front End Cap during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
94,QE-CF-2026-0094,QMS_BUY,QMS_QE_PARAM,Rear End Cap 094,"Minor Leakage at Hydraulic Fitting was found on Rear End Cap during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/18 18:58:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0094,PIN-2026-0094,WO-LG-2026-0094,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Rear End Cap during Actuation Time inspection, and the issue has entered the quality event closure process."
95,QE-CF-2026-0095,QMS_ASSEMBLY,QMS_QE_MRO,Seal Ring Assembly 095,"Excessive Trunnion Bushing Clearance was found on Seal Ring Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/19 19:05:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0095,PIN-2026-0095,WO-LG-2026-0095,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Seal Ring Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
96,QE-CF-2026-0096,QMS_SERVICE,QMS_QE_MFG,Trunnion Bushing 096,"Loose Displacement Sensor Bracket was found on Trunnion Bushing during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/20 19:12:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0096,PIN-2026-0096,WO-LG-2026-0096,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Trunnion Bushing during Locking Clearance inspection, and the issue has entered the quality event closure process."
97,QE-CF-2026-0097,QMS_MAKE,QMS_QE_PUR,Spherical Bearing 097,"Chrome Plating Scratch on Piston Rod was found on Spherical Bearing during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/21 19:19:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0097,PIN-2026-0097,WO-LG-2026-0097,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Spherical Bearing during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
98,QE-CF-2026-0098,QMS_BUY,QMS_QE_ASM,Throttle Connector 098,"Seal Ring Compression Damage was found on Throttle Connector during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/22 19:26:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0098,PIN-2026-0098,WO-LG-2026-0098,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Throttle Connector during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
99,QE-CF-2026-0099,QMS_ASSEMBLY,QMS_QE_PARAM,Displacement Sensor Bracket 099,"Scratch on Cylinder Barrel Inner Wall was found on Displacement Sensor Bracket during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/23 19:33:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0099,PIN-2026-0099,WO-LG-2026-0099,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Displacement Sensor Bracket during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
100,QE-CF-2026-0100,QMS_SERVICE,QMS_QE_MRO,Locking Nut 100,"Pressure Holding Leakage Rate Out of Tolerance was found on Locking Nut during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/24 19:40:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0100,PIN-2026-0100,WO-LG-2026-0100,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Locking Nut during Actuation Time inspection, and the issue has entered the quality event closure process."
