disposal_order_id,quality_event_doc_id,iqs_failure_id,iqs_failure_content_id,work_order_no,responsible_user_code,disposal_no,deal_type_find_code,deal_type_pass_code,deal_type_tech_code,disposal_type_code,disposal_desc,disposal_date_text,disposal_status_code
79,79,79,79,WO-LG-2026-0079,PERS-0079,DSP-CF-0079,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/31 17:13:00,QMS_CLOSED
80,80,80,80,WO-LG-2026-0080,PERS-0080,DSP-CF-0080,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/06/01 17:20:00,QMS_HOLD
81,81,81,81,WO-LG-2026-0081,PERS-0081,DSP-CF-0081,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/06/02 17:27:00,QMS_OPEN
82,82,82,82,WO-LG-2026-0082,PERS-0082,DSP-CF-0082,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Actuation Time was rechecked against acceptance requirements.",2026/06/03 17:34:00,QMS_RUNNING
83,83,83,83,WO-LG-2026-0083,PERS-0083,DSP-CF-0083,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/06/04 17:41:00,QMS_CLOSED
84,84,84,84,WO-LG-2026-0084,PERS-0084,DSP-CF-0084,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Locking Clearance was rechecked against acceptance requirements.",2026/06/05 17:48:00,QMS_HOLD
85,85,85,85,WO-LG-2026-0085,PERS-0085,DSP-CF-0085,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/09 17:55:00,QMS_OPEN
86,86,86,86,WO-LG-2026-0086,PERS-0086,DSP-CF-0086,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/10 18:02:00,QMS_RUNNING
87,87,87,87,WO-LG-2026-0087,PERS-0087,DSP-CF-0087,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/11 18:09:00,QMS_CLOSED
88,88,88,88,WO-LG-2026-0088,PERS-0088,DSP-CF-0088,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Actuation Time was rechecked against acceptance requirements.",2026/05/12 18:16:00,QMS_HOLD
89,89,89,89,WO-LG-2026-0089,PERS-0089,DSP-CF-0089,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/13 18:23:00,QMS_OPEN
90,90,90,90,WO-LG-2026-0090,PERS-0090,DSP-CF-0090,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Locking Clearance was rechecked against acceptance requirements.",2026/05/14 18:30:00,QMS_RUNNING
91,91,91,91,WO-LG-2026-0091,PERS-0091,DSP-CF-0091,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/15 18:37:00,QMS_CLOSED
92,92,92,92,WO-LG-2026-0092,PERS-0092,DSP-CF-0092,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/16 18:44:00,QMS_HOLD
93,93,93,93,WO-LG-2026-0093,PERS-0093,DSP-CF-0093,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/17 18:51:00,QMS_OPEN
94,94,94,94,WO-LG-2026-0094,PERS-0094,DSP-CF-0094,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Actuation Time was rechecked against acceptance requirements.",2026/05/18 18:58:00,QMS_RUNNING
95,95,95,95,WO-LG-2026-0095,PERS-0095,DSP-CF-0095,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/19 19:05:00,QMS_CLOSED
96,96,96,96,WO-LG-2026-0096,PERS-0096,DSP-CF-0096,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Locking Clearance was rechecked against acceptance requirements.",2026/05/20 19:12:00,QMS_HOLD
97,97,97,97,WO-LG-2026-0097,PERS-0097,DSP-CF-0097,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/21 19:19:00,QMS_OPEN
98,98,98,98,WO-LG-2026-0098,PERS-0098,DSP-CF-0098,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/22 19:26:00,QMS_RUNNING
99,99,99,99,WO-LG-2026-0099,PERS-0099,DSP-CF-0099,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/23 19:33:00,QMS_CLOSED
100,100,100,100,WO-LG-2026-0100,PERS-0100,DSP-CF-0100,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Actuation Time was rechecked against acceptance requirements.",2026/05/24 19:40:00,QMS_HOLD
101,101,101,101,WO-LG-2026-0101,PERS-0101,DSP-CF-0101,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/25 19:47:00,QMS_OPEN
102,102,102,102,WO-LG-2026-0102,PERS-0102,DSP-CF-0102,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Locking Clearance was rechecked against acceptance requirements.",2026/05/26 19:54:00,QMS_RUNNING
103,103,103,103,WO-LG-2026-0103,PERS-0103,DSP-CF-0103,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/27 20:01:00,QMS_CLOSED
104,104,104,104,WO-LG-2026-0104,PERS-0104,DSP-CF-0104,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/28 20:08:00,QMS_HOLD
105,105,105,105,WO-LG-2026-0105,PERS-0105,DSP-CF-0105,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/29 20:15:00,QMS_OPEN
106,106,106,106,WO-LG-2026-0106,PERS-0106,DSP-CF-0106,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Actuation Time was rechecked against acceptance requirements.",2026/05/30 20:22:00,QMS_RUNNING
107,107,107,107,WO-LG-2026-0107,PERS-0107,DSP-CF-0107,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/31 20:29:00,QMS_CLOSED
108,108,108,108,WO-LG-2026-0108,PERS-0108,DSP-CF-0108,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Locking Clearance was rechecked against acceptance requirements.",2026/06/01 20:36:00,QMS_HOLD
109,109,109,109,WO-LG-2026-0109,PERS-0109,DSP-CF-0109,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/06/02 20:43:00,QMS_OPEN
110,110,110,110,WO-LG-2026-0110,PERS-0110,DSP-CF-0110,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/06/03 20:50:00,QMS_RUNNING
111,111,111,111,WO-LG-2026-0111,PERS-0111,DSP-CF-0111,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/06/04 20:57:00,QMS_CLOSED
112,112,112,112,WO-LG-2026-0112,PERS-0112,DSP-CF-0112,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Actuation Time was rechecked against acceptance requirements.",2026/06/05 21:04:00,QMS_HOLD
113,113,113,113,WO-LG-2026-0113,PERS-0113,DSP-CF-0113,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/09 21:11:00,QMS_OPEN
114,114,114,114,WO-LG-2026-0114,PERS-0114,DSP-CF-0114,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Locking Clearance was rechecked against acceptance requirements.",2026/05/10 21:18:00,QMS_RUNNING
115,115,115,115,WO-LG-2026-0115,PERS-0115,DSP-CF-0115,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/11 21:25:00,QMS_CLOSED
116,116,116,116,WO-LG-2026-0116,PERS-0116,DSP-CF-0116,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/12 21:32:00,QMS_HOLD
117,117,117,117,WO-LG-2026-0117,PERS-0117,DSP-CF-0117,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/13 21:39:00,QMS_OPEN
118,118,118,118,WO-LG-2026-0118,PERS-0118,DSP-CF-0118,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Actuation Time was rechecked against acceptance requirements.",2026/05/14 21:46:00,QMS_RUNNING
119,119,119,119,WO-LG-2026-0119,PERS-0119,DSP-CF-0119,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/15 21:53:00,QMS_CLOSED
120,120,120,120,WO-LG-2026-0120,PERS-0120,DSP-CF-0120,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Locking Clearance was rechecked against acceptance requirements.",2026/05/16 22:00:00,QMS_HOLD
121,121,121,121,WO-LG-2026-0121,PERS-0121,DSP-CF-0121,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/17 22:07:00,QMS_OPEN
122,122,122,122,WO-LG-2026-0122,PERS-0122,DSP-CF-0122,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/18 22:14:00,QMS_RUNNING
123,123,123,123,WO-LG-2026-0123,PERS-0123,DSP-CF-0123,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/19 22:21:00,QMS_CLOSED
124,124,124,124,WO-LG-2026-0124,PERS-0124,DSP-CF-0124,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Actuation Time was rechecked against acceptance requirements.",2026/05/20 22:28:00,QMS_HOLD
125,125,125,125,WO-LG-2026-0125,PERS-0125,DSP-CF-0125,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/21 22:35:00,QMS_OPEN
126,126,126,126,WO-LG-2026-0126,PERS-0126,DSP-CF-0126,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Locking Clearance was rechecked against acceptance requirements.",2026/05/22 22:42:00,QMS_RUNNING
127,127,127,127,WO-LG-2026-0127,PERS-0127,DSP-CF-0127,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/23 22:49:00,QMS_CLOSED
128,128,128,128,WO-LG-2026-0128,PERS-0128,DSP-CF-0128,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/24 22:56:00,QMS_HOLD
129,129,129,129,WO-LG-2026-0129,PERS-0129,DSP-CF-0129,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/25 23:03:00,QMS_OPEN
130,130,130,130,WO-LG-2026-0130,PERS-0130,DSP-CF-0130,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Actuation Time was rechecked against acceptance requirements.",2026/05/26 23:10:00,QMS_RUNNING
131,131,131,131,WO-LG-2026-0131,PERS-0131,DSP-CF-0131,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/27 23:17:00,QMS_CLOSED
132,132,132,132,WO-LG-2026-0132,PERS-0132,DSP-CF-0132,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Locking Clearance was rechecked against acceptance requirements.",2026/05/28 23:24:00,QMS_HOLD
133,133,133,133,WO-LG-2026-0133,PERS-0133,DSP-CF-0133,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/29 23:31:00,QMS_OPEN
134,134,134,134,WO-LG-2026-0134,PERS-0134,DSP-CF-0134,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/30 23:38:00,QMS_RUNNING
135,135,135,135,WO-LG-2026-0135,PERS-0135,DSP-CF-0135,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/31 23:45:00,QMS_CLOSED
136,136,136,136,WO-LG-2026-0136,PERS-0136,DSP-CF-0136,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Actuation Time was rechecked against acceptance requirements.",2026/06/01 23:52:00,QMS_HOLD
137,137,137,137,WO-LG-2026-0137,PERS-0137,DSP-CF-0137,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/06/02 23:59:00,QMS_OPEN
138,138,138,138,WO-LG-2026-0138,PERS-0138,DSP-CF-0138,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Locking Clearance was rechecked against acceptance requirements.",2026/06/04 00:06:00,QMS_RUNNING
139,139,139,139,WO-LG-2026-0139,PERS-0139,DSP-CF-0139,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/06/05 00:13:00,QMS_CLOSED
140,140,140,140,WO-LG-2026-0140,PERS-0140,DSP-CF-0140,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/06/06 00:20:00,QMS_HOLD
141,141,141,141,WO-LG-2026-0141,PERS-0141,DSP-CF-0141,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/10 00:27:00,QMS_OPEN
142,142,142,142,WO-LG-2026-0142,PERS-0142,DSP-CF-0142,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Actuation Time was rechecked against acceptance requirements.",2026/05/11 00:34:00,QMS_RUNNING
143,143,143,143,WO-LG-2026-0143,PERS-0143,DSP-CF-0143,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/12 00:41:00,QMS_CLOSED
144,144,144,144,WO-LG-2026-0144,PERS-0144,DSP-CF-0144,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Locking Clearance was rechecked against acceptance requirements.",2026/05/13 00:48:00,QMS_HOLD
145,145,145,145,WO-LG-2026-0145,PERS-0145,DSP-CF-0145,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/14 00:55:00,QMS_OPEN
146,146,146,146,WO-LG-2026-0146,PERS-0146,DSP-CF-0146,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/15 01:02:00,QMS_RUNNING
147,147,147,147,WO-LG-2026-0147,PERS-0147,DSP-CF-0147,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/16 01:09:00,QMS_CLOSED
148,148,148,148,WO-LG-2026-0148,PERS-0148,DSP-CF-0148,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Actuation Time was rechecked against acceptance requirements.",2026/05/17 01:16:00,QMS_HOLD
149,149,149,149,WO-LG-2026-0149,PERS-0149,DSP-CF-0149,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/18 01:23:00,QMS_OPEN
150,150,150,150,WO-LG-2026-0150,PERS-0150,DSP-CF-0150,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Locking Clearance was rechecked against acceptance requirements.",2026/05/19 01:30:00,QMS_RUNNING
151,151,151,151,WO-LG-2026-0151,PERS-0151,DSP-CF-0151,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/20 01:37:00,QMS_CLOSED
152,152,152,152,WO-LG-2026-0152,PERS-0152,DSP-CF-0152,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/21 01:44:00,QMS_HOLD
153,153,153,153,WO-LG-2026-0153,PERS-0153,DSP-CF-0153,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/22 01:51:00,QMS_OPEN
154,154,154,154,WO-LG-2026-0154,PERS-0154,DSP-CF-0154,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Actuation Time was rechecked against acceptance requirements.",2026/05/23 01:58:00,QMS_RUNNING
155,155,155,155,WO-LG-2026-0155,PERS-0155,DSP-CF-0155,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/24 02:05:00,QMS_CLOSED
156,156,156,156,WO-LG-2026-0156,PERS-0156,DSP-CF-0156,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Locking Clearance was rechecked against acceptance requirements.",2026/05/25 02:12:00,QMS_HOLD
157,157,157,157,WO-LG-2026-0157,PERS-0157,DSP-CF-0157,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/26 02:19:00,QMS_OPEN
