design_revision_id,actuator_model_id,rev_no,rev_name,dwg_no,doc_rev,issue_status_cd,eff_date_txt,expire_date_txt,released_by
161,161,REV-2.0,Piston Rod Assembly 161,DWG-LGACT-0161,REV-2.0,PLM_OPEN,20260530,20260530,Piston Rod Assembly aviation manufacturing business record used for actuator qua
162,162,REV-3.0,Cylinder Barrel Assembly 162,DWG-LGACT-0162,REV-3.0,PLM_RUNNING,20260531,20260531,Cylinder Barrel Assembly aviation manufacturing business record used for actuato
163,163,REV-4.0,Front End Cap 163,DWG-LGACT-0163,REV-4.0,PLM_CLOSED,20260601,20260601,Front End Cap aviation manufacturing business record used for actuator quality t
164,164,REV-5.0,Rear End Cap 164,DWG-LGACT-0164,REV-5.0,PLM_HOLD,20260602,20260602,Rear End Cap aviation manufacturing business record used for actuator quality tr
165,165,REV-1.0,Seal Ring Assembly 165,DWG-LGACT-0165,REV-1.0,PLM_OPEN,20260603,20260603,Seal Ring Assembly aviation manufacturing business record used for actuator qual
166,166,REV-2.0,Trunnion Bushing 166,DWG-LGACT-0166,REV-2.0,PLM_RUNNING,20260604,20260604,Trunnion Bushing aviation manufacturing business record used for actuator qualit
167,167,REV-3.0,Spherical Bearing 167,DWG-LGACT-0167,REV-3.0,PLM_CLOSED,20260605,20260605,Spherical Bearing aviation manufacturing business record used for actuator quali
168,168,REV-4.0,Throttle Connector 168,DWG-LGACT-0168,REV-4.0,PLM_HOLD,20260606,20260606,Throttle Connector aviation manufacturing business record used for actuator qual
169,169,REV-5.0,Displacement Sensor Bracket 169,DWG-LGACT-0169,REV-5.0,PLM_OPEN,20260510,20260510,Displacement Sensor Bracket aviation manufacturing business record used for actu
170,170,REV-1.0,Locking Nut 170,DWG-LGACT-0170,REV-1.0,PLM_RUNNING,20260511,20260511,Locking Nut aviation manufacturing business record used for actuator quality tra
171,171,REV-2.0,Piston Rod Assembly 171,DWG-LGACT-0171,REV-2.0,PLM_CLOSED,20260512,20260512,Piston Rod Assembly aviation manufacturing business record used for actuator qua
172,172,REV-3.0,Cylinder Barrel Assembly 172,DWG-LGACT-0172,REV-3.0,PLM_HOLD,20260513,20260513,Cylinder Barrel Assembly aviation manufacturing business record used for actuato
173,173,REV-4.0,Front End Cap 173,DWG-LGACT-0173,REV-4.0,PLM_OPEN,20260514,20260514,Front End Cap aviation manufacturing business record used for actuator quality t
174,174,REV-5.0,Rear End Cap 174,DWG-LGACT-0174,REV-5.0,PLM_RUNNING,20260515,20260515,Rear End Cap aviation manufacturing business record used for actuator quality tr
175,175,REV-1.0,Seal Ring Assembly 175,DWG-LGACT-0175,REV-1.0,PLM_CLOSED,20260516,20260516,Seal Ring Assembly aviation manufacturing business record used for actuator qual
176,176,REV-2.0,Trunnion Bushing 176,DWG-LGACT-0176,REV-2.0,PLM_HOLD,20260517,20260517,Trunnion Bushing aviation manufacturing business record used for actuator qualit
177,177,REV-3.0,Spherical Bearing 177,DWG-LGACT-0177,REV-3.0,PLM_OPEN,20260518,20260518,Spherical Bearing aviation manufacturing business record used for actuator quali
178,178,REV-4.0,Throttle Connector 178,DWG-LGACT-0178,REV-4.0,PLM_RUNNING,20260519,20260519,Throttle Connector aviation manufacturing business record used for actuator qual
179,179,REV-5.0,Displacement Sensor Bracket 179,DWG-LGACT-0179,REV-5.0,PLM_CLOSED,20260520,20260520,Displacement Sensor Bracket aviation manufacturing business record used for actu
180,180,REV-1.0,Locking Nut 180,DWG-LGACT-0180,REV-1.0,PLM_HOLD,20260521,20260521,Locking Nut aviation manufacturing business record used for actuator quality tra
181,181,REV-2.0,Piston Rod Assembly 181,DWG-LGACT-0181,REV-2.0,PLM_OPEN,20260522,20260522,Piston Rod Assembly aviation manufacturing business record used for actuator qua
182,182,REV-3.0,Cylinder Barrel Assembly 182,DWG-LGACT-0182,REV-3.0,PLM_RUNNING,20260523,20260523,Cylinder Barrel Assembly aviation manufacturing business record used for actuato
183,183,REV-4.0,Front End Cap 183,DWG-LGACT-0183,REV-4.0,PLM_CLOSED,20260524,20260524,Front End Cap aviation manufacturing business record used for actuator quality t
184,184,REV-5.0,Rear End Cap 184,DWG-LGACT-0184,REV-5.0,PLM_HOLD,20260525,20260525,Rear End Cap aviation manufacturing business record used for actuator quality tr
185,185,REV-1.0,Seal Ring Assembly 185,DWG-LGACT-0185,REV-1.0,PLM_OPEN,20260526,20260526,Seal Ring Assembly aviation manufacturing business record used for actuator qual
186,186,REV-2.0,Trunnion Bushing 186,DWG-LGACT-0186,REV-2.0,PLM_RUNNING,20260527,20260527,Trunnion Bushing aviation manufacturing business record used for actuator qualit
187,187,REV-3.0,Spherical Bearing 187,DWG-LGACT-0187,REV-3.0,PLM_CLOSED,20260528,20260528,Spherical Bearing aviation manufacturing business record used for actuator quali
188,188,REV-4.0,Throttle Connector 188,DWG-LGACT-0188,REV-4.0,PLM_HOLD,20260529,20260529,Throttle Connector aviation manufacturing business record used for actuator qual
189,189,REV-5.0,Displacement Sensor Bracket 189,DWG-LGACT-0189,REV-5.0,PLM_OPEN,20260530,20260530,Displacement Sensor Bracket aviation manufacturing business record used for actu
190,190,REV-1.0,Locking Nut 190,DWG-LGACT-0190,REV-1.0,PLM_RUNNING,20260531,20260531,Locking Nut aviation manufacturing business record used for actuator quality tra
191,191,REV-2.0,Piston Rod Assembly 191,DWG-LGACT-0191,REV-2.0,PLM_CLOSED,20260601,20260601,Piston Rod Assembly aviation manufacturing business record used for actuator qua
192,192,REV-3.0,Cylinder Barrel Assembly 192,DWG-LGACT-0192,REV-3.0,PLM_HOLD,20260602,20260602,Cylinder Barrel Assembly aviation manufacturing business record used for actuato
193,193,REV-4.0,Front End Cap 193,DWG-LGACT-0193,REV-4.0,PLM_OPEN,20260603,20260603,Front End Cap aviation manufacturing business record used for actuator quality t
194,194,REV-5.0,Rear End Cap 194,DWG-LGACT-0194,REV-5.0,PLM_RUNNING,20260604,20260604,Rear End Cap aviation manufacturing business record used for actuator quality tr
195,195,REV-1.0,Seal Ring Assembly 195,DWG-LGACT-0195,REV-1.0,PLM_CLOSED,20260605,20260605,Seal Ring Assembly aviation manufacturing business record used for actuator qual
196,196,REV-2.0,Trunnion Bushing 196,DWG-LGACT-0196,REV-2.0,PLM_HOLD,20260606,20260606,Trunnion Bushing aviation manufacturing business record used for actuator qualit
197,197,REV-3.0,Spherical Bearing 197,DWG-LGACT-0197,REV-3.0,PLM_OPEN,20260510,20260510,Spherical Bearing aviation manufacturing business record used for actuator quali
198,198,REV-4.0,Throttle Connector 198,DWG-LGACT-0198,REV-4.0,PLM_RUNNING,20260511,20260511,Throttle Connector aviation manufacturing business record used for actuator qual
199,199,REV-5.0,Displacement Sensor Bracket 199,DWG-LGACT-0199,REV-5.0,PLM_CLOSED,20260512,20260512,Displacement Sensor Bracket aviation manufacturing business record used for actu
200,200,REV-1.0,Locking Nut 200,DWG-LGACT-0200,REV-1.0,PLM_HOLD,20260513,20260513,Locking Nut aviation manufacturing business record used for actuator quality tra
