time,ch1,ch2
5.00E-05,-0.72,-0.0256
5.00E-05,-0.72,-0.0216
5.01E-05,-0.68,-0.024
5.01E-05,-0.64,-0.0216
5.02E-05,-0.64,-0.0192
5.02E-05,-0.6,-0.0216
5.03E-05,-0.6,-0.0208
5.03E-05,-0.56,-0.02
5.04E-05,-0.52,-0.0184
5.04E-05,-0.48,-0.0152
5.05E-05,-0.44,-0.016
5.05E-05,-0.4,-0.0152
5.06E-05,-0.32,-0.0128
5.06E-05,-0.24,-0.0128
5.07E-05,-0.2,-0.0096
0.0000507,-0.12,-0.0104
5.08E-05,-0.08,-0.0064
5.08E-05,0.04,-0.0064
5.09E-05,0.08,-0.004
5.09E-05,0.16,-0.0024
5.10E-05,0.24,0.0032
5.10E-05,0.32,0
5.11E-05,0.44,0.0064
5.11E-05,0.52,0.0048
5.12E-05,0.6,0.0104
5.12E-05,0.68,0.0112
5.13E-05,0.8,0.0168
5.13E-05,0.84,0.016
5.14E-05,0.96,0.0184
5.14E-05,1.04,0.024
5.15E-05,1.12,0.0264
5.15E-05,1.2,0.0296
5.16E-05,1.28,0.0304
5.16E-05,1.36,0.032
5.17E-05,1.44,0.0352
5.17E-05,1.48,0.0408
5.18E-05,1.56,0.0352
5.18E-05,1.64,0.044
5.19E-05,1.64,0.0392
5.19E-05,1.72,0.0416
5.20E-05,1.76,0.0456
5.20E-05,1.8,0.0432
5.21E-05,1.8,0.0448
5.21E-05,1.8,0.0488
5.22E-05,1.84,0.0448
5.22E-05,1.8,0.0456
5.23E-05,1.84,0.0504
5.23E-05,1.8,0.0488
5.24E-05,1.76,0.0448
5.24E-05,1.76,0.0504
5.25E-05,1.72,0.0448
5.25E-05,1.64,0.0496
5.26E-05,1.6,0.0464
5.26E-05,1.52,0.0456
5.27E-05,1.48,0.0464
5.27E-05,1.36,0.0432
5.28E-05,1.28,0.0312
5.28E-05,1.2,0.0592
5.29E-05,1.08,0.0096
5.29E-05,0.96,0.0528
5.30E-05,0.84,0.0264
5.30E-05,0.72,0.0208
5.31E-05,0.6,0.0352
5.31E-05,0.48,0.02
5.32E-05,0.36,0.008
5.32E-05,0.2,0.0264
5.33E-05,0.04,-0.0016
5.33E-05,-0.08,0.0112
5.34E-05,-0.2,0.0064
5.34E-05,-0.36,-0.0056
5.35E-05,-0.52,-0.0024
5.35E-05,-0.64,-0.0024
5.36E-05,-0.8,-0.0192
5.36E-05,-0.92,-0.0056
5.37E-05,-1.08,-0.0168
5.37E-05,-1.2,-0.0256
5.38E-05,-1.36,-0.0184
5.38E-05,-1.44,-0.0296
5.39E-05,-1.56,-0.0336
5.39E-05,-1.68,-0.032
5.40E-05,-1.76,-0.04
5.40E-05,-1.88,-0.0448
5.41E-05,-2,-0.0392
5.41E-05,-2.04,-0.0496
5.42E-05,-2.12,-0.0504
5.42E-05,-2.2,-0.0528
5.43E-05,-2.24,-0.0568
5.43E-05,-2.32,-0.056
5.44E-05,-2.36,-0.0632
5.44E-05,-2.36,-0.0632
5.45E-05,-2.4,-0.0592
5.45E-05,-2.4,-0.0624
5.46E-05,-2.4,-0.0664
5.46E-05,-2.36,-0.0664
5.47E-05,-2.4,-0.064
5.47E-05,-2.32,-0.064
5.48E-05,-2.28,-0.0608
5.48E-05,-2.24,-0.064
5.49E-05,-2.16,-0.0616
5.49E-05,-2.08,-0.0632
5.50E-05,-2.04,-0.0584
5.50E-05,-1.92,-0.064
5.51E-05,-1.84,-0.0496
5.51E-05,-1.72,-0.0608
5.52E-05,-1.6,-0.06
5.52E-05,-1.52,-0.0344
5.53E-05,-1.4,-0.0696
5.53E-05,-1.24,-0.0336
5.54E-05,-1.12,-0.0504
5.54E-05,-1,-0.0464
5.55E-05,-0.88,-0.0368
5.55E-05,-0.72,-0.0352
5.56E-05,-0.56,-0.0408
5.56E-05,-0.4,-0.0208
5.57E-05,-0.28,-0.0352
5.57E-05,-0.12,-0.0216
5.58E-05,0,-0.0152
5.58E-05,0.16,-0.0216
5.59E-05,0.28,-0.012
5.59E-05,0.4,-0.0096
5.60E-05,0.56,-0.0072
5.60E-05,0.68,-0.0048
5.61E-05,0.8,0.0096
5.61E-05,0.92,-0.0024
5.62E-05,1.08,0.0104
5.62E-05,1.16,0.0128
5.63E-05,1.28,0.0128
5.63E-05,1.36,0.0192
5.64E-05,1.44,0.0192
5.64E-05,1.52,0.0208
5.65E-05,1.6,0.0248
5.65E-05,1.64,0.028
5.66E-05,1.68,0.024
5.66E-05,1.76,0.0272
5.67E-05,1.8,0.032
5.67E-05,1.84,0.0304
5.68E-05,1.84,0.0336
5.68E-05,1.84,0.0392
5.69E-05,1.84,0.0328
5.69E-05,1.84,0.0392
5.70E-05,1.84,0.0448
5.70E-05,1.8,0.0432
5.71E-05,1.8,0.0384
5.71E-05,1.76,0.052
5.72E-05,1.72,0.0384
5.72E-05,1.68,0.0496
5.73E-05,1.6,0.0424
5.73E-05,1.52,0.0496
5.74E-05,1.48,0.032
5.74E-05,1.44,0.0488
5.75E-05,1.36,0.0552
5.75E-05,1.28,0.0016
5.76E-05,1.2,0.0816
5.76E-05,1.12,0.0104
5.77E-05,1,0.0392
5.77E-05,0.92,0.0416
5.78E-05,0.84,0.0304
5.78E-05,0.76,0.024
5.79E-05,0.68,0.0424
5.79E-05,0.56,0.0144
5.80E-05,0.48,0.032
5.80E-05,0.4,0.0264
5.81E-05,0.32,0.0192
5.81E-05,0.2,0.0256
5.82E-05,0.16,0.0232
5.82E-05,0.04,0.0136
5.83E-05,-0.04,0.0248
5.83E-05,-0.12,0.0136
5.84E-05,-0.16,0.0136
5.84E-05,-0.24,0.016
5.85E-05,-0.32,0.0112
5.85E-05,-0.4,0.0072
5.86E-05,-0.44,0.0112
5.86E-05,-0.48,0.0024
5.87E-05,-0.52,0.0064
5.87E-05,-0.56,0.0032
5.88E-05,-0.6,-0.0024
5.88E-05,-0.64,-0.0016
5.89E-05,-0.64,-0.0024
5.89E-05,-0.68,-0.0088
5.90E-05,-0.72,-0.0048
5.90E-05,-0.72,-0.0096
5.91E-05,-0.72,-0.0096
5.91E-05,-0.76,-0.0112
5.92E-05,-0.76,-0.0096
5.92E-05,-0.72,-0.0176
5.93E-05,-0.76,-0.0064
5.93E-05,-0.72,-0.0176
5.94E-05,-0.72,-0.0136
5.94E-05,-0.72,-0.0144
5.95E-05,-0.68,-0.016
5.95E-05,-0.64,-0.0128
5.96E-05,-0.64,-0.0168
5.96E-05,-0.6,-0.016
5.97E-05,-0.6,-0.012
5.97E-05,-0.56,-0.0248
5.98E-05,-0.52,-0.016
5.98E-05,-0.48,-0.0192
5.99E-05,-0.44,-0.0224
5.99E-05,-0.44,-0.0184
6.00E-05,-0.4,-0.0208
6.00E-05,-0.4,-0.024
6.01E-05,-0.32,-0.0176
6.01E-05,-0.28,-0.024
6.02E-05,-0.28,-0.0208
6.02E-05,-0.24,-0.024
6.03E-05,-0.2,-0.0192
6.03E-05,-0.16,-0.0224
6.04E-05,-0.16,-0.0176
6.04E-05,-0.12,-0.0216
6.05E-05,-0.08,-0.016
6.05E-05,-0.08,-0.0176
6.06E-05,-0.08,-0.016
6.06E-05,-0.04,-0.0152
6.07E-05,0,-0.0128
6.07E-05,0,-0.0152
6.08E-05,0,-0.0144
6.08E-05,0.04,-0.0144
6.09E-05,0.04,-0.012
6.09E-05,0.04,-0.012
6.10E-05,0.08,-0.012
6.10E-05,0.08,-0.0128
6.11E-05,0.08,-0.0096
6.11E-05,0.08,-0.0136
6.12E-05,0.08,-0.0096
6.12E-05,0.12,-0.0112
6.13E-05,0.12,-0.008
6.13E-05,0.12,-0.0096
6.14E-05,0.12,-0.0064
6.14E-05,0.12,-0.0056
6.15E-05,0.12,-0.0072
6.15E-05,0.12,-0.0016
6.16E-05,0.12,-0.0088
6.16E-05,0.12,0.0016
6.17E-05,0.12,-0.0032
6.17E-05,0.08,0.0016
6.18E-05,0.08,0
6.18E-05,0.08,0.0024
6.19E-05,0.08,0.0016
6.19E-05,0.08,0.0032
6.20E-05,0.08,0.004
6.20E-05,0.08,0.0032
6.21E-05,0.08,0.0064
6.21E-05,0.04,0.0016
6.22E-05,0.04,0.0048
6.22E-05,0.04,0.004
6.23E-05,0.04,0.0048
6.23E-05,0.04,0.0032
6.24E-05,0.04,0.0048
6.24E-05,0.04,0.004
6.25E-05,0.04,0.0064
6.25E-05,0.04,0.0056
6.26E-05,0.04,0.0048
6.26E-05,0,0.0064
6.27E-05,0,0.0072
6.27E-05,0.04,0.0048
6.28E-05,0,0.0072
6.28E-05,0,0.0072
6.29E-05,0,0.008
6.29E-05,0,0.0064
6.30E-05,0,0.0096
6.30E-05,0,0.0048
6.31E-05,0,0.0096
6.31E-05,0,0.004
6.32E-05,0,0.0064
6.32E-05,0,0.004
6.33E-05,0,0.0056
6.33E-05,0,0.0024
6.34E-05,0,0.004
6.34E-05,0,-0.0016
6.35E-05,0,0.004
6.35E-05,0,-0.0024
6.36E-05,0,0
6.36E-05,0,-0.0024
6.37E-05,0.04,0
6.37E-05,0,-0.0048
6.38E-05,0,0
6.38E-05,0,-0.0048
6.39E-05,0,0
6.39E-05,0,-0.0064
6.40E-05,0,-0.0024
6.40E-05,0,-0.0048
6.41E-05,0,-0.0024
6.41E-05,0,-0.0056
6.42E-05,0,-0.0048
6.42E-05,0,-0.0056
6.43E-05,0,-0.0056
6.43E-05,0,-0.0048
6.44E-05,0,-0.0072
6.44E-05,0,-0.0048
6.45E-05,0,-0.008
6.45E-05,0,-0.0072
6.46E-05,0,-0.008
6.46E-05,0,-0.0072
6.47E-05,0,-0.0056
6.47E-05,0,-0.0088
6.48E-05,0,-0.0064
6.48E-05,0,-0.0064
6.49E-05,0,-0.0064
6.49E-05,0,-0.0048
6.50E-05,0,-0.0048
6.50E-05,0,-0.0056
6.51E-05,0,-0.0048
6.51E-05,0,-0.0016
6.52E-05,0,-0.0048
6.52E-05,0,-0.0048
6.53E-05,0,-0.0024
6.53E-05,0,-0.0024
6.54E-05,0,0.0024
6.54E-05,0,-0.0032
6.55E-05,0,-0.0024
6.55E-05,0,-0.0024
6.56E-05,0,0
6.56E-05,0,-0.0016
6.57E-05,0,0
6.57E-05,0,-0.0016
6.58E-05,0,0
6.58E-05,0,0
6.59E-05,0,0.0032
6.59E-05,0,0.0032
6.60E-05,0.04,0
6.60E-05,0,0.0016
6.61E-05,0,0.0016
6.61E-05,0,0
6.62E-05,0,0.0032
6.62E-05,0,0.0016
6.63E-05,0,0.0016
6.63E-05,0,0
6.64E-05,0,0.0024
6.64E-05,0,0.0032
6.65E-05,0,0.0016
6.65E-05,0,0
6.66E-05,0,0.004
6.66E-05,0,-0.0024
6.67E-05,0,0.0016
6.67E-05,0,0
6.68E-05,0,0
6.68E-05,0,0
6.69E-05,0,0
6.69E-05,0,0
6.70E-05,0,-0.0016
6.70E-05,0,0
6.71E-05,0,-0.0016
6.71E-05,0,-0.0024
6.72E-05,0,0
6.72E-05,0,0
6.73E-05,0,0
6.73E-05,0.04,-0.0024
6.74E-05,0,-0.0024
6.74E-05,0,0
6.75E-05,0,-0.0024
6.75E-05,0,-0.0032
6.76E-05,0,-0.0032
6.76E-05,0,-0.0056
6.77E-05,0,0.0016
6.77E-05,0,-0.008
6.78E-05,0,-0.0048
6.78E-05,0,-0.004
6.79E-05,0,-0.0064
6.79E-05,0,-0.008
6.80E-05,0,-0.0064
6.80E-05,0,-0.0056
6.81E-05,0,-0.0032
6.81E-05,0,-0.0072
6.82E-05,0,-0.0048
6.82E-05,0,-0.0064
6.83E-05,0,-0.0048
6.83E-05,0,-0.0048
6.84E-05,0,-0.0064
6.84E-05,0,-0.0048
6.85E-05,0,-0.0048
6.85E-05,0,-0.0016
6.86E-05,0,-0.0056
6.86E-05,0,-0.0032
6.87E-05,0,-0.0032
6.87E-05,0,-0.0056
6.88E-05,0,-0.0048
6.88E-05,0,0
6.89E-05,0,-0.0048
6.89E-05,0,-0.0024
6.90E-05,0,-0.0024
6.90E-05,0,-0.0032
6.91E-05,0.04,-0.0016
6.91E-05,0,0
6.92E-05,0.04,-0.0024
6.92E-05,0,0
6.93E-05,0,-0.0016
6.93E-05,0,0.0032
6.94E-05,0,0
6.94E-05,0,0.0016
6.95E-05,0,-0.0024
6.95E-05,0,0.0032
6.96E-05,0,-0.0024
6.96E-05,0,0.0048
6.97E-05,0,0
6.97E-05,0,0.0056
6.98E-05,0,0
6.98E-05,0,0.0048
6.99E-05,0,-0.0016
6.99E-05,0,0
7.00E-05,0,0
7.00E-05,0,-0.0048
7.01E-05,0,0.004
7.01E-05,0,-0.004
7.02E-05,0,0.0048
7.02E-05,0,-0.0032
7.03E-05,0,0
7.03E-05,0,-0.0016
7.04E-05,0,-0.0016
7.04E-05,0,0
7.05E-05,0,0.0032
7.05E-05,0,-0.0024
7.06E-05,0,0
7.06E-05,0,0.0032
7.07E-05,0.04,0
7.07E-05,0,0
7.08E-05,0,0
7.08E-05,0,-0.0024
7.09E-05,0,0
7.09E-05,0,0
7.10E-05,0,-0.0024
7.10E-05,0,-0.0024
7.11E-05,0,-0.0016
7.11E-05,0,-0.0056
7.12E-05,0,-0.008
7.12E-05,0,0
7.13E-05,0,-0.0048
7.13E-05,0,-0.0088
7.14E-05,0,0
7.14E-05,0,-0.0096
7.15E-05,0,-0.0032
7.15E-05,0.04,0
7.16E-05,0,-0.0056
7.16E-05,0,-0.0064
7.17E-05,0,-0.0048
7.17E-05,0,0
7.18E-05,0,-0.004
7.18E-05,0,-0.0072
7.19E-05,0,0
7.19E-05,0,-0.0048
7.20E-05,0,-0.0104
7.20E-05,0,0.0024
7.21E-05,0,-0.0016
7.21E-05,0,-0.0056
7.22E-05,0,-0.0024
7.22E-05,0,0
7.23E-05,0,-0.0096
7.23E-05,0,0.004
7.24E-05,0,-0.0056
7.24E-05,0,-0.0024
7.25E-05,0,-0.0032
7.25E-05,0,-0.0016
7.26E-05,0,-0.0024
7.26E-05,0,0.0016
7.27E-05,0,-0.0032
7.27E-05,0,0
7.28E-05,0,0
7.28E-05,0,0
7.29E-05,0,0.0048
7.29E-05,0,-0.0016
7.30E-05,0,0.0016
7.30E-05,0,0.0024
7.31E-05,0,0.0016
7.31E-05,0,0.0064
7.32E-05,0,0.0016
7.32E-05,0,0
7.33E-05,0,0
7.33E-05,0,0.004
7.34E-05,0,0
7.34E-05,0,0
7.35E-05,0,0.0024
7.35E-05,0,-0.0024
7.36E-05,0,0
7.36E-05,0,0
7.37E-05,0,0
7.37E-05,0,0
7.38E-05,0,-0.0024
7.38E-05,0.04,0.0016
7.39E-05,0,0
7.39E-05,0,0.004
7.40E-05,0,-0.0048
7.40E-05,0,0.0024
7.41E-05,0,-0.0032
7.41E-05,0,0.0016
7.42E-05,0,0
7.42E-05,0,0
7.43E-05,0,-0.0056
7.43E-05,0,0
7.44E-05,0,-0.0064
7.44E-05,0,0.0016
7.45E-05,0,-0.0056
7.45E-05,0,-0.0016
7.46E-05,0,-0.0056
7.46E-05,0,-0.0032
7.47E-05,0,-0.0056
7.47E-05,0,-0.0048
7.48E-05,0,-0.0048
7.48E-05,0,-0.0064
7.49E-05,0,-0.0032
7.49E-05,0,-0.0056
7.50E-05,0,-0.0032
7.50E-05,0,-0.0048
7.51E-05,0,-0.0056
7.51E-05,0,-0.0048
7.52E-05,0,-0.0032
7.52E-05,0,-0.004
7.53E-05,0,0
7.53E-05,0,-0.008
7.54E-05,0.04,-0.0024
7.54E-05,0,-0.0056
7.55E-05,0,-0.0024
7.55E-05,0,-0.0032
7.56E-05,0,-0.0048
7.56E-05,0,-0.0048
7.57E-05,0,-0.0048
7.57E-05,0,-0.0016
7.58E-05,0,-0.0064
7.58E-05,0,-0.0024
7.59E-05,0,-0.004
7.59E-05,0,-0.0048
7.60E-05,0,-0.0032
7.60E-05,0,-0.0032
7.61E-05,0,0
7.61E-05,0,-0.0032
7.62E-05,0,0
7.62E-05,0,-0.0024
7.63E-05,0,0
7.63E-05,0,0
7.64E-05,0,0
7.64E-05,0,-0.0016
7.65E-05,0,0.0016
7.65E-05,0,0
7.66E-05,0,0.0032
7.66E-05,0,0
7.67E-05,0,0
7.67E-05,0,-0.0024
7.68E-05,0,0
7.68E-05,0,0
7.69E-05,0,0
7.69E-05,0,0.0016
7.70E-05,0,-0.0016
7.70E-05,0,0
7.71E-05,0,0
7.71E-05,0,0
7.72E-05,0,0
7.72E-05,0,-0.0024
7.73E-05,0,0.0016
7.73E-05,0,0
7.74E-05,0,0.0016
7.74E-05,0,-0.0024
7.75E-05,0,0
7.75E-05,0,-0.0016
7.76E-05,0,0
7.76E-05,0,0.0016
7.77E-05,0,0
7.77E-05,0,-0.0016
7.78E-05,0,0
7.78E-05,0,0
7.79E-05,0,-0.0016
7.79E-05,0,0
7.80E-05,0,0
7.80E-05,0.04,-0.0048
7.81E-05,0,0.0016
7.81E-05,0,-0.004
7.82E-05,0,0
7.82E-05,0,-0.004
7.83E-05,0,0
7.83E-05,0,-0.0056
7.84E-05,0,0
7.84E-05,0,-0.0032
7.85E-05,0,0
7.85E-05,0,-0.0032
7.86E-05,0,0
7.86E-05,0,-0.0032
7.87E-05,0,0.0024
7.87E-05,0,-0.0016
7.88E-05,0,0
7.88E-05,0,-0.0024
7.89E-05,0,0.0032
7.89E-05,0,-0.0016
7.90E-05,0,0.0032
7.90E-05,0,-0.0016
7.91E-05,0,0
7.91E-05,0,-0.0016
7.92E-05,0,-0.0024
7.92E-05,0,0.0016
7.93E-05,0,-0.0024
7.93E-05,0,0
7.94E-05,0,-0.0024
7.94E-05,0,0.0016
7.95E-05,0,-0.0032
7.95E-05,0,0
7.96E-05,0,-0.0024
7.96E-05,0,-0.0016
7.97E-05,0,0
7.97E-05,0,-0.0024
7.98E-05,0,0
7.98E-05,0,-0.0032
7.99E-05,0,0
7.99E-05,0,-0.0032
8.00E-05,0,-0.0024
8.00E-05,0,-0.0016
8.01E-05,0,0
8.01E-05,0,-0.0056
8.02E-05,0,-0.0048
8.02E-05,0,-0.004
8.03E-05,0,-0.0056
8.03E-05,0,-0.0016
8.04E-05,0,-0.008
8.04E-05,0,-0.0088
8.05E-05,0,-0.0072
8.05E-05,0,-0.0056
8.06E-05,0,-0.0112
8.06E-05,0,-0.008
8.07E-05,0,-0.0088
8.07E-05,0,-0.0104
8.08E-05,0,-0.0096
8.08E-05,0,-0.0096
8.09E-05,0,-0.0016
8.09E-05,0,-0.0168
8.10E-05,0,-0.0056
8.10E-05,0,-0.008
8.11E-05,0,-0.0096
8.11E-05,0,-0.0056
8.12E-05,0,-0.0088
8.12E-05,0,-0.0096
8.13E-05,0,-0.0088
8.13E-05,0,-0.0064
8.14E-05,0,-0.008
8.14E-05,0,-0.0064
8.15E-05,0,-0.008
8.15E-05,0,-0.0088
8.16E-05,0,-0.0048
8.16E-05,0,-0.0056
8.17E-05,0,-0.0032
8.17E-05,0,-0.0048
8.18E-05,0,-0.0024
8.18E-05,0,0
8.19E-05,0,0
8.19E-05,0,0.0016
8.20E-05,0,0
8.20E-05,0,0.0032
8.21E-05,0,0.004
8.21E-05,0,0.0048
8.22E-05,0,0.008
8.22E-05,0,0.0048
8.23E-05,0,0.0096
8.23E-05,0,0.0064
8.24E-05,0,0.0104
8.24E-05,0,0.0112
8.25E-05,0,0.0128
8.25E-05,0,0.0104
8.26E-05,0,0.0136
8.26E-05,0,0.0128
8.27E-05,0,0.0152
8.27E-05,0,0.016
8.28E-05,0,0.016
8.28E-05,0,0.0136
8.29E-05,0,0.0168
8.29E-05,0,0.0168
8.30E-05,0,0.0144
8.30E-05,0,0.016
8.31E-05,0,0.016
8.31E-05,0,0.0136
8.32E-05,0,0.0144
8.32E-05,0,0.0152
8.33E-05,0,0.016
8.33E-05,0,0.012
8.34E-05,0,0.0144
8.34E-05,0,0.0104
8.35E-05,0,0.0136
8.35E-05,0,0.0104
8.36E-05,0,0.0104
8.36E-05,0,0.0064
8.37E-05,0,0.0072
8.37E-05,0,0.0056
8.38E-05,0,0.0032
8.38E-05,0.04,0.0032
8.39E-05,0,-0.0024
8.39E-05,0,0
8.40E-05,0,-0.004
8.40E-05,0,-0.0016
8.41E-05,0,-0.0032
8.41E-05,0,-0.0048
8.42E-05,0,-0.0064
8.42E-05,0,-0.0064
8.43E-05,0,-0.0088
8.43E-05,0,-0.0096
8.44E-05,0,-0.0112
8.44E-05,0,-0.0128
8.45E-05,0,-0.0128
8.45E-05,0,-0.0152
8.46E-05,0,-0.0144
8.46E-05,0,-0.0176
8.47E-05,0,-0.0184
8.47E-05,0,-0.016
8.48E-05,0,-0.0208
8.48E-05,0,-0.0152
8.49E-05,0,-0.0168
8.49E-05,0,-0.0216
8.50E-05,0,-0.0184
8.50E-05,0,-0.0184
8.51E-05,0,-0.02
8.51E-05,0,-0.0176
8.52E-05,0,-0.0184
8.52E-05,0.04,-0.0184
8.53E-05,0,-0.016
8.53E-05,0,-0.0136
8.54E-05,0,-0.0168
8.54E-05,0,-0.0184
8.55E-05,0,-0.012
8.55E-05,0,-0.0144
8.56E-05,0,-0.0128
8.56E-05,0,-0.0104
8.57E-05,0,-0.012
8.57E-05,0,-0.0072
8.58E-05,0,-0.0128
8.58E-05,0,-0.0064
8.59E-05,0,-0.0064
8.59E-05,0,-0.0056
8.60E-05,0,-0.012
8.60E-05,0,-0.0048
8.61E-05,0,-0.0088
8.61E-05,0,-0.0088
8.62E-05,0,-0.0064
8.62E-05,0.04,-0.0096
8.63E-05,0,-0.012
8.63E-05,0,-0.0016
8.64E-05,0,-0.012
8.64E-05,0.04,-0.0088
8.65E-05,0,-0.0048
8.65E-05,0,-0.008
8.66E-05,0,-0.0128
8.66E-05,0,-0.0016
8.67E-05,0,-0.008
8.67E-05,0,-0.0088
8.68E-05,0,-0.0064
8.68E-05,0,-0.0056
8.69E-05,0,-0.008
8.69E-05,0,-0.008
8.70E-05,0.04,-0.008
8.70E-05,0,-0.008
8.71E-05,0,-0.0088
8.71E-05,0,-0.0096
8.72E-05,0,-0.0088
8.72E-05,0,-0.0088
8.73E-05,0,-0.0096
8.73E-05,0,-0.0088
8.74E-05,0,-0.0088
8.74E-05,0,-0.008
8.75E-05,0,-0.0072
8.75E-05,0,-0.0056
8.76E-05,0,-0.0064
8.76E-05,0,-0.0056
8.77E-05,0,-0.0048
8.77E-05,0,-0.0048
8.78E-05,0,-0.0024
8.78E-05,0,-0.0032
8.79E-05,0,0
8.79E-05,0,-0.0016
8.80E-05,0,0.004
8.80E-05,0,0.0016
8.81E-05,0,0.0056
8.81E-05,0.04,0.0064
8.82E-05,0,0.0064
8.82E-05,0,0.0088
8.83E-05,0,0.0112
8.83E-05,0,0.0112
8.84E-05,0,0.0136
8.84E-05,0,0.016
8.85E-05,0,0.0168
8.85E-05,0.04,0.0168
8.86E-05,0,0.0208
8.86E-05,0,0.0208
8.87E-05,0,0.0248
8.87E-05,0.04,0.024
8.88E-05,0,0.0296
8.88E-05,0,0.0296
8.89E-05,0,0.032
8.89E-05,0.04,0.0328
8.90E-05,0,0.0328
8.90E-05,0,0.0368
8.91E-05,0,0.036
8.91E-05,0,0.0384
8.92E-05,0,0.0368
8.92E-05,0,0.0392
8.93E-05,0,0.0368
8.93E-05,0,0.0392
8.94E-05,0,0.0368
8.94E-05,0,0.0376
8.95E-05,0,0.0368
8.95E-05,0,0.0368
8.96E-05,0,0.0336
8.96E-05,0,0.0344
8.97E-05,0,0.0328
8.97E-05,0,0.032
8.98E-05,0,0.0296
8.98E-05,0,0.0296
8.99E-05,0,0.0264
8.99E-05,0,0.0264
9.00E-05,0,0.0208
9.00E-05,0,0.0232
9.01E-05,0,0.02
9.01E-05,0.04,0.0152
9.02E-05,0,0.0136
9.02E-05,0,0.0128
9.03E-05,0,0.0072
9.03E-05,0,0.004
9.04E-05,0,0.0016
9.04E-05,0,-0.0024
9.05E-05,0,-0.0048
9.05E-05,0,-0.0088
9.06E-05,0,-0.0152
9.06E-05,0,-0.0128
9.07E-05,0,-0.0224
9.07E-05,0,-0.0216
9.08E-05,0,-0.0304
9.08E-05,0,-0.0272
9.09E-05,0,-0.036
9.09E-05,0,-0.032
9.10E-05,0,-0.0432
9.10E-05,0.04,-0.0384
9.11E-05,0,-0.044
9.11E-05,0,-0.0464
9.12E-05,0,-0.0472
9.12E-05,0,-0.0496
9.13E-05,0,-0.0504
9.13E-05,0,-0.0528
9.14E-05,0,-0.0536
9.14E-05,0,-0.0544
9.15E-05,0,-0.0544
9.15E-05,0,-0.0568
9.16E-05,0,-0.056
9.16E-05,0,-0.056
9.17E-05,0,-0.056
9.17E-05,0,-0.0544
9.18E-05,0,-0.0552
9.18E-05,0,-0.0504
9.19E-05,0,-0.0512
9.19E-05,0,-0.0472
9.20E-05,0,-0.0488
9.20E-05,0,-0.0408
9.21E-05,0,-0.0424
9.21E-05,0,-0.0352
9.22E-05,0,-0.0344
9.22E-05,0,-0.0296
9.23E-05,0,-0.0256
9.23E-05,0,-0.0232
9.24E-05,0,-0.0176
9.24E-05,0,-0.0152
9.25E-05,0,-0.0088
9.25E-05,0,-0.0088
9.26E-05,0,-0.0024
9.26E-05,0,0
9.27E-05,0,0.004
9.27E-05,0,0.008
9.28E-05,0,0.0088
9.28E-05,0,0.0136
9.29E-05,0,0.016
9.29E-05,0,0.0184
9.30E-05,0,0.0208
9.30E-05,0,0.0232
9.31E-05,0.04,0.0264
9.31E-05,0,0.0264
9.32E-05,0,0.032
9.32E-05,0,0.0304
9.33E-05,0,0.0352
9.33E-05,0,0.0336
9.34E-05,0,0.0352
9.34E-05,0,0.036
9.35E-05,0,0.0368
9.35E-05,0,0.036
9.36E-05,0,0.0352
9.36E-05,0,0.036
9.37E-05,0,0.0336
9.37E-05,0,0.0328
9.38E-05,0,0.0304
9.38E-05,0,0.028
9.39E-05,0,0.0272
9.39E-05,0,0.0232
9.40E-05,0,0.0192
9.40E-05,0,0.0176
9.41E-05,0,0.0168
9.41E-05,0,0.0104
9.42E-05,0,0.0104
9.42E-05,0,0.0048
9.43E-05,0,0.0064
9.43E-05,0,0
9.44E-05,0,0
9.44E-05,0,-0.0056
9.45E-05,0,-0.0032
9.45E-05,0,-0.0088
9.46E-05,0,-0.0096
9.46E-05,0,-0.012
9.47E-05,0,-0.0088
9.47E-05,0,-0.0184
9.48E-05,0,-0.0128
9.48E-05,0,-0.0192
9.49E-05,0,-0.0136
9.49E-05,0,-0.024
9.50E-05,0,-0.0168
9.50E-05,0,-0.0248
9.51E-05,0,-0.016
9.51E-05,0,-0.0248
9.52E-05,0,-0.0192
9.52E-05,0,-0.0216
9.53E-05,0,-0.0184
9.53E-05,0,-0.0176
9.54E-05,0,-0.016
9.54E-05,0,-0.0128
9.55E-05,0,-0.0128
9.55E-05,0,-0.0104
9.56E-05,0,-0.008
9.56E-05,0,-0.0024
9.57E-05,0,0
9.57E-05,0,0.0032
9.58E-05,0,0.0064
9.58E-05,0,0.008
9.59E-05,0,0.0144
9.59E-05,0,0.0096
9.60E-05,0,0.02
9.60E-05,0,0.0192
9.61E-05,0,0.0216
9.61E-05,0,0.02
9.62E-05,0,0.0248
9.62E-05,0,0.0264
9.63E-05,0,0.024
9.63E-05,0,0.0256
9.64E-05,0,0.0264
9.64E-05,0,0.0264
9.65E-05,0,0.032
9.65E-05,0,0.0224
9.66E-05,0,0.0288
9.66E-05,0,0.0256
9.67E-05,0,0.0288
9.67E-05,0,0.0232
9.68E-05,0,0.0256
9.68E-05,0,0.0224
9.69E-05,0,0.0264
9.69E-05,0,0.0168
9.70E-05,0,0.0184
9.70E-05,0,0.0168
9.71E-05,0,0.0112
9.71E-05,0,0.0136
9.72E-05,0,0.0056
9.72E-05,0,0.004
9.73E-05,0,0
9.73E-05,0,0
9.74E-05,0,-0.0088
