time,ch1,ch2,
4.99E-05,-0.72,-0.02,
5.00E-05,-0.72,-0.024,
5.00E-05,-0.68,-0.02,
5.01E-05,-0.68,-0.02,
5.01E-05,-0.64,-0.022,
5.02E-05,-0.64,-0.028,
5.02E-05,-0.64,-0.014,
5.03E-05,-0.6,-0.02,
5.03E-05,-0.56,-0.024,
5.04E-05,-0.52,-0.014,
5.04E-05,-0.48,-0.022,
5.05E-05,-0.44,-0.016,
5.05E-05,-0.36,-0.016,
5.06E-05,-0.32,-0.016,
5.06E-05,-0.24,-0.014,
5.07E-05,-0.16,0,
0.0000507,-0.12,-0.016,
5.08E-05,-0.08,-0.006,
5.08E-05,0,0.002,
5.09E-05,0.12,-0.004,
5.09E-05,0.2,-0.002,
5.10E-05,0.24,0.012,
5.10E-05,0.36,0.004,
5.11E-05,0.44,0.008,
5.11E-05,0.52,0.012,
5.12E-05,0.64,0.008,
5.12E-05,0.72,0.016,
5.13E-05,0.8,0.012,
5.13E-05,0.88,0.02,
5.14E-05,0.96,0.016,
5.14E-05,1.04,0.028,
5.15E-05,1.16,0.02,
5.15E-05,1.24,0.032,
5.16E-05,1.32,0.024,
5.16E-05,1.36,0.034,
5.17E-05,1.44,0.034,
5.17E-05,1.52,0.036,
5.18E-05,1.56,0.036,
5.18E-05,1.64,0.042,
5.19E-05,1.68,0.038,
5.19E-05,1.72,0.044,
5.20E-05,1.76,0.048,
5.20E-05,1.76,0.044,
5.21E-05,1.8,0.048,
5.21E-05,1.84,0.048,
5.22E-05,1.8,0.044,
5.22E-05,1.84,0.048,
5.23E-05,1.8,0.05,
5.23E-05,1.8,0.046,
5.24E-05,1.8,0.048,
5.24E-05,1.76,0.044,
5.25E-05,1.68,0.044,
5.25E-05,1.64,0.044,
5.26E-05,1.6,0.044,
5.26E-05,1.52,0.034,
5.27E-05,1.44,0.05,
5.27E-05,1.36,0.034,
5.28E-05,1.28,0.04,
5.28E-05,1.16,0.042,
5.29E-05,1.04,0.004,
5.29E-05,0.96,0.056,
5.30E-05,0.84,0.01,
5.30E-05,0.72,0.034,
5.31E-05,0.56,0.026,
5.31E-05,0.44,0.018,
5.32E-05,0.32,0.012,
5.32E-05,0.16,0.024,
5.33E-05,0.04,0.002,
5.33E-05,-0.12,0.014,
5.34E-05,-0.24,-0.004,
5.34E-05,-0.4,0,
5.35E-05,-0.56,-0.008,
5.35E-05,-0.64,-0.004,
5.36E-05,-0.8,-0.02,
5.36E-05,-0.96,-0.006,
5.37E-05,-1.08,-0.03,
5.37E-05,-1.2,-0.022,
5.38E-05,-1.36,-0.028,
5.38E-05,-1.48,-0.03,
5.39E-05,-1.6,-0.032,
5.39E-05,-1.72,-0.038,
5.40E-05,-1.8,-0.044,
5.40E-05,-1.88,-0.04,
5.41E-05,-2,-0.04,
5.41E-05,-2.08,-0.052,
5.42E-05,-2.16,-0.048,
5.42E-05,-2.2,-0.052,
5.43E-05,-2.24,-0.056,
5.43E-05,-2.32,-0.052,
5.44E-05,-2.36,-0.054,
5.44E-05,-2.4,-0.062,
5.45E-05,-2.4,-0.06,
5.45E-05,-2.4,-0.062,
5.46E-05,-2.4,-0.062,
5.46E-05,-2.36,-0.062,
5.47E-05,-2.36,-0.062,
5.47E-05,-2.32,-0.062,
5.48E-05,-2.28,-0.064,
5.48E-05,-2.2,-0.062,
5.49E-05,-2.16,-0.062,
5.49E-05,-2.08,-0.062,
5.50E-05,-2,-0.06,
5.50E-05,-1.92,-0.064,
5.51E-05,-1.8,-0.044,
5.51E-05,-1.72,-0.068,
5.52E-05,-1.6,-0.036,
5.52E-05,-1.48,-0.054,
5.53E-05,-1.36,-0.054,
5.53E-05,-1.24,-0.036,
5.54E-05,-1.08,-0.052,
5.54E-05,-0.96,-0.038,
5.55E-05,-0.8,-0.032,
5.55E-05,-0.72,-0.036,
5.56E-05,-0.56,-0.032,
5.56E-05,-0.4,-0.022,
5.57E-05,-0.24,-0.024,
5.57E-05,-0.12,-0.02,
5.58E-05,0.04,-0.018,
5.58E-05,0.16,-0.02,
5.59E-05,0.32,-0.01,
5.59E-05,0.44,-0.01,
5.60E-05,0.56,-0.008,
5.60E-05,0.72,0,
5.61E-05,0.84,-0.004,
5.61E-05,0.96,0.004,
5.62E-05,1.08,0.004,
5.62E-05,1.16,0.012,
5.63E-05,1.28,0.012,
5.63E-05,1.36,0.02,
5.64E-05,1.44,0.016,
5.64E-05,1.52,0.024,
5.65E-05,1.6,0.028,
5.65E-05,1.64,0.024,
5.66E-05,1.72,0.032,
5.66E-05,1.76,0.028,
5.67E-05,1.8,0.032,
5.67E-05,1.84,0.034,
5.68E-05,1.84,0.036,
5.68E-05,1.84,0.034,
5.69E-05,1.84,0.04,
5.69E-05,1.84,0.034,
5.70E-05,1.84,0.034,
5.70E-05,1.8,0.04,
5.71E-05,1.8,0.036,
5.71E-05,1.76,0.04,
5.72E-05,1.72,0.036,
5.72E-05,1.64,0.04,
5.73E-05,1.6,0.038,
5.73E-05,1.52,0.048,
5.74E-05,1.48,0.02,
5.74E-05,1.44,0.064,
5.75E-05,1.32,0.012,
5.75E-05,1.28,0.044,
5.76E-05,1.16,0.05,
5.76E-05,1.08,0.016,
5.77E-05,0.96,0.052,
5.77E-05,0.88,0.028,
5.78E-05,0.84,0.026,
5.78E-05,0.72,0.036,
5.79E-05,0.64,0.034,
5.79E-05,0.56,0.012,
5.80E-05,0.48,0.04,
5.80E-05,0.36,0.012,
5.81E-05,0.28,0.028,
5.81E-05,0.2,0.024,
5.82E-05,0.08,0.018,
5.82E-05,0.04,0.016,
5.83E-05,-0.04,0.022,
5.83E-05,-0.12,0.006,
5.84E-05,-0.16,0.018,
5.84E-05,-0.24,0.01,
5.85E-05,-0.32,0.008,
5.85E-05,-0.4,0.004,
5.86E-05,-0.44,0.008,
5.86E-05,-0.48,0.002,
5.87E-05,-0.52,0.008,
5.87E-05,-0.56,0,
5.88E-05,-0.6,-0.006,
5.88E-05,-0.64,0.004,
5.89E-05,-0.68,-0.004,
5.89E-05,-0.68,0,
5.90E-05,-0.72,-0.006,
5.90E-05,-0.76,-0.008,
5.91E-05,-0.72,-0.006,
5.91E-05,-0.76,-0.01,
5.92E-05,-0.76,-0.006,
5.92E-05,-0.72,-0.014,
5.93E-05,-0.72,-0.01,
5.93E-05,-0.72,-0.016,
5.94E-05,-0.72,-0.014,
5.94E-05,-0.72,-0.016,
5.95E-05,-0.68,-0.014,
5.95E-05,-0.64,-0.012,
5.96E-05,-0.64,-0.022,
5.96E-05,-0.6,-0.012,
5.97E-05,-0.56,-0.022,
5.97E-05,-0.56,-0.018,
5.98E-05,-0.52,-0.016,
5.98E-05,-0.48,-0.024,
5.99E-05,-0.44,-0.02,
5.99E-05,-0.44,-0.024,
6.00E-05,-0.4,-0.014,
6.00E-05,-0.4,-0.022,
6.01E-05,-0.32,-0.02,
6.01E-05,-0.32,-0.022,
6.02E-05,-0.28,-0.016,
6.02E-05,-0.24,-0.026,
6.03E-05,-0.2,-0.008,
6.03E-05,-0.16,-0.024,
6.04E-05,-0.16,-0.014,
6.04E-05,-0.12,-0.02,
6.05E-05,-0.12,-0.012,
6.05E-05,-0.08,-0.022,
6.06E-05,-0.08,-0.014,
6.06E-05,0,-0.022,
6.07E-05,0,-0.016,
6.07E-05,0,-0.02,
6.08E-05,0.04,-0.012,
6.08E-05,0.04,-0.016,
6.09E-05,0.04,-0.012,
6.09E-05,0.04,-0.014,
6.10E-05,0.08,-0.014,
6.10E-05,0.08,-0.012,
6.11E-05,0.08,-0.006,
6.11E-05,0.08,-0.014,
6.12E-05,0.08,-0.008,
6.12E-05,0.12,-0.012,
6.13E-05,0.12,-0.004,
6.13E-05,0.08,-0.01,
6.14E-05,0.12,-0.006,
6.14E-05,0.08,-0.012,
6.15E-05,0.12,-0.002,
6.15E-05,0.08,-0.01,
6.16E-05,0.12,0,
6.16E-05,0.08,-0.006,
6.17E-05,0.08,-0.004,
6.17E-05,0.08,0,
6.18E-05,0.08,-0.004,
6.18E-05,0.08,-0.004,
6.19E-05,0.08,0.004,
6.19E-05,0.08,0,
6.20E-05,0.08,0.002,
6.20E-05,0.08,0.002,
6.21E-05,0.08,0.006,
6.21E-05,0.04,0,
6.22E-05,0.04,0.01,
6.22E-05,0.04,0,
6.23E-05,0.04,0.008,
6.23E-05,0.04,0.006,
6.24E-05,0.04,0.008,
6.24E-05,0.04,0.008,
6.25E-05,0.04,0.004,
6.25E-05,0.04,0.006,
6.26E-05,0.04,0.004,
6.26E-05,0,0.01,
6.27E-05,0,0.004,
6.27E-05,0,0.006,
6.28E-05,0,0.004,
6.28E-05,0,0.006,
6.29E-05,0,0.008,
6.29E-05,0,0.006,
6.30E-05,0,0.004,
6.30E-05,0,0.008,
6.31E-05,0,0.002,
6.31E-05,0,0.008,
6.32E-05,0,0.002,
6.32E-05,0,0.01,
6.33E-05,0,0,
6.33E-05,0,0.008,
6.34E-05,0,-0.002,
6.34E-05,0,0.008,
6.35E-05,0,-0.004,
6.35E-05,0,0.006,
6.36E-05,0,-0.004,
6.36E-05,0,0.002,
6.37E-05,0,0,
6.37E-05,0,-0.002,
6.38E-05,0,-0.008,
6.38E-05,0,-0.004,
6.39E-05,0,-0.006,
6.39E-05,0,-0.004,
6.40E-05,0,-0.002,
6.40E-05,0,-0.004,
6.41E-05,0,-0.008,
6.41E-05,0,-0.004,
6.42E-05,0,-0.008,
6.42E-05,0,-0.004,
6.43E-05,0,-0.006,
6.43E-05,0,-0.002,
6.44E-05,0,-0.008,
6.44E-05,0,-0.002,
6.45E-05,0,-0.008,
6.45E-05,0,-0.004,
6.46E-05,0,-0.006,
6.46E-05,0,-0.006,
6.47E-05,0,-0.008,
6.47E-05,0,-0.004,
6.48E-05,0,-0.008,
6.48E-05,0,-0.004,
6.49E-05,0,-0.012,
6.49E-05,0,-0.006,
6.50E-05,0,-0.01,
6.50E-05,0,-0.006,
6.51E-05,0,-0.006,
6.51E-05,0,-0.006,
6.52E-05,0,-0.006,
6.52E-05,0,-0.014,
6.53E-05,0,0.002,
6.53E-05,0,0.004,
6.54E-05,0,-0.014,
6.54E-05,0,0.004,
6.55E-05,0,-0.004,
6.55E-05,0,0.002,
6.56E-05,0,0,
6.56E-05,0,0.002,
6.57E-05,0,-0.002,
6.57E-05,0,0.01,
6.58E-05,0,-0.012,
6.58E-05,0,0.006,
6.59E-05,0,0.006,
6.59E-05,0,-0.002,
6.60E-05,0,-0.004,
6.60E-05,0,0.01,
6.61E-05,0,-0.004,
6.61E-05,0,0.002,
6.62E-05,0,0,
6.62E-05,0,0.002,
6.63E-05,0,0,
6.63E-05,0,0.004,
6.64E-05,0,0.004,
6.64E-05,0,0.004,
6.65E-05,0,0,
6.65E-05,0,0.004,
6.66E-05,0,0.002,
6.66E-05,0,0.004,
6.67E-05,0,0,
6.67E-05,0,0.004,
6.68E-05,0,-0.006,
6.68E-05,0,0.008,
6.69E-05,0,0,
6.69E-05,0,0,
6.70E-05,0,0.002,
6.70E-05,0,0,
6.71E-05,0,0,
6.71E-05,0,0.002,
6.72E-05,0,-0.002,
6.72E-05,0,0,
6.73E-05,0,-0.004,
6.73E-05,0,-0.004,
6.74E-05,0,-0.004,
6.74E-05,0,-0.006,
6.75E-05,0,-0.002,
6.75E-05,0,-0.006,
6.76E-05,0,-0.004,
6.76E-05,0,-0.006,
6.77E-05,0,-0.004,
6.77E-05,0,-0.004,
6.78E-05,0,-0.008,
6.78E-05,0,0,
6.79E-05,0,-0.008,
6.79E-05,0,-0.004,
6.80E-05,0,-0.006,
6.80E-05,0,-0.004,
6.81E-05,0,-0.006,
6.81E-05,0,-0.004,
6.82E-05,0,-0.008,
6.82E-05,0,-0.004,
6.83E-05,0,-0.006,
6.83E-05,0,-0.006,
6.84E-05,0,-0.008,
6.84E-05,0,-0.004,
6.85E-05,0,-0.006,
6.85E-05,0,-0.006,
6.86E-05,0,-0.006,
6.86E-05,0,-0.004,
6.87E-05,0,-0.006,
6.87E-05,0,0,
6.88E-05,0.04,-0.006,
6.88E-05,0,0,
6.89E-05,0,-0.004,
6.89E-05,0,0,
6.90E-05,0,-0.004,
6.90E-05,0,0.002,
6.91E-05,0,-0.004,
6.91E-05,0,0.002,
6.92E-05,0,-0.004,
6.92E-05,0,0,
6.93E-05,0,0,
6.93E-05,0,0,
6.94E-05,0,0,
6.94E-05,0,0.002,
6.95E-05,0,0,
6.95E-05,0,0.002,
6.96E-05,0,0,
6.96E-05,0,0.002,
6.97E-05,0,0,
6.97E-05,0.04,0.002,
6.98E-05,0,0,
6.98E-05,0,0.004,
6.99E-05,0,0.002,
6.99E-05,0,0.002,
7.00E-05,0,0,
7.00E-05,0,0.002,
7.01E-05,0,0.002,
7.01E-05,0,0.002,
7.02E-05,0,0.002,
7.02E-05,0,0.002,
7.03E-05,0,0.002,
7.03E-05,0,0.002,
7.04E-05,0,0.002,
7.04E-05,0,0,
7.05E-05,0,0.002,
7.05E-05,0,0,
7.06E-05,0,-0.002,
7.06E-05,0,0,
7.07E-05,0,-0.004,
7.07E-05,0,0,
7.08E-05,0,-0.004,
7.08E-05,0,-0.002,
7.09E-05,0,-0.002,
7.09E-05,0,-0.004,
7.10E-05,0,-0.004,
7.10E-05,0,-0.004,
7.11E-05,0,-0.004,
7.11E-05,0,-0.004,
7.12E-05,0,-0.004,
7.12E-05,0,0,
7.13E-05,0,-0.006,
7.13E-05,0,-0.002,
7.14E-05,0,-0.006,
7.14E-05,0,0,
7.15E-05,0,-0.006,
7.15E-05,0,-0.004,
7.16E-05,0,-0.006,
7.16E-05,0,-0.004,
7.17E-05,0,-0.006,
7.17E-05,0,-0.004,
7.18E-05,0,-0.006,
7.18E-05,0,-0.006,
7.19E-05,0,-0.006,
7.19E-05,0,-0.006,
7.20E-05,0,-0.006,
7.20E-05,0,-0.006,
7.21E-05,0,-0.004,
7.21E-05,0,-0.004,
7.22E-05,0,-0.006,
7.22E-05,0.04,-0.004,
7.23E-05,0,-0.004,
7.23E-05,0,0,
7.24E-05,0,-0.004,
7.24E-05,0,0,
7.25E-05,0,0,
7.25E-05,0,-0.004,
7.26E-05,0,-0.002,
7.26E-05,0,0,
7.27E-05,0,-0.002,
7.27E-05,0,0.002,
7.28E-05,0,-0.004,
7.28E-05,0,0.002,
7.29E-05,0,-0.002,
7.29E-05,0,0,
7.30E-05,0,0,
7.30E-05,0,0,
7.31E-05,0,0,
7.31E-05,0,0.002,
7.32E-05,0,0,
7.32E-05,0,0.004,
7.33E-05,0,0,
7.33E-05,0,0.002,
7.34E-05,0,0,
7.34E-05,0,0.004,
7.35E-05,0,0,
7.35E-05,0,0.004,
7.36E-05,0,0.002,
7.36E-05,0,0.002,
7.37E-05,0,0.002,
7.37E-05,0,0,
7.38E-05,0,0.002,
7.38E-05,0,0,
7.39E-05,0,0.002,
7.39E-05,0,0,
7.40E-05,0,0,
7.40E-05,0,0,
7.41E-05,0,-0.002,
7.41E-05,0,0,
7.42E-05,0,-0.002,
7.42E-05,0,0,
7.43E-05,0,0,
7.43E-05,0,-0.002,
7.44E-05,0,0,
7.44E-05,0,0,
7.45E-05,0,0,
7.45E-05,0,-0.004,
7.46E-05,0,0,
7.46E-05,0,-0.002,
7.47E-05,0,-0.004,
7.47E-05,0,-0.004,
7.48E-05,0,-0.002,
7.48E-05,0,-0.006,
7.49E-05,0,0.008,
7.49E-05,0,-0.016,
7.50E-05,0,-0.004,
7.50E-05,0,0.002,
7.51E-05,0,-0.012,
7.51E-05,0,-0.004,
7.52E-05,0,-0.004,
7.52E-05,0,-0.006,
7.53E-05,0,-0.006,
7.53E-05,0,-0.004,
7.54E-05,0,-0.008,
7.54E-05,0,-0.004,
7.55E-05,0,-0.006,
7.55E-05,0,-0.006,
7.56E-05,0,-0.002,
7.56E-05,0,-0.004,
7.57E-05,0,-0.006,
7.57E-05,0,-0.004,
7.58E-05,0,-0.006,
7.58E-05,0,-0.004,
7.59E-05,0,-0.004,
7.59E-05,0,-0.004,
7.60E-05,0,-0.006,
7.60E-05,0,-0.002,
7.61E-05,0,-0.004,
7.61E-05,0,-0.002,
7.62E-05,0,-0.004,
7.62E-05,0,-0.002,
7.63E-05,0,-0.002,
7.63E-05,0,0,
7.64E-05,0,-0.004,
7.64E-05,0,0,
7.65E-05,0,-0.004,
7.65E-05,0,0.002,
7.66E-05,0,0,
7.66E-05,0,0.002,
7.67E-05,0,0,
7.67E-05,0,0.002,
7.68E-05,0,0,
7.68E-05,0,0.002,
7.69E-05,0,0,
7.69E-05,0,0,
7.70E-05,0,0,
7.70E-05,0,0.002,
7.71E-05,0,0.002,
7.71E-05,0,0,
7.72E-05,0,0,
7.72E-05,0,0,
7.73E-05,0,0.006,
7.73E-05,0,-0.004,
7.74E-05,0,0.004,
7.74E-05,0,0,
7.75E-05,0,0,
7.75E-05,0,0.002,
7.76E-05,0,-0.004,
7.76E-05,0,0.002,
7.77E-05,0,-0.004,
7.77E-05,0,0.004,
7.78E-05,0,-0.008,
7.78E-05,0,0.004,
7.79E-05,0,-0.006,
7.79E-05,0,0.002,
7.80E-05,0,-0.008,
7.80E-05,0,0.002,
7.81E-05,0,-0.004,
7.81E-05,0,0,
7.82E-05,0,-0.006,
7.82E-05,0,0,
7.83E-05,0,-0.004,
7.83E-05,0,0,
7.84E-05,0,0,
7.84E-05,0,-0.002,
7.85E-05,0,0,
7.85E-05,0,-0.004,
7.86E-05,0,-0.004,
7.86E-05,0,-0.002,
7.87E-05,0,0,
7.87E-05,0,0,
7.88E-05,0,-0.006,
7.88E-05,0,0,
7.89E-05,0,-0.004,
7.89E-05,0,0,
7.90E-05,0,0,
7.90E-05,0,-0.004,
7.91E-05,0,0,
7.91E-05,0,0,
7.92E-05,0,0,
7.92E-05,0,0,
7.93E-05,0,0,
7.93E-05,0,-0.004,
7.94E-05,0,0,
7.94E-05,0,0,
7.95E-05,0,-0.002,
7.95E-05,0,0,
7.96E-05,0,-0.004,
7.96E-05,0,0,
7.97E-05,0,-0.002,
7.97E-05,0,-0.002,
7.98E-05,0,-0.002,
7.98E-05,0,-0.004,
7.99E-05,0,-0.002,
7.99E-05,0,-0.004,
8.00E-05,0,-0.004,
8.00E-05,0,0,
8.01E-05,0,-0.008,
8.01E-05,0,0,
8.02E-05,0,-0.012,
8.02E-05,0,-0.002,
8.03E-05,0,0,
8.03E-05,0,-0.006,
8.04E-05,0,-0.012,
8.04E-05,0.04,0,
8.05E-05,0,-0.012,
8.05E-05,0,-0.006,
8.06E-05,0,-0.008,
8.06E-05,0,-0.012,
8.07E-05,0,-0.012,
8.07E-05,0,0,
8.08E-05,0,-0.006,
8.08E-05,0,-0.014,
8.09E-05,0,0,
8.09E-05,0,-0.014,
8.10E-05,0,-0.012,
8.10E-05,0,-0.006,
8.11E-05,0,-0.006,
8.11E-05,0,-0.01,
8.12E-05,0,-0.006,
8.12E-05,0,-0.006,
8.13E-05,0,-0.012,
8.13E-05,0,-0.004,
8.14E-05,0,-0.008,
8.14E-05,0,-0.008,
8.15E-05,0,-0.006,
8.15E-05,0,-0.004,
8.16E-05,0,-0.006,
8.16E-05,0.04,-0.002,
8.17E-05,0,-0.006,
8.17E-05,0.04,-0.004,
8.18E-05,0,-0.004,
8.18E-05,0,0,
8.19E-05,0,0.002,
8.19E-05,0,0.002,
8.20E-05,0.04,0.002,
8.20E-05,0,0.006,
8.21E-05,0,0.004,
8.21E-05,0,0.004,
8.22E-05,0,0.004,
8.22E-05,0,0.01,
8.23E-05,0,0.002,
8.23E-05,0,0.01,
8.24E-05,0,0.006,
8.24E-05,0,0.014,
8.25E-05,0,0.008,
8.25E-05,0,0.012,
8.26E-05,0,0.004,
8.26E-05,0,0.016,
8.27E-05,0,0.014,
8.27E-05,0,0.012,
8.28E-05,0,0.006,
8.28E-05,0,0.016,
8.29E-05,0,0.016,
8.29E-05,0,0.016,
8.30E-05,0,0.01,
8.30E-05,0,0.012,
8.31E-05,0,0.012,
8.31E-05,0,0.016,
8.32E-05,0,0.016,
8.32E-05,0,0.012,
8.33E-05,0,0.012,
8.33E-05,0,0.01,
8.34E-05,0,0.008,
8.34E-05,0,0.01,
8.35E-05,0,0.012,
8.35E-05,0,0.01,
8.36E-05,0,0.006,
8.36E-05,0,0.006,
8.37E-05,0,0.004,
8.37E-05,0,0.004,
8.38E-05,0,0.004,
8.38E-05,0.04,0,
8.39E-05,0,0.002,
8.39E-05,0,0,
8.40E-05,0.04,0,
8.40E-05,0,0,
8.41E-05,0,-0.006,
8.41E-05,0,-0.006,
8.42E-05,0,-0.012,
8.42E-05,0,-0.004,
8.43E-05,0,-0.008,
8.43E-05,0,-0.008,
8.44E-05,0,-0.014,
8.44E-05,0,-0.012,
8.45E-05,0,-0.006,
8.45E-05,0,-0.014,
8.46E-05,0,-0.012,
8.46E-05,0,-0.014,
8.47E-05,0,-0.016,
8.47E-05,0,-0.012,
8.48E-05,0,-0.016,
8.48E-05,0,-0.014,
8.49E-05,0,-0.022,
8.49E-05,0,-0.016,
8.50E-05,0,-0.024,
8.50E-05,0,-0.012,
8.51E-05,0,-0.022,
8.51E-05,0,-0.014,
8.52E-05,0,-0.022,
8.52E-05,0,-0.014,
8.53E-05,0,-0.016,
8.53E-05,0,-0.014,
8.54E-05,0,-0.016,
8.54E-05,0,-0.014,
8.55E-05,0,-0.014,
8.55E-05,0,-0.012,
8.56E-05,0,-0.008,
8.56E-05,0,-0.01,
8.57E-05,0,-0.01,
8.57E-05,0,-0.01,
8.58E-05,0,-0.012,
8.58E-05,0,-0.008,
8.59E-05,0,-0.008,
8.59E-05,0,-0.008,
8.60E-05,0,-0.01,
8.60E-05,0,-0.006,
8.61E-05,0,-0.01,
8.61E-05,0,-0.006,
8.62E-05,0,-0.008,
8.62E-05,0,-0.008,
8.63E-05,0,-0.008,
8.63E-05,0,-0.008,
8.64E-05,0,-0.006,
8.64E-05,0,-0.006,
8.65E-05,0,-0.008,
8.65E-05,0,-0.01,
8.66E-05,0,-0.006,
8.66E-05,0,-0.008,
8.67E-05,0,-0.004,
8.67E-05,0,-0.008,
8.68E-05,0,-0.008,
8.68E-05,0,-0.006,
8.69E-05,0,-0.006,
8.69E-05,0,-0.008,
8.70E-05,0,-0.008,
8.70E-05,0,-0.008,
8.71E-05,0,-0.012,
8.71E-05,0,-0.008,
8.72E-05,0,-0.012,
8.72E-05,0,-0.008,
8.73E-05,0,-0.012,
8.73E-05,0,-0.01,
8.74E-05,0,-0.014,
8.74E-05,0,-0.008,
8.75E-05,0,-0.01,
8.75E-05,0,-0.008,
8.76E-05,0,-0.012,
8.76E-05,0,-0.006,
8.77E-05,0,-0.006,
8.77E-05,0,-0.004,
8.78E-05,0,-0.006,
8.78E-05,0,-0.006,
8.79E-05,0,0,
8.79E-05,0,-0.002,
8.80E-05,0,0.002,
8.80E-05,0,0,
8.81E-05,0,0.002,
8.81E-05,0,0.002,
8.82E-05,0,0.004,
8.82E-05,0,0.008,
8.83E-05,0,0.01,
8.83E-05,0,0.01,
8.84E-05,0,0.01,
8.84E-05,0,0.012,
8.85E-05,0,0.016,
8.85E-05,0,0.016,
8.86E-05,0,0.016,
8.86E-05,0,0.026,
8.87E-05,0,0.02,
8.87E-05,0,0.032,
8.88E-05,0,0.02,
8.88E-05,0,0.032,
8.89E-05,0,0.028,
8.89E-05,0,0.032,
8.90E-05,0,0.03,
8.90E-05,0,0.032,
8.91E-05,0,0.034,
8.91E-05,0,0.036,
8.92E-05,0,0.034,
8.92E-05,0,0.04,
8.93E-05,0,0.036,
8.93E-05,0,0.034,
8.94E-05,0,0.036,
8.94E-05,0,0.032,
8.95E-05,0,0.034,
8.95E-05,0,0.034,
8.96E-05,0,0.032,
8.96E-05,0,0.032,
8.97E-05,0,0.028,
8.97E-05,0,0.032,
8.98E-05,0,0.026,
8.98E-05,0,0.028,
8.99E-05,0.04,0.024,
8.99E-05,0,0.026,
9.00E-05,0,0.012,
9.00E-05,0,0.028,
9.01E-05,0,0.016,
9.01E-05,0,0.016,
9.02E-05,0,0.012,
9.02E-05,0,0.01,
9.03E-05,0,0.004,
9.03E-05,0,0.008,
9.04E-05,0,0.002,
9.04E-05,0,-0.004,
9.05E-05,0,-0.004,
9.05E-05,0.04,-0.012,
9.06E-05,0,-0.014,
9.06E-05,0,-0.014,
9.07E-05,0,-0.016,
9.07E-05,0,-0.022,
9.08E-05,0,-0.024,
9.08E-05,0,-0.028,
9.09E-05,0,-0.03,
9.09E-05,0,-0.034,
9.10E-05,0,-0.034,
9.10E-05,0,-0.038,
9.11E-05,0,-0.038,
9.11E-05,0,-0.044,
9.12E-05,0,-0.042,
9.12E-05,0,-0.046,
9.13E-05,0,-0.048,
9.13E-05,0,-0.052,
9.14E-05,0,-0.048,
9.14E-05,0,-0.052,
9.15E-05,0,-0.046,
9.15E-05,0,-0.054,
9.16E-05,0,-0.048,
9.16E-05,0,-0.048,
9.17E-05,0,-0.048,
9.17E-05,0,-0.052,
9.18E-05,0,-0.046,
9.18E-05,0,-0.048,
9.19E-05,0,-0.046,
9.19E-05,0,-0.046,
9.20E-05,0,-0.04,
9.20E-05,0,-0.04,
9.21E-05,0.04,-0.036,
9.21E-05,0,-0.038,
9.22E-05,0,-0.03,
9.22E-05,0,-0.028,
9.23E-05,0,-0.024,
9.23E-05,0,-0.022,
9.24E-05,0,-0.02,
9.24E-05,0,-0.012,
9.25E-05,0,-0.01,
9.25E-05,0,-0.006,
9.26E-05,0,-0.004,
9.26E-05,0,0,
9.27E-05,0,0.002,
9.27E-05,0,0.008,
9.28E-05,0,0.012,
9.28E-05,0,0.012,
9.29E-05,0,0.016,
9.29E-05,0,0.018,
9.30E-05,0,0.018,
9.30E-05,0,0.022,
9.31E-05,0,0.026,
9.31E-05,0,0.024,
9.32E-05,0,0.026,
9.32E-05,0,0.028,
9.33E-05,0,0.028,
9.33E-05,0,0.028,
9.34E-05,0,0.032,
9.34E-05,0,0.028,
9.35E-05,0,0.032,
9.35E-05,0,0.032,
9.36E-05,0,0.028,
9.36E-05,0,0.028,
9.37E-05,0,0.026,
9.37E-05,0.04,0.026,
9.38E-05,0,0.024,
9.38E-05,0,0.024,
9.39E-05,0,0.024,
9.39E-05,0,0.018,
9.40E-05,0,0.016,
9.40E-05,0,0.016,
9.41E-05,0,0.012,
9.41E-05,0,0.008,
9.42E-05,0,0.006,
9.42E-05,0,0.004,
9.43E-05,0,0,
9.43E-05,0,0,
9.44E-05,0.04,-0.006,
9.44E-05,0,-0.006,
9.45E-05,0,-0.012,
9.45E-05,0,-0.012,
9.46E-05,0,-0.016,
9.46E-05,0,-0.014,
9.47E-05,0,-0.016,
9.47E-05,0,-0.018,
9.48E-05,0,-0.022,
9.48E-05,0,-0.02,
9.49E-05,0,-0.018,
9.49E-05,0,-0.022,
9.50E-05,0,-0.022,
9.50E-05,0,-0.024,
9.51E-05,0,-0.022,
9.51E-05,0,-0.016,
9.52E-05,0,-0.022,
9.52E-05,0,-0.01,
9.53E-05,0,-0.026,
9.53E-05,0,-0.02,
9.54E-05,0,-0.008,
9.54E-05,0,-0.02,
9.55E-05,0,-0.012,
9.55E-05,0,-0.006,
9.56E-05,0,-0.014,
9.56E-05,0,0,
9.57E-05,0,-0.008,
9.57E-05,0,0.002,
9.58E-05,0,0.008,
9.58E-05,0,-0.006,
9.59E-05,0,0.018,
9.59E-05,0,0.01,
9.60E-05,0,0.012,
9.60E-05,0,0.018,
9.61E-05,0,0.02,
9.61E-05,0,0.016,
9.62E-05,0,0.024,
9.62E-05,0,0.024,
9.63E-05,0,0.026,
9.63E-05,0,0.026,
9.64E-05,0,0.026,
9.64E-05,0,0.026,
9.65E-05,0,0.028,
9.65E-05,0,0.028,
9.66E-05,0,0.026,
9.66E-05,0,0.028,
